t_s,t_ns,lat,lon,alt,acc_h,speed,bearing,n_sats_used,x_m,y_m
1.5969570,32146503811922,28.5259307,77.5706616,151.8765259,3.7900925,0.0000000,,34,-0.0111080,-0.0002385
2.7999568,32147706811713,28.5259307,77.5706616,151.8773804,3.7900925,0.0000000,,34,-0.0101299,-0.0013517
3.8029614,32148709816296,28.5259307,77.5706616,151.8767700,3.7900925,0.0000000,,52,-0.0081738,-0.0013517
4.7982548,32149705109682,28.5259307,77.5706617,151.8759155,3.7900925,0.0000000,,55,-0.0062177,-0.0024649
5.8049090,32150711763900,28.5259307,77.5706617,151.8776855,3.7900925,0.0000000,,55,-0.0052396,-0.0024649
6.8033107,32151710165566,28.5259307,77.5706617,151.8800659,3.7900925,0.0000000,,55,-0.0032835,-0.0024649
7.8041169,32152710971816,28.5259307,77.5706617,151.8811035,3.7900925,0.0000000,,56,-0.0003493,-0.0013517
8.8026082,32153709463118,28.5259307,77.5706617,151.8825073,3.7900925,0.0000000,,56,0.0016068,-0.0013517
9.8109762,32154717831086,28.5259307,77.5706618,151.8847656,3.7900925,0.0000000,,56,0.0035629,-0.0002385
10.8001845,32155707039367,28.5259307,77.5706618,151.8875732,3.7900925,0.0000000,,58,0.0045410,0.0019879
11.8037384,32156710593325,28.5259307,77.5706618,151.8897095,3.7900925,0.0000000,,57,0.0064971,0.0019879
12.8011294,32157707984313,28.5259307,77.5706618,151.8911133,3.7900925,0.0000000,,59,0.0074752,0.0019879
13.7995823,32158706437230,28.5259307,77.5706618,151.8924561,3.7900925,0.0000000,,59,0.0094313,0.0031011
14.8033086,32159710163480,28.5259307,77.5706618,151.8925171,3.7900925,0.0000000,,60,0.0113874,0.0042143
15.8022049,32160709059833,28.5259307,77.5706618,151.8939209,3.7900925,0.0000000,,60,0.0123655,0.0042143
16.8003753,32161707230146,28.5259307,77.5706619,151.8973389,3.7900925,0.0000000,,60,0.0143216,0.0042143
17.8111753,32162718030198,28.5259308,77.5706619,151.8997192,3.7900925,0.0000000,,60,0.0152996,0.0053275
18.8055541,32163712408999,28.5259307,77.5706619,151.9039307,3.7900925,0.0000000,,62,0.0162777,0.0042143
19.8001631,32164707017957,28.5259307,77.5706619,151.9039307,3.7900925,0.0000000,,62,0.0162777,0.0042143
20.7978598,32165704714675,28.5259268,77.5706732,152.1335449,3.7900925,1.6800000,113.8000000,63,1.1273524,-0.4366129
21.8043504,32166711205300,28.5259214,77.5706931,152.1491699,3.7900925,2.2800000,107.7000000,62,3.0648867,-1.0388541
22.8049958,32167711850717,28.5259183,77.5707125,152.0038452,3.7900925,1.8300000,99.8000000,64,4.9623206,-1.3828329
23.8009925,32168707847383,28.5259174,77.5707320,151.8222656,3.7900925,2.0600000,96.7000000,64,6.8754034,-1.4763417
24.8005945,32169707449414,28.5259095,77.5707567,151.6342773,3.7900925,2.9600000,113.7000000,66,9.2931646,-2.3591093
25.8035156,32170710370455,28.5258960,77.5707845,151.6171265,3.7900925,3.2800000,117.6000000,66,12.0082556,-3.8597029
26.8099554,32171716810298,28.5258825,77.5708155,151.3073730,3.7900925,3.5800000,114.4000000,65,15.0382815,-5.3692021
