t_ns,qx,qy,qz,qw
30840501233004,0.3735306,0.40974462,0.5762893,0.6003956
30840505990816,0.38119078,0.4056593,0.5792662,0.59547025
30840510748629,0.38550752,0.40095127,0.5825035,0.5927155
30840515506494,0.3896191,0.39568052,0.5860892,0.59002835
30840520264306,0.39566293,0.39267853,0.58842593,0.58567005
30840525022119,0.4003291,0.38963914,0.59071976,0.5822097
30840529779983,0.39414084,0.3878979,0.5917854,0.5864966
30840534537796,0.3912117,0.39342183,0.58837336,0.58820856
30840539295608,0.3852555,0.40281516,0.5821855,0.5919275
30840544053473,0.3764654,0.40736645,0.5786359,0.59791875
30840548811285,0.3719867,0.41084698,0.57581234,0.60105807
30840553569098,0.37237513,0.4131008,0.5739557,0.6010485
30840558326962,0.37418133,0.4107148,0.57526845,0.6003065
30840563084723,0.37681523,0.4067896,0.5777176,0.5989782
30840567842587,0.38089722,0.4038552,0.57968074,0.59648013
30840572600452,0.3846162,0.40100572,0.58168775,0.5940574
30840577358264,0.38663885,0.3981257,0.5837454,0.59266144
30840582116077,0.38784948,0.39669657,0.5849005,0.59168917
30840586873941,0.38828915,0.39711115,0.5848703,0.5911523
30840591631754,0.38711864,0.39809233,0.58437455,0.59174997
30840596389566,0.3851204,0.3993782,0.58356655,0.5929835
30840601147431,0.38350335,0.4012307,0.5823063,0.594019
30840605905244,0.38227892,0.402786,0.5811568,0.59488076
30840610663056,0.38134995,0.40330747,0.5806248,0.59564257
30840615420921,0.38131168,0.40320665,0.58051825,0.59583914
30840620178733,0.3822226,0.40274543,0.58071196,0.5953786
30840624936546,0.38336056,0.40173954,0.5813311,0.594722
30840629694410,0.38443282,0.4005207,0.5821641,0.5940366
30840634452223,0.38548175,0.39967403,0.5828277,0.593276
30840639210035,0.38612473,0.39933997,0.5831962,0.59272045
30840643967900,0.38606873,0.3993327,0.5833433,0.592617
30840648725712,0.38556448,0.3997878,0.58314914,0.5928294
30840653483525,0.38487852,0.40066788,0.5826213,0.5932001
30840658241389,0.38406408,0.4015317,0.58202904,0.5937249
30840662999202,0.3833411,0.40213934,0.58153963,0.5942602
30840667757014,0.38302997,0.4025122,0.5811762,0.5945639
30840672514879,0.38312352,0.4025519,0.58103186,0.5946178
30840677272691,0.3834571,0.40220836,0.58116865,0.5945016
30840682030504,0.3840111,0.40167394,0.58148175,0.59419894
30840686788316,0.38467032,0.4011612,0.5818415,0.59376675
30840691546181,0.38517386,0.4007551,0.5821754,0.5933872
30840696303994,0.3853923,0.40053046,0.5824158,0.5931609
30840701061858,0.38537416,0.40057677,0.58248097,0.5930775
30840705819671,0.38514867,0.40088588,0.5823502,0.5931435
30840710577483,0.3847413,0.40126342,0.5821294,0.5933693
30840715335348,0.3843061,0.4016468,0.58186305,0.59365314
30840720093160,0.3840096,0.40195075,0.5816005,0.59389645
30840724850973,0.38389602,0.4020746,0.5814308,0.59405226
30840729608837,0.3839618,0.40197554,0.5814085,0.5940987
30840734366650,0.384217,0.40171,0.58152246,0.5940017
30840739124462,0.38458416,0.40138492,0.5817148,0.5937955
30840743882327,0.38494426,0.40103936,0.58195335,0.59356177
30840748640139,0.3851793,0.40078878,0.58217096,0.59336513
30840753397952,0.38529015,0.40069002,0.58230823,0.5932252
30840758155764,0.38522846,0.4007172,0.58235556,0.59320045
30840762913629,0.3850288,0.40084413,0.58231956,0.59327966
30840767671441,0.38478097,0.4010243,0.5822163,0.59341997
30840772429306,0.38453877,0.40120018,0.582078,0.5935938
30840777187119,0.38435525,0.40129346,0.5819651,0.5937603
30840781944931,0.38430405,0.40126395,0.5819214,0.59385616
30840786702796,0.38438013,0.40112466,0.58195305,0.59387004
30840791460608,0.3845475,0.4008944,0.5820622,0.5938102
30840796218421,0.3847494,0.4006227,0.5822282,0.5937
30840800976285,0.38493842,0.40036094,0.582405,0.59358066
30840805734098,0.38505456,0.40017655,0.582571,0.59346664
30840810491910,0.3850528,0.40009356,0.5826824,0.5934145
30840815249775,0.3849479,0.40010923,0.58272433,0.59343064
30840820007587,0.38475952,0.40019184,0.58270407,0.5935171
30840824765400,0.38455653,0.4002938,0.58262986,0.5936528
30840829523264,0.38435623,0.40037775,0.5825673,0.5937873
30840834281077,0.38422978,0.40040067,0.58250797,0.5939118
30840839038889,0.38419062,0.40034565,0.5824917,0.59399015
30840843796702,0.38421845,0.40023592,0.58251697,0.5940214
30840848554566,0.38429803,0.4000847,0.58258545,0.5940046
30840853312379,0.3843951,0.39993984,0.5826828,0.59394383
