t_ns,value
30840522021910,0.0
30840762014827,1.0
30845082020191,1.0
30849402022223,1.0
30853722019931,1.0
30858042020139,1.0
30862362019358,1.0
30866682021754,1.0
30867002018994,0.0
30867322021025,1.0
30868602020869,0.0
30871802024931,1.0
30872442020712,0.0
30872602019700,1.0
30873082018815,3.0
30873242031888,2.0
30873722018086,1.0
30874042021471,0.0
30874202021367,1.0
30874362019648,3.0
30874522020117,2.0
30874682019804,1.0
30874842018815,3.0
30875482019284,1.0
30875642018242,0.0
30875962020846,1.0
30876282017721,2.0
30876602020690,3.0
30877082022825,2.0
30878842018607,1.0
30879002020690,2.0
30879482021263,4.0
30879642020065,6.0
30879802021263,7.0
30879962018086,1.0
30880602019700,6.0
30880762139857,12.0
30880922019857,11.0
30881242017877,10.0
30881402050482,9.0
30881562019961,8.0
30881722020273,7.0
30882202018034,6.0
30882522020377,5.0
30882842021784,4.0
30883482018190,3.0
30884122018919,2.0
30885242019232,1.0
30885562017461,2.0
30885722024596,1.0
30886362021992,3.0
30886522018190,1.0
30887002021002,3.0
30887162021732,16.0
30887322019909,15.0
30887482017877,8.0
30887642020273,1.0
30887962020117,5.0
30888122020586,9.0
30888282022461,7.0
30888442025534,10.0
30888602018659,7.0
30888762063294,4.0
30889082017982,8.0
30889242019752,6.0
30889562019909,4.0
30889722021523,2.0
30890042021940,3.0
30890362020534,4.0
30890522017513,3.0
30890682022409,2.0
30891002021784,1.0
30891322021367,4.0
30891642019179,2.0
30891802019700,1.0
30892122020690,2.0
30892442018034,1.0
30894202020690,0.0
30895322020638,9.0
30895482018346,17.0
30895642020169,13.0
30895802020638,0.0
30896282061940,7.0
30896442020898,6.0
30896602021471,4.0
30896762016940,3.0
30897082021315,2.0
30897242019648,1.0
30897882018971,0.0
30901882217513,1.0
30902042020221,5.0
30902202021419,8.0
30902362016784,5.0
30902522078554,6.0
30902682018034,7.0
30902842020117,0.0
30903002017721,7.0
30903162126784,5.0
30903322020742,11.0
30903482018711,23.0
30903802023190,3.0
30903962018450,2.0
30904282021679,10.0
30904442021575,16.0
30904602020429,13.0
30904762018034,11.0
30904922020221,8.0
30905082023086,5.0
30905242019492,6.0
30905402018450,5.0
30905562021107,3.0
30905722020273,2.0
30906202020898,1.0
30906682017409,2.0
30906842051732,0.0
30907482020846,5.0
30907642019023,11.0
30907802018711,8.0
30907962018190,4.0
30908122020950,0.0
30908442020429,4.0
30908602018086,8.0
30908762021523,7.0
30908922024544,6.0
30909082021107,5.0
30909242022044,4.0
30909402019648,3.0
30909722018346,2.0
30910042021107,1.0
30910362019232,2.0
30910522018086,1.0
30910842019909,6.0
30911002020325,7.0
30911162020065,0.0
30911642018034,3.0
30911802021211,9.0
30911962018763,8.0
30912282017461,7.0
30912442102252,0.0
30912602020534,3.0
30912762019752,4.0
30913082171575,3.0
30913242021679,2.0
30913562017721,3.0
30913722021002,1.0
30914202018763,5.0
30914362020377,4.0
30914522020117,0.0
30915002020742,13.0
30915162019648,14.0
30915322019492,13.0
30915482208763,0.0
30915802018190,4.0
30915962018138,8.0
30916122019388,0.0
30916282018867,1.0
30916442021367,0.0
30919162024440,6.0
30919322019023,4.0
30919482019700,0.0
30922682021836,1.0
30922842020325,0.0
30925082020273,14.0
30925242020898,23.0
30925402020117,21.0
30925562020638,20.0
30925722021836,17.0
30925882017617,15.0
30926042115534,12.0
30926202021523,10.0
30926362021627,8.0
30926522018346,6.0
30926682071263,4.0
30926842019023,3.0
30927002019388,2.0
30927322019127,1.0
30927962021159,0.0
30928602020898,1.0
30928762019857,0.0
30929242019336,3.0
30929402019752,4.0
30929562020065,0.0
30930202017617,1.0
30930362222929,0.0
30934682018949,0.0
30934842020303,1.0
30935002020042,0.0
30939322021605,0.0
30941562023480,1.0
30941882023844,0.0
30942202032282,1.0
30942362020303,0.0
30943322018115,1.0
30943482044469,0.0
30943802019834,4.0
30943962018949,1.0
30944122019574,0.0
30944922020251,7.0
30945082021501,13.0
30945242022178,12.0
30945402019365,6.0
30945562020876,0.0
30945722018011,5.0
30945882155146,9.0
30946202022334,8.0
30946362020667,7.0
30946522020615,6.0
30947002018219,5.0
30947162211449,4.0
30947482020042,3.0
30947962020303,1.0
30948122018584,2.0
30948442020511,1.0
30948762019626,8.0
30948922018532,7.0
30949082020459,0.0
30950362023584,5.0
30950522019417,9.0
30950682017907,8.0
30950842022282,7.0
30951002020980,3.0
30951162023844,5.0
30951322017959,4.0
30951482021709,3.0
30951802020459,2.0
30951962019053,1.0
30952122036084,0.0
30952282021501,2.0
30952442020615,1.0
30952762021657,0.0
30952922022282,1.0
30953082020563,0.0
30953242018792,1.0
30953562019626,0.0
30953882018324,1.0
30954202020407,0.0
30956602019417,11.0
30956762022438,10.0
30957082022699,9.0
30957242020407,4.0
30957562017699,6.0
30957882020980,5.0
30958042018636,4.0
30958362020511,3.0
30958682019053,2.0
30959162019521,1.0
30959482019053,2.0
30959962017646,0.0
30961242019365,12.0
30961562019626,0.0
30962042021188,4.0
30962202019834,7.0
30962362020303,6.0
30962522020094,5.0
30962682084990,4.0
30962842021657,3.0
30963162017646,2.0
30963482019157,1.0
30964122023428,0.0
30968442020824,0.0
30968762156709,1.0
30968922023740,2.0
30969082021084,0.0
30969402139990,1.0
30969722017959,0.0
30971482019678,1.0
30971962020563,0.0
30974362022803,1.0
30974522020251,3.0
30974682022074,4.0
30974842018063,3.0
