t_ns,wall_ms,type,text
30840530356119,1788560786704,SESSION_START,"20260905_035626_SNU_AJB_BA_run8"
30840530425129,1788560786704,CALIB_START,"stand still 15s"
30855531176790,1788560801705,CALIB_END,"n_fixes=14"
30855531328144,1788560801705,RIDE_START,""
31121909127938,1788561068083,STOP_CALIB_START,"stand still 15s"
31136910321370,1788561083084,STOP_CALIB_END,"n_fixes=15"
31136916293453,1788561083090,SESSION_END,""
