t_ns,qx,qy,qz,qw,heading_acc_rad
30840510748629,0.36588106,0.41893795,0.6101968,0.56416476,-1.0
30840515506494,0.37023705,0.4138727,0.6136539,0.56130457,-1.0
30840520264306,0.37338704,0.41391748,0.61985344,0.5523008,-1.0
30840525022119,0.37810513,0.41124028,0.62209785,0.54855466,-1.0
30840529779983,0.37488565,0.40653723,0.61950433,0.55713785,-1.0
30840534537796,0.37164995,0.41195107,0.61623687,0.5589497,-1.0
30840539295608,0.37000126,0.4168704,0.60380614,0.5698564,-1.0
30840544053473,0.36122662,0.4209382,0.6002374,0.57623035,-1.0
30840548811285,0.3577161,0.42333028,0.59603447,0.5810108,-1.0
30840553569098,0.3579407,0.42566884,0.59429663,0.580944,-1.0
30840558326962,0.36128393,0.4221045,0.59358126,0.5822053,-1.0
30840563084723,0.3640707,0.41823438,0.59594285,0.58084816,-1.0
30840567842587,0.36627442,0.41716275,0.60055363,0.57545954,-1.0
30840572600452,0.37004724,0.41448793,0.60253567,0.572901,-1.0
30840577358264,0.37187234,0.41195223,0.60495716,0.5709931,-1.0
30840582116077,0.3731321,0.41057009,0.60607886,0.56997633,-1.0
30840586873941,0.37338173,0.41115913,0.606271,0.56918335,-1.0
30840591631754,0.3721873,0.4120861,0.60578185,0.56981575,-1.0
30840596389566,0.369375,0.41398403,0.60607916,0.56995386,-1.0
30840601147431,0.36769027,0.41577002,0.604856,0.57104146,-1.0
30840605905244,0.3664041,0.417279,0.60374415,0.5719434,-1.0
30840610663056,0.3642097,0.41885084,0.6049453,0.57092595,-1.0
30840615420921,0.36418167,0.4187433,0.6048389,0.5711354,-1.0
30840620178733,0.36589378,0.41763592,0.6039434,0.5717992,-1.0
30840624936546,0.3670603,0.4166854,0.6045504,0.57110316,-1.0
30840629694410,0.3680773,0.41560143,0.60549676,0.5702352,-1.0
30840634452223,0.36914605,0.4148092,0.6061474,0.5694294,-1.0
30840639210035,0.37000528,0.41431972,0.60621417,0.569157,-1.0
30840643967900,0.36995077,0.41430917,0.60635555,0.5690495,-1.0
30840648725712,0.36941355,0.4147577,0.60619104,0.56924695,-1.0
30840653483525,0.3686914,0.41561136,0.6056806,0.5696357,-1.0
30840658241389,0.36710468,0.4170936,0.6061194,0.56911016,-1.0
