t_ns,wall_ms,lat,lon,alt,acc_h,acc_v,speed,has_speed,speed_acc,bearing,has_bearing,bearing_acc,provider,elapsed_unc_ns,is_mock,n_sats_used
30842127410128,1788560788301,28.5271263,77.5772315,171.20001220703125,3.79,1.8029113,0.0,true,0.07070185,NaN,false,NaN,fused,NaN,false,31
30843712266378,1788560789886,28.5271263,77.5772314,171.20001220703125,3.79,1.8271538,0.0,true,0.07069293,NaN,false,NaN,fused,NaN,false,53
30844712041117,1788560790886,28.5271261,77.5772312,171.20001220703125,3.79,1.8024671,0.0,true,0.07069288,NaN,false,NaN,fused,NaN,false,56
30845721046429,1788560791895,28.5271261,77.5772311,171.20001220703125,3.79,1.811833,0.0,true,0.070692375,NaN,false,NaN,fused,NaN,false,58
30846709492939,1788560792883,28.527126,77.5772311,171.20001220703125,3.79,1.7090688,0.0,true,0.0706924,NaN,false,NaN,fused,NaN,false,58
30847720392835,1788560793894,28.527126,77.577231,171.20001220703125,3.79,1.7176486,0.0,true,0.07069242,NaN,false,NaN,fused,NaN,false,58
30848717818251,1788560794892,28.527126,77.577231,171.20001220703125,3.79,1.7238424,0.0,true,0.070692435,NaN,false,NaN,fused,NaN,false,59
30849711646740,1788560795886,28.527126,77.5772309,171.20001220703125,3.79,1.705511,0.0,true,0.07069244,NaN,false,NaN,fused,NaN,false,57
30850710398666,1788560796884,28.5271259,77.5772307,171.20001220703125,3.79,1.673043,0.0,true,0.07069245,NaN,false,NaN,fused,NaN,false,56
30851720471427,1788560797895,28.5271258,77.5772307,171.20001220703125,3.79,1.5349379,0.0,true,0.07069249,NaN,false,NaN,fused,NaN,false,58
30852712924186,1788560798886,28.5271258,77.5772306,171.20001220703125,3.79,1.5446017,0.0,true,0.07069249,NaN,false,NaN,fused,NaN,false,57
30853715048926,1788560799889,28.5271258,77.5772306,171.20001220703125,3.79,1.5789585,0.0,true,0.07069261,NaN,false,NaN,fused,NaN,false,57
30854714702051,1788560800888,28.5271258,77.5772306,171.20001220703125,3.79,1.5545404,0.0,true,0.07069242,NaN,false,NaN,fused,NaN,false,56
30855717928092,1788560801891,28.5271257,77.5772305,171.20001220703125,3.79,1.5183783,0.0,true,0.070692495,NaN,false,NaN,fused,NaN,false,56
30856714357987,1788560802888,28.5271257,77.5772304,171.20001220703125,3.79,1.5346487,0.0,true,0.070692465,NaN,false,NaN,fused,NaN,false,56
30857713559966,1788560803887,28.5271256,77.5772303,171.20001220703125,3.79,1.5319632,0.0,true,0.07069251,NaN,false,NaN,fused,NaN,false,54
30858717396528,1788560804891,28.5271257,77.5772303,171.20001220703125,3.79,1.5123107,0.0,true,0.0706925,NaN,false,NaN,fused,NaN,false,55
30859708607205,1788560805882,28.5271257,77.5772303,171.20001220703125,3.79,1.5723748,0.0,true,0.07069251,NaN,false,NaN,fused,NaN,false,54
30860716064235,1788560806890,28.5271257,77.5772303,171.20001220703125,3.79,1.5789012,0.0,true,0.070692465,NaN,false,NaN,fused,NaN,false,54
30861716803246,1788560807891,28.5271255,77.5772301,171.20001220703125,3.79,1.5557958,0.0,true,0.0706925,NaN,false,NaN,fused,NaN,false,55
30862710337568,1788560808884,28.5271255,77.5772301,171.20001220703125,3.79,1.5676701,0.0,true,0.070692465,NaN,false,NaN,fused,NaN,false,55
30863710274963,1788560809884,28.5271255,77.57723,171.20001220703125,3.79,1.5782422,0.0,true,0.070692405,NaN,false,NaN,fused,NaN,false,55
30864708913088,1788560810882,28.5271255,77.57723,171.20001220703125,3.79,1.5847417,0.0,true,0.0706925,NaN,false,NaN,fused,NaN,false,56
30865709199233,1788560811884,28.5271255,77.57723,171.20001220703125,3.79,1.6288177,0.0,true,0.070692495,NaN,false,NaN,fused,NaN,false,55
30866712758348,1788560812886,28.5271255,77.57723,171.20001220703125,3.79,1.656249,0.0,true,0.0706925,NaN,false,NaN,fused,NaN,false,55
30867708389181,1788560813882,28.5271254,77.5772298,171.20001220703125,3.79,1.6194793,0.0,true,0.07069262,NaN,false,NaN,fused,NaN,false,57
30868719715274,1788560814893,28.5271254,77.5772298,171.20001220703125,3.79,1.6312253,0.0,true,0.07069239,NaN,false,NaN,fused,NaN,false,56
30869711619649,1788560815886,28.5271254,77.5772298,171.20001220703125,3.79,1.6636868,0.0,true,0.07069251,NaN,false,NaN,fused,NaN,false,57
30870710923920,1788560816884,28.5271254,77.5772297,171.20001220703125,3.79,1.6663644,0.0,true,0.070692495,NaN,false,NaN,fused,NaN,false,58
30871716701732,1788560817891,28.5271254,77.5772297,171.20001220703125,3.79,1.6749294,0.0,true,0.07069239,NaN,false,NaN,fused,NaN,false,59
30872718257253,1788560818892,28.5271275,77.5772213,171.20001220703125,3.79,1.6416314,0.98,true,0.69535965,276.0,true,6.0080485,fused,NaN,false,58
30873717727981,1788560819891,28.5271284,77.5772092,171.20001220703125,3.79,1.6128643,1.24,true,0.02646572,271.0,true,1.3681567,fused,NaN,false,60
30874711124543,1788560820886,28.527125,77.577192,171.20001220703125,3.79,1.5780424,2.07,true,0.03500312,257.0,true,1.0847976,fused,NaN,false,61
