t_ns,ax,ay,az,accuracy
30840474413837,-0.44506502,9.083155,3.8668015,3
30840476792744,-0.6125626,9.107083,3.9146578,3
30840479171702,-0.7752745,9.135797,3.8620157,3
30840481550608,-0.91884387,9.131011,3.7615173,3
30840483929514,-0.9954142,9.169296,3.6897326,3
30840486308473,-1.0289137,9.178867,3.6801612,3
30840488687379,-1.0193424,9.159725,3.7471602,3
30840491066285,-0.9667004,9.131011,3.8380876,3
30840493445191,-0.89013004,9.107083,3.8955152,3
30840495824046,-0.74177504,9.131011,3.9050865,3
30840498203004,-0.5024927,9.164511,3.8237305,3
30840500581910,-0.31106696,9.140582,3.6610186,3
30840502960869,-0.09571291,9.064013,3.5796626,3
30840505339775,0.07178468,9.107083,3.6514473,3
30840507718681,0.12921242,9.135797,3.7471602,3
30840510097587,0.25842485,9.08794,3.8237305,3
30840512476494,0.43070808,9.073584,3.8476589,3
30840514855400,0.6364908,9.064013,3.8572302,3
30840517234358,0.7848458,9.092726,3.804588,3
30840519613264,0.93320084,9.265009,3.1489546,3
30840521992171,1.134198,9.016156,3.1633115,3
30840524371077,0.91405827,8.939586,3.751946,3
30840526749983,0.18664017,9.131011,5.1349974,3
30840529128889,-0.9284152,9.092726,4.584648,3
30840531507848,-1.0480564,9.016156,3.6993039,3
30840533886754,-1.1389836,9.217153,3.1489546,3
30840536265660,-2.3688943,9.370294,2.8666015,3
30840538644566,-2.7708886,9.202796,3.5653057,3
30840541023473,-2.7182465,9.059227,4.4889355,3
30840543402379,-3.010171,9.150154,4.5894337,3
30840545781337,-2.7230322,9.12144,4.2161536,3
30840548160244,-1.847259,9.097511,3.7615173,3
30840550539150,-1.4548361,9.2075815,3.249453,3
30840552918056,-1.0193424,9.221938,3.1680973,3
30840555296962,-0.148355,9.073584,3.6801612,3
30840557675869,0.34456646,9.040084,4.125226,3
30840560054827,0.64606214,9.083155,4.2448673,3
30840562433733,1.0767702,9.0544405,4.0534415,3
30840564812587,1.268196,8.973084,3.6131623,3
30840567191546,1.3304094,9.044869,3.2973096,3
30840569570452,1.4644074,9.12144,3.3547373,3
30840571949358,1.5074782,9.01137,3.67059,3
30840574328316,1.3495519,8.992228,3.9577286,3
30840576707223,1.1916257,9.0544405,4.1108694,3
