t_s,lat,lon,x_m,y_m,v,heading_deg,mode,sim,k,sigma_pos,v_model,sigma_model,stop,tick_ms,model_ms,corridor_id,s_m,d_m
0.000,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.009,0.000,,,
0.100,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.002,0.000,,,
0.200,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.002,0.000,,,
0.300,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.002,0.000,,,
0.400,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.002,0.000,,,
0.500,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.005,0.000,,,
0.600,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.004,0.000,,,
0.700,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.003,0.000,,,
0.800,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.013,0.000,,,
0.900,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.012,0.000,,,
1.000,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.015,0.000,,,
1.100,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.013,0.000,,,
1.200,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.012,0.000,,,
1.300,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.011,0.000,,,
1.400,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.012,0.000,,,
1.500,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.010,0.000,,,
1.600,28.52712629,77.57723146,0.046,0.031,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.339,0.000,,,
1.700,28.52712629,77.57723146,0.046,0.031,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.023,0.000,,,
1.800,28.52712629,77.57723146,0.046,0.031,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.020,0.000,,,
1.900,28.52712629,77.57723146,0.046,0.031,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.019,0.000,,,
2.000,28.52712629,77.57723146,0.046,0.031,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.021,0.000,,,
2.100,28.52712629,77.57723146,0.046,0.031,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.400,0.000,,,
2.200,28.52712629,77.57723145,0.046,0.031,-0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.050,1,0.025,0.000,,,
2.300,28.52712629,77.57723145,0.046,0.031,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.050,1,0.016,0.000,,,
2.400,28.52712629,77.57723145,0.046,0.031,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.050,1,0.020,0.000,,,
2.500,28.52712629,77.57723145,0.046,0.031,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.198,1,0.199,0.164,,,
2.600,28.52712629,77.57723145,0.046,0.031,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.196,1,0.556,0.093,,,
2.700,28.52712629,77.57723145,0.046,0.031,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.186,1,0.115,0.088,,,
2.800,28.52712629,77.57723145,0.046,0.031,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.185,1,0.121,0.083,,,
2.900,28.52712629,77.57723145,0.046,0.031,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.184,1,0.117,0.084,,,
3.000,28.52712629,77.57723145,0.046,0.031,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.190,1,0.124,0.086,,,
3.100,28.52712629,77.57723145,0.046,0.031,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.188,1,0.483,0.080,,,
3.200,28.52712628,77.57723144,0.044,0.030,-0.000,0.000,GNSS_INS,0,1.0000,1.768,0.000,0.188,1,0.122,0.083,,,
3.300,28.52712628,77.57723144,0.044,0.030,0.000,0.000,GNSS_INS,0,1.0000,1.768,0.000,0.187,1,0.120,0.093,,,
3.400,28.52712628,77.57723144,0.044,0.030,0.000,0.000,GNSS_INS,0,1.0000,1.768,0.000,0.190,1,0.182,0.081,,,
3.500,28.52712628,77.57723144,0.044,0.030,0.000,0.000,GNSS_INS,0,1.0000,1.768,0.000,0.190,1,0.117,0.083,,,
3.600,28.52712628,77.57723144,0.044,0.030,0.000,0.000,GNSS_INS,0,1.0000,1.768,0.000,0.188,1,0.509,0.084,,,
3.700,28.52712628,77.57723144,0.044,0.030,0.000,0.000,GNSS_INS,0,1.0000,1.768,0.000,0.185,1,0.117,0.085,,,
3.800,28.52712628,77.57723144,0.044,0.030,0.000,0.000,GNSS_INS,0,1.0000,1.768,0.000,0.189,1,0.111,0.082,,,
3.900,28.52712628,77.57723144,0.044,0.030,0.000,0.000,GNSS_INS,0,1.0000,1.768,0.000,0.181,1,0.117,0.084,,,
