t_ns,wall_ms,sentence
20100395308341,1788550046569,"$GPGSV,3,1,09,06,69,032,34,11,70,226,32,12,27,319,43,13,00,000,39,1*62  "
20100395451570,1788550046569,"$GPGSV,3,2,09,14,18,128,32,17,23,064,33,19,48,033,36,22,39,118,39,1*66  "
20100395682143,1788550046569,"$GPGSV,3,3,09,24,36,258,27,1*54  "
20100395985111,1788550046569,"$GPGSV,1,1,04,06,69,032,33,11,70,226,32,21,20,165,22,24,36,258,24,8*68  "
20100396567038,1788550046569,"$GLGSV,2,1,06,10,00,000,35,09,78,157,33,16,21,149,27,20,63,287,43,1*7F  "
20100397305268,1788550046569,"$GLGSV,2,2,06,19,38,021,39,21,27,242,27,1*73  "
20100397770580,1788550046569,"$GAGSV,2,1,06,02,61,088,38,15,30,211,38,18,63,009,44,30,51,331,39,7*7F  "
20100398077507,1788550046569,"$GAGSV,2,2,06,34,82,168,37,36,40,041,38,7*7C  "
20100398254851,1788550046569,"$GAGSV,2,1,08,02,61,088,39,15,30,211,27,18,63,009,35,25,12,119,24,1*79  "
20100398497924,1788550046569,"$GAGSV,2,2,08,27,06,311,23,30,51,331,33,34,82,168,28,36,40,041,29,1*7D  "
20100399207403,1788550046569,"$GQGSV,1,1,02,02,23,098,41,03,32,062,43,1*61  "
20100399255580,1788550046569,"$GQGSV,1,1,02,02,23,098,40,03,32,062,23,8*6F  "
20100399275580,1788550046569,"$GBGSV,3,1,11,38,56,022,41,37,37,313,40,27,12,248,36,25,32,158,27,1*7E  "
20100399544695,1788550046569,"$GBGSV,3,2,11,23,74,217,42,13,68,327,36,09,24,145,26,08,37,049,36,1*77  "
20100399953184,1788550046569,"$GBGSV,3,3,11,06,32,119,30,03,40,128,36,02,54,175,33,1*42  "
20100400522455,1788550046569,"$GBGSV,2,1,07,23,74,217,31,25,32,158,25,28,51,271,22,34,06,055,22,5*74  "
20100400781882,1788550046569,"$GBGSV,2,2,07,37,37,313,41,38,56,022,33,42,07,094,23,5*44  "
20100405273601,1788550046579,"$GNGSA,A,3,06,11,12,14,17,19,21,22,24,,,,0.6,0.4,0.5,1*3D  "
20100405532820,1788550046579,"$PSSGR,GSA,A,3,06,11,21,24,,,,,,,,,0.6,0.4,0.5,1,8*41  "
20100405939070,1788550046579,"$GNGSA,A,3,80,83,85,,,,,,,,,,0.6,0.4,0.5,2*3B  "
20100406548861,1788550046579,"$GNGSA,A,3,02,15,18,25,27,30,34,36,,,,,0.6,0.4,0.5,3*38  "
20100406563028,1788550046579,"$PSSGR,GSA,A,3,302,315,318,325,327,330,334,336,,,,,0.6,0.4,0.5,3,1*45  "
20100407002195,1788550046579,"$GNGSA,A,3,02,06,08,09,13,23,25,27,28,34,37,38,0.6,0.4,0.5,4*35  "
20100407271257,1788550046579,"$PSSGR,GSA,A,3,223,225,228,234,237,238,242,,,,,,0.6,0.4,0.5,4,5*7A  "
20100407606518,1788550046579,"$GNGSA,A,3,02,03,,,,,,,,,,,0.6,0.4,0.5,5*33  "
20100407864591,1788550046579,"$PSSGR,GSA,A,3,194,195,,,,,,,,,,,0.6,0.4,0.5,5,8*47  "
20100408172403,1788550046579,"$GNVTG,,T,,M,0.0,N,0.0,K,A*3D  "
20100408446049,1788550046579,"$GNDTM,W84,,0000.000000,N,00000.000000,E,0.000,W84*41  "
20100408813705,1788550046579,"$GNRMC,192726.10,A,2831.292912,N,07734.296345,E,0.0,,040926,1.3,E,A,V*7F  "
20100408998913,1788550046579,"$GNGNS,192726.10,2831.292912,N,07734.296345,E,AAAAAN,35,0.4,207.0,-54.0,,,V*0D  "
20100409753445,1788550046579,"$GNGGA,192726.10,2831.292912,N,07734.296345,E,1,12,0.4,207.0,M,-54.0,M,,*57  "
20100409772091,1788550046583,"$PSMSG,magcal=FAIL,bluesky=0*00 "
20100769664174,1788550046942,"$GNGSA,A,3,06,11,12,14,17,19,21,22,24,,,,0.6,0.4,0.5,1*3D  "
20100769704382,1788550046942,"$PSSGR,GSA,A,3,06,11,21,24,,,,,,,,,0.6,0.4,0.5,1,8*41  "
20100769799642,1788550046942,"$GNGSA,A,3,80,83,85,,,,,,,,,,0.6,0.4,0.5,2*3B  "
20100770728080,1788550046942,"$GNGSA,A,3,02,15,18,25,27,30,34,36,,,,,0.6,0.4,0.5,3*38  "
20100770752611,1788550046942,"$PSSGR,GSA,A,3,302,315,318,325,327,330,334,336,,,,,0.6,0.4,0.5,3,1*45  "
20100771295163,1788550046942,"$GNGSA,A,3,01,02,06,08,09,13,23,25,27,28,34,37,0.6,0.4,0.5,4*3F  "
20100773238445,1788550046942,"$PSSGR,GSA,A,3,223,225,228,234,237,238,242,,,,,,0.6,0.4,0.5,4,5*7A  "
20100773262663,1788550046942,"$GNGSA,A,3,02,03,,,,,,,,,,,0.6,0.4,0.5,5*33  "
20100773754070,1788550046942,"$PSSGR,GSA,A,3,194,195,,,,,,,,,,,0.6,0.4,0.5,5,8*47  "
20100774787872,1788550046942,"$GNVTG,,T,,M,0.0,N,0.0,K,A*3D  "
20100775075892,1788550046942,"$GNDTM,W84,,0000.000000,N,00000.000000,E,0.000,W84*41  "
20100775103080,1788550046942,"$GNRMC,192727.00,A,2831.292921,N,07734.296355,E,0.0,,040926,1.3,E,A,V*7E  "
20100775665632,1788550046942,"$GNGNS,192727.00,2831.292921,N,07734.296355,E,AAAAAN,36,0.4,207.0,-54.0,,,V*0F  "
20100775697038,1788550046942,"$GNGGA,192727.00,2831.292921,N,07734.296355,E,1,12,0.4,207.0,M,-54.0,M,,*56  "
20100775705945,1788550046949,"$PSMSG,magcal=PASS,bluesky=0*00 "
20101771528809,1788550047944,"$GPGSV,3,1,10,06,69,032,33,11,70,226,31,12,27,319,43,13,00,000,40,1*60  "
20101771586882,1788550047944,"$GPGSV,3,2,10,14,18,128,30,17,23,064,33,19,48,033,34,21,20,165,22,1*65  "
