t_ns,mx,my,mz,accuracy
20098234862353,-13.25625,-30.243752,-32.025,3
20098244862353,-11.925,-29.812502,-32.362503,3
20098254862353,-12.075001,-29.7,-32.193752,3
20098264862353,-15.39375,-29.8875,-31.48125,3
20098274862353,-13.406251,-30.375002,-33.24375,3
20098284862353,-13.312501,-29.493752,-31.125002,3
20098294862353,-13.5375,-29.025002,-31.425001,3
20098304862353,-12.8625,-30.562502,-31.612501,3
20098314862353,-12.8625,-30.300001,-30.075,3
20098324862353,-13.968751,-29.456251,-30.281252,3
20098334862353,-15.000001,-29.962502,-29.531252,3
20098344862353,-12.7875,-29.925001,-30.562502,3
20098354862353,-13.14375,-29.962502,-29.437502,3
20098364862353,-12.76875,-29.400002,-28.425001,3
20098374862353,-13.51875,-31.3875,-30.281252,3
20098384862353,-14.26875,-30.112501,-29.306252,3
20098394862353,-13.856251,-30.562502,-29.493752,3
20098404862353,-14.531251,-31.5375,-32.90625,3
20098414862353,-13.031251,-29.7,-31.612501,3
20098424862353,-11.175,-29.7,-31.06875,3
20098434862353,-14.043751,-31.35,-32.5125,3
20098444862353,-11.700001,-30.900002,-30.806252,3
20098454862353,-12.58125,-28.7625,-31.237501,3
20098464862353,-14.231251,-30.487501,-32.0625,3
20098474862353,-14.250001,-30.487501,-31.743752,3
20098484862353,-14.00625,-29.7,-30.2625,3
20098494862353,-12.88125,-29.812502,-31.781252,3
20098504862353,-10.96875,-29.04375,-29.56875,3
20098514862353,-13.8,-29.306252,-30.000002,3
20098524862353,-13.012501,-29.437502,-30.862501,3
20098534862353,-11.025001,-29.175001,-32.943752,3
20098544862353,-12.39375,-30.750002,-32.268753,3
20098554862353,-14.212501,-30.862501,-29.75625,3
20098564862353,-13.312501,-30.487501,-31.706251,3
20098574862353,-13.14375,-29.587502,-32.0625,3
20098584862353,-12.7875,-29.2875,-32.11875,3
20098594862353,-12.69375,-30.656252,-32.4,3
20098604862353,-12.168751,-29.343752,-32.025,3
20098614862353,-14.19375,-31.237501,-32.193752,3
20098624862353,-14.118751,-30.337502,-30.243752,3
20098634862353,-15.262501,-30.750002,-30.712502,3
20098644862353,-13.593751,-29.906252,-34.4625,3
20098654862353,-12.975,-31.2,-31.575,3
20098664862353,-13.293751,-30.862501,-29.7,3
20098674862353,-13.9125,-29.812502,-28.893751,3
20098684862353,-15.150001,-30.6,-28.425001,3
20098694862353,-14.38125,-31.0125,-30.337502,3
20098704862353,-13.25625,-30.6,-29.41875,3
20098714862353,-13.575001,-30.900002,-30.431252,3
20098724862353,-15.356251,-30.2625,-29.775002,3
20098734862353,-14.55,-31.29375,-31.237501,3
20098744862353,-12.1125,-30.206251,-29.1,3
20098754862353,-13.931251,-29.437502,-31.368752,3
20098764862353,-13.89375,-30.075,-30.73125,3
20098774862353,-15.0375,-30.6,-31.968752,3
20098784862353,-13.293751,-31.987501,-30.281252,3
20098794862353,-14.493751,-30.150002,-32.04375,3
20098804862353,-14.156251,-30.35625,-29.156252,3
20098814862353,-13.668751,-29.6625,-30.91875,3
20098824862353,-14.45625,-30.6375,-30.806252,3
20098834862353,-13.743751,-29.925001,-29.831251,3
20098844862353,-14.793751,-31.44375,-29.5125,3
20098854862353,-14.325001,-29.737501,-30.54375,3
20098864862353,-14.475,-30.6375,-30.187502,3
20098874862353,-14.475,-30.393751,-29.118752,3
20098884862353,-14.868751,-30.075,-29.38125,3
20098894862353,-14.587501,-30.150002,-29.268751,3
20098904862353,-13.425,-30.000002,-30.487501,3
20098914862353,-15.39375,-30.2625,-28.706251,3
20098924862353,-15.01875,-30.225,-30.281252,3
20098934862353,-14.45625,-30.6375,-30.806252,3
20098944862353,-13.106251,-29.962502,-30.525002,3
20098954862353,-15.150001,-29.1,-30.618752,3
20098964862353,-13.9875,-29.456251,-29.5125,3
20098974862353,-13.125001,-28.95,-29.625002,3
20098984862353,-15.937501,-29.962502,-29.56875,3
20098994862353,-16.275002,-32.025,-29.475,3
20099004862353,-13.106251,-30.712502,-29.56875,3
20099014862353,-15.056251,-30.975,-28.575,3
20099024862353,-14.512501,-30.656252,-29.1,3
20099034862353,-12.843751,-29.2875,-30.4125,3
20099044862353,-12.543751,-31.143751,-30.093752,3
20099054862353,-14.681251,-32.175003,-31.500002,3
20099064862353,-12.337501,-30.243752,-31.687502,3
20099074862353,-13.387501,-30.750002,-30.91875,3
20099084862353,-13.6125,-31.650002,-28.425001,3
20099094862353,-14.175,-30.6,-29.456251,3
20099104862353,-15.337501,-30.000002,-29.175001,3
20099114862353,-16.462502,-31.1625,-29.175001,3
20099124862353,-13.462501,-30.000002,-29.400002,3
20099134862353,-15.337501,-30.50625,-27.16875,3
20099144862353,-13.687501,-31.5375,-30.4125,3
20099154862353,-16.5,-30.4125,-29.025002,3
20099164862353,-14.306251,-29.493752,-29.775002,3
20099174862353,-16.21875,-29.75625,-29.23125,3
20099184862353,-14.19375,-29.85,-29.925001,3
20099194862353,-16.63125,-31.050001,-28.5375,3
20099204862353,-16.63125,-31.050001,-28.5375,3
20099214862353,-16.368752,-31.650002,-29.625002,3
20099224862353,-15.843751,-30.31875,-29.718752,3
20099234862353,-14.587501,-30.150002,-29.268751,3
20099244862353,-15.075001,-29.587502,-30.45,3
20099254862353,-15.01875,-30.225,-30.281252,3
20099264862353,-15.337501,-30.2625,-30.243752,3
20099274862353,-13.856251,-30.300001,-28.743752,3
20099284862353,-13.181251,-30.337502,-30.50625,3
20099294862353,-12.150001,-30.093752,-31.85625,3
20099304862353,-14.062501,-30.975,-30.375002,3
20099314862353,-14.400001,-29.38125,-30.69375,3
20099324862353,-14.062501,-30.975,-30.375002,3
20099334862353,-15.918751,-29.962502,-30.337502,3
20099344862353,-14.45625,-29.643751,-30.375002,3
20099354862353,-16.125,-31.125002,-29.98125,3
20099364862353,-13.312501,-30.243752,-30.6375,3
20099374862353,-14.025001,-30.45,-28.85625,3
20099384862353,-15.543751,-30.54375,-30.375002,3
20099394862353,-12.31875,-29.85,-30.150002,3
20099404862353,-15.6,-31.800001,-30.16875,3
20099414862353,-15.187501,-30.112501,-29.6625,3
20099424862353,-15.431251,-30.6375,-29.75625,3
20099434862353,-14.025001,-29.7,-29.812502,3
20099444862353,-13.218751,-29.85,-31.425001,3
20099454862353,-15.01875,-30.975,-29.343752,3
20099464862353,-16.275002,-31.0125,-29.343752,3
20099474862353,-13.6125,-30.900002,-29.362501,3
20099484862353,-17.306252,-30.525002,-28.931252,3
20099494862353,-15.262501,-30.750002,-30.712502,3
20099504862353,-14.793751,-31.44375,-29.5125,3
20099514862353,-16.087502,-30.112501,-30.768751,3
20099524862353,-16.03125,-28.462502,-28.987501,3
