t_ns,wall_ms,type,text
20098268930841,1788550044443,SESSION_START,"20260905_005724_SNU_AJB_BA_run9"
20098269006258,1788550044443,CALIB_START,"stand still 15s"
20113269267867,1788550059443,CALIB_END,"n_fixes=14"
20113269561356,1788550059443,RIDE_START,""
20208546073612,1788550154720,STOP_CALIB_START,"stand still 15s"
20223547176835,1788550169721,STOP_CALIB_END,"n_fixes=15"
20223552004491,1788550169726,SESSION_END,""
