t_ns,ax,ay,az,bx,by,bz
20098216110999,-1.2346965,8.79123,4.3501515,0.0,0.0,0.0
20098218487666,-1.1820544,8.7673025,4.3118663,0.0,0.0,0.0
20098220866676,-1.1102697,8.7673025,4.2927237,0.0,0.0,0.0
20098223245686,-1.0241281,8.786445,4.3118663,0.0,0.0,0.0
20098225624697,-0.95712906,8.810373,4.331009,0.0,0.0,0.0
20098228003655,-0.8566305,8.815159,4.3501515,0.0,0.0,0.0
20098230382666,-0.80877405,8.85823,4.3405805,0.0,0.0,0.0
20098232761676,-0.74177504,8.85823,4.331009,0.0,0.0,0.0
20098235140686,-0.6891329,8.877372,4.2975097,0.0,0.0,0.0
20098237519697,-0.6652047,8.886943,4.287938,0.0,0.0,0.0
20098239898707,-0.66041905,8.853444,4.2975097,0.0,0.0,0.0
20098242277718,-0.6795616,8.85823,4.3357944,0.0,0.0,0.0
20098244656728,-0.6939186,8.848659,4.345366,0.0,0.0,0.0
20098247035374,-0.72263247,8.839087,4.3645086,0.0,0.0,0.0
20098249414697,-0.8039884,8.82473,4.354937,0.0,0.0,0.0
20098251793707,-0.8566305,8.819944,4.331009,0.0,0.0,0.0
20098254172718,-0.89491564,8.79123,4.2927237,0.0,0.0,0.0
20098256551728,-0.9523434,8.810373,4.3118663,0.0,0.0,0.0
20098258930739,-1.0001999,8.810373,4.3118663,0.0,0.0,0.0
20098261309384,-1.0576276,8.829515,4.3262234,0.0,0.0,0.0
20098263688707,-1.1006985,8.800801,4.354937,0.0,0.0,0.0
20098266067718,-1.1294123,8.819944,4.345366,0.0,0.0,0.0
20098268446728,-1.1389836,8.819944,4.359723,0.0,0.0,0.0
20098270825739,-1.1485549,8.839087,4.3405805,0.0,0.0,0.0
20098273204749,-1.119841,8.848659,4.3501515,0.0,0.0,0.0
20098275583759,-1.0959128,8.85823,4.3788652,0.0,0.0,0.0
20098277962770,-1.0719845,8.85823,4.412365,0.0,0.0,0.0
20098280341728,-1.0432707,8.829515,4.421936,0.0,0.0,0.0
20098282720739,-1.0049855,8.829515,4.421936,0.0,0.0,0.0
20098285099749,-0.94755775,8.819944,4.421936,0.0,0.0,0.0
20098287478759,-0.89013004,8.839087,4.4458647,0.0,0.0,0.0
20098289857770,-0.85184485,8.819944,4.4458647,0.0,0.0,0.0
20098292236780,-0.82313097,8.800801,4.402794,0.0,0.0,0.0
20098294615791,-0.8135597,8.786445,4.4075794,0.0,0.0,0.0
