t_ns,qx,qy,qz,qw
20098247686832,0.35414448,0.39514366,0.58642256,0.6120063
20098252444853,0.35269624,0.39550793,0.58615553,0.61286247
20098257202874,0.35129997,0.39679667,0.585313,0.61363626
20098261960843,0.34986305,0.39816287,0.5843844,0.6144567
20098266718864,0.34826645,0.39944607,0.58349633,0.61537415
20098271476884,0.34685585,0.40054232,0.5827323,0.6161817
20098276234905,0.34588122,0.4014031,0.5821197,0.6167483
20098280992874,0.3451941,0.4017525,0.5818385,0.61717093
20098285750895,0.34472665,0.40174016,0.5817952,0.6174809
20098290508916,0.34461677,0.40141734,0.58196825,0.6175891
20098295266936,0.34473,0.4009613,0.58224595,0.6175605
20098300024905,0.34490812,0.40050945,0.58254266,0.6174744
20098304782926,0.3451626,0.40011305,0.58280724,0.61733955
20098309540947,0.34540483,0.39994988,0.58292246,0.617201
20098314298968,0.34549958,0.39999533,0.58292174,0.6171191
20098319056936,0.34542534,0.400275,0.5827654,0.61712706
20098323814957,0.34518164,0.4007353,0.58246046,0.6172525
20098328572978,0.34485254,0.40121835,0.58213645,0.6174283
20098333330999,0.344504,0.40166962,0.5818152,0.61763227
20098338088968,0.3442022,0.40203866,0.58153766,0.6178217
20098342846989,0.3441583,0.40231854,0.5813304,0.61785907
20098347605009,0.34424707,0.4023948,0.5812612,0.61782503
20098352362978,0.3444413,0.40230322,0.58132035,0.6177208
20098357120999,0.34468687,0.40215787,0.5814252,0.61757976
20098361879020,0.34489113,0.40201306,0.5815277,0.61746347
20098366637041,0.34497055,0.40196016,0.58159536,0.61738986
20098371395009,0.34489265,0.40197015,0.58161217,0.617411
20098376153030,0.34468317,0.40199283,0.58158773,0.6175362
20098380911051,0.34438533,0.40209234,0.58150995,0.6177108
20098385669072,0.3441117,0.402177,0.5814286,0.6178848
20098390427041,0.34392416,0.40219033,0.58138895,0.6180178
20098395185061,0.34383893,0.4021696,0.58137524,0.61809164
20098399943082,0.3438981,0.4021311,0.581387,0.6180727
20098404701103,0.3439834,0.40206558,0.5814329,0.6180246
20098409459072,0.3440903,0.4020147,0.5814706,0.6179627
20098414217093,0.3441722,0.40200457,0.581481,0.61791396
20098418975114,0.34426004,0.402036,0.5814649,0.6178597
20098423733082,0.3443175,0.40209183,0.5814318,0.6178226
