t_s,phase,gnss_x_m,gnss_y_m,gnss_speed,gnss_bearing_deg,gyro_heading_deg,heading_err_deg,imu_accel_speed,imu_accel_speed_err,last_speed,last_speed_err,ml_speed,ml_speed_err,imu_x_m,imu_y_m,imu_pos_err_m,last_x_m,last_y_m,last_pos_err_m,ml_x_m,ml_y_m,ml_pos_err_m,ml_correction_vs_imu_m
27.8900,OUTAGE,0.4811,26.3938,3.0922,40.6887,51.3116,10.6229,2.4195,-0.6727,2.9471,-0.1451,0.0000,-3.0922,0.3176,26.0620,0.3699,0.5765,26.3629,0.1003,-1.3544,23.8028,3.1753,2.8106
27.9900,OUTAGE,0.7002,26.5865,3.1013,42.7378,53.9417,11.2039,2.4396,-0.6617,2.9471,-0.1542,0.0000,-3.1013,0.5148,26.2056,0.4236,0.8148,26.5364,0.1251,-1.3544,23.8028,3.4599,3.0443
28.0900,OUTAGE,0.9234,26.7625,3.1104,44.7717,56.2362,11.4644,2.4027,-0.7077,2.9471,-0.1633,0.0000,-3.1104,0.7146,26.3392,0.4720,1.0598,26.7002,0.1500,-1.3544,23.8028,3.7347,3.2732
28.1900,OUTAGE,1.1491,26.9188,3.1195,46.7857,58.3860,11.6003,2.3380,-0.7815,2.9471,-0.1724,0.0000,-3.1195,0.9137,26.4617,0.5142,1.3107,26.8547,0.1739,-1.3544,23.8028,3.9971,3.4948
28.2900,OUTAGE,1.3817,27.0603,3.1088,48.8174,60.3821,11.5646,2.2169,-0.8919,2.9471,-0.1617,0.0000,-3.1088,1.1064,26.5713,0.5612,1.5669,27.0003,0.1947,-1.3544,23.8028,4.2541,3.7040
28.3900,OUTAGE,1.6266,27.1951,3.0969,50.8721,62.0123,11.1402,2.3517,-0.7452,2.9471,-0.1499,0.0000,-3.0969,1.3141,26.6816,0.6011,1.8272,27.1386,0.2084,-1.3544,23.8028,4.5160,3.9253
28.4900,OUTAGE,1.8820,27.3232,3.0851,52.9437,63.6270,10.6833,2.4562,-0.6289,2.9471,-0.1380,0.0000,-3.0851,1.5341,26.7908,0.6360,2.0912,27.2695,0.2160,-1.3544,23.8028,4.7819,4.1559
28.5900,OUTAGE,2.1458,27.4444,3.0732,55.0269,64.9515,9.9246,2.5115,-0.5617,2.9471,-0.1261,0.0000,-3.0732,1.7616,26.8971,0.6687,2.3582,27.3943,0.2182,-1.3544,23.8028,5.0510,4.3914
28.6900,OUTAGE,2.4162,27.5587,3.0613,57.1162,66.1106,8.9944,2.5752,-0.4861,2.9471,-0.1143,0.0000,-3.0613,1.9971,27.0014,0.6973,2.6277,27.5136,0.2162,-1.3544,23.8028,5.3221,4.6329
28.7900,OUTAGE,2.6914,27.6660,3.0495,59.2062,67.1176,7.9114,2.7776,-0.2719,2.9471,-0.1024,0.0000,-3.0495,2.2530,27.1094,0.7085,2.8992,27.6282,0.2112,-1.3544,23.8028,5.5939,4.8935
28.8900,OUTAGE,2.9693,27.7662,3.0376,61.2912,67.9136,6.6224,2.7496,-0.2880,2.9471,-0.0905,0.0000,-3.0376,2.5078,27.2128,0.7206,3.1723,27.7390,0.2048,-1.3544,23.8028,5.8653,5.1521
28.9900,OUTAGE,3.2480,27.8592,3.0257,63.3659,68.8904,5.5245,2.6375,-0.3882,2.9471,-0.0786,0.0000,-3.0257,2.7538,27.3078,0.7405,3.4472,27.8452,0.1997,-1.3544,23.8028,6.1349,5.4002
29.0900,OUTAGE,3.5258,27.9450,3.0138,65.4248,69.6579,4.2331,2.5182,-0.4956,2.9471,-0.0668,0.0000,-3.0138,2.9900,27.3953,0.7677,3.7235,27.9476,0.1978,-1.3544,23.8028,6.4011,5.6373
29.1900,OUTAGE,3.8005,28.0235,3.0020,67.4630,70.1757,2.7127,2.4178,-0.5842,2.9471,-0.0549,0.0000,-3.0020,3.2174,27.4773,0.7990,4.0008,28.0476,0.2017,-1.3544,23.8028,6.6624,5.8654
29.2900,OUTAGE,4.0733,28.0946,2.9799,68.3759,70.6139,2.2380,2.4634,-0.5165,2.9471,-0.0329,0.0000,-2.9799,3.4498,27.5591,0.8219,4.2788,28.1454,0.2117,-1.3544,23.8028,6.9194,6.0983
29.3900,OUTAGE,4.3481,28.1589,2.9559,69.0676,71.1476,2.0801,2.3841,-0.5717,2.9471,-0.0088,0.0000,-2.9559,3.6754,27.6361,0.8520,4.5577,28.2406,0.2249,-1.3544,23.8028,7.1759,6.3240
29.4900,OUTAGE,4.6248,28.2177,2.9318,69.7599,71.4381,1.6782,2.2964,-0.6354,2.9471,0.0153,0.0000,-2.9318,3.8931,27.7092,0.8910,4.8370,28.3344,0.2422,-1.3544,23.8028,7.4325,6.5419
29.5900,OUTAGE,4.9030,28.2722,2.9077,70.4526,71.4461,0.9935,2.3480,-0.5597,2.9471,0.0394,0.0000,-2.9077,4.1157,27.7839,0.9265,5.1164,28.4282,0.2643,-1.3544,23.8028,7.6897,6.7654
29.6900,OUTAGE,5.1824,28.3237,2.8836,71.1456,71.1993,0.0537,2.4007,-0.4829,2.9471,0.0634,0.0000,-2.8836,4.3430,27.8613,0.9584,5.3954,28.5232,0.2918,-1.3544,23.8028,7.9478,6.9951
29.7900,OUTAGE,5.4625,28.3735,2.8595,71.8387,70.7955,-1.0431,2.5396,-0.3199,2.9471,0.0875,0.0000,-2.8595,4.5828,27.9448,0.9786,5.6737,28.6201,0.3247,-1.3544,23.8028,8.2074,7.2392
29.8900,OUTAGE,5.7431,28.4228,2.8355,72.5315,70.6220,-1.9096,2.6737,-0.1617,2.9471,0.1116,0.0000,-2.8355,4.8350,28.0335,0.9880,5.9517,28.7179,0.3614,-1.3544,23.8028,8.4687,7.4972
29.9900,OUTAGE,6.0238,28.4729,2.8114,73.2240,70.5258,-2.6982,2.6078,-0.2036,2.9471,0.1357,0.0000,-2.8114,5.0809,28.1205,1.0066,6.2296,28.8162,0.4002,-1.3544,23.8028,8.7320,7.7495
30.0900,OUTAGE,6.3042,28.5249,2.7873,73.9159,70.5180,-3.3978,2.6324,-0.1550,2.9471,0.1598,0.0000,-2.7873,5.3290,28.2083,1.0253,6.5074,28.9145,0.4393,-1.3544,23.8028,8.9974,8.0048
30.1900,OUTAGE,6.5840,28.5802,2.7632,74.6070,70.8006,-3.8065,2.6959,-0.0674,2.9471,0.1838,0.0000,-2.7632,5.5836,28.2969,1.0398,6.7857,29.0114,0.4760,-1.3544,23.8028,9.2651,8.2664
30.2900,OUTAGE,6.8638,28.6375,2.7729,74.5188,70.9760,-3.5428,2.6473,-0.1256,2.9471,0.1741,0.0000,-2.7729,5.8339,28.3832,1.0608,7.0643,29.1074,0.5109,-1.3544,23.8028,9.5348,8.5236
30.3900,OUTAGE,7.1446,28.6936,2.7879,74.3094,71.2426,-3.0668,2.7143,-0.0736,2.9471,0.1592,0.0000,-2.7879,6.0909,28.4705,1.0770,7.3434,29.2022,0.5461,-1.3544,23.8028,9.8057,8.7875
30.4900,OUTAGE,7.4261,28.7491,2.8029,74.1000,71.2687,-2.8313,2.8625,0.0597,2.9471,0.1442,0.0000,-2.8029,6.3620,28.5624,1.0804,7.6225,29.2968,0.5818,-1.3544,23.8028,10.0779,9.0662
30.5900,OUTAGE,7.7080,28.8049,2.8178,73.8905,71.2745,-2.6160,3.0380,0.2202,2.9471,0.1292,0.0000,-2.8178,6.6497,28.6600,1.0681,7.9016,29.3915,0.6177,-1.3544,23.8028,10.3512,9.3626
30.6900,OUTAGE,7.9898,28.8616,2.8328,73.6811,71.4532,-2.2279,2.9725,0.1397,2.9471,0.1143,0.0000,-2.8328,6.9315,28.7545,1.0636,8.1810,29.4852,0.6523,-1.3544,23.8028,10.6257,9.6528
30.7900,OUTAGE,8.2712,28.9200,2.8477,73.4716,71.6924,-1.7792,2.7928,-0.0550,2.9471,0.0993,0.0000,-2.8477,7.1967,28.8422,1.0773,8.4608,29.5778,0.6845,-1.3544,23.8028,10.9013,9.9256
30.8900,OUTAGE,8.5518,28.9809,2.8627,73.2622,71.4413,-1.8209,2.7974,-0.0653,2.9471,0.0844,0.0000,-2.8627,7.4619,28.9313,1.0911,8.7402,29.6716,0.7159,-1.3544,23.8028,11.1779,10.1994
30.9900,OUTAGE,8.8313,29.0450,2.8777,73.0527,70.5381,-2.5147,2.8350,-0.0426,2.9471,0.0694,0.0000,-2.8777,7.7292,29.0257,1.1022,9.0180,29.7698,0.7485,-1.3544,23.8028,11.4555,10.4781
31.0900,OUTAGE,9.1092,29.1130,2.8926,72.8433,69.5086,-3.3348,3.0753,0.1827,2.9471,0.0545,0.0000,-2.8926,8.0172,29.1334,1.0921,9.2941,29.8729,0.7821,-1.3544,23.8028,11.7339,10.7816
31.1900,OUTAGE,9.3852,29.1858,2.9076,72.6339,68.3561,-4.2778,3.1885,0.2809,2.9471,0.0395,0.0000,-2.9076,8.3136,29.2510,1.0736,9.5680,29.9816,0.8166,-1.3544,23.8028,12.0131,11.0974
31.2900,OUTAGE,9.6594,29.2645,2.9108,71.9255,67.3756,-4.5500,3.3204,0.4096,2.9471,0.0362,0.0000,-2.9108,8.6201,29.3787,1.0456,9.8401,30.0950,0.8500,-1.3544,23.8028,12.2936,11.4272
31.3900,OUTAGE,9.9327,29.3500,2.9119,71.1195,66.2077,-4.9118,3.3306,0.4188,2.9471,0.0352,0.0000,-2.9119,8.9249,29.5131,1.0209,10.1097,30.2139,0.8819,-1.3544,23.8028,12.5765,11.7588
31.4900,OUTAGE,10.2049,29.4417,2.9129,70.3124,65.2742,-5.0382,3.4006,0.4878,2.9471,0.0342,0.0000,-2.9129,9.2337,29.6553,0.9944,10.3774,30.3372,0.9120,-1.3544,23.8028,12.8613,12.0980
31.5900,OUTAGE,10.4760,29.5389,2.9139,69.5047,63.9277,-5.5770,3.5924,0.6786,2.9471,0.0332,0.0000,-2.9139,9.5564,29.8132,0.9597,10.6421,30.4667,0.9426,-1.3544,23.8028,13.1477,12.4568
31.6900,OUTAGE,10.7461,29.6409,2.9149,68.6966,62.6419,-6.0547,3.6597,0.7449,2.9471,0.0322,0.0000,-2.9149,9.8815,29.9814,0.9293,10.9039,30.6021,0.9741,-1.3544,23.8028,13.4352,12.8226
31.7900,OUTAGE,11.0151,29.7471,2.9159,67.8884,62.0855,-5.8029,3.7835,0.8676,2.9471,0.0312,0.0000,-2.9159,10.2158,30.1585,0.8990,11.1643,30.7401,1.0042,-1.3544,23.8028,13.7237,13.2009
31.8900,OUTAGE,11.2830,29.8567,2.9169,67.0805,61.7523,-5.3282,3.8366,0.9197,2.9471,0.0302,0.0000,-2.9169,10.5538,30.3401,0.8749,11.4239,30.8796,1.0325,-1.3544,23.8028,14.0126,13.5846
31.9900,OUTAGE,11.5497,29.9692,2.9179,66.2733,61.5081,-4.7652,4.0318,1.1139,2.9471,0.0292,0.0000,-2.9179,10.9081,30.5324,0.8537,11.6829,31.0201,1.0594,-1.3544,23.8028,14.3018,13.9877
32.0900,OUTAGE,11.8152,30.0838,2.9189,65.4669,61.3816,-4.0854,4.1852,1.2663,2.9471,0.0282,0.0000,-2.9189,11.2755,30.7329,0.8442,11.9416,31.1613,1.0849,-1.3544,23.8028,14.5908,14.4063
32.1900,OUTAGE,12.0796,30.1999,2.9199,64.6619,60.9369,-3.7249,4.3244,1.4045,2.9471,0.0271,0.0000,-2.9199,11.6535,30.9430,0.8566,12.1992,31.3045,1.1111,-1.3544,23.8028,14.8793,14.8387
32.2900,OUTAGE,12.3422,30.3196,2.9283,64.1666,60.2649,-3.9018,4.5274,1.5991,2.9471,0.0188,0.0000,-2.9283,12.0466,31.1675,0.8979,12.4551,31.4506,1.1366,-1.3544,23.8028,15.1679,15.2914
32.3900,OUTAGE,12.6028,30.4460,2.9373,63.6969,59.9307,-3.7662,4.3787,1.4414,2.9471,0.0098,0.0000,-2.9373,12.4256,31.3869,0.9574,12.7102,31.5983,1.1573,-1.3544,23.8028,15.4575,15.7291
32.4900,OUTAGE,12.8617,30.5779,2.9463,63.2270,59.8444,-3.3826,4.4448,1.4985,2.9471,0.0008,0.0000,-2.9463,12.8099,31.6102,1.0336,12.9650,31.7463,1.1730,-1.3544,23.8028,15.7479,16.1735
32.5900,OUTAGE,13.1193,30.7142,2.9553,62.7569,59.8982,-2.8587,4.2500,1.2947,2.9471,-0.0082,0.0000,-2.9553,13.1776,31.8233,1.1107,13.2199,31.8942,1.1842,-1.3544,23.8028,16.0392,16.5984
32.6900,OUTAGE,13.3761,30.8538,2.9643,62.2868,59.8581,-2.4287,4.1789,1.2146,2.9471,-0.0172,0.0000,-2.9643,13.5390,32.0332,1.1906,13.4748,32.0421,1.1924,-1.3544,23.8028,16.3310,17.0162
32.7900,OUTAGE,13.6324,30.9955,2.9733,61.8166,59.7566,-2.0601,4.3774,1.4041,2.9471,-0.0262,0.0000,-2.9733,13.9171,32.2537,1.2899,13.7294,32.1906,1.1990,-1.3544,23.8028,16.6234,17.4538
32.8900,OUTAGE,13.8887,31.1383,2.9823,61.3466,59.8533,-1.4933,4.6607,1.6784,2.9471,-0.0352,0.0000,-2.9823,14.3202,32.4877,1.4167,13.9842,32.3386,1.2041,-1.3544,23.8028,16.9163,17.9198
32.9900,OUTAGE,14.1453,31.2810,2.9913,60.8766,59.8400,-1.0366,4.6370,1.6458,2.9471,-0.0442,0.0000,-2.9913,14.7211,32.7207,1.5506,14.2390,32.4866,1.2093,-1.3544,23.8028,17.2094,18.3834
33.0900,OUTAGE,14.4028,31.4224,3.0003,60.4068,59.9087,-0.4982,4.4916,1.4913,2.9471,-0.0532,0.0000,-3.0003,15.1097,32.9459,1.6795,14.4940,32.6344,1.2154,-1.3544,23.8028,17.5028,18.8325
33.1900,OUTAGE,14.6614,31.5616,3.0093,59.9373,59.8312,-0.1061,4.4458,1.4365,2.9471,-0.0622,0.0000,-3.0093,15.4941,33.1693,1.8106,14.7488,32.7825,1.2241,-1.3544,23.8028,17.7961,19.2770
33.2900,OUTAGE,14.9207,31.6993,3.0137,60.1286,60.1008,-0.0279,4.3445,1.3309,2.9471,-0.0666,0.0000,-3.0137,15.8707,33.3859,1.9357,15.0043,32.9294,1.2329,-1.3544,23.8028,18.0896,19.7114
33.3900,OUTAGE,15.1799,31.8380,3.0176,60.3770,60.6325,0.2554,4.5193,1.5017,2.9471,-0.0706,0.0000,-3.0176,16.2646,33.6075,2.0755,15.2611,33.0739,1.2386,-1.3544,23.8028,18.3833,20.1633
33.4900,OUTAGE,15.4391,31.9773,3.0216,60.6255,61.5071,0.8816,4.7224,1.7008,2.9471,-0.0745,0.0000,-3.0216,16.6796,33.8328,2.2320,15.5202,33.2145,1.2399,-1.3544,23.8028,18.6773,20.6355
33.5900,OUTAGE,15.6984,32.1170,3.0256,60.8739,62.1168,1.2429,4.8599,1.8343,2.9471,-0.0785,0.0000,-3.0256,17.1092,34.0601,2.4012,15.7806,33.3524,1.2381,-1.3544,23.8028,18.9717,21.1214
33.6900,OUTAGE,15.9582,32.2566,3.0296,61.1224,62.3566,1.2342,4.9626,1.9330,2.9471,-0.0825,0.0000,-3.0296,17.5488,34.2903,2.5819,16.0417,33.4891,1.2353,-1.3544,23.8028,19.2663,21.6175
33.7900,OUTAGE,16.2185,32.3960,3.0335,61.3709,62.4892,1.1183,5.1972,2.1636,2.9471,-0.0865,0.0000,-3.0335,18.0097,34.5304,2.7865,16.3031,33.6252,1.2321,-1.3544,23.8028,19.5614,22.1371
33.8900,OUTAGE,16.4794,32.5348,3.0375,61.6194,62.7982,1.1789,5.2006,2.1631,2.9471,-0.0904,0.0000,-3.0375,18.4723,34.7681,2.9932,16.5652,33.7599,1.2281,-1.3544,23.8028,19.8568,22.6569
33.9900,OUTAGE,16.7413,32.6727,3.0415,61.8678,62.9928,1.1250,5.2203,2.1788,2.9471,-0.0944,0.0000,-3.0415,18.9374,35.0052,3.2036,16.8278,33.8938,1.2241,-1.3544,23.8028,20.1527,23.1786
34.0900,OUTAGE,17.0042,32.8095,3.0455,62.1162,63.2623,1.1461,5.4621,2.4166,2.9471,-0.0984,0.0000,-3.0455,19.4252,35.2509,3.4382,17.0910,34.0264,1.2199,-1.3544,23.8028,20.4490,23.7244
34.1900,OUTAGE,17.2684,32.9448,3.0494,62.3646,63.7524,1.3878,5.3901,2.3407,2.9471,-0.1024,0.0000,-3.0494,19.9086,35.4893,3.6667,17.3553,34.1567,1.2150,-1.3544,23.8028,20.7457,24.2629
34.2900,OUTAGE,17.5338,33.0790,3.0491,62.5212,64.0166,1.4954,5.6009,2.5517,2.9471,-0.1021,0.0000,-3.0491,20.4121,35.7347,3.9163,17.6202,34.2858,1.2099,-1.3544,23.8028,21.0431,24.8223
34.3900,OUTAGE,17.8001,33.2129,3.0481,62.6627,64.0957,1.4330,5.7736,2.7255,2.9471,-0.1011,0.0000,-3.0481,20.9314,35.9869,4.1834,17.8853,34.4146,1.2047,-1.3544,23.8028,21.3411,25.3990
34.4900,OUTAGE,18.0673,33.3462,3.0471,62.8041,63.8585,1.0544,5.8662,2.8191,2.9471,-0.1000,0.0000,-3.0471,21.4580,36.2454,4.4612,18.1499,34.5444,1.2010,-1.3544,23.8028,21.6398,25.9851
34.5900,OUTAGE,18.3355,33.4789,3.0461,62.9455,63.4379,0.4924,5.8471,2.8009,2.9471,-0.0990,0.0000,-3.0461,21.9810,36.5068,4.7391,18.4135,34.6762,1.1998,-1.3544,23.8028,21.9389,26.5694
34.6900,OUTAGE,18.6045,33.6107,3.0451,63.0869,62.7167,-0.3702,5.9485,2.9034,2.9471,-0.0980,0.0000,-3.0451,22.5097,36.7795,5.0291,18.6754,34.8113,1.2027,-1.3544,23.8028,22.2385,27.1641
34.7900,OUTAGE,18.8743,33.7414,3.0441,63.2283,61.8274,-1.4009,5.9897,2.9456,2.9471,-0.0970,0.0000,-3.0441,23.0377,37.0623,5.3256,18.9352,34.9504,1.2105,-1.3544,23.8028,22.5383,27.7631
34.8900,OUTAGE,19.1450,33.8709,3.0431,63.3697,61.5243,-1.8454,6.0089,2.9658,2.9471,-0.0960,0.0000,-3.0431,23.5659,37.3488,5.6250,19.1942,35.0909,1.2210,-1.3544,23.8028,22.8384,28.3640
34.9900,OUTAGE,19.4165,33.9990,3.0421,63.5111,61.6653,-1.8459,6.1303,3.0882,2.9471,-0.0950,0.0000,-3.0421,24.1055,37.6398,5.9365,19.4536,35.2308,1.2324,-1.3544,23.8028,23.1385,28.9770
35.0900,OUTAGE,19.6887,34.1254,3.0411,63.6525,62.0687,-1.5838,6.0587,3.0177,2.9471,-0.0940,0.0000,-3.0411,24.6408,37.9236,6.2409,19.7140,35.3688,1.2437,-1.3544,23.8028,23.4386,29.5828
35.1900,OUTAGE,19.9617,34.2500,3.0400,63.7939,62.6606,-1.1334,5.9900,2.9500,2.9471,-0.0930,0.0000,-3.0400,25.1729,38.1986,6.5382,19.9758,35.5042,1.2543,-1.3544,23.8028,23.7385,30.1817
35.2900,OUTAGE,20.2351,34.3753,3.0467,64.2488,63.0574,-1.1914,5.9270,2.8804,2.9471,-0.0996,0.0000,-3.0467,25.7013,38.4672,6.8281,20.2385,35.6377,1.2625,-1.3544,23.8028,24.0392,30.7742
35.3900,OUTAGE,20.5088,34.5031,3.0537,64.7179,63.2540,-1.4640,5.8751,2.8214,2.9471,-0.1066,0.0000,-3.0537,26.2259,38.7316,7.1109,20.5017,35.7704,1.2672,-1.3544,23.8028,24.3412,31.3615
35.4900,OUTAGE,20.7830,34.6320,3.0607,65.1873,64.3704,-0.8169,5.7708,2.7101,2.9471,-0.1136,0.0000,-3.0607,26.7462,38.9812,7.3807,20.7674,35.8978,1.2659,-1.3544,23.8028,24.6442,31.9379
35.5900,OUTAGE,21.0580,34.7603,3.0677,65.6567,65.5571,-0.0996,5.8326,2.7650,2.9471,-0.1206,0.0000,-3.0677,27.2772,39.2226,7.6544,21.0357,36.0198,1.2597,-1.3544,23.8028,24.9476,32.5198
35.6900,OUTAGE,21.3339,34.8863,3.0746,66.1262,67.0998,0.9735,5.8580,2.7834,2.9471,-0.1276,0.0000,-3.0746,27.8168,39.4505,7.9284,21.3072,36.1345,1.2484,-1.3544,23.8028,25.2508,33.1030
35.7900,OUTAGE,21.6110,35.0084,3.0816,66.5958,68.7137,2.1179,5.6403,2.5587,2.9471,-0.1346,0.0000,-3.0816,28.3424,39.6553,8.1795,21.5818,36.2414,1.2333,-1.3544,23.8028,25.5534,33.6630
35.8900,OUTAGE,21.8895,35.1251,3.0886,67.0652,70.2757,3.2105,5.9014,2.8128,2.9471,-0.1416,0.0000,-3.0886,28.8979,39.8544,8.4549,21.8592,36.3409,1.2162,-1.3544,23.8028,25.8548,34.2470
35.9900,OUTAGE,22.1695,35.2347,3.0956,67.5346,71.3244,3.7899,5.9252,2.8296,2.9471,-0.1485,0.0000,-3.0956,29.4592,40.0442,8.7333,22.1384,36.4353,1.2010,-1.3544,23.8028,26.1546,34.8319
36.0900,OUTAGE,22.4515,35.3355,3.1026,68.0037,72.2633,4.2596,5.9712,2.8686,2.9471,-0.1555,0.0000,-3.1026,30.0279,40.2261,9.0178,22.4191,36.5251,1.1900,-1.3544,23.8028,26.4522,35.4200
36.1900,OUTAGE,22.7354,35.4259,3.1096,68.4726,73.2114,4.7388,5.8810,2.7714,2.9471,-0.1625,0.0000,-3.1096,30.5910,40.3960,9.2958,22.7012,36.6102,1.1848,-1.3544,23.8028,26.7472,35.9978
36.2900,OUTAGE,23.0212,35.5105,3.1063,69.5067,74.1288,4.6221,6.1309,3.0247,2.9471,-0.1592,0.0000,-3.1063,31.1807,40.5636,9.5974,22.9847,36.6908,1.1808,-1.3544,23.8028,27.0415,36.5986
36.3900,OUTAGE,23.3085,35.5953,3.1023,70.5789,75.0291,4.4503,6.0933,2.9910,2.9471,-0.1552,0.0000,-3.1023,31.7693,40.7210,9.8924,23.2694,36.7669,1.1723,-1.3544,23.8028,27.3371,37.1942
36.4900,OUTAGE,23.5972,35.6786,3.0983,71.6533,76.2014,4.5481,6.1248,3.0265,2.9471,-0.1512,0.0000,-3.0983,32.3641,40.8671,10.1872,23.5556,36.8372,1.1593,-1.3544,23.8028,27.6336,37.7906
36.5900,OUTAGE,23.8876,35.7589,3.0943,72.7294,77.5117,4.7823,6.1109,3.0166,2.9471,-0.1473,0.0000,-3.0943,32.9608,40.9992,10.4778,23.8433,36.9009,1.1428,-1.3544,23.8028,27.9304,38.3829
36.6900,OUTAGE,24.1796,35.8346,3.0903,73.8062,78.7073,4.9011,6.2056,3.1152,2.9471,-0.1433,0.0000,-3.0903,33.5693,41.1208,10.7754,24.1323,36.9586,1.1250,-1.3544,23.8028,28.2268,38.9817
36.7900,OUTAGE,24.4734,35.9040,3.0864,74.8832,79.9434,5.0603,6.4325,3.3461,2.9471,-0.1393,0.0000,-3.0864,34.2027,41.2331,11.0931,24.4225,37.0101,1.1073,-1.3544,23.8028,28.5222,39.5995
36.8900,OUTAGE,24.7691,35.9655,3.0824,75.9594,80.9151,4.9556,6.4315,3.3491,2.9471,-0.1353,0.0000,-3.0824,34.8378,41.3346,11.4108,24.7135,37.0566,1.0926,-1.3544,23.8028,28.8161,40.2149
36.9900,OUTAGE,25.0666,36.0175,3.0784,77.0342,81.7709,4.7367,6.4777,3.3993,2.9471,-0.1313,0.0000,-3.0784,35.4789,41.4274,11.7338,25.0052,37.0988,1.0831,-1.3544,23.8028,29.1079,40.8327
37.0900,OUTAGE,25.3662,36.0583,3.0744,78.1068,82.1942,4.0874,6.4672,3.3927,2.9471,-0.1274,0.0000,-3.0744,36.1196,41.5152,12.0587,25.2972,37.1388,1.0827,-1.3544,23.8028,29.3971,41.4491
37.1900,OUTAGE,25.6679,36.0864,3.0705,79.1765,82.5333,3.3568,6.4989,3.4284,2.9471,-0.1234,0.0000,-3.0705,36.7640,41.5996,12.3903,25.5894,37.1771,1.0936,-1.3544,23.8028,29.6832,42.0682
37.2900,OUTAGE,25.9723,36.1056,3.0797,80.0937,83.0857,2.9920,6.3617,3.2819,2.9471,-0.1327,0.0000,-3.0797,37.3955,41.6762,12.7091,25.8820,37.2126,1.1107,-1.3544,23.8028,29.9684,42.6733
37.3900,OUTAGE,26.2801,36.1236,3.0907,80.9930,83.9474,2.9545,6.2760,3.1853,2.9471,-0.1437,0.0000,-3.0907,38.0196,41.7424,13.0148,26.1750,37.2437,1.1250,-1.3544,23.8028,30.2567,43.2682
37.4900,OUTAGE,26.5908,36.1403,3.1017,81.8936,84.6460,2.7523,6.4710,3.3693,2.9471,-0.1547,0.0000,-3.1017,38.6639,41.8028,13.3351,26.4684,37.2712,1.1374,-1.3544,23.8028,30.5474,43.8801
37.5900,OUTAGE,26.9037,36.1556,3.1127,82.7952,85.3757,2.5804,6.7892,3.6764,2.9471,-0.1657,0.0000,-3.1127,39.3406,41.8575,13.6817,26.7622,37.2949,1.1481,-1.3544,23.8028,30.8401,44.5203
37.6900,OUTAGE,27.2184,36.1690,3.1237,83.6973,86.1482,2.4509,6.9792,3.8555,2.9471,-0.1767,0.0000,-3.1237,40.0369,41.9044,14.0432,27.0562,37.3147,1.1571,-1.3544,23.8028,31.1340,45.1764
37.7900,OUTAGE,27.5342,36.1806,3.1348,84.5995,86.7335,2.1340,6.8591,3.7244,2.9471,-0.1877,0.0000,-3.1348,40.7217,41.9435,14.3917,27.3505,37.3315,1.1655,-1.3544,23.8028,31.4287,45.8201
37.8900,OUTAGE,27.8507,36.1900,3.1458,85.5012,87.1210,1.6198,7.0010,3.8553,2.9471,-0.1987,0.0000,-3.1458,41.4210,41.9787,14.7533,27.6448,37.3463,1.1745,-1.3544,23.8028,31.7235,46.4768
37.9900,OUTAGE,28.1673,36.1971,3.1568,86.4021,87.8501,1.4479,7.0433,3.8865,2.9471,-0.2097,0.0000,-3.1568,42.1248,42.0051,15.1177,27.9393,37.3574,1.1825,-1.3544,23.8028,32.0179,47.1356
38.0900,OUTAGE,28.4834,36.2016,3.1678,87.3017,88.8425,1.5408,6.9257,3.7580,2.9471,-0.2207,0.0000,-3.1678,42.8172,42.0191,15.4693,28.2339,37.3633,1.1882,-1.3544,23.8028,32.3114,47.7804
38.1900,OUTAGE,28.7986,36.2034,3.1788,88.1996,89.7201,1.5205,6.9370,3.7583,2.9471,-0.2317,0.0000,-3.1788,43.5109,42.0225,15.8213,28.5286,37.3648,1.1924,-1.3544,23.8028,32.6033,48.4237
38.2900,OUTAGE,29.1136,36.2014,3.1756,88.7509,90.4231,1.6722,7.1116,3.9360,2.9471,-0.2285,0.0000,-3.1756,44.2221,42.0172,16.1892,28.8233,37.3626,1.1970,-1.3544,23.8028,32.8941,49.0813
38.3900,OUTAGE,29.4302,36.1945,3.1706,89.2590,90.8005,1.5415,6.9018,3.7312,2.9471,-0.2235,0.0000,-3.1706,44.9122,42.0076,16.5373,29.1180,37.3585,1.2051,-1.3544,23.8028,33.1850,49.7193
38.4900,OUTAGE,29.7479,36.1833,3.1656,89.7673,90.7463,0.9790,6.9249,3.7593,2.9471,-0.2185,0.0000,-3.1656,45.6046,41.9985,16.8894,29.4127,37.3547,1.2183,-1.3544,23.8028,33.4758,50.3610
38.5900,OUTAGE,30.0660,36.1683,3.1606,90.2757,90.7227,0.4470,7.1029,3.9423,2.9471,-0.2136,0.0000,-3.1606,46.3148,41.9896,17.2601,29.7074,37.3509,1.2358,-1.3544,23.8028,33.7661,51.0207
38.6900,OUTAGE,30.3841,36.1499,3.1556,90.7843,90.7365,-0.0478,7.1422,3.9866,2.9471,-0.2086,0.0000,-3.1556,47.0290,41.9804,17.6366,30.0021,37.3471,1.2567,-1.3544,23.8028,34.0556,51.6854
38.7900,OUTAGE,30.7015,36.1286,3.1507,91.2928,90.8457,-0.4471,7.0431,3.8924,2.9471,-0.2036,0.0000,-3.1507,47.7332,41.9700,18.0056,30.2967,37.3428,1.2798,-1.3544,23.8028,34.3439,52.3416
