t_s,t_ns,lat,lon,alt,acc_h,speed,bearing,n_sats_used,x_m,y_m
2.2062389,15857775647938,28.5240956,77.5706980,158.5817871,5.8433720,0.0000000,,25,-0.3363828,-1.2257188
3.2046500,15858774059084,28.5240971,77.5706983,158.7512207,4.2348060,0.0000000,,41,-0.3089967,-1.0609652
4.2039003,15859773309396,28.5241005,77.5707002,158.9905396,3.8246431,0.0000000,,50,-0.1231623,-0.6780244
5.2039062,15860773315282,28.5241026,77.5707006,158.8154297,3.7900925,0.0000000,,51,-0.0791489,-0.4386864
6.2060851,15861775494187,28.5241046,77.5707009,158.6989746,3.7900925,0.0000000,,52,-0.0498066,-0.2182728
7.2032182,15862772627311,28.5241065,77.5707015,158.8480835,3.7900925,0.0000000,,52,0.0000752,-0.0112176
8.1963923,15863765801425,28.5241084,77.5707019,159.0054321,3.7900925,0.0000000,,52,0.0391983,0.1969508
9.2013362,15864770745280,28.5241101,77.5707024,159.0544434,3.7900925,0.0000000,,52,0.0881020,0.3939872
10.1990439,15865768452935,28.5241111,77.5707025,159.1466064,3.7900925,0.0000000,,53,0.1008170,0.5030808
11.2059193,15866775328404,28.5241115,77.5707029,159.1529541,3.7900925,0.0000000,,54,0.1379839,0.5487220
12.1981758,15867767584861,28.5241121,77.5707031,159.2058716,3.7900925,0.0000000,,55,0.1624358,0.6099480
13.2056287,15868775037830,28.5241125,77.5707031,159.2473145,3.7900925,0.0000000,,55,0.1663481,0.6589288
14.1935506,15869762959705,28.5241131,77.5707035,159.2958374,3.7900925,0.0000000,,55,0.2025369,0.7212680
15.2033036,15870772712726,28.5241131,77.5707035,159.3303833,3.7900925,0.0000000,,54,0.1966684,0.7201548
16.2003645,15871769773559,28.5241134,77.5707038,159.3626709,3.7900925,0.0000000,,53,0.2269888,0.7524376
17.2046626,15872774071682,28.5241243,77.5707043,159.3170776,3.7900925,1.5900000,1.2000000,54,0.2837172,1.9747312
18.2067839,15873776192985,28.5241349,77.5707016,159.1925049,3.7900925,1.3600000,348.2000000,54,0.0176806,3.1547232
19.2003338,15874769742932,28.5241533,77.5706991,159.2977295,3.7900925,2.3300000,353.0000000,55,-0.2278164,5.2030112
20.2038985,15875773307618,28.5241725,77.5706941,158.9666138,3.7900925,2.3400000,349.0000000,55,-0.7188104,7.3381288
21.1949798,15876764388869,28.5241931,77.5706891,158.5887451,3.7900925,2.5100000,349.1000000,56,-1.2058920,9.6346604
22.2062746,15877775683660,28.5242150,77.5706851,158.3861694,3.7900925,2.5600000,351.0000000,54,-1.5990784,12.0681156
23.1988744,15878768283504,28.5242372,77.5706804,158.2709351,3.7900925,2.5900000,350.1000000,55,-2.0548617,14.5383064
24.2053112,15879774720274,28.5242598,77.5706757,158.0554810,3.7900925,2.6300000,352.7000000,55,-2.5145572,17.0597044
25.2030646,15880772473711,28.5242832,77.5706755,157.9318848,3.7900925,2.7100000,3.8000000,57,-2.5419433,19.6556868
26.2013455,15881770754543,28.5243064,77.5706815,157.4234619,3.7900925,2.8300000,16.8000000,59,-1.9502076,22.2405372
27.2069822,15882776391262,28.5243298,77.5706933,157.2654419,3.7900925,3.0300000,26.7000000,59,-0.7941222,24.8443120
28.1957108,15883765119855,28.5243485,77.5707133,156.8333740,3.7900925,3.1200000,46.9000000,59,1.1620291,26.9271092
29.2066518,15884776060845,28.5243584,77.5707408,156.9105225,3.7900925,3.0000000,67.8000000,60,3.8458686,28.0358564
30.2034650,15885772874126,28.5243634,77.5707692,156.6862183,3.7900925,2.7600000,74.7000000,60,6.6216473,28.5880036
31.2062030,15886775612094,28.5243689,77.5707979,156.2584229,3.7900925,2.9100000,72.6000000,59,9.4297025,29.1980372
32.1976903,15887767099385,28.5243780,77.5708252,156.0899658,3.7900925,2.9200000,64.6000000,59,12.0998490,30.2088228
33.1979483,15888767357406,28.5243902,77.5708516,155.7642212,3.7900925,3.0100000,59.9000000,61,14.6819686,31.5724928
34.2042529,15889773661937,28.5244027,77.5708784,155.4649658,3.7900925,3.0500000,62.4000000,62,17.3061456,32.9639928
35.1942796,15890763688707,28.5244143,77.5709057,155.3711548,3.7900925,3.0400000,63.8000000,61,19.9733578,34.2553048
36.1958403,15891765249435,28.5244249,77.5709341,155.3593140,3.7900925,3.1100000,68.5000000,60,22.7520707,35.4308440
37.2015693,15892770978342,28.5244308,77.5709642,155.3171997,3.7900925,3.0700000,79.3000000,60,25.7029249,36.0887452
38.2011912,15893770600269,28.5244318,77.5709962,155.0404053,3.7900925,3.1800000,88.3000000,60,28.8337450,36.2034048
39.2046531,15894774062195,28.5244302,77.5710286,155.0476074,3.7900925,3.1300000,93.4000000,57,31.9978197,36.0208400
40.2029342,15895772343236,28.5244247,77.5710591,154.8695068,3.7900925,2.9900000,102.6000000,59,34.9799723,35.4119196
41.2043301,15896773739226,28.5244143,77.5710888,154.8203735,3.7900925,3.1500000,111.4000000,59,37.8809447,34.2519652
42.2048105,15897774219537,28.5244029,77.5711186,154.7406006,3.7900925,3.1600000,111.8000000,58,40.7975662,32.9829172
43.2053195,15898774728547,28.5243922,77.5711481,154.6151733,3.7900925,3.1100000,111.0000000,58,43.6877797,31.7906800
44.1957166,15899765125682,28.5243811,77.5711781,154.4688721,3.7900925,3.1900000,111.2000000,58,46.6161382,30.5550280
45.1935471,15900762956203,28.5243696,77.5712075,154.3150635,3.7900925,3.1500000,112.0000000,58,49.4946148,29.2815272
46.1943093,15901763718338,28.5243572,77.5712368,154.3328857,3.7900925,3.2100000,113.1000000,58,52.3652668,27.8978196
47.1977577,15902767166776,28.5243452,77.5712669,154.2465820,3.7900925,3.2500000,111.9000000,59,55.3063403,26.5586400
48.2065998,15903776008859,28.5243345,77.5712960,154.2049561,3.7900925,3.0300000,111.5000000,59,58.1535184,25.3652896
49.2020561,15904771465213,28.5243241,77.5713257,154.2158203,3.7900925,3.1800000,110.3000000,58,61.0525346,24.2086748
50.2013083,15905770717348,28.5243136,77.5713545,154.1149902,3.7900925,2.9700000,112.9000000,60,63.8713486,23.0487204
51.2004836,15906769892711,28.5243022,77.5713836,154.1106567,3.7900925,3.1100000,113.4000000,60,66.7175487,21.7707668
52.2012824,15907770691462,28.5242924,77.5714126,153.9041748,3.7900925,2.9500000,110.5000000,59,69.5549461,20.6853968
53.1996188,15908769027919,28.5242819,77.5714411,153.8045044,3.7900925,3.0000000,112.9000000,60,72.3385494,19.5187632
54.2028380,15909772247086,28.5242710,77.5714692,153.8493042,3.7900925,2.9500000,113.4000000,60,75.0937885,18.3064884
55.2028113,15910772220366,28.5242603,77.5714979,153.6678467,3.7900925,3.0300000,112.8000000,60,77.9008656,17.1075720
56.1953076,15911764716667,28.5242505,77.5715258,153.7175293,3.7900925,2.8700000,112.6000000,60,80.6257843,16.0188624
57.1963260,15912765735106,28.5242405,77.5715533,153.6397705,3.7900925,2.8800000,114.1000000,60,83.3213607,14.9056624
58.2047717,15913774180834,28.5242306,77.5715802,153.4979248,3.7900925,2.7700000,112.8000000,61,85.9533623,13.8024812
59.2039699,15914773378958,28.5242206,77.5716083,153.6601562,3.7900925,2.9400000,111.7000000,61,88.6929521,12.6948472
60.2041911,15915773600156,28.5242117,77.5716362,153.5541992,3.7900925,2.8400000,109.3000000,61,91.4266736,11.7029860
61.1945863,15916763995364,28.5242024,77.5716656,153.5585938,3.7900925,3.0700000,109.7000000,61,94.3022159,10.6677100
62.2066058,15917776014842,28.5241918,77.5716953,153.5333252,3.7900925,3.0700000,113.3000000,62,97.2041663,9.4832652
63.2020669,15918771475989,28.5241808,77.5717259,153.5403442,3.7900925,3.1800000,112.7000000,63,100.1941436,8.2643112
64.1972849,15919766694008,28.5241708,77.5717574,153.6080322,3.7900925,3.2800000,110.5000000,64,103.2799722,7.1511112
65.2038977,15920773306768,28.5241605,77.5717892,153.4956055,3.7900925,3.3000000,110.9000000,64,106.3941650,6.0034020
66.1997837,15921769192810,28.5241503,77.5718200,153.4680176,3.7900925,3.1900000,111.0000000,62,109.4066380,4.8634852
67.2018223,15922771231351,28.5241403,77.5718499,153.7222900,3.7900925,3.1400000,112.9000000,62,112.3301061,3.7480588
68.1933911,15923762800205,28.5241298,77.5718810,153.7424316,3.7900925,3.2800000,112.3000000,63,115.3728994,2.5836516
69.2023007,15924771709787,28.5241195,77.5719110,153.8958740,3.7900925,3.0700000,113.0000000,62,118.3012579,1.4314896
70.2025674,15925771976454,28.5241090,77.5719408,153.8488159,3.7900925,3.1200000,111.6000000,62,121.2208136,0.2693088
71.2024414,15926771850516,28.5241002,77.5719707,153.8264771,3.7900925,2.9700000,109.2000000,61,124.1452598,-0.7103072
72.1972486,15927766657703,28.5240909,77.5719998,153.8248291,3.7900925,2.9800000,111.0000000,61,126.9914599,-1.7500360
73.2005910,15928770000047,28.5240813,77.5720276,154.0155640,3.7900925,2.8400000,111.9000000,62,129.7085540,-2.8109156
74.1961189,15929765527963,28.5240724,77.5720542,153.9190063,3.7900925,2.7000000,110.3000000,61,132.3053448,-3.8061164
75.2030902,15930772499317,28.5240637,77.5720815,153.9647217,3.7900925,2.8100000,110.5000000,61,134.9823379,-4.7690344
76.1979277,15931767336764,28.5240548,77.5721090,153.8952637,3.7900925,2.8100000,110.9000000,62,137.6642213,-5.7597824
77.1978730,15932767282129,28.5240460,77.5721360,154.1036987,3.7900925,2.7600000,110.9000000,61,140.3079597,-6.7427380
78.2010391,15933770448170,28.5240373,77.5721628,154.1793823,3.7900925,2.7500000,111.9000000,62,142.9360489,-7.7089956
79.2061971,15934775606138,28.5240283,77.5721899,154.2771606,3.7900925,2.8000000,113.5000000,61,145.5768532,-8.7208944
80.2063133,15935775722336,28.5240189,77.5722162,154.3096924,3.7900925,2.7300000,112.6000000,61,148.1531044,-9.7650760
81.1988769,15936768285981,28.5240103,77.5722411,154.3798218,3.7900925,2.5500000,111.6000000,60,150.5894908,-10.7146356
82.2049976,15937774406710,28.5240024,77.5722642,154.3977661,3.7900925,2.3300000,111.5000000,60,152.8488455,-11.6029692
83.2020260,15938771435095,28.5239951,77.5722844,154.5239868,3.7900925,2.0300000,113.8000000,60,154.8294487,-12.4089260
84.1950517,15939764460772,28.5239877,77.5723022,154.5352173,3.7900925,1.8500000,116.9000000,60,156.5655330,-13.2326940
85.2044484,15940773857489,28.5239841,77.5723103,154.5300903,3.7900925,0.7500000,116.5000000,59,157.3567961,-13.6378988
