t_s,ax,ay,az,gx,gy,gz,x_m,y_m,lat,lon,speed_mps,bearing_deg,gnss_age_s,state
0.000000,-0.509730,9.054760,4.071457,0.001015,-0.000555,-0.003316,-0.336382,-1.225506,28.52409558,77.57069801,0.000000,,,CALIB
0.010000,-0.413298,9.039670,4.039059,0.000937,-0.005229,-0.000558,-0.336382,-1.225506,28.52409558,77.57069801,0.000000,,,CALIB
0.020000,-0.327351,9.010177,4.025127,0.001164,0.000449,-0.002759,-0.336382,-1.225506,28.52409558,77.57069801,0.000000,,,CALIB
0.030000,-0.345941,9.014795,4.007534,0.001112,0.006415,-0.006069,-0.336382,-1.225506,28.52409558,77.57069801,0.000000,,,CALIB
0.040000,-0.416693,9.032768,4.020478,0.000390,0.005367,-0.006609,-0.336382,-1.225506,28.52409558,77.57069801,0.000000,,,CALIB
0.050000,-0.438072,9.024807,4.055034,0.000411,0.000382,-0.004372,-0.336382,-1.225506,28.52409558,77.57069801,0.000000,,,CALIB
0.060000,-0.392164,8.993787,4.075965,0.000395,-0.003027,-0.002936,-0.336382,-1.225506,28.52409558,77.57069801,0.000000,,,CALIB
0.070000,-0.377406,8.955133,4.074185,0.000590,0.000210,-0.004135,-0.336382,-1.225506,28.52409558,77.57069801,0.000000,,,CALIB
0.080000,-0.440558,8.954602,4.068094,0.001155,0.004512,-0.005685,-0.336382,-1.225506,28.52409558,77.57069801,0.000000,,,CALIB
0.090000,-0.530879,8.956677,4.063582,0.001740,0.003261,-0.003394,-0.336382,-1.225506,28.52409558,77.57069801,0.000000,,,CALIB
0.100000,-0.567272,8.945935,4.052630,0.002505,-0.002170,0.002132,-0.336382,-1.225506,28.52409558,77.57069801,0.000000,,,CALIB
0.110000,-0.507547,8.975237,4.049073,0.002985,-0.007267,0.005099,-0.336382,-1.225506,28.52409558,77.57069801,0.000000,,,CALIB
0.120000,-0.384398,9.005419,4.034394,0.003467,-0.005671,0.004780,-0.336382,-1.225506,28.52409558,77.57069801,0.000000,,,CALIB
0.130000,-0.303504,9.032954,4.027450,0.003153,-0.001324,0.003500,-0.336382,-1.225506,28.52409558,77.57069801,0.000000,,,CALIB
0.140000,-0.299982,9.053383,4.047277,0.002470,0.000129,0.002774,-0.336382,-1.225506,28.52409558,77.57069801,0.000000,,,CALIB
0.150000,-0.297068,9.070104,4.037638,0.002804,0.001845,0.002755,-0.336382,-1.225506,28.52409558,77.57069801,0.000000,,,CALIB
0.160000,-0.333903,9.070026,4.011477,0.002572,0.003822,0.001103,-0.336382,-1.225506,28.52409558,77.57069801,0.000000,,,CALIB
0.170000,-0.380802,9.039570,4.013478,0.002352,0.003342,-0.001295,-0.336382,-1.225506,28.52409558,77.57069801,0.000000,,,CALIB
0.180000,-0.388639,8.999857,4.000023,0.002049,0.000982,-0.001791,-0.336382,-1.225506,28.52409558,77.57069801,0.000000,,,CALIB
0.190000,-0.364087,8.980141,4.006733,0.001008,-0.001077,-0.002482,-0.336382,-1.225506,28.52409558,77.57069801,0.000000,,,CALIB
0.200000,-0.317689,8.974985,4.016151,0.001231,-0.000012,-0.003903,-0.336382,-1.225506,28.52409558,77.57069801,0.000000,,,CALIB
0.210000,-0.293470,8.963768,4.022563,0.001013,0.004322,-0.005985,-0.336382,-1.225506,28.52409558,77.57069801,0.000000,,,CALIB
0.220000,-0.318846,8.950979,4.030863,0.001956,0.007464,-0.007354,-0.336382,-1.225506,28.52409558,77.57069801,0.000000,,,CALIB
0.230000,-0.362226,8.955289,4.036217,0.002001,0.004749,-0.004531,-0.336382,-1.225506,28.52409558,77.57069801,0.000000,,,CALIB
0.240000,-0.364827,8.993464,4.039675,0.002048,-0.000180,-0.000269,-0.336382,-1.225506,28.52409558,77.57069801,0.000000,,,CALIB
0.250000,-0.316902,9.028538,4.044757,0.002248,0.001324,-0.000376,-0.336382,-1.225506,28.52409558,77.57069801,0.000000,,,CALIB
0.260000,-0.340334,9.040049,4.044976,0.001982,0.007334,-0.005078,-0.336382,-1.225506,28.52409558,77.57069801,0.000000,,,CALIB
0.270000,-0.448393,9.076273,4.045801,0.002045,0.008475,-0.007609,-0.336382,-1.225506,28.52409558,77.57069801,0.000000,,,CALIB
0.280000,-0.524163,9.091463,4.044653,0.001234,0.002522,-0.004426,-0.336382,-1.225506,28.52409558,77.57069801,0.000000,,,CALIB
0.290000,-0.492139,9.077912,4.024357,0.000342,-0.003932,-0.001694,-0.336382,-1.225506,28.52409558,77.57069801,0.000000,,,CALIB
0.300000,-0.398336,9.059866,4.012627,-0.000574,-0.003370,-0.001806,-0.336382,-1.225506,28.52409558,77.57069801,0.000000,,,CALIB
0.310000,-0.350067,9.038745,4.013462,-0.000902,0.002034,-0.002449,-0.336382,-1.225506,28.52409558,77.57069801,0.000000,,,CALIB
0.320000,-0.371993,9.002877,4.001158,-0.000642,0.003735,-0.001232,-0.336382,-1.225506,28.52409558,77.57069801,0.000000,,,CALIB
0.330000,-0.369217,8.974617,4.009237,-0.000922,0.000373,0.001858,-0.336382,-1.225506,28.52409558,77.57069801,0.000000,,,CALIB
0.340000,-0.305563,8.977490,4.020962,-0.001321,-0.001518,0.003074,-0.336382,-1.225506,28.52409558,77.57069801,0.000000,,,CALIB
0.350000,-0.256521,8.974318,4.036210,-0.000960,0.000475,-0.000139,-0.336382,-1.225506,28.52409558,77.57069801,0.000000,,,CALIB
0.360000,-0.278982,8.947118,4.047728,-0.000443,0.004270,-0.005073,-0.336382,-1.225506,28.52409558,77.57069801,0.000000,,,CALIB
0.370000,-0.361690,8.951324,4.047139,0.000043,0.006036,-0.007618,-0.336382,-1.225506,28.52409558,77.57069801,0.000000,,,CALIB
0.380000,-0.441862,9.008545,4.041825,-0.000196,0.002203,-0.006810,-0.336382,-1.225506,28.52409558,77.57069801,0.000000,,,CALIB
0.390000,-0.442089,9.039833,4.040476,-0.000616,-0.002174,-0.004633,-0.336382,-1.225506,28.52409558,77.57069801,0.000000,,,CALIB
0.400000,-0.414876,9.029317,4.015425,-0.000434,-0.001170,-0.003900,-0.336382,-1.225506,28.52409558,77.57069801,0.000000,,,CALIB
0.410000,-0.409369,9.021034,4.001139,-0.000679,0.003426,-0.004523,-0.336382,-1.225506,28.52409558,77.57069801,0.000000,,,CALIB
0.420000,-0.436452,9.002453,4.023901,-0.000851,0.007353,-0.004827,-0.336382,-1.225506,28.52409558,77.57069801,0.000000,,,CALIB
0.430000,-0.493477,9.007253,4.040820,-0.001556,0.006663,-0.002964,-0.336382,-1.225506,28.52409558,77.57069801,0.000000,,,CALIB
0.440000,-0.503299,9.043210,4.054333,-0.001760,0.001704,0.000723,-0.336382,-1.225506,28.52409558,77.57069801,0.000000,,,CALIB
0.450000,-0.455337,9.044753,4.063890,-0.001516,-0.000483,0.002500,-0.336382,-1.225506,28.52409558,77.57069801,0.000000,,,CALIB
0.460000,-0.397521,9.001124,4.066275,-0.001326,0.000048,0.002175,-0.336382,-1.225506,28.52409558,77.57069801,0.000000,,,CALIB
0.470000,-0.386538,8.975839,4.063099,-0.000989,0.000852,0.002196,-0.336382,-1.225506,28.52409558,77.57069801,0.000000,,,CALIB
0.480000,-0.406557,8.974278,4.053732,0.000110,0.000724,0.002042,-0.336382,-1.225506,28.52409558,77.57069801,0.000000,,,CALIB
0.490000,-0.415507,8.977986,4.047898,0.000281,-0.002015,0.002908,-0.336382,-1.225506,28.52409558,77.57069801,0.000000,,,CALIB
0.500000,-0.375557,8.985486,4.048832,-0.000093,-0.004682,0.003786,-0.336382,-1.225506,28.52409558,77.57069801,0.000000,,,CALIB
0.510000,-0.286141,8.976593,4.058560,0.000725,-0.006123,0.003346,-0.336382,-1.225506,28.52409558,77.57069801,0.000000,,,CALIB
0.520000,-0.186515,8.959678,4.053905,0.001329,-0.003883,0.001064,-0.336382,-1.225506,28.52409558,77.57069801,0.000000,,,CALIB
0.530000,-0.151082,8.983052,4.045265,0.001853,0.003028,-0.003987,-0.336382,-1.225506,28.52409558,77.57069801,0.000000,,,CALIB
0.540000,-0.194397,9.032607,4.049713,0.002157,0.010149,-0.009978,-0.336382,-1.225506,28.52409558,77.57069801,0.000000,,,CALIB
