t_s,lat,lon,x_m,y_m,v,heading_deg,mode,sim,k,sigma_pos,v_model,sigma_model,stop,tick_ms,model_ms,corridor_id,s_m,d_m
0.000,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.009,0.000,,,
0.100,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.002,0.000,,,
0.200,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.002,0.000,,,
0.300,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.002,0.000,,,
0.400,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.002,0.000,,,
0.500,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.014,0.000,,,
0.600,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.004,0.000,,,
0.700,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.012,0.000,,,
0.800,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.010,0.000,,,
0.900,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.011,0.000,,,
1.000,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.012,0.000,,,
1.100,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.010,0.000,,,
1.200,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.012,0.000,,,
1.300,28.52268654,77.57398822,-0.194,-0.040,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.328,0.000,,,
1.400,28.52268654,77.57398822,-0.194,-0.040,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.019,0.000,,,
1.500,28.52268654,77.57398822,-0.194,-0.040,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.008,0.000,,,
1.600,28.52268654,77.57398822,-0.194,-0.040,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.015,0.000,,,
1.700,28.52268654,77.57398822,-0.194,-0.040,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.010,0.000,,,
1.800,28.52268654,77.57398822,-0.194,-0.040,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.347,0.000,,,
1.900,28.52268654,77.57398822,-0.194,-0.040,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.007,0.000,,,
2.000,28.52268654,77.57398822,-0.194,-0.040,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.020,0.000,,,
2.100,28.52268654,77.57398822,-0.194,-0.040,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.012,0.000,,,
2.200,28.52268654,77.57398822,-0.194,-0.040,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.007,0.000,,,
2.300,28.52268654,77.57398822,-0.194,-0.040,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.227,0.000,,,
2.400,28.52268654,77.57398822,-0.194,-0.040,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.019,0.000,,,
2.500,28.52268654,77.57398822,-0.194,-0.040,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.165,1,0.202,0.167,,,
2.600,28.52268654,77.57398822,-0.194,-0.040,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.167,1,0.113,0.098,,,
2.700,28.52268657,77.57398829,-0.187,-0.036,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.170,1,0.110,0.085,,,
2.800,28.52268657,77.57398829,-0.187,-0.036,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.171,1,0.305,0.082,,,
2.900,28.52268657,77.57398829,-0.187,-0.036,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.169,1,0.092,0.084,,,
3.000,28.52268657,77.57398829,-0.187,-0.036,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.173,1,0.087,0.080,,,
3.100,28.52268657,77.57398829,-0.187,-0.036,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.169,1,0.089,0.081,,,
3.200,28.52268657,77.57398829,-0.187,-0.036,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.177,1,0.094,0.086,,,
3.300,28.52268657,77.57398829,-0.187,-0.036,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.176,1,0.281,0.078,,,
3.400,28.52268657,77.57398829,-0.187,-0.036,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.170,1,0.096,0.084,,,
3.500,28.52268657,77.57398829,-0.187,-0.036,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.172,1,0.089,0.080,,,
3.600,28.52268657,77.57398829,-0.187,-0.036,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.164,1,0.091,0.083,,,
3.700,28.52268661,77.57398840,-0.176,-0.032,0.000,0.000,GNSS_INS,0,1.0000,1.768,0.000,0.164,1,0.130,0.104,,,
