t_s,ax,ay,az,gx,gy,gz,x_m,y_m,lat,lon,speed_mps,bearing_deg,gnss_age_s,state
0.000000,-0.399801,8.685007,4.610579,-0.000635,-0.002426,0.003858,-0.420703,-0.012132,28.52155346,77.57159164,0.000000,,,CALIB
0.010000,-0.574002,8.674149,4.619170,0.000423,0.014558,-0.005084,-0.420703,-0.012132,28.52155346,77.57159164,0.000000,,,CALIB
0.020000,-0.798287,8.690690,4.572315,0.000798,0.008602,-0.001932,-0.420703,-0.012132,28.52155346,77.57159164,0.000000,,,CALIB
0.030000,-0.780871,8.737746,4.523767,0.000315,-0.006602,0.006318,-0.420703,-0.012132,28.52155346,77.57159164,0.000000,,,CALIB
0.040000,-0.554082,8.739346,4.517484,0.000237,-0.010208,0.007884,-0.420703,-0.012132,28.52155346,77.57159164,0.000000,,,CALIB
0.050000,-0.391582,8.684978,4.575998,-0.000275,0.002786,-0.000123,-0.420703,-0.012132,28.52155346,77.57159164,0.000000,,,CALIB
0.060000,-0.451340,8.648977,4.637537,0.000461,0.014704,-0.007684,-0.420703,-0.012132,28.52155346,77.57159164,0.000000,,,CALIB
0.070000,-0.614617,8.668415,4.623551,0.002427,0.010301,-0.007874,-0.420703,-0.012132,28.52155346,77.57159164,0.000000,,,CALIB
0.080000,-0.663886,8.703434,4.591572,0.002769,-0.002728,-0.004061,-0.420703,-0.012132,28.52155346,77.57159164,0.000000,,,CALIB
0.090000,-0.567212,8.705750,4.572760,0.001507,-0.006174,-0.005027,-0.420703,-0.012132,28.52155346,77.57159164,0.000000,,,CALIB
0.100000,-0.536551,8.709156,4.566714,0.001734,0.003259,-0.010276,-0.420703,-0.012132,28.52155346,77.57159164,0.000000,,,CALIB
0.110000,-0.648252,8.733815,4.556496,0.002544,0.010578,-0.011894,-0.420703,-0.012132,28.52155346,77.57159164,0.000000,,,CALIB
0.120000,-0.760492,8.743359,4.561511,0.002424,0.006250,-0.009700,-0.420703,-0.012132,28.52155346,77.57159164,0.000000,,,CALIB
0.130000,-0.772899,8.733745,4.577723,0.001428,-0.000393,-0.006799,-0.420703,-0.012132,28.52155346,77.57159164,0.000000,,,CALIB
0.140000,-0.728062,8.737633,4.579366,0.001167,0.000995,-0.006631,-0.420703,-0.012132,28.52155346,77.57159164,0.000000,,,CALIB
0.150000,-0.713029,8.758342,4.582371,0.001514,0.005748,-0.008678,-0.420703,-0.012132,28.52155346,77.57159164,0.000000,,,CALIB
0.160000,-0.717032,8.742817,4.622393,0.001533,0.005225,-0.008612,-0.420703,-0.012132,28.52155346,77.57159164,0.000000,,,CALIB
0.170000,-0.690066,8.677720,4.622305,0.001799,0.003674,-0.007485,-0.420703,-0.012132,28.52155346,77.57159164,0.000000,,,CALIB
0.180000,-0.685285,8.670939,4.541717,0.003034,0.006837,-0.007335,-0.420703,-0.012132,28.52155346,77.57159164,0.000000,,,CALIB
0.190000,-0.747674,8.713227,4.457670,0.003360,0.012157,-0.007664,-0.420703,-0.012132,28.52155346,77.57159164,0.000000,,,CALIB
0.200000,-0.833148,8.717347,4.462689,0.000610,0.008074,-0.006161,-0.420703,-0.012132,28.52155346,77.57159164,0.000000,,,CALIB
0.210000,-0.811665,8.676386,4.522350,-0.000521,-0.004243,-0.000670,-0.420703,-0.012132,28.52155346,77.57159164,0.000000,,,CALIB
0.220000,-0.642515,8.664734,4.588218,0.000041,-0.010109,0.002826,-0.420703,-0.012132,28.52155346,77.57159164,0.000000,,,CALIB
0.230000,-0.482119,8.705170,4.640847,0.001250,-0.001636,-0.001459,-0.420703,-0.012132,28.52155346,77.57159164,0.000000,,,CALIB
0.240000,-0.524888,8.725809,4.638769,0.002090,0.012225,-0.008946,-0.420703,-0.012132,28.52155346,77.57159164,0.000000,,,CALIB
0.250000,-0.722795,8.754301,4.609966,0.001865,0.014428,-0.011024,-0.420703,-0.012132,28.52155346,77.57159164,0.000000,,,CALIB
0.260000,-0.853492,8.793605,4.569629,0.002170,0.003782,-0.007128,-0.420703,-0.012132,28.52155346,77.57159164,0.000000,,,CALIB
0.270000,-0.809980,8.803041,4.526760,0.001124,-0.007485,-0.002546,-0.420703,-0.012132,28.52155346,77.57159164,0.000000,,,CALIB
0.280000,-0.679687,8.771112,4.512135,-0.000798,-0.006346,-0.001567,-0.420703,-0.012132,28.52155346,77.57159164,0.000000,,,CALIB
0.290000,-0.635768,8.736696,4.505417,-0.001435,0.006407,-0.004805,-0.420703,-0.012132,28.52155346,77.57159164,0.000000,,,CALIB
0.300000,-0.732868,8.739404,4.511453,-0.001285,0.013946,-0.006385,-0.420703,-0.012132,28.52155346,77.57159164,0.000000,,,CALIB
0.310000,-0.804543,8.745246,4.568190,-0.001694,0.003585,-0.001962,-0.420703,-0.012132,28.52155346,77.57159164,0.000000,,,CALIB
0.320000,-0.703006,8.698879,4.611045,-0.002069,-0.009909,0.002674,-0.420703,-0.012132,28.52155346,77.57159164,0.000000,,,CALIB
0.330000,-0.527090,8.638519,4.578755,-0.001408,-0.006715,0.000161,-0.420703,-0.012132,28.52155346,77.57159164,0.000000,,,CALIB
0.340000,-0.483934,8.649260,4.535275,-0.000288,0.008156,-0.007216,-0.420703,-0.012132,28.52155346,77.57159164,0.000000,,,CALIB
0.350000,-0.614952,8.698021,4.505160,-0.000160,0.015086,-0.011852,-0.420703,-0.012132,28.52155346,77.57159164,0.000000,,,CALIB
0.360000,-0.769740,8.696296,4.555765,-0.001394,0.007546,-0.009301,-0.420703,-0.012132,28.52155346,77.57159164,0.000000,,,CALIB
0.370000,-0.810576,8.667542,4.601043,-0.001037,-0.002668,-0.004310,-0.420703,-0.012132,28.52155346,77.57159164,0.000000,,,CALIB
0.380000,-0.746507,8.693643,4.581654,0.000333,-0.002778,-0.002765,-0.420703,-0.012132,28.52155346,77.57159164,0.000000,,,CALIB
0.390000,-0.726686,8.730205,4.562960,0.000512,0.002410,-0.004321,-0.420703,-0.012132,28.52155346,77.57159164,0.000000,,,CALIB
0.400000,-0.801751,8.719941,4.558959,-0.000655,0.006994,-0.005904,-0.420703,-0.012132,28.52155346,77.57159164,0.000000,,,CALIB
0.410000,-0.918966,8.761552,4.573302,-0.000405,0.007175,-0.004253,-0.420703,-0.012132,28.52155346,77.57159164,0.000000,,,CALIB
0.420000,-0.966240,8.814617,4.557776,-0.000013,0.001032,0.000816,-0.420703,-0.012132,28.52155346,77.57159164,0.000000,,,CALIB
0.430000,-0.897767,8.801865,4.553323,-0.001536,-0.007258,0.005954,-0.420703,-0.012132,28.52155346,77.57159164,0.000000,,,CALIB
0.440000,-0.758962,8.765842,4.610099,-0.003262,-0.009456,0.008452,-0.420703,-0.012132,28.52155346,77.57159164,0.000000,,,CALIB
0.450000,-0.688597,8.736530,4.653717,-0.002334,-0.001827,0.007219,-0.420703,-0.012132,28.52155346,77.57159164,0.000000,,,CALIB
0.460000,-0.768766,8.708984,4.601591,-0.000959,0.006294,0.007314,-0.420703,-0.012132,28.52155346,77.57159164,0.000000,,,CALIB
0.470000,-0.908831,8.717682,4.513495,-0.001419,0.002056,0.012204,-0.420703,-0.012132,28.52155346,77.57159164,0.000000,,,CALIB
