t_s,t_ns,lat,lon,alt,acc_h,speed,bearing,n_sats_used,x_m,y_m
1.2033211,19992820802913,28.5215535,77.5715916,152.3074951,3.7900925,0.0000000,,28,-0.4214211,-0.0117681
2.1383211,19993755802912,28.5215532,77.5715926,152.3096924,3.7900925,0.0000000,,28,-0.3216549,-0.0373717
3.1339261,19994751407912,28.5215535,77.5715937,152.4125977,3.7900925,0.0000000,,54,-0.2169983,-0.0084285
4.1308285,19995748310255,28.5215536,77.5715947,152.4908447,3.7900925,0.0000000,,57,-0.1182103,-0.0017493
5.1405920,19996758073796,28.5215536,77.5715955,152.5219116,3.7900925,0.0000000,,60,-0.0428966,0.0071563
6.1432798,19997760761610,28.5215536,77.5715962,152.6239014,3.7900925,0.0000000,,59,0.0304608,0.0060431
7.1320172,19998749498952,28.5215536,77.5715968,152.7236328,3.7900925,0.0000000,,60,0.0881687,0.0060431
8.1391731,19999756654837,28.5215534,77.5715970,152.7989502,3.7900925,0.0000000,,61,0.1008840,-0.0173341
9.1345148,20000751996608,28.5215535,77.5715973,152.9003906,3.7900925,0.0000000,,60,0.1312050,-0.0039757
10.1350227,20001752504472,28.5215536,77.5715973,152.9757080,3.7900925,0.0000000,,59,0.1370736,0.0027035
11.1387757,20002756257492,28.5215536,77.5715974,153.0111694,3.7900925,0.0000000,,58,0.1478327,0.0071563
12.1381941,20003755675878,28.5215537,77.5715975,153.0327148,3.7900925,0.0000000,,58,0.1546794,0.0116091
13.1335805,20004751062230,28.5215537,77.5715976,153.0563965,3.7900925,0.0000000,,58,0.1615261,0.0171751
14.1349270,20005752408794,28.5215538,77.5715977,153.0759277,3.7900925,0.0000000,,59,0.1693509,0.0227411
15.1321495,20006749631242,28.5215538,77.5715978,153.0885010,3.7900925,0.0000000,,57,0.1791319,0.0271939
16.1416671,20007759148896,28.5215554,77.5715988,153.0471191,3.7900925,0.2000000,204.0000000,57,0.2749856,0.1997399
17.1359077,20008753389469,28.5215652,77.5716037,152.8861084,3.7900925,1.5500000,27.1000000,58,0.7552324,1.2917891
18.1379876,20009755469365,28.5215819,77.5716132,153.0358887,3.7900925,2.3100000,29.4000000,58,1.6863830,3.1519463
19.1362230,20010753704780,28.5216014,77.5716271,153.0359497,3.7900925,2.7000000,34.2000000,62,3.0508315,5.3193467
20.1437080,20011761189728,28.5216226,77.5716451,153.1759644,3.7900925,3.0200000,38.1000000,64,4.8074979,7.6793307
21.1343949,20012751876707,28.5216446,77.5716655,153.2299805,3.7900925,3.2100000,40.2000000,65,6.8047767,10.1383895
22.1381926,20013755674363,28.5216682,77.5716879,153.3594360,3.7900925,3.4100000,40.9000000,65,8.9908287,12.7599755
23.1404667,20014757948425,28.5216926,77.5717116,153.2392578,3.7900925,3.5800000,41.5000000,64,11.3128365,15.4750703
24.1382270,20015755708738,28.5217167,77.5717367,153.1627808,3.7900925,3.5800000,43.4000000,64,13.7659096,18.1656747
25.1392523,20016756734102,28.5217406,77.5717629,153.0106201,3.7900925,3.6900000,44.4000000,65,16.3353765,20.8251095
26.1417764,20017759258164,28.5217642,77.5717897,152.9212036,3.7900925,3.7200000,43.7000000,66,18.9537484,23.4466955
27.1366008,20018754082591,28.5217885,77.5718161,153.0170898,3.7900925,3.7300000,43.0000000,65,21.5369087,26.1506583
28.1389223,20019756404048,28.5218134,77.5718411,153.0169678,3.7900925,3.6800000,40.3000000,65,23.9821570,28.9292055
29.1312900,20020748771756,28.5218401,77.5718640,153.1950684,3.7900925,3.7200000,36.0000000,64,26.2180921,31.8925439
30.1320099,20021749491652,28.5218663,77.5718841,153.1057129,3.7900925,3.3600000,33.2000000,64,28.1860279,34.8124675
31.1344058,20022751887588,28.5218913,77.5719016,152.8615112,3.7900925,3.1900000,30.3000000,56,29.8928113,37.5988071
32.1378952,20023755377016,28.5219112,77.5719149,152.7199097,3.7900925,2.2500000,29.0000000,57,31.1966177,39.8140751
33.1313986,20024748880401,28.5219218,77.5719217,152.8867188,3.7900925,0.8000000,26.5000000,54,31.8597690,40.9907275
34.1399392,20025757420974,28.5219268,77.5719242,152.9392700,3.7900925,0.6500000,29.4000000,52,32.1072281,41.5528935
35.1414296,20026758911337,28.5219280,77.5719246,152.8644409,3.7900925,0.0000000,,54,32.1424397,41.6775719
36.1432692,20027760750972,28.5219270,77.5719244,152.9593506,3.7900925,0.0000000,,54,32.1248339,41.5718179
37.1352050,20028752686753,28.5219268,77.5719241,152.9833984,3.7900925,0.0000000,,54,32.0945128,41.5528935
38.1352746,20029752756389,28.5219268,77.5719236,152.9183350,3.7900925,0.0000000,,55,32.0456079,41.5462143
39.1342856,20030751767326,28.5219262,77.5719232,152.9601440,3.7900925,0.0000000,,55,32.0084401,41.4771959
40.1317011,20031749182898,28.5219258,77.5719228,152.8867798,3.7900925,0.0000000,,52,31.9702942,41.4426867
41.1420646,20032759546386,28.5219254,77.5719224,152.7871704,3.7900925,0.0000000,,50,31.9301921,41.3937059
42.1324625,20033749944252,28.5219251,77.5719226,152.6915283,3.7900925,0.0000000,,50,31.9517103,41.3636495
43.1334664,20034750948209,28.5219254,77.5719237,152.6821289,3.7900925,0.0000000,,50,32.0632137,41.3959323
44.1354374,20035752919146,28.5219265,77.5719249,152.6726685,3.7900925,0.0000000,,51,32.1756951,41.5128183
45.1365915,20036754073312,28.5219269,77.5719252,152.7474365,3.7900925,0.0000000,,52,32.2050381,41.5640255
46.1412730,20037758754770,28.5219270,77.5719252,152.8389282,3.7900925,0.0000000,,53,32.2011257,41.5695915
47.1422750,20038759756801,28.5219269,77.5719251,152.9475098,3.7900925,0.0000000,,52,32.1913447,41.5551199
48.1369307,20039754412426,28.5219266,77.5719251,153.0017700,3.7900925,0.0000000,,50,32.1942790,41.5295163
49.1313260,20040748807738,28.5219264,77.5719251,153.0333252,3.7900925,0.0000000,,51,32.1933009,41.5072523
50.1437244,20041761206122,28.5219264,77.5719251,153.0395508,3.7900925,0.0000000,,51,32.1903666,41.4983467
51.1367610,20042754242790,28.5219263,77.5719250,153.0367432,3.7900925,0.0000000,,51,32.1884104,41.4916675
52.1335314,20043751013206,28.5219263,77.5719250,153.0361328,3.7900925,0.0000000,,51,32.1893885,41.4883279
53.1423785,20044759860289,28.5219262,77.5719250,153.0371094,3.7900925,0.0000000,,51,32.1893885,41.4849883
54.1382133,20045755695028,28.5219262,77.5719251,153.0388794,3.7900925,0.0000000,,51,32.1913447,41.4849883
55.1387283,20046756210028,28.5219262,77.5719251,153.0412598,3.7900925,0.0000000,,48,32.1923228,41.4827619
56.1372037,20047754685444,28.5219260,77.5719251,153.0533447,3.7900925,0.0000000,,50,32.1942790,41.4638375
57.1323828,20048749864611,28.5219260,77.5719251,153.0562134,3.7900925,0.0000000,,50,32.1952571,41.4582715
