t_ns,mx,my,mz,bx,by,bz
28489750162699,41.100002,11.19375,8.137501,8.04,27.779999,17.64
28489760162699,40.912502,13.687501,7.4812503,8.04,27.779999,17.64
28489770162699,41.41875,12.993751,7.5937505,8.04,27.779999,17.64
28489780162699,42.206253,13.725,6.0937505,8.04,27.779999,17.64
28489790162699,43.875,11.4375,5.49375,8.04,27.779999,17.64
28489800162699,41.30625,12.093751,6.5625005,8.04,27.779999,17.64
28489810162699,40.95,11.306251,8.625,8.04,27.779999,17.64
28489820162699,37.912502,12.656251,8.325001,8.04,27.779999,17.64
28489830162699,41.53125,10.743751,7.18125,8.04,27.779999,17.64
28489840162699,42.2625,13.9875,5.775,8.04,27.779999,17.64
28489850162699,42.393753,12.243751,7.18125,8.04,27.779999,17.64
28489860162699,41.850002,12.543751,6.3187504,8.04,27.779999,17.64
28489870162699,43.59375,13.668751,6.5437503,8.04,27.779999,17.64
28489880162699,41.475002,13.25625,7.275,8.04,27.779999,17.64
28489890162699,42.375,12.993751,6.7125,8.04,27.779999,17.64
28489900162699,40.725002,11.775001,8.175,8.04,27.779999,17.64
28489910162699,41.15625,11.83125,9.4875,8.04,27.779999,17.64
28489920162699,39.73125,12.525001,8.887501,8.04,27.779999,17.64
28489930162699,41.4,13.25625,9.1125,8.04,27.779999,17.64
28489940162699,42.3375,13.500001,10.5375,8.04,27.779999,17.64
28489950162699,40.18125,11.45625,9.168751,8.04,27.779999,17.64
28489960162699,42.0,11.19375,8.962501,8.04,27.779999,17.64
28489970162699,41.643753,11.64375,8.212501,8.04,27.779999,17.64
28489980162699,40.350002,12.356251,8.6625,8.04,27.779999,17.64
28489990162699,40.912502,11.043751,8.625,8.04,27.779999,17.64
28490000162699,41.025,14.56875,8.512501,8.04,27.779999,17.64
28490010162699,40.59375,12.13125,9.09375,8.04,27.779999,17.64
28490020162699,41.49375,12.88125,9.58125,8.04,27.779999,17.64
28490030162699,39.393753,11.34375,8.793751,8.04,27.779999,17.64
28490040162699,40.631252,13.51875,10.59375,8.04,27.779999,17.64
28490050162699,41.006252,13.181251,7.0125003,8.04,27.779999,17.64
28490060162699,40.55625,13.25625,6.4500003,8.04,27.779999,17.64
28490070162699,42.75,13.293751,6.6562505,8.04,27.779999,17.64
28490080162699,43.0125,13.837501,6.0,8.04,27.779999,17.64
28490090162699,40.74375,11.400001,6.0375004,8.04,27.779999,17.64
28490100162699,40.21875,13.218751,7.275,8.04,27.779999,17.64
28490110162699,41.456253,12.993751,6.20625,8.04,27.779999,17.64
28490120162699,42.73125,13.293751,7.275,8.04,27.779999,17.64
28490130162699,40.74375,11.775001,7.70625,8.04,27.779999,17.64
28490140162699,40.66875,13.14375,7.36875,8.04,27.779999,17.64
28490150162699,39.35625,11.08125,8.8125,8.04,27.779999,17.64
28490160162699,42.600002,12.656251,7.7625003,8.04,27.779999,17.64
28490170162699,42.375,12.993751,6.7125,8.04,27.779999,17.64
28490180162699,41.175003,13.837501,5.1375003,8.04,27.779999,17.64
28490190162699,43.162502,13.593751,4.7625003,8.04,27.779999,17.64
28490200162699,42.80625,13.556251,5.86875,8.04,27.779999,17.64
28490210162699,42.506252,13.14375,8.231251,8.04,27.779999,17.64
28490220162699,43.10625,13.593751,6.6000004,8.04,27.779999,17.64
28490230162699,43.350002,13.500001,8.418751,8.04,27.779999,17.64
28490240162699,42.375,14.887501,6.80625,8.04,27.779999,17.64
28490250162699,42.112503,13.33125,6.8812504,8.04,27.779999,17.64
28490260162699,40.425003,13.481251,7.3875003,8.04,27.779999,17.64
28490270162699,42.3375,12.993751,7.7812505,8.04,27.779999,17.64
28490280162699,40.443752,12.731251,7.2562504,8.04,27.779999,17.64
28490290162699,40.65,12.13125,7.55625,8.04,27.779999,17.64
28490300162699,43.96875,14.08125,6.4875,8.04,27.779999,17.64
28490310162699,42.375,12.243751,7.9687505,8.04,27.779999,17.64
28490320162699,43.050003,13.087501,5.55,8.04,27.779999,17.64
28490330162699,43.143753,12.093751,7.4062505,8.04,27.779999,17.64
28490340162699,41.662502,13.14375,5.71875,8.04,27.779999,17.64
28490350162699,42.487503,13.25625,4.8375,8.04,27.779999,17.64
28490360162699,40.818752,12.0375,6.61875,8.04,27.779999,17.64
28490370162699,41.475002,12.50625,8.212501,8.04,27.779999,17.64
28490380162699,40.050003,10.556251,8.7375,8.04,27.779999,17.64
28490390162699,40.5,12.618751,9.8625,8.04,27.779999,17.64
28490400162699,41.4375,12.243751,7.9125004,8.04,27.779999,17.64
28490410162699,40.10625,11.681251,7.7812505,8.04,27.779999,17.64
28490420162699,40.518753,12.243751,7.7250004,8.04,27.779999,17.64
28490430162699,41.8875,12.431251,9.39375,8.04,27.779999,17.64
28490440162699,40.03125,12.056251,7.33125,8.04,27.779999,17.64
28490450162699,41.662502,12.7875,8.64375,8.04,27.779999,17.64
28490460162699,39.018753,11.043751,9.31875,8.04,27.779999,17.64
28490470162699,40.21875,13.593751,9.4125,8.04,27.779999,17.64
28490480162699,40.275,12.093751,9.13125,8.04,27.779999,17.64
28490490162699,39.99375,12.056251,8.400001,8.04,27.779999,17.64
28490500162699,39.45,11.71875,9.243751,8.04,27.779999,17.64
28490510162699,41.53125,12.88125,8.493751,8.04,27.779999,17.64
28490520162699,40.3875,10.59375,8.1,8.04,27.779999,17.64
28490530162699,39.99375,12.056251,8.400001,8.04,27.779999,17.64
28490540162699,39.956253,11.043751,8.887501,8.04,27.779999,17.64
28490550162699,39.600002,11.868751,9.675,8.04,27.779999,17.64
28490560162699,39.018753,12.056251,9.431251,8.04,27.779999,17.64
28490570162699,39.375,12.093751,8.325001,8.04,27.779999,17.64
28490580162699,37.425003,11.587501,8.1,8.04,27.779999,17.64
28490590162699,39.393753,11.34375,8.793751,8.04,27.779999,17.64
28490600162699,39.5625,12.243751,8.45625,8.04,27.779999,17.64
28490610162699,39.73125,10.89375,10.3125,8.04,27.779999,17.64
28490620162699,40.0125,11.681251,10.40625,8.04,27.779999,17.64
28490630162699,40.95,13.575001,10.5375,8.04,27.779999,17.64
28490640162699,40.518753,11.493751,8.6625,8.04,27.779999,17.64
28490650162699,41.362503,11.981251,9.0,8.04,27.779999,17.64
28490660162699,40.65,12.39375,9.075001,8.04,27.779999,17.64
28490670162699,38.25,11.19375,9.39375,8.04,27.779999,17.64
28490680162699,42.3375,12.4875,10.106251,8.04,27.779999,17.64
28490690162699,41.79375,11.925,9.4125,8.04,27.779999,17.64
28490700162699,39.54375,12.993751,7.8187504,8.04,27.779999,17.64
