t_ns,qx,qy,qz,qw,heading_acc_rad
28489764893741,0.43176582,0.34411764,0.5707887,0.60775125,-1.0
28489769651970,0.43288955,0.34183702,0.57265925,0.6064779,-1.0
28489774410199,0.43375722,0.34264344,0.57439333,0.60375696,-1.0
28489779168377,0.43449658,0.34284413,0.5739622,0.6035213,-1.0
28489783926606,0.4357402,0.34043437,0.5700308,0.6077004,-1.0
28489788684783,0.43476716,0.34127548,0.56958413,0.6083441,-1.0
28489793443064,0.4346508,0.34172544,0.5680891,0.6095713,-1.0
28489798201293,0.43410727,0.34236354,0.56763995,0.61001885,-1.0
28489802959470,0.43344283,0.34267783,0.5679086,0.61006474,-1.0
28489807717699,0.43352553,0.34261075,0.5679229,0.6100304,-1.0
28489812475929,0.43203753,0.34474006,0.57121885,0.6068005,-1.0
28489817234158,0.43226853,0.34438828,0.5714838,0.6065863,-1.0
28489821992335,0.43185213,0.3448096,0.5726626,0.60553086,-1.0
28489826750564,0.43203858,0.34478658,0.5726306,0.6054413,-1.0
28489831508793,0.43152723,0.34548068,0.5733872,0.60469365,-1.0
28489836267022,0.43124992,0.34560195,0.57338744,0.604822,-1.0
28489841025252,0.4320097,0.3445126,0.5715527,0.60663515,-1.0
28489845783429,0.43189517,0.344696,0.5714062,0.60675055,-1.0
28489850541658,0.4316436,0.3450008,0.57167476,0.60650325,-1.0
28489855299887,0.4316566,0.34491345,0.5717543,0.60646874,-1.0
28489860058116,0.43181252,0.34475562,0.57185787,0.60634977,-1.0
28489864816345,0.4322934,0.34424406,0.5714512,0.60668117,-1.0
28489869574522,0.4324177,0.34412587,0.571542,0.606574,-1.0
28489874332752,0.4327438,0.34375072,0.5711474,0.6069258,-1.0
28489879090981,0.43279815,0.3437731,0.57112485,0.6068955,-1.0
28489883849210,0.43276808,0.34386536,0.57107323,0.60691327,-1.0
28489888607439,0.43273675,0.34397882,0.57098085,0.60695827,-1.0
28489893365616,0.4328253,0.34393394,0.5707204,0.6071655,-1.0
28489898123845,0.43281946,0.3440115,0.5706452,0.6071964,-1.0
28489902882074,0.43242916,0.34459487,0.5713753,0.60645664,-1.0
28489907640304,0.43250862,0.34456977,0.57137734,0.60641235,-1.0
28489912398533,0.43199012,0.34540513,0.5727779,0.6049837,-1.0
28489917156710,0.43207744,0.34538692,0.5728046,0.6049065,-1.0
28489921914939,0.43181777,0.34581065,0.57355267,0.6041405,-1.0
28489926673168,0.43179125,0.34595028,0.5734749,0.60415334,-1.0
28489931431397,0.43136904,0.34653655,0.5740658,0.60355747,-1.0
28489936189574,0.43118325,0.3466984,0.5740055,0.6036546,-1.0
28489940947804,0.43044963,0.34770405,0.5750418,0.6026126,-1.0
28489945706033,0.4303907,0.34781292,0.5749536,0.60267603,-1.0
28489950464262,0.4299405,0.34842148,0.5756712,0.60196036,-1.0
28489955222491,0.43001968,0.3483924,0.575668,0.6019237,-1.0
28489959980668,0.43013042,0.34832928,0.57569456,0.60185575,-1.0
28489964738897,0.42979378,0.34879982,0.576464,0.60108674,-1.0
28489969497127,0.42983225,0.34875166,0.5765161,0.6010372,-1.0
28489974255356,0.42967018,0.34898534,0.576842,0.6007046,-1.0
28489979013585,0.42964676,0.34900996,0.5768457,0.60070354,-1.0
28489983771814,0.42940655,0.3492506,0.57715344,0.6004398,-1.0
28489988529991,0.42935544,0.3493059,0.57713383,0.600463,-1.0
28489993288220,0.42903638,0.3496727,0.5775892,0.6000396,-1.0
28489998046449,0.42900878,0.3496801,0.577601,0.60004365,-1.0
28490002804679,0.42903286,0.3496116,0.57754153,0.6001236,-1.0
28490007562908,0.4290034,0.34961265,0.5775645,0.6001219,-1.0
28490012321085,0.42873353,0.349906,0.57798225,0.59974146,-1.0
28490017079314,0.4286849,0.34992084,0.5779967,0.5997537,-1.0
28490021837543,0.42836314,0.3502705,0.57844454,0.5993476,-1.0
28490026595772,0.4282941,0.35030153,0.5784474,0.599376,-1.0
28490031354002,0.42804003,0.35054317,0.5787896,0.59908587,-1.0
28490036112179,0.42798233,0.35053235,0.578822,0.599102,-1.0
28490040870408,0.42760563,0.3509181,0.5794188,0.59856814,-1.0
28490045628637,0.4275756,0.35089225,0.5794541,0.5985705,-1.0
28490050386866,0.4277731,0.35058612,0.5791396,0.5989131,-1.0
28490055145095,0.4277441,0.3505414,0.5791932,0.5989082,-1.0
28490059903324,0.4277287,0.35050982,0.5792303,0.59890175,-1.0
28490064661502,0.42800343,0.3501083,0.5787784,0.59937704,-1.0
28490069419731,0.42796788,0.35007262,0.57883114,0.59937227,-1.0
28490074177960,0.4281518,0.34978613,0.57849246,0.5997351,-1.0
28490078936189,0.42811075,0.34977368,0.57852376,0.59974146,-1.0
28490083694418,0.4283709,0.3493698,0.577996,0.6002997,-1.0
28490088452595,0.42830548,0.3493638,0.5780293,0.60031784,-1.0
28490093210824,0.42843384,0.34913227,0.5777227,0.600656,-1.0
28490097969054,0.42839277,0.3491206,0.5777433,0.60067225,-1.0
28490102727283,0.4285016,0.34894776,0.5775441,0.6008866,-1.0
28490107485512,0.42851138,0.34889713,0.57759154,0.6008634,-1.0
28490112243741,0.42875972,0.34855366,0.5772645,0.60119975,-1.0
28490117001918,0.42878538,0.3484794,0.57735,0.6011424,-1.0
28490121760147,0.42888284,0.34833863,0.5772714,0.6012299,-1.0
28490126518377,0.42886725,0.34833515,0.5773183,0.6011981,-1.0
28490131276606,0.4287911,0.34839025,0.57740396,0.6011381,-1.0
28490136034835,0.42871732,0.34843352,0.5774149,0.6011552,-1.0
28490140793012,0.42872894,0.34838742,0.5772581,0.6013242,-1.0
28490145551241,0.42868307,0.3484339,0.57723427,0.6013528,-1.0
