t_ns,wall_ms,sentence
28491544370608,1788558437714,"$GPGSV,2,1,08,05,61,180,44,11,45,032,38,12,71,230,41,13,00,000,41,1*69  "
28491544622379,1788558437714,"$GPGSV,2,2,08,18,04,251,43,25,48,297,45,41,00,000,38,47,00,000,37,1*6F  "
28491544993994,1788558437714,"$GPGSV,1,1,04,06,13,052,23,11,45,032,31,21,64,081,28,25,48,297,32,8*6D  "
28491545284775,1788558437714,"$GLGSV,1,1,02,11,50,285,41,21,44,341,46,1*72  "
28491545590660,1788558437714,"$GAGSV,2,1,07,05,03,087,27,13,19,245,31,15,64,291,43,18,21,100,32,7*71  "
28491545957640,1788558437714,"$GAGSV,2,2,07,27,48,312,45,30,74,182,40,34,44,030,34,7*40  "
28491546383004,1788558437714,"$GAGSV,2,1,05,13,19,245,30,15,64,291,36,18,21,100,35,27,48,312,27,1*71  "
28491546786754,1788558437714,"$GAGSV,2,2,05,30,74,182,31,1*49  "
28491546939410,1788558437714,"$GQGSV,1,1,02,02,16,123,26,03,29,062,31,8*61  "
28491547183577,1788558437714,"$GBGSV,3,1,10,37,41,234,37,33,37,090,38,28,56,016,38,27,41,305,47,1*73  "
28491547813681,1788558437714,"$GBGSV,3,2,10,13,39,055,30,09,62,144,36,08,36,082,35,06,62,085,31,1*78  "
28491548013421,1788558437714,"$GBGSV,3,3,10,02,56,175,39,01,16,104,40,1*78  "
28491548412587,1788558437714,"$GBGSV,2,1,05,27,41,305,33,28,56,016,32,37,41,234,39,38,20,073,30,5*7D  "
28491548666910,1788558437714,"$GBGSV,2,2,05,42,08,041,29,5*47  "
28491553976025,1788558437727,"$GNGSA,A,3,05,11,12,19,21,25,29,,,,,,0.7,0.4,0.6,1*35  "
28491553989567,1788558437727,"$PSSGR,GSA,A,3,11,21,25,,,,,,,,,,0.7,0.4,0.6,1,8*44  "
28491553997692,1788558437727,"$GNGSA,A,3,69,70,75,76,85,,,,,,,,0.7,0.4,0.6,2*31  "
28491554005140,1788558437727,"$GNGSA,A,3,13,15,18,27,30,34,,,,,,,0.7,0.4,0.6,3*38  "
28491554317431,1788558437727,"$PSSGR,GSA,A,3,313,315,318,327,330,,,,,,,,0.7,0.4,0.6,3,1*71  "
28491555295087,1788558437727,"$GNGSA,A,3,01,02,06,08,09,13,27,28,37,38,42,,0.7,0.4,0.6,4*31  "
28491555543369,1788558437727,"$PSSGR,GSA,A,3,227,228,237,238,242,,,,,,,,0.7,0.4,0.6,4,5*7C  "
28491555827275,1788558437727,"$GNGSA,A,3,02,03,,,,,,,,,,,0.7,0.4,0.6,5*31  "
28491556096390,1788558437727,"$PSSGR,GSA,A,3,194,195,,,,,,,,,,,0.7,0.4,0.6,5,8*45  "
28491556443681,1788558437727,"$GNVTG,,T,,M,0.0,N,0.0,K,A*3D  "
28491556674827,1788558437727,"$GNDTM,W84,,0000.000000,N,00000.000000,E,0.000,W84*41  "
28491557444931,1788558437727,"$GNRMC,214717.27,A,2831.625800,N,07734.619238,E,0.0,,040926,1.3,E,A,V*76  "
28491557958473,1788558437727,"$GNGNS,214717.27,2831.625800,N,07734.619238,E,AAAAAN,31,0.4,209.2,-54.0,,,V*0C  "
28491558245608,1788558437727,"$GNGGA,214717.27,2831.625800,N,07734.619238,E,1,12,0.4,209.2,M,-54.0,M,,*52  "
28491558273108,1788558437732,"$PSMSG,magcal=FAIL,bluesky=0*00 "
28491737173004,1788558437910,"$GNGSA,A,3,05,06,11,12,19,21,25,29,,,,,0.7,0.4,0.5,1*30  "
28491737656077,1788558437910,"$PSSGR,GSA,A,3,11,21,25,,,,,,,,,,0.7,0.4,0.5,1,8*47  "
28491738329879,1788558437910,"$GNGSA,A,3,69,70,75,76,85,,,,,,,,0.7,0.4,0.5,2*32  "
28491738817275,1788558437910,"$GNGSA,A,3,13,15,18,27,30,34,,,,,,,0.7,0.4,0.5,3*3B  "
28491739899046,1788558437910,"$PSSGR,GSA,A,3,313,315,318,327,330,,,,,,,,0.7,0.4,0.5,3,1*72  "
28491740349671,1788558437910,"$GNGSA,A,3,01,02,06,08,09,13,27,28,37,38,42,,0.7,0.4,0.5,4*32  "
28491741029931,1788558437910,"$PSSGR,GSA,A,3,227,228,237,238,242,,,,,,,,0.7,0.4,0.5,4,5*7F  "
28491741053733,1788558437910,"$GNGSA,A,3,02,03,,,,,,,,,,,0.7,0.4,0.5,5*32  "
28491741466910,1788558437910,"$PSSGR,GSA,A,3,194,195,,,,,,,,,,,0.7,0.4,0.5,5,8*46  "
28491742830765,1788558437910,"$GNVTG,,T,,M,0.0,N,0.0,K,A*3D  "
28491744167223,1788558437910,"$GNDTM,W84,,0000.000000,N,00000.000000,E,0.000,W84*41  "
28491746993890,1788558437910,"$GNRMC,214718.00,A,2831.625786,N,07734.619233,E,0.0,,040926,1.3,E,A,V*76  "
28491747010296,1788558437910,"$GNGNS,214718.00,2831.625786,N,07734.619233,E,AAAAAN,32,0.4,209.2,-54.0,,,V*0F  "
28491748811181,1788558437910,"$GNGGA,214718.00,2831.625786,N,07734.619233,E,1,12,0.4,209.2,M,-54.0,M,,*52  "
28491748838473,1788558437922,"$PSMSG,magcal=PASS,bluesky=0*00 "
28492734014514,1788558438908,"$GPGSV,4,1,14,05,61,180,42,06,13,052,27,11,45,032,37,12,71,230,39,1*65  "
28492734265868,1788558438908,"$GPGSV,4,2,14,13,00,000,40,18,04,251,43,19,15,100,41,20,08,154,25,1*68  "
28492734532014,1788558438908,"$GPGSV,4,3,14,21,64,081,34,25,48,297,46,29,20,309,34,36,00,000,44,1*6D  "
28492734724254,1788558438908,"$GPGSV,4,4,14,41,00,000,43,47,00,000,41,1*65  "
28492735097639,1788558438908,"$GPGSV,1,1,04,06,13,052,24,11,45,032,30,21,64,081,28,25,48,297,33,8*6A  "
28492735264410,1788558438908,"$GLGSV,2,1,07,06,27,124,28,22,13,276,37,12,11,330,31,11,50,285,42,1*7A  "
28492735431858,1788558438908,"$GLGSV,2,2,07,05,26,068,36,20,30,036,24,21,44,341,46,1*40  "
28492735564358,1788558438908,"$GAGSV,2,1,07,05,03,087,25,13,19,245,29,15,64,291,40,18,21,100,29,7*73  "
28492735778837,1788558438908,"$GAGSV,2,2,07,27,48,312,44,30,74,182,41,34,44,030,35,7*41  "
28492735899722,1788558438908,"$GAGSV,2,1,05,13,19,245,30,15,64,291,37,18,21,100,35,27,48,312,30,1*76  "
28492736121337,1788558438908,"$GAGSV,2,2,05,30,74,182,32,1*4A  "
28492736406910,1788558438908,"$GQGSV,1,1,01,03,29,062,33,1*58  "
28492736573629,1788558438908,"$GQGSV,1,1,02,02,16,123,24,03,29,062,30,8*62  "
28492736748525,1788558438908,"$GBGSV,4,1,14,42,08,041,27,41,31,151,27,38,20,073,39,37,41,234,35,1*7A  "
28492736964150,1788558438908,"$GBGSV,4,2,14,33,37,090,40,28,56,016,41,27,41,305,46,23,16,181,25,1*7A  "
28492737190504,1788558438908,"$GBGSV,4,3,14,13,39,055,33,09,62,144,39,08,36,082,37,06,62,085,33,1*76  "
28492737352952,1788558438908,"$GBGSV,4,4,14,02,56,175,42,01,16,104,39,1*7E  "
28492737567222,1788558438908,"$GBGSV,2,1,07,23,16,181,19,27,41,305,32,28,56,016,33,33,37,090,32,5*75  "
28492737740243,1788558438908,"$GBGSV,2,2,07,37,41,234,39,38,20,073,29,42,08,041,30,5*45  "
28492740235504,1788558438913,"$GNGSA,A,3,05,06,11,12,19,20,21,25,29,,,,0.6,0.4,0.5,1*33  "
28492740404150,1788558438913,"$PSSGR,GSA,A,3,06,11,21,25,,,,,,,,,0.6,0.4,0.5,1,8*40  "
28492740826441,1788558438913,"$GNGSA,A,3,69,70,75,76,85,,,,,,,,0.6,0.4,0.5,2*33  "
28492740833785,1788558438913,"$GNGSA,A,3,13,15,18,27,30,34,,,,,,,0.6,0.4,0.5,3*3A  "
28492741609827,1788558438913,"$PSSGR,GSA,A,3,313,315,318,327,330,,,,,,,,0.6,0.4,0.5,3,1*73  "
28492741657639,1788558438913,"$GNGSA,A,3,01,02,06,08,09,13,23,27,28,37,38,41,0.6,0.4,0.5,4*31  "
28492741681754,1788558438913,"$PSSGR,GSA,A,3,223,227,228,237,238,242,,,,,,,0.6,0.4,0.5,4,5*4D  "
28492742145191,1788558438913,"$GNGSA,A,3,02,03,,,,,,,,,,,0.6,0.4,0.5,5*33  "
28492742161962,1788558438913,"$PSSGR,GSA,A,3,194,195,,,,,,,,,,,0.6,0.4,0.5,5,8*47  "
28492742170556,1788558438913,"$GNVTG,,T,,M,0.0,N,0.0,K,A*3D  "
28492742894097,1788558438913,"$GNDTM,W84,,0000.000000,N,00000.000000,E,0.000,W84*41  "
28492742907587,1788558438913,"$GNRMC,214719.00,A,2831.625800,N,07734.619251,E,0.0,,040926,1.3,E,A,V*72  "
28492742921493,1788558438913,"$GNGNS,214719.00,2831.625800,N,07734.619251,E,AAAAAN,35,0.4,209.2,-54.0,,,V*0C  "
28492742927483,1788558438913,"$GNGGA,214719.00,2831.625800,N,07734.619251,E,1,12,0.4,209.2,M,-54.0,M,,*56  "
28492742933212,1788558438916,"$PSMSG,magcal=PASS,bluesky=0*00 "
28493732660972,1788558439906,"$GPGSV,4,1,15,05,61,180,41,06,13,052,27,11,45,032,38,12,71,230,41,1*67  "
28493732756128,1788558439906,"$GPGSV,4,2,15,13,00,000,41,18,04,251,44,19,15,100,41,20,08,154,25,1*6F  "
