t_ns,constellation,svid,cn0,baseband_cn0,elev,azim,used_in_fix,has_ephemeris,has_almanac,carrier_freq_hz
28491540409671,1,5,44.1,39.1,61.185818,179.63417,true,true,true,1.57542E9
28491540409671,1,11,38.3,33.3,44.566006,32.298504,true,true,true,1.57542E9
28491540409671,1,12,40.6,35.6,71.37107,230.32207,true,true,true,1.57542E9
28491540409671,1,13,41.0,36.0,0.0,0.0,false,false,false,1.57542E9
28491540409671,1,18,42.8,37.8,4.351833,251.43288,false,false,true,1.57542E9
28491540409671,1,25,44.6,39.6,47.921387,297.43677,true,false,true,1.57542E9
28491540409671,2,128,37.5,32.5,0.0,0.0,false,false,false,1.57542E9
28491540409671,2,134,37.2,32.2,0.0,0.0,false,false,false,1.57542E9
28491540409671,3,11,40.7,35.7,49.82077,285.0278,true,true,true,1.602E9
28491540409671,3,21,46.1,41.1,44.257977,341.13834,true,true,true,1.60425E9
28491540409671,5,37,36.6,31.6,41.01798,234.14052,false,false,true,1.561098E9
28491540409671,5,33,38.0,33.0,37.279514,90.09258,false,false,true,1.561098E9
28491540409671,5,28,38.2,33.2,55.958965,15.524339,false,true,true,1.561098E9
28491540409671,5,27,47.3,42.3,41.019897,305.46796,false,true,true,1.561098E9
28491540409671,5,13,29.7,24.7,39.10111,54.680477,false,true,true,1.561098E9
28491540409671,5,9,35.6,30.6,62.400246,143.64748,false,true,true,1.561098E9
28491540409671,5,8,35.0,30.0,35.679,82.1981,false,true,true,1.561098E9
28491540409671,5,6,31.0,26.0,62.11797,84.903336,false,true,true,1.561098E9
28491540409671,5,2,39.2,34.2,55.73154,174.97952,false,true,true,1.561098E9
28491540409671,5,1,40.4,35.4,15.874963,103.59029,false,true,true,1.561098E9
28491540409671,6,5,27.1,22.1,3.3393464,87.00913,false,false,true,1.57542E9
28491540409671,6,13,31.0,26.0,19.338036,245.38446,true,false,true,1.57542E9
28491540409671,6,15,43.3,38.3,64.08757,290.73758,true,true,true,1.57542E9
28491540409671,6,18,32.1,27.1,20.540546,100.28079,true,false,true,1.57542E9
28491540409671,6,27,44.7,39.7,48.0696,312.3375,true,true,true,1.57542E9
28491540409671,6,30,40.1,35.1,73.71986,181.71654,true,true,true,1.57542E9
28491540409671,6,34,33.5,28.5,43.864574,30.424654,true,true,true,1.57542E9
28491540409671,1,6,23.0,18.0,13.033657,51.83575,false,true,true,1.17645E9
28491540409671,1,11,31.1,26.1,44.566006,32.298504,true,true,true,1.17645E9
28491540409671,1,21,28.1,23.1,64.247734,81.47588,true,true,true,1.17645E9
28491540409671,1,25,31.7,26.7,47.921387,297.43677,true,false,true,1.17645E9
28491540409671,4,194,26.1,21.1,15.504373,123.49706,false,true,true,1.17645E9
28491540409671,4,195,30.8,25.8,28.76283,61.658733,true,true,true,1.17645E9
28491540409671,6,13,29.6,24.6,19.338036,245.38446,true,false,true,1.17645E9
28491540409671,6,15,35.9,30.9,64.08757,290.73758,true,true,true,1.17645E9
28491540409671,6,18,35.2,30.2,20.540546,100.28079,true,false,true,1.17645E9
28491540409671,6,27,26.8,21.8,48.0696,312.3375,true,true,true,1.17645E9
28491540409671,6,30,31.3,26.3,73.71986,181.71654,true,true,true,1.17645E9
28491540409671,5,27,32.7,27.7,41.019897,305.46796,true,true,true,1.17645E9
28491540409671,5,28,32.2,27.2,55.958965,15.524339,true,true,true,1.17645E9
28491540409671,5,37,38.7,33.7,41.01798,234.14052,true,false,true,1.17645E9
28491540409671,5,38,29.8,24.8,20.47187,73.48498,true,true,true,1.17645E9
28491540409671,5,42,28.5,23.5,8.437042,40.672836,true,false,true,1.17645E9
28492733435608,1,5,41.7,36.7,61.185818,179.63417,true,true,true,1.57542E9
28492733435608,1,6,27.2,22.2,13.033657,51.83575,true,true,true,1.57542E9
28492733435608,1,11,37.0,32.0,44.566006,32.298504,true,true,true,1.57542E9
28492733435608,1,12,39.2,34.2,71.37107,230.32207,true,true,true,1.57542E9
28492733435608,1,13,40.4,35.4,0.0,0.0,false,false,false,1.57542E9
28492733435608,1,18,43.1,38.1,4.351833,251.43288,false,false,true,1.57542E9
28492733435608,1,19,41.4,36.4,14.876124,100.12946,true,true,true,1.57542E9
28492733435608,1,20,24.5,19.5,7.8785086,154.37968,false,false,true,1.57542E9
28492733435608,1,21,34.0,29.0,64.247734,81.47588,true,true,true,1.57542E9
28492733435608,1,25,45.9,40.9,47.922756,297.43372,true,false,true,1.57542E9
28492733435608,1,29,34.3,29.3,20.190468,308.77213,true,true,true,1.57542E9
28492733435608,4,195,33.4,28.4,28.76283,61.658733,false,true,true,1.57542E9
28492733435608,2,123,43.7,38.7,0.0,0.0,false,false,false,1.57542E9
28492733435608,2,128,42.8,37.8,0.0,0.0,false,false,false,1.57542E9
28492733435608,2,134,41.2,36.2,0.0,0.0,false,false,false,1.57542E9
28492733435608,3,6,27.5,22.5,26.823881,124.13433,true,true,true,1.59975E9
28492733435608,3,22,36.9,31.9,12.681424,275.67606,false,false,true,1.6003124E9
28492733435608,3,12,30.5,25.5,11.036086,330.1008,true,false,true,1.6014374E9
28492733435608,3,11,41.9,36.9,49.82077,285.0278,true,true,true,1.602E9
28492733435608,3,5,35.9,30.9,25.8148,68.32356,true,true,true,1.6025626E9
28492733435608,3,20,24.4,19.4,29.59847,36.42563,false,false,true,1.603125E9
28492733435608,3,21,46.0,41.0,44.257977,341.13834,true,true,true,1.60425E9
28492733435608,5,42,27.2,22.2,8.437042,40.672836,true,false,true,1.561098E9
28492733435608,5,41,26.9,21.9,30.72194,150.84862,false,false,true,1.561098E9
28492733435608,5,38,39.4,34.4,20.47187,73.48498,true,true,true,1.561098E9
28492733435608,5,37,35.0,30.0,41.01798,234.14052,true,false,true,1.561098E9
28492733435608,5,33,39.9,34.9,37.279514,90.09258,false,false,true,1.561098E9
28492733435608,5,28,40.7,35.7,55.958965,15.524339,true,true,true,1.561098E9
28492733435608,5,27,46.4,41.4,41.019897,305.46796,true,true,true,1.561098E9
28492733435608,5,23,25.1,20.1,15.915978,180.89821,false,false,true,1.561098E9
28492733435608,5,13,33.0,28.0,39.10111,54.680477,true,true,true,1.561098E9
28492733435608,5,9,39.4,34.4,62.400246,143.64748,true,true,true,1.561098E9
28492733435608,5,8,36.7,31.7,35.679,82.1981,true,true,true,1.561098E9
28492733435608,5,6,32.6,27.6,62.11797,84.903336,true,true,true,1.561098E9
28492733435608,5,2,42.2,37.2,55.73154,174.97952,true,true,true,1.561098E9
28492733435608,5,1,39.4,34.4,15.874963,103.59029,true,true,true,1.561098E9
28492733435608,6,5,25.3,20.3,3.3393464,87.00913,false,false,true,1.57542E9
28492733435608,6,13,29.4,24.4,19.338036,245.38446,true,false,true,1.57542E9
28492733435608,6,15,40.4,35.4,64.08757,290.73758,true,true,true,1.57542E9
28492733435608,6,18,29.3,24.3,20.540546,100.28079,true,false,true,1.57542E9
28492733435608,6,27,44.3,39.3,48.0696,312.3375,true,true,true,1.57542E9
28492733435608,6,30,41.2,36.2,73.71986,181.71654,true,true,true,1.57542E9
28492733435608,6,34,35.3,30.3,43.864574,30.424654,true,true,true,1.57542E9
28492733435608,1,6,23.7,18.7,13.033657,51.83575,false,true,true,1.17645E9
28492733435608,1,11,29.7,24.7,44.566006,32.298504,true,true,true,1.17645E9
28492733435608,1,21,28.1,23.1,64.247734,81.47588,true,true,true,1.17645E9
28492733435608,1,25,33.2,28.2,47.922756,297.43372,true,false,true,1.17645E9
28492733435608,4,194,23.7,18.7,15.504373,123.49706,true,true,true,1.17645E9
28492733435608,4,195,30.2,25.2,28.76283,61.658733,true,true,true,1.17645E9
28492733435608,6,13,30.1,25.1,19.338036,245.38446,true,false,true,1.17645E9
28492733435608,6,15,37.1,32.1,64.08757,290.73758,true,true,true,1.17645E9
28492733435608,6,18,35.4,30.4,20.540546,100.28079,true,false,true,1.17645E9
