t_ns,qx,qy,qz,qw,heading_acc_rad
19277076892784,0.13108724,0.5389815,0.78891075,0.26445216,-1.0
19277081651065,0.13080925,0.53943324,0.78857064,0.26468286,-1.0
19277086409398,0.1328626,0.53890616,0.78681546,0.2699058,-1.0
19277091167680,0.1318293,0.5389414,0.78612334,0.27234784,-1.0
19277095926013,0.13062955,0.5393419,0.7851379,0.2749631,-1.0
19277100684294,0.12951219,0.53966343,0.7842223,0.2774623,-1.0
19277105442576,0.12855281,0.53966296,0.7835315,0.27985078,-1.0
19277110200909,0.12799187,0.53945583,0.7831955,0.28144324,-1.0
19277114959190,0.12770858,0.5392937,0.7830265,0.28235146,-1.0
19277119717523,0.12774162,0.53902316,0.78312975,0.28256664,-1.0
19277124475805,0.12802894,0.5386141,0.7834795,0.28224692,-1.0
19277129234138,0.12847152,0.53821164,0.783951,0.28150335,-1.0
19277133992367,0.12894158,0.5378351,0.7844526,0.28060922,-1.0
19277138750701,0.12933923,0.53745735,0.7849275,0.27982098,-1.0
19277143509034,0.12963238,0.53720367,0.7852951,0.27914008,-1.0
19277148267315,0.12975577,0.5370982,0.7854939,0.2787261,-1.0
19277153025648,0.12968849,0.53704655,0.78553325,0.27874616,-1.0
19277157783930,0.12946875,0.5370565,0.7854258,0.27913168,-1.0
19277162542263,0.12917185,0.5371129,0.78521943,0.27974063,-1.0
19277167300544,0.12884729,0.537191,0.78495467,0.28048253,-1.0
19277172058878,0.12859492,0.5372967,0.7847004,0.28110647,-1.0
19277176817159,0.12845087,0.53742534,0.7844931,0.28150484,-1.0
19277181575440,0.12844887,0.53751063,0.7843953,0.2816155,-1.0
19277186333773,0.12857799,0.5375363,0.7844236,0.28142866,-1.0
19277191092055,0.12878121,0.53749716,0.78454757,0.2810646,-1.0
19277195850336,0.12904127,0.5374588,0.78474087,0.28047863,-1.0
19277200608669,0.12925433,0.53743994,0.78492177,0.27990967,-1.0
19277205367003,0.12935536,0.5374499,0.785035,0.2795261,-1.0
19277210125284,0.12932277,0.5374917,0.78504956,0.27941993,-1.0
19277214883617,0.12916672,0.5375879,0.78494734,0.2795943,-1.0
19277219641898,0.1289486,0.53767353,0.7847787,0.28000322,-1.0
19277224400180,0.12870999,0.5377632,0.78456074,0.28055108,-1.0
19277229158513,0.12851693,0.5378294,0.78435063,0.28109974,-1.0
19277233916794,0.12843214,0.5378343,0.7842178,0.2814995,-1.0
19277238675128,0.12847848,0.5377638,0.7841958,0.2816743,-1.0
19277243433409,0.12862262,0.5376275,0.7842726,0.28165475,-1.0
19277248191742,0.128863,0.53749126,0.78443533,0.2813515,-1.0
19277252950023,0.12914047,0.5373262,0.78466964,0.28088576,-1.0
19277257708305,0.12939282,0.53718156,0.78490984,0.28037477,-1.0
19277262466638,0.1295613,0.5370792,0.78510505,0.2799462,-1.0
19277267224919,0.12963364,0.53703445,0.78522646,0.27965793,-1.0
19277271983253,0.12959042,0.5370323,0.7852511,0.279613,-1.0
19277276741534,0.12948273,0.5370426,0.7852094,0.27975997,-1.0
19277281499867,0.12933463,0.5370973,0.78509283,0.28005058,-1.0
19277286258148,0.12918596,0.5371764,0.78493667,0.28040504,-1.0
19277291016430,0.12908065,0.53724474,0.78478336,0.2807515,-1.0
19277295774763,0.12905534,0.53729075,0.7846753,0.28097686,-1.0
19277300533044,0.12911208,0.53732854,0.78461826,0.28103784,-1.0
19277305291378,0.1292488,0.5373311,0.7846398,0.28091004,-1.0
19277310049659,0.12943423,0.5372946,0.7847332,0.2806334,-1.0
19277314807992,0.12963271,0.5372451,0.7848729,0.28024572,-1.0
19277319566273,0.12978034,0.53723216,0.78499806,0.27985123,-1.0
19277324324555,0.1298554,0.5372433,0.78509164,0.27953234,-1.0
19277329082888,0.12984103,0.53727764,0.7851247,0.27938008,-1.0
19277333841169,0.12976116,0.5373463,0.7850922,0.27937654,-1.0
19277338599503,0.12963708,0.5374164,0.78500634,0.27954048,-1.0
19277343357784,0.1295306,0.5374653,0.78490716,0.27977425,-1.0
19277348116117,0.12946247,0.5374985,0.784807,0.28002277,-1.0
19277352874398,0.1294725,0.5375038,0.7847416,0.2801913,-1.0
19277357632680,0.12957485,0.53744465,0.7847481,0.28023922,-1.0
19277362391013,0.12976782,0.537335,0.78483367,0.28012067,-1.0
19277367149294,0.13002759,0.5372098,0.78499407,0.27979067,-1.0
19277371907628,0.13030478,0.5370739,0.78520805,0.27932167,-1.0
19277376665909,0.1305435,0.53695285,0.7854404,0.27878934,-1.0
19277381424242,0.13069358,0.5368733,0.7856446,0.27829632,-1.0
19277386182523,0.1307306,0.5368468,0.78577954,0.27794877,-1.0
19277390940857,0.13066176,0.53684866,0.7858373,0.27781418,-1.0
19277395699138,0.13051893,0.53689784,0.7858016,0.27788725,-1.0
19277400457419,0.13036488,0.5369703,0.7857063,0.27808893,-1.0
19277405215753,0.13024051,0.5370471,0.7855746,0.2783709,-1.0
19277409974034,0.13016962,0.53709775,0.7854443,0.27867377,-1.0
19277414732367,0.1301887,0.5371177,0.7853558,0.2788758,-1.0
19277419490648,0.1302891,0.5371225,0.785322,0.2789148,-1.0
19277424248930,0.13044398,0.5371052,0.78535444,0.27878454,-1.0
19277429007263,0.13060604,0.53709394,0.78542566,0.27852958,-1.0
19277433765544,0.13073006,0.5370983,0.7855116,0.27822033,-1.0
19277438523878,0.13079582,0.53712565,0.7855902,0.27791473,-1.0
19277443282159,0.13078147,0.53716636,0.78563106,0.27772704,-1.0
19277448040492,0.13070244,0.5372211,0.78561705,0.27769813,-1.0
19277452798773,0.13059576,0.53728443,0.78555423,0.27780342,-1.0
19277457557055,0.13050206,0.5373585,0.7854577,0.27797708,-1.0
19277462315388,0.13044713,0.537402,0.7853605,0.27819327,-1.0
19277467073669,0.13045686,0.53739697,0.785297,0.27837777,-1.0
19277471832003,0.13053536,0.5373657,0.7852788,0.27845266,-1.0
19277476590284,0.13066974,0.53731984,0.7853121,0.27838412,-1.0
19277481348617,0.13081856,0.5372591,0.78538686,0.27822053,-1.0
19277486106898,0.1309592,0.53718156,0.7854974,0.2779918,-1.0
19277490865180,0.13106255,0.5371275,0.785605,0.27774346,-1.0
19277495623513,0.13111581,0.53708863,0.78569865,0.27752855,-1.0
19277500381794,0.13112321,0.5370574,0.7857652,0.277397,-1.0
19277505140128,0.13109812,0.53704065,0.78579694,0.27735135,-1.0
19277509898409,0.13106307,0.5370363,0.7857952,0.2773812,-1.0
19277514656742,0.13103615,0.5370114,0.78578323,0.2774761,-1.0
19277519415023,0.13103649,0.5369634,0.7857721,0.27760032,-1.0
19277524173305,0.13106722,0.5369165,0.78576255,0.27770358,-1.0
19277528931638,0.13112001,0.5368914,0.7857563,0.27774492,-1.0
19277533689919,0.13118637,0.53686965,0.7857667,0.27772605,-1.0
19277538448253,0.13124764,0.5368623,0.7857849,0.2776598,-1.0
19277543206534,0.13128643,0.53687745,0.7858008,0.27756712,-1.0
19277547964815,0.13129698,0.5369095,0.7858067,0.27748355,-1.0
19277552723148,0.13128394,0.5369436,0.7858014,0.2774388,-1.0
19277557481430,0.13124777,0.5369751,0.78578204,0.27744982,-1.0
19277562239763,0.13120551,0.53700936,0.7857494,0.27749595,-1.0
19277566998044,0.13116924,0.5370396,0.7857108,0.2775638,-1.0
19277571756378,0.1311524,0.53705496,0.7856776,0.27763596,-1.0
19277576514659,0.13116208,0.5370555,0.7856506,0.27770662,-1.0
19277581272940,0.13120341,0.5370301,0.7856424,0.27775952,-1.0
19277586031273,0.13127597,0.53697604,0.78566355,0.2777699,-1.0
19277590789555,0.13137409,0.53691316,0.78570664,0.2777232,-1.0
19277595547888,0.13147753,0.5368395,0.785771,0.27763444,-1.0
19277600306169,0.13157544,0.5367605,0.7858506,0.27751553,-1.0
19277605064451,0.13165505,0.5366772,0.7859394,0.27738744,-1.0
19277609822784,0.13170548,0.5366114,0.7860193,0.27726442,-1.0
19277614581065,0.13172185,0.5365749,0.78607273,0.27717564,-1.0
19277619339398,0.13170521,0.53656733,0.78609616,0.27713186,-1.0
19277624097680,0.13167472,0.5365765,0.7860936,0.2771359,-1.0
19277628855961,0.13164634,0.53659564,0.786071,0.27717635,-1.0
19277633614294,0.13163272,0.5366275,0.786028,0.2772431,-1.0
19277638372576,0.13164441,0.536659,0.78598017,0.2773121,-1.0
19277643130909,0.13169289,0.5366885,0.78593695,0.2773545,-1.0
19277647889190,0.13177826,0.5367081,0.7859109,0.2773499,-1.0
19277652647523,0.13188317,0.5367212,0.7859037,0.2772951,-1.0
19277657405805,0.13199507,0.5367193,0.785923,0.27719063,-1.0
19277662164086,0.13209099,0.5367257,0.7859552,0.27704132,-1.0
19277666922419,0.13214321,0.5367477,0.7859851,0.276889,-1.0
19277671680701,0.13214651,0.53677696,0.78600466,0.27677506,-1.0
19277676439034,0.13210437,0.53680426,0.7860045,0.2767428,-1.0
19277681197315,0.13203606,0.5368351,0.7859772,0.27679315,-1.0
19277685955596,0.13196547,0.5368695,0.785928,0.27689958,-1.0
19277690713930,0.13191494,0.5368794,0.7858697,0.2770699,-1.0
19277695472211,0.13190494,0.5368613,0.7858163,0.27726108,-1.0
