t_ns,wall_ms,type,text
19277106438863,1788549223280,SESSION_START,"20260905_004343_SNU_AJB_AB_run3"
19277106610998,1788549223280,CALIB_START,"stand still 15s"
19292107007295,1788549238281,CALIB_END,"n_fixes=14"
19292107166201,1788549238281,RIDE_START,""
19396493372255,1788549342667,STOP_CALIB_START,"stand still 15s"
19411494123187,1788549357668,STOP_CALIB_END,"n_fixes=15"
19411496777041,1788549357671,SESSION_END,""
