t_ns,value
19277119874971,4.0
19277679873357,5.0
19281999871482,5.0
19286319872836,5.0
19290639872367,5.0
19293519874451,2.0
19293679872576,0.0
19293839872211,1.0
19294159875180,0.0
19295119871951,1.0
19295759872211,2.0
19296079874659,3.0
19296239874034,2.0
19296559873148,1.0
19297039872315,0.0
19297679873669,1.0
19297999872367,2.0
19298159876117,0.0
19298479874428,1.0
19298799871928,0.0
19300239872396,16.0
19300399873803,14.0
19300559872865,0.0
19301679874011,4.0
19301999955417,3.0
19302479874428,1.0
19302639872761,2.0
19302799871928,0.0
19307119877917,0.0
19310799874324,1.0
19310959871771,2.0
19311119872657,0.0
19312879871771,1.0
19313039872032,2.0
19313359871771,0.0
19314319872709,1.0
19314959872396,0.0
19315439872449,2.0
19315599872292,1.0
19316079870938,0.0
19316399871667,3.0
19316559871355,7.0
19316719871928,0.0
19317039871876,1.0
19317199874792,0.0
19318319874063,2.0
19318959872605,1.0
19319599874063,3.0
19319759871355,1.0
19320399872605,0.0
19321199871563,15.0
19321359873959,13.0
19321519873542,11.0
19321679873021,9.0
19321839872657,3.0
19321999875053,6.0
19322159871876,5.0
19322319871980,0.0
19322959873021,1.0
19323119872188,2.0
19323279872813,0.0
19324079873542,1.0
19324559872657,0.0
19324879875105,4.0
19325039871771,0.0
19329359871615,0.0
19330959870938,4.0
19331119871042,3.0
19331279871719,0.0
19331599871355,2.0
19331759874844,3.0
19331919872188,2.0
19332079872344,0.0
19332719872917,1.0
19332879872657,2.0
19333039871563,1.0
19333679870938,0.0
19333839872136,1.0
19333999872396,0.0
19334319871980,1.0
19334639871928,7.0
19334799871615,6.0
19334959873490,0.0
19335279898646,1.0
19335439871615,5.0
19335599872969,4.0
19335759871094,2.0
19335919872032,3.0
19336079873126,2.0
19336239871094,1.0
19336399871042,2.0
19336559873803,3.0
19336879875209,1.0
19337359875626,2.0
19337519873282,6.0
19337839873751,0.0
19337999872709,1.0
19338319871667,0.0
19339119874271,5.0
19339439873021,6.0
19339599871563,3.0
19339919871146,0.0
19340559875157,1.0
19341039872553,0.0
19341679872709,1.0
19341839898490,0.0
19343279871459,2.0
19343439872501,4.0
19343599873178,2.0
19343759990990,0.0
19344399873021,1.0
19345679875105,2.0
19345999870990,1.0
19346319872865,0.0
19346479871719,1.0
19346639873230,3.0
19346799873803,5.0
19346959871980,0.0
19348239873021,1.0
19348399871094,13.0
19348559871042,0.0
19348879872605,6.0
19349039871719,0.0
19349839871719,1.0
19350799872813,2.0
19351119897344,1.0
19351599871511,0.0
19352079875626,1.0
19352719871876,17.0
19353039871407,0.0
19353200156511,0.0
19353520156303,20.0
19353680156928,19.0
19353840156459,17.0
19354000155938,16.0
19354160155678,14.0
19354320156563,5.0
19354480156303,0.0
19354800157709,1.0
19354960156667,9.0
19355120156980,6.0
19355280157553,1.0
19355600156459,6.0
19355920156146,1.0
19356080156511,5.0
19356240150678,6.0
19356400149271,4.0
19356720157553,3.0
19356880158074,2.0
19357360158178,1.0
19357840158126,0.0
19358000158907,4.0
19358320158126,3.0
19358800157374,2.0
19358960158155,0.0
19359120157894,1.0
19359280158624,3.0
19359920159301,2.0
19360080158676,1.0
19360720158051,3.0
19360880157634,2.0
19361200159092,1.0
19362800157269,13.0
19362960159249,12.0
19363120157426,9.0
19363280158311,1.0
19364080159040,6.0
19364400159509,5.0
19364720159561,2.0
19364880159144,1.0
19365200158051,3.0
19365840157530,2.0
19366160158155,1.0
19366640158311,3.0
19366960159769,2.0
19367440158311,3.0
19367600158676,4.0
19367760158832,1.0
19367920158884,5.0
19368080158936,1.0
19368560159561,2.0
19368880159353,25.0
19369040158519,23.0
19369200159613,12.0
19369360158676,2.0
19369680158624,1.0
19369840159613,3.0
19370160158780,5.0
19370320159196,8.0
19370480159665,6.0
19370640158207,5.0
19371120158311,4.0
19371440158624,5.0
19371600158259,3.0
19371760158311,2.0
19371920158676,3.0
19372560158884,5.0
19372720158936,6.0
19372880159196,4.0
19373040157894,3.0
19373520160030,4.0
19373680159561,1.0
19374800158624,4.0
19374960158207,1.0
19375920158363,2.0
19376080158311,1.0
19376560157426,2.0
19376720157582,3.0
19376880158571,5.0
19377040159353,7.0
19377200160394,0.0
19377360158676,1.0
19378000157374,0.0
19378160158676,1.0
19378320158415,0.0
19378640159353,1.0
19378960158884,10.0
19379120158311,7.0
19379280157999,6.0
19379440158415,2.0
19379600157061,3.0
19379760158519,1.0
19380080158780,4.0
19380400157946,3.0
19380720158363,2.0
19380880158051,1.0
19381520157842,2.0
19381680157009,3.0
19382000159405,1.0
19382160157530,0.0
19382320158832,1.0
19383600159040,35.0
19383760159457,37.0
19383920158988,33.0
19384080159196,27.0
19384240158884,23.0
19384400158311,18.0
19384560158936,14.0
19384720158103,12.0
19384880158780,9.0
19385040159092,7.0
19385200159509,5.0
19385360158311,4.0
19385680158780,3.0
19386320158415,2.0
19386480158780,3.0
19387280157790,2.0
19387440159769,3.0
19388880157790,2.0
19389040158832,3.0
19389360158988,2.0
19391760149196,3.0
19392107158051,3.0
19395787158988,2.0
19396587160967,3.0
19397387154040,2.0
19398507158936,1.0
19401067157113,0.0
19402987156957,1.0
19403307155863,0.0
19403467156488,1.0
19404427153259,0.0
19404587156592,1.0
19406987154196,0.0
19408267153728,1.0
19408427153415,0.0
19408747159092,1.0
19408907157426,0.0
19409227156853,1.0
19409387159144,0.0
19409547154613,1.0
