t_ns,gx,gy,gz,bx,by,bz
19277059061430,-0.010995566,-0.021991132,0.008552107,-0.0120037,8.72664E-5,0.0070713
19277061440596,-0.010995566,-0.019547673,0.0073303776,-0.0120037,8.72664E-5,0.0070713
19277063819711,-0.014660755,-0.015882485,0.0061086477,-0.0120037,8.72664E-5,0.0070713
19277066198878,-0.013439025,-0.013439025,0.0036651888,-0.0120037,8.72664E-5,0.0070713
19277068578044,-0.014660755,-0.008552107,0.0012217296,-0.0120037,8.72664E-5,0.0070713
19277070957211,-0.013439025,-0.0024434591,-0.0012217296,-0.0120037,8.72664E-5,0.0070713
19277073336326,-0.013439025,0.0048869182,-0.0048869182,-0.0120037,8.72664E-5,0.0070713
19277075715492,-0.012217295,0.012217295,-0.008552107,-0.0120037,8.72664E-5,0.0070713
19277078094659,-0.012217295,0.015882485,-0.0097738365,-0.0120037,8.72664E-5,0.0070713
19277080473773,-0.013439025,0.020769402,-0.012217295,-0.0120037,8.72664E-5,0.0070713
19277082852940,-0.014660755,0.02565632,-0.014660755,-0.0120037,8.72664E-5,0.0070713
19277085232107,-0.013439025,0.028099779,-0.014660755,-0.0120037,8.72664E-5,0.0070713
19277087611273,-0.013439025,0.02932151,-0.015882485,-0.0120037,8.72664E-5,0.0070713
19277089990388,-0.010995566,0.028099779,-0.013439025,-0.0120037,8.72664E-5,0.0070713
19277092369555,-0.012217295,0.02443459,-0.013439025,-0.0120037,8.72664E-5,0.0070713
19277094748721,-0.012217295,0.021991132,-0.012217295,-0.0120037,8.72664E-5,0.0070713
19277097127888,-0.014660755,0.017104214,-0.0097738365,-0.0120037,8.72664E-5,0.0070713
19277099507003,-0.015882485,0.012217295,-0.0061086477,-0.0120037,8.72664E-5,0.0070713
19277101886169,-0.014660755,0.0048869182,-0.0036651888,-0.0120037,8.72664E-5,0.0070713
19277104265336,-0.014660755,0.0,0.0,-0.0120037,8.72664E-5,0.0070713
19277106644451,-0.014660755,-0.0073303776,0.0024434591,-0.0120037,8.72664E-5,0.0070713
19277109023617,-0.013439025,-0.0097738365,0.0061086477,-0.0120037,8.72664E-5,0.0070713
