t_ns,hPa
19277206236690,982.8855
19277246234815,982.8789
19277286306794,982.87476
19277326234138,982.8823
19277366232680,982.88477
19277406235909,982.88745
19277446234294,982.8894
19277486238148,982.89746
19277526235336,982.9031
19277566233669,982.90356
19277606238930,982.8967
19277646235180,982.8948
19277686233878,982.886
19277726438253,982.88745
19277766233148,982.8948
19277806232680,982.8989
19277846334138,982.89404
19277886238617,982.89404
19277926285232,982.89087
19277966233461,982.89624
19278006232992,982.89624
19278046237732,982.8928
19278086239138,982.89526
19278126235388,982.8916
19278166234398,982.8877
19278206233305,982.89087
19278246235232,982.89014
19278286237836,982.8904
19278326233773,982.8916
19278366449190,982.8899
19278406233721,982.8926
19278446233669,982.89233
19278486239398,982.8948
19278526233773,982.897
19278566291534,982.897
19278606232940,982.90283
19278646234034,982.90356
19278686236169,982.8989
19278726238773,982.8921
19278766238461,982.89746
19278806234503,982.90015
19278846233565,982.89624
19278886237055,982.8982
19278926235232,982.907
19278966234815,982.9031
19279006427055,982.90356
19279046234138,982.89844
19279086233305,982.89966
19279126254086,982.8965
19279166235961,982.885
19279206273253,982.88745
19279246233826,982.88525
19279286233201,982.88916
19279326236013,982.8928
19279366235492,982.895
19279406236378,982.897
19279446234815,982.89844
19279486236586,982.8948
19279526236117,982.8965
19279566236898,982.9009
19279606235909,982.8967
19279646471169,982.9033
19279686233565,982.9033
19279726237107,982.89966
19279766334398,982.8967
19279806235701,982.89966
19279846236482,982.89746
19279886233565,982.89746
19279926236117,982.8972
19279966235180,982.88745
19280006236430,982.886
19280046236117,982.88574
19280086235076,982.89355
19280126233982,982.89844
19280166238096,982.896
19280206235336,982.89844
19280246238357,982.9031
19280286403253,982.89233
19280326233721,982.8911
19280366233930,982.8894
19280406247315,982.8838
19280446235440,982.88257
19280486253461,982.8779
19280526233305,982.8794
19280566232471,982.8855
19280606237315,982.8833
19280646235909,982.8779
19280686234971,982.88086
19280726236951,982.87964
19280766233617,982.8799
19280806240440,982.88477
19280846238721,982.8811
19280886236065,982.8789
19280926239867,982.8784
19280966238930,982.87866
19281006232888,982.8779
19281046315180,982.8865
19281086233253,982.8889
19281126265232,982.88965
19281166233617,982.89355
19281206233982,982.89404
19281246235232,982.8845
19281286236534,982.8872
19281326235596,982.8955
19281366235284,982.8943
19281406233044,982.8933
19281446241482,982.8884
19281486238148,982.8889
19281526234034,982.8833
19281566380857,982.8833
19281606233617,982.885
19281646233669,982.8862
19281686235805,982.8833
19281726237107,982.87573
19281766238617,982.8833
19281806233201,982.8855
19281846233201,982.88916
19281886239190,982.8926
19281926238669,982.8911
19281966237003,982.8938
19282006235701,982.89795
19282046233253,982.9026
19282086238878,982.9021
19282126238357,982.89404
19282166236013,982.8884
19282206339659,982.89185
19282246234398,982.8865
19282286234294,982.8865
19282326236794,982.88403
19282366236378,982.8867
19282406374815,982.88354
