t_s,t_ns,lat,lon,alt,acc_h,speed,bearing,n_sats_used,x_m,y_m
1.5725860,28042418941040,28.5259151,77.5707086,155.4975586,3.7900925,0.0000000,,28,-0.0996223,0.1559275
2.8725861,28043718941196,28.5259147,77.5707084,155.5322266,3.7900925,0.0000000,,28,-0.1162493,0.1147391
3.8786806,28044725035623,28.5259154,77.5707079,154.8078613,3.7900925,0.0000000,,47,-0.1631961,0.1971159
4.8785035,28045724858591,28.5259146,77.5707101,155.0176392,3.7900925,0.0000000,,56,0.0470865,0.1024939
5.8805612,28046726916246,28.5259138,77.5707105,154.9543457,3.7900925,0.0000000,,58,0.0852308,0.0089851
6.8737629,28047720117965,28.5259130,77.5707103,154.9127197,3.7900925,0.0000000,,58,0.0637136,-0.0789577
7.8725582,28048718913225,28.5259137,77.5707089,154.8167725,3.7900925,0.0000000,,58,-0.0663683,-0.0021469
8.8837466,28049730101662,28.5259129,77.5707091,154.7795410,3.7900925,0.0000000,,57,-0.0477852,-0.0889765
9.8734535,28050719808589,28.5259129,77.5707096,154.7988281,3.7900925,0.0000000,,57,-0.0057286,-0.0811841
10.8753640,28051721719057,28.5259129,77.5707102,155.0166626,3.7900925,0.0000000,,59,0.0607794,-0.0822973
11.8826899,28052729044943,28.5259132,77.5707100,155.0704956,3.7900925,0.0000000,,58,0.0333937,-0.0555805
12.8833518,28053729706869,28.5259134,77.5707102,155.0576172,3.7900925,0.0000000,,59,0.0578452,-0.0299769
13.8710948,28054717449890,28.5259130,77.5707105,155.1263428,3.7900925,0.0000000,,59,0.0891431,-0.0778445
14.8709612,28055717316296,28.5259129,77.5707103,155.1235352,3.7900925,0.0000000,,58,0.0617574,-0.0822973
15.8809808,28056727335878,28.5259127,77.5707100,155.1455078,3.7900925,0.0000000,,57,0.0363279,-0.1067877
16.8721773,28057718532388,28.5259126,77.5707099,155.1461182,3.7900925,0.0000000,,57,0.0245912,-0.1190329
17.8808067,28058727161763,28.5259126,77.5707098,155.1462402,3.7900925,0.0000000,,55,0.0177448,-0.1223725
18.8823188,28059728673898,28.5259126,77.5707098,155.1520996,3.7900925,0.0000000,,54,0.0167667,-0.1257121
19.8734572,28060719812283,28.5259125,77.5707098,155.1568604,3.7900925,0.0000000,,54,0.0148106,-0.1279385
20.8745059,28061720860929,28.5259125,77.5707098,155.1602783,3.7900925,0.0000000,,52,0.0157887,-0.1290517
21.8777010,28062724056084,28.5259125,77.5707098,155.1615601,3.7900925,0.0000000,,55,0.0157887,-0.1279385
22.8766628,28063723017854,28.5259125,77.5707098,155.1641846,3.7900925,0.0000000,,56,0.0157887,-0.1268253
23.8746537,28064721008741,28.5259126,77.5707098,155.1678467,3.7900925,0.0000000,,56,0.0177448,-0.1257121
24.8745665,28065720921551,28.5259126,77.5707098,155.1711426,3.7900925,0.0000000,,52,0.0177448,-0.1257121
25.8768161,28066723171135,28.5259126,77.5707098,155.1724243,3.7900925,0.0000000,,52,0.0177448,-0.1245989
26.8789177,28067725272801,28.5259126,77.5707098,155.1731567,3.7900925,0.0000000,,54,0.0157887,-0.1234857
27.8763326,28068722687697,28.5259126,77.5707098,155.1734619,3.7900925,0.0000000,,52,0.0138325,-0.1234857
28.8727127,28069719067748,28.5259126,77.5707097,155.1747437,3.7900925,0.0000000,,52,0.0118764,-0.1245989
29.8745211,28070720876134,28.5259126,77.5707097,155.1755371,3.7900925,0.0000000,,52,0.0099203,-0.1234857
30.8833939,28071729748997,28.5259126,77.5707097,155.1759033,3.7900925,0.0000000,,54,0.0089423,-0.1223725
31.8725827,28072718937747,28.5259126,77.5707097,155.1758423,3.7900925,0.0000000,,53,0.0069861,-0.1212593
32.8726114,28073718966496,28.5259126,77.5707097,155.1763306,3.7900925,0.0000000,,53,0.0060081,-0.1212593
33.8791150,28074725470090,28.5259126,77.5707097,155.1768188,3.7900925,0.0000000,,55,0.0040520,-0.1223725
34.8790514,28075725406444,28.5259126,77.5707096,155.1785278,3.7900925,0.0000000,,56,0.0030739,-0.1223725
35.8809879,28076727342903,28.5259126,77.5707096,155.1807861,3.7900925,0.0000000,,57,0.0030739,-0.1234857
36.8827226,28077729077641,28.5259126,77.5707096,155.1824951,3.7900925,0.0000000,,56,0.0020958,-0.1245989
37.8769667,28078723321703,28.5259126,77.5707096,155.1851807,3.7900925,0.0000000,,56,0.0020958,-0.1257121
38.8769920,28079723347067,28.5259126,77.5707096,155.1874390,3.7900925,0.0000000,,56,0.0030739,-0.1245989
39.8768014,28080723156494,28.5259126,77.5707097,155.1898804,3.7900925,0.0000000,,55,0.0040520,-0.1257121
40.8833581,28081729713109,28.5259126,77.5707097,155.1903687,3.7900925,0.0000000,,56,0.0050300,-0.1257121
41.8830278,28082729382900,28.5259125,77.5707097,155.1909180,3.7900925,0.0000000,,57,0.0060081,-0.1279385
42.8782061,28083724561128,28.5259125,77.5707097,155.1911011,3.7900925,0.0000000,,57,0.0069861,-0.1301649
43.8790203,28084725375347,28.5259125,77.5707097,155.1913452,3.7900925,0.0000000,,57,0.0069861,-0.1323913
44.8767574,28085723112429,28.5259125,77.5707097,155.1924438,3.7900925,0.0000000,,57,0.0079642,-0.1335045
45.8784977,28086724852741,28.5259124,77.5707099,155.2025146,3.7900925,0.0000000,,58,0.0275254,-0.1379573
