t_s,ax,ay,az,gx,gy,gz,x_m,y_m,lat,lon,speed_mps,bearing_deg,gnss_age_s,state
0.000000,-1.320735,8.744394,4.450536,-0.001794,0.003096,-0.002631,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.010000,-1.280631,8.769382,4.459773,-0.000944,-0.015255,0.006726,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.020000,-1.108195,8.756486,4.442530,-0.000023,-0.018784,0.008759,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.030000,-0.996835,8.732192,4.372282,-0.000261,-0.007555,0.004043,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.040000,-0.988802,8.725805,4.321023,-0.000701,0.006088,-0.001507,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.050000,-1.076622,8.750554,4.336374,-0.001511,0.012098,-0.004121,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.060000,-1.185271,8.774749,4.405149,-0.001443,0.007673,-0.002984,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.070000,-1.164246,8.767726,4.454111,-0.001307,-0.003372,0.001257,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.080000,-1.019899,8.756720,4.488605,-0.001034,-0.008705,0.003014,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.090000,-0.922565,8.758576,4.508386,0.000403,0.001766,-0.002310,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.100000,-0.995153,8.779090,4.488814,0.001826,0.016192,-0.009930,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.110000,-1.182090,8.772509,4.461523,0.003073,0.016283,-0.010779,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.120000,-1.296723,8.756019,4.425442,0.002851,0.000769,-0.004387,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.130000,-1.240055,8.769947,4.387678,0.002056,-0.013747,0.001176,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.140000,-1.106952,8.778774,4.363121,0.001745,-0.011855,0.000140,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.150000,-1.068975,8.750406,4.381276,0.001900,0.001321,-0.004007,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.160000,-1.157333,8.738405,4.378577,0.001875,0.012508,-0.006747,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.170000,-1.328657,8.757694,4.387736,0.001414,0.011422,-0.003469,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.180000,-1.410556,8.742279,4.413029,0.001600,-0.000130,0.004243,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.190000,-1.365726,8.693988,4.428613,0.002312,-0.011269,0.010647,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.200000,-1.236131,8.669612,4.423864,0.002716,-0.017256,0.014074,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.210000,-1.081458,8.715500,4.424083,0.003572,-0.014528,0.012820,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.220000,-0.986596,8.776809,4.442563,0.004298,-0.003596,0.006956,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.230000,-0.971686,8.809101,4.426876,0.004852,0.002082,0.004724,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.240000,-0.967339,8.841584,4.383319,0.004169,-0.000863,0.006053,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.250000,-0.925817,8.851537,4.341685,0.003332,-0.000345,0.003671,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.260000,-0.948198,8.827935,4.316718,0.002256,0.005150,-0.002017,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.270000,-1.042936,8.780934,4.343550,0.000644,0.008982,-0.005125,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.280000,-1.154077,8.776596,4.397000,0.000290,0.009031,-0.005579,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.290000,-1.255825,8.772499,4.410577,0.000413,0.004583,-0.004045,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.300000,-1.292066,8.755946,4.399973,0.000657,-0.002712,0.000731,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.310000,-1.231094,8.736313,4.390728,0.000010,-0.006422,0.006143,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.320000,-1.170833,8.749676,4.349806,-0.000890,-0.003683,0.007562,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.330000,-1.159999,8.785292,4.342268,-0.001130,-0.000316,0.007033,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.340000,-1.140239,8.749748,4.366797,-0.001163,-0.001795,0.007736,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.350000,-1.109597,8.710285,4.381199,-0.001281,-0.005573,0.008208,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.360000,-1.079443,8.710538,4.403141,-0.001117,-0.006975,0.007908,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.370000,-1.083419,8.751888,4.409485,-0.001044,-0.003591,0.005361,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.380000,-1.176925,8.796736,4.428016,-0.000933,0.001822,0.003319,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.390000,-1.288958,8.782962,4.430787,-0.000550,-0.000305,0.007298,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.400000,-1.329874,8.778368,4.393571,-0.001213,-0.008682,0.014411,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.410000,-1.284410,8.792717,4.382279,-0.001773,-0.014587,0.019320,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.420000,-1.205975,8.807969,4.370655,-0.001880,-0.013353,0.019752,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.430000,-1.180844,8.808865,4.372940,-0.002526,-0.007106,0.017631,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.440000,-1.213605,8.779076,4.412161,-0.002807,-0.004018,0.017336,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.450000,-1.269502,8.736099,4.430607,-0.001825,-0.008098,0.020658,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.460000,-1.303439,8.702853,4.436144,-0.001480,-0.014998,0.026743,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.470000,-1.266591,8.730382,4.427748,-0.001278,-0.018468,0.031539,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.480000,-1.195169,8.772191,4.423633,-0.000875,-0.014902,0.031927,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.490000,-1.199085,8.774664,4.412815,-0.000586,-0.012714,0.031706,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.500000,-1.175378,8.763438,4.397944,-0.000529,-0.019140,0.034459,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.510000,-1.075126,8.763651,4.385621,-0.000704,-0.022666,0.037544,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.520000,-1.032791,8.787782,4.365148,-0.000975,-0.015723,0.036623,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.530000,-1.106124,8.785056,4.396905,-0.001302,-0.007404,0.032231,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.540000,-1.229600,8.761573,4.449963,-0.001182,-0.008766,0.032001,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.550000,-1.268131,8.749082,4.479476,-0.001319,-0.026469,0.040158,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.560000,-1.093643,8.740940,4.511077,0.000366,-0.045978,0.046050,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.570000,-0.865098,8.753790,4.518843,0.002083,-0.044099,0.040755,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.580000,-0.768734,8.768715,4.519883,0.003000,-0.027836,0.031161,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.590000,-0.836546,8.745177,4.503389,0.004793,-0.015375,0.026145,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.600000,-0.982740,8.760629,4.429865,0.005728,-0.011115,0.027645,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
0.610000,-1.084529,8.809898,4.368775,0.005412,-0.013717,0.031018,0.096737,0.695953,28.52268203,77.57399139,0.000000,,,CALIB
