t_s,lat,lon,x_m,y_m,v,heading_deg,mode,sim,k,sigma_pos,v_model,sigma_model,stop,tick_ms,model_ms,corridor_id,s_m,d_m
0.000,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.009,0.000,,,
0.100,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.002,0.000,,,
0.200,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.002,0.000,,,
0.300,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.002,0.000,,,
0.400,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.003,0.000,,,
0.500,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.010,0.000,,,
0.600,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.010,0.000,,,
0.700,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.016,0.000,,,
0.800,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.004,0.000,,,
0.900,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.004,0.000,,,
1.000,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.005,0.000,,,
1.100,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.007,0.000,,,
1.200,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.014,0.000,,,
1.300,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.012,0.000,,,
1.400,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.012,0.000,,,
1.500,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.013,0.000,,,
1.600,28.52267370,77.57399306,0.035,-0.286,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.320,0.000,,,
1.700,28.52267370,77.57399306,0.035,-0.286,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.021,0.000,,,
1.800,28.52267370,77.57399306,0.035,-0.286,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.008,0.000,,,
1.900,28.52267370,77.57399306,0.035,-0.286,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.006,0.000,,,
2.000,28.52267370,77.57399306,0.035,-0.286,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.019,0.000,,,
2.100,28.52267370,77.57399306,0.035,-0.286,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.288,0.000,,,
2.200,28.52267370,77.57399306,0.035,-0.286,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.006,0.000,,,
2.300,28.52267370,77.57399306,0.035,-0.286,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.020,0.000,,,
2.400,28.52267387,77.57399294,0.024,-0.267,-0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.050,1,0.023,0.000,,,
2.500,28.52267387,77.57399294,0.024,-0.267,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.128,1,0.203,0.177,,,
2.600,28.52267387,77.57399294,0.024,-0.267,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.144,1,0.423,0.092,,,
2.700,28.52267387,77.57399294,0.024,-0.267,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.129,1,0.109,0.084,,,
2.800,28.52267387,77.57399294,0.024,-0.267,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.133,1,0.103,0.080,,,
2.900,28.52267387,77.57399294,0.024,-0.267,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.140,1,0.093,0.078,,,
3.000,28.52267387,77.57399294,0.024,-0.267,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.132,1,0.091,0.081,,,
3.100,28.52267387,77.57399294,0.024,-0.267,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.145,0,0.455,0.079,,,
3.200,28.52267387,77.57399294,0.024,-0.267,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.145,1,0.102,0.084,,,
3.300,28.52267387,77.57399294,0.024,-0.267,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.136,1,0.089,0.080,,,
3.400,28.52267407,77.57399288,0.018,-0.245,-0.000,0.000,GNSS_INS,0,1.0000,1.768,0.000,0.154,1,0.100,0.081,,,
3.500,28.52267407,77.57399288,0.018,-0.245,0.000,0.000,GNSS_INS,0,1.0000,1.768,0.000,0.143,1,0.092,0.080,,,
3.600,28.52267407,77.57399288,0.018,-0.245,0.000,0.000,GNSS_INS,0,1.0000,1.768,0.000,0.138,1,0.439,0.084,,,
3.700,28.52267407,77.57399288,0.018,-0.245,0.000,0.000,GNSS_INS,0,1.0000,1.768,0.000,0.137,1,0.101,0.084,,,
3.800,28.52267407,77.57399288,0.018,-0.245,0.000,0.000,GNSS_INS,0,1.0000,1.768,0.000,0.129,1,0.103,0.080,,,
