t_ns,ax,ay,az,bx,by,bz
30120238872445,-0.35413775,9.025727,4.651647,0.0,0.0,0.0
30120241251351,-0.19142582,9.006584,4.4315076,0.0,0.0,0.0
30120243630362,-0.6891329,9.107083,3.5605202,0.0,0.0,0.0
30120246009268,-0.9810573,9.217153,3.0388846,0.0,0.0,0.0
30120248388174,-0.8279166,9.188439,3.2829528,0.0,0.0,0.0
30120250767132,-1.0671989,9.068798,3.751946,0.0,0.0,0.0
30120253146039,-1.3495519,9.08794,4.249653,0.0,0.0,0.0
30120255524945,-1.1581261,9.059227,4.546363,0.0,0.0,0.0
30120257903903,-1.0767702,9.030513,4.3118663,0.0,0.0,0.0
30120260282809,-1.0911272,9.116654,3.723232,0.0,0.0,0.0
30120262661768,-0.7752745,9.178867,3.3690944,0.0,0.0,0.0
30120265040674,-0.5072784,9.159725,3.3882368,0.0,0.0,0.0
30120267419580,-0.41635114,9.092726,3.694518,0.0,0.0,0.0
30120269798487,-0.18664017,9.073584,4.1443686,0.0,0.0,0.0
30120272177393,0.033499517,9.049655,4.3118663,0.0,0.0,0.0
30120274556403,0.038285162,9.025727,4.101298,0.0,0.0,0.0
30120276935309,0.14356937,9.107083,3.7136607,0.0,0.0,0.0
30120279314216,0.26799613,9.126225,3.455236,0.0,0.0,0.0
30120281693174,0.25842485,9.035298,3.4504502,0.0,0.0,0.0
30120284072080,0.20578274,9.097511,3.694518,0.0,0.0,0.0
30120286450987,0.18664017,9.111869,4.058227,0.0,0.0,0.0
30120288829945,0.14356937,8.992228,4.211368,0.0,0.0,0.0
30120291208851,0.014356935,9.035298,4.0534415,0.0,0.0,0.0
30120293587809,-0.13878371,9.08794,3.7280176,0.0,0.0,0.0
30120295966716,-0.33499518,9.131011,3.4456646,0.0,0.0,0.0
30120298345622,-0.5599205,9.193225,3.5126636,0.0,0.0,0.0
30120300724580,-0.65084773,9.08794,3.7998023,0.0,0.0,0.0
30120303103487,-0.8327023,9.08794,4.082155,0.0,0.0,0.0
30120305482445,-0.9284152,9.126225,4.1778684,0.0,0.0,0.0
30120307861351,-0.94277215,9.126225,4.034299,0.0,0.0,0.0
30120310240257,-0.91405827,9.131011,3.7471602,0.0,0.0,0.0
30120312619216,-0.9092726,9.188439,3.5413775,0.0,0.0,0.0
30120314998122,-0.76570326,9.202796,3.5844483,0.0,0.0,0.0
30120317377080,-0.59342,9.131011,3.7758741,0.0,0.0,0.0
30120319755987,-0.4211368,9.116654,3.952943,0.0,0.0,0.0
30120322134893,-0.22492532,9.140582,4.0295134,0.0,0.0,0.0
30120324513851,-0.009571291,9.12144,3.8955152,0.0,0.0,0.0
30120326892757,0.13399807,9.126225,3.67059,0.0,0.0,0.0
30120329271664,0.28713873,9.19801,3.5126636,0.0,0.0,0.0
30120331650622,0.4354937,9.169296,3.507878,0.0,0.0,0.0
30120334029528,0.47377887,9.12144,3.6466618,0.0,0.0,0.0
30120336408487,0.47856453,9.116654,3.8333018,0.0,0.0,0.0
30120338787393,0.49292147,9.083155,3.9098723,0.0,0.0,0.0
30120341166299,0.4546363,9.068798,3.8285162,0.0,0.0,0.0
30120343545257,0.37806597,9.102298,3.656233,0.0,0.0,0.0
30120345924164,0.23449662,9.145369,3.5365918,0.0,0.0,0.0
30120348303070,0.05742774,9.135797,3.546163,0.0,0.0,0.0
30120350681976,-0.086141616,9.12144,3.6801612,0.0,0.0,0.0
30120353060934,-0.2440679,9.102298,3.8237305,0.0,0.0,0.0
30120355439893,-0.38763726,9.126225,3.9098723,0.0,0.0,0.0
30120357818799,-0.53599226,9.102298,3.8476589,0.0,0.0,0.0
30120360197705,-0.63170516,9.150154,3.7088752,0.0,0.0,0.0
30120362576664,-0.7082755,9.193225,3.6131623,0.0,0.0,0.0
30120364955570,-0.71306115,9.169296,3.6131623,0.0,0.0,0.0
30120367334528,-0.7178468,9.150154,3.7040894,0.0,0.0,0.0
30120369713434,-0.70348984,9.169296,3.790231,0.0,0.0,0.0
30120372092341,-0.64606214,9.164511,3.8524444,0.0,0.0,0.0
30120374471299,-0.5599205,9.164511,3.804588,0.0,0.0,0.0
30120376850205,-0.43070808,9.183653,3.7040894,0.0,0.0,0.0
30120379229112,-0.29192436,9.169296,3.603591,0.0,0.0,0.0
30120381608070,-0.15792629,9.178867,3.574877,0.0,0.0,0.0
30120383986976,-0.043070808,9.164511,3.641876,0.0,0.0,0.0
30120386365934,0.05742774,9.126225,3.7328033,0.0,0.0,0.0
30120388744841,0.11964113,9.131011,3.7758741,0.0,0.0,0.0
30120391123747,0.16749759,9.126225,3.7567315,0.0,0.0,0.0
30120393502705,0.21535404,9.145369,3.6801612,0.0,0.0,0.0
30120395881612,0.22971097,9.131011,3.6323047,0.0,0.0,0.0
30120398260518,0.17706887,9.131011,3.6179478,0.0,0.0,0.0
30120400639476,0.11485548,9.131011,3.656233,0.0,0.0,0.0
30120403018382,0.014356935,9.126225,3.7136607,0.0,0.0,0.0
30120405397341,-0.07178468,9.116654,3.7471602,0.0,0.0,0.0
30120407776247,-0.19142582,9.12144,3.7328033,0.0,0.0,0.0
30120410155153,-0.3062813,9.116654,3.6993039,0.0,0.0,0.0
30120412534112,-0.40677986,9.126225,3.656233,0.0,0.0,0.0
30120414913018,-0.47377887,9.150154,3.6610186,0.0,0.0,0.0
30120417291976,-0.55513483,9.135797,3.6897326,0.0,0.0,0.0
30120419670882,-0.5982057,9.12144,3.7567315,0.0,0.0,0.0
30120422049789,-0.6221339,9.12144,3.7854455,0.0,0.0,0.0
30120424428747,-0.59342,9.116654,3.7854455,0.0,0.0,0.0
30120426807653,-0.5312066,9.164511,3.737589,0.0,0.0,0.0
30120429186559,-0.47856453,9.150154,3.6993039,0.0,0.0,0.0
30120431565518,-0.40677986,9.131011,3.694518,0.0,0.0,0.0
30120433944424,-0.3397808,9.116654,3.723232,0.0,0.0,0.0
30120436323382,-0.22971097,9.126225,3.7471602,0.0,0.0,0.0
30120438702289,-0.124426775,9.126225,3.7615173,0.0,0.0,0.0
30120441081195,-0.014356935,9.111869,3.7471602,0.0,0.0,0.0
30120443460153,0.062213387,9.102298,3.7136607,0.0,0.0,0.0
30120445839059,0.11964113,9.116654,3.67059,0.0,0.0,0.0
30120448217966,0.14356937,9.111869,3.6514473,0.0,0.0,0.0
30120450596924,0.14356937,9.092726,3.6753755,0.0,0.0,0.0
30120452975830,0.14356937,9.107083,3.7184465,0.0,0.0,0.0
30120455354789,0.11964113,9.116654,3.7471602,0.0,0.0,0.0
30120457733695,0.06699903,9.111869,3.7328033,0.0,0.0,0.0
30120460112601,-0.033499517,9.102298,3.7280176,0.0,0.0,0.0
30120462491559,-0.11964113,9.145369,3.6993039,0.0,0.0,0.0
30120464870466,-0.2009971,9.126225,3.7040894,0.0,0.0,0.0
30120467249372,-0.31106696,9.140582,3.7136607,0.0,0.0,0.0
30120469628330,-0.3924229,9.145369,3.7758741,0.0,0.0,0.0
30120472007237,-0.49292147,9.126225,3.7806597,0.0,0.0,0.0
30120474386195,-0.57427746,9.145369,3.7758741,0.0,0.0,0.0
30120476765101,-0.6029913,9.135797,3.7758741,0.0,0.0,0.0
30120479144007,-0.63170516,9.131011,3.751946,0.0,0.0,0.0
30120481522966,-0.6221339,9.131011,3.751946,0.0,0.0,0.0
30120483901872,-0.61734825,9.12144,3.7615173,0.0,0.0,0.0
30120486280830,-0.5694918,9.145369,3.7710886,0.0,0.0,0.0
30120488659737,-0.49292147,9.116654,3.7998023,0.0,0.0,0.0
30120491038643,-0.43070808,9.08794,3.790231,0.0,0.0,0.0
30120493417601,-0.36370903,9.092726,3.7806597,0.0,0.0,0.0
30120495796507,-0.28235307,9.092726,3.7663028,0.0,0.0,0.0
30120498175414,-0.2105684,9.08794,3.737589,0.0,0.0,0.0
30120500554372,-0.15792629,9.102298,3.737589,0.0,0.0,0.0
30120502933278,-0.062213387,9.08794,3.7567315,0.0,0.0,0.0
