t_ns,mx,my,mz,accuracy
30120264242237,32.775,-18.806252,-6.8250003,3
30120274242237,31.7625,-19.06875,-5.775,3
30120284242237,32.41875,-19.85625,-6.2812505,3
30120294242237,31.781252,-17.0625,-5.83125,3
30120304242237,33.1875,-19.3875,-8.38125,3
30120314242237,34.18125,-17.118752,-8.118751,3
30120324242237,31.7625,-19.331251,-6.8437505,3
30120334242237,31.987501,-18.16875,-7.9687505,3
30120344242237,31.968752,-18.16875,-7.3500004,3
30120354242237,32.193752,-18.6375,-7.2187505,3
30120364242237,31.987501,-20.79375,-7.275,3
30120374242237,31.3875,-18.35625,-4.9875,3
30120384242237,33.393753,-20.868752,-7.7625003,3
30120394242237,31.800001,-17.8125,-5.34375,3
30120404242237,31.406252,-18.75,-7.425,3
30120414242237,32.775,-17.04375,-7.6312504,3
30120424242237,31.35,-20.493752,-5.53125,3
30120434242237,31.368752,-18.75,-6.3562503,3
30120444242237,31.25625,-19.650002,-7.3875003,3
30120454242237,31.781252,-17.0625,-5.83125,3
30120464242237,32.268753,-20.00625,-7.18125,3
30120474242237,32.5875,-19.96875,-6.76875,3
30120484242237,31.725,-19.706251,-7.89375,3
30120494242237,32.625,-18.206251,-8.6625,3
30120504242237,32.756252,-19.81875,-6.9375005,3
30120514242237,31.050001,-18.150002,-3.0937502,3
30120524242237,30.69375,-19.462502,-8.25,3
30120534242237,33.206253,-18.993752,-6.5625005,3
30120544242237,32.04375,-19.5375,-7.1625004,3
30120554242237,31.3875,-17.60625,-6.2250004,3
30120564242237,31.3875,-19.743752,-7.2375,3
30120574242237,32.550003,-17.456251,-7.4437504,3
30120584242237,33.35625,-19.10625,-7.0312505,3
30120594242237,30.91875,-19.6875,-7.0312505,3
30120604242237,30.712502,-20.85,-6.5062504,3
30120614242237,32.925003,-18.65625,-5.925,3
30120624242237,32.362503,-20.118752,-5.8125,3
30120634242237,31.44375,-19.368752,-7.2562504,3
30120644242237,31.237501,-18.50625,-6.1875005,3
30120654242237,31.500002,-17.475,-4.2562504,3
30120664242237,31.500002,-20.60625,-5.3812504,3
30120674242237,31.29375,-18.2625,-6.20625,3
30120684242237,31.312502,-19.0125,-6.01875,3
30120694242237,32.71875,-18.806252,-5.4375,3
30120704242237,32.025,-20.550001,-6.8250003,3
30120714242237,31.81875,-18.806252,-6.24375,3
30120724242237,33.506252,-19.35,-7.9687505,3
30120734242237,32.568752,-19.21875,-7.4062505,3
30120744242237,32.41875,-18.35625,-8.025001,3
30120754242237,32.53125,-17.456251,-6.675,3
30120764242237,30.468752,-19.368752,-5.90625,3
30120774242237,31.66875,-18.712502,-6.0750003,3
30120784242237,32.41875,-19.10625,-7.2375,3
30120794242237,32.4,-18.112501,-6.3375,3
30120804242237,29.925001,-19.95,-6.3,3
30120814242237,33.75,-17.550001,-6.675,3
30120824242237,31.518751,-18.46875,-5.1375003,3
30120834242237,32.49375,-18.84375,-7.8562503,3
30120844242237,30.581251,-18.84375,-6.5625005,3
30120854242237,31.687502,-18.69375,-6.39375,3
30120864242237,31.500002,-20.60625,-5.3812504,3
30120874242237,31.331251,-18.75,-5.5687504,3
30120884242237,31.275002,-20.268751,-6.4500003,3
30120894242237,31.650002,-18.956251,-6.3750005,3
30120904242237,32.006252,-19.5375,-6.0937505,3
30120914242237,32.550003,-18.206251,-6.5062504,3
30120924242237,30.487501,-19.10625,-5.15625,3
30120934242237,32.100002,-20.6625,-5.30625,3
30120944242237,31.0125,-20.04375,-6.7312503,3
30120954242237,30.993752,-20.04375,-6.1125,3
30120964242237,32.100002,-18.900002,-5.6625004,3
