t_ns,wall_ms,batt_pct,charging,batt_temp_c,thermal_status,rotation,free_bytes
30125321119673,1788560071495,38,false,30.2,0,0,6386352128
30130339826702,1788560076514,38,false,30.2,0,0,6383923200
30135360806127,1788560081535,38,false,30.2,0,0,6380539904
30140383881438,1788560086558,38,false,30.2,0,0,6408241152
30145399988988,1788560091574,38,false,30.2,0,0,6404476928
30150449352007,1788560096623,38,false,30.2,0,0,6400679936
30155493591796,1788560101667,38,false,30.2,0,0,6396907520
30160575686430,1788560106750,38,false,30.2,0,0,6393122816
30165619091272,1788560111793,38,false,30.2,0,0,6392061952
30170700310384,1788560116874,38,false,30.2,0,0,6388948992
30175743269341,1788560121917,38,false,30.2,0,0,6387310592
30180751782516,1788560126926,38,false,30.2,0,0,6386315264
30185763502983,1788560131937,37,false,30.2,0,0,6385438720
30190771978918,1788560136946,37,false,30.2,0,0,6382235648
30195782404073,1788560141956,37,false,30.2,0,0,6380703744
30200826815008,1788560147001,37,false,30.2,0,0,6379737088
30205907959642,1788560152082,37,false,30.2,0,0,6374854656
30210953070265,1788560157127,37,false,30.2,0,0,6369828864
30215999310263,1788560162173,37,false,30.2,0,0,6363635712
30221078466042,1788560167252,37,false,30.2,0,0,6391701504
30226160974947,1788560172335,37,false,30.2,0,0,6389567488
30231204831872,1788560177379,37,false,30.2,0,0,6383071232
30236253455828,1788560182427,37,false,30.2,0,0,6306365440
30241288706191,1788560187463,37,false,30.2,0,0,6300454912
30246369802231,1788560192544,37,false,30.2,0,0,6292148224
30251411634208,1788560197585,37,false,30.2,0,0,6282657792
30256492367123,1788560202666,37,false,30.2,0,0,6304624640
30261536621704,1788560207710,37,false,30.2,0,0,6300430336
30266578527171,1788560212752,37,false,30.2,0,0,6293823488
30271658792169,1788560217833,37,false,30.2,0,0,6285647872
30276703697063,1788560222878,37,false,30.2,0,0,6279888896
30281744206853,1788560227918,37,false,30.2,0,0,6302699520
30286755433413,1788560232929,37,false,30.2,0,0,6296535040
30291767762995,1788560237942,37,false,30.2,0,0,6296047616
30296775624920,1788560242949,37,false,30.2,0,0,6291480576
30301789962418,1788560247964,37,false,30.2,0,0,6290284544
30306806508666,1788560252980,37,false,30.2,0,0,6286598144
30311817882883,1788560257992,37,false,30.2,0,0,6285254656
30316834289287,1788560263008,37,false,30.2,0,0,6280171520
30321853264285,1788560268027,37,false,30.2,0,0,6274772992
30326870931992,1788560273045,37,false,30.2,0,0,6269001728
30331888097927,1788560278062,37,false,30.2,0,0,6267043840
30336904284956,1788560283078,37,false,30.2,0,0,6294925312
30341951979330,1788560288126,37,false,30.2,0,0,6290911232
30346995095994,1788560293169,37,false,30.2,0,0,6287429632
30352040603284,1788560298214,37,false,30.2,0,0,6282874880
30357121513126,1788560303295,37,false,30.2,0,0,6281887744
30362165832811,1788560308340,37,false,30.2,0,0,6277410816
30367245980778,1788560313420,37,false,30.2,0,0,6273536000
30372291748641,1788560318466,37,false,30.2,0,0,6272516096
30377370799212,1788560323545,37,false,30.2,0,0,6271520768
30382416512075,1788560328590,37,false,30.2,0,0,6267322368
30387497620354,1788560333671,37,false,30.2,0,0,6263414784
30392541616810,1788560338715,37,false,30.2,0,0,6262423552
30397619933215,1788560343794,36,false,30.5,0,0,6261436416
30402633590973,1788560348807,36,false,30.5,0,0,6260416512
30407651564773,1788560353825,36,false,30.5,0,0,6256697344
30412670593990,1788560358844,36,false,30.5,0,0,6255722496
30417679949717,1788560363854,36,false,30.5,0,0,6251405312
30422706178205,1788560368880,36,false,30.5,0,0,6247604224
30427751973516,1788560373926,36,false,30.5,0,0,6275338240
