t_ns,mx,my,mz,bx,by,bz
30120264242237,40.03125,7.65,3.91875,7.2599998,26.46,10.74
30120274242237,39.018753,7.3875003,4.96875,7.2599998,26.46,10.74
30120284242237,39.693752,6.6000004,4.4437504,7.2599998,26.46,10.74
30120294242237,39.037502,9.4125,4.9125004,7.2599998,26.46,10.74
30120304242237,40.4625,7.0687504,2.34375,7.2599998,26.46,10.74
30120314242237,41.4375,9.337501,2.625,7.2599998,26.46,10.74
30120324242237,39.018753,7.14375,3.9,7.2599998,26.46,10.74
30120334242237,39.24375,8.2875,2.775,7.2599998,26.46,10.74
30120344242237,39.225002,8.2875,3.3750002,7.2599998,26.46,10.74
30120354242237,39.45,7.8187504,3.525,7.2599998,26.46,10.74
30120364242237,39.24375,5.6625004,3.45,7.2599998,26.46,10.74
30120374242237,38.643753,8.1,5.7562504,7.2599998,26.46,10.74
30120384242237,40.65,5.6062503,2.98125,7.2599998,26.46,10.74
30120394242237,39.05625,8.6625,5.3812504,7.2599998,26.46,10.74
30120404242237,38.662502,7.7250004,3.3187501,7.2599998,26.46,10.74
30120414242237,40.03125,9.4125,3.0937502,7.2599998,26.46,10.74
30120424242237,38.625,5.9625,5.2125,7.2599998,26.46,10.74
30120434242237,38.625,7.70625,4.3875003,7.2599998,26.46,10.74
30120444242237,38.5125,6.8250003,3.35625,7.2599998,26.46,10.74
30120454242237,39.037502,9.4125,4.9125004,7.2599998,26.46,10.74
30120464242237,39.525,6.4500003,3.5625002,7.2599998,26.46,10.74
30120474242237,39.84375,6.4875,3.9750001,7.2599998,26.46,10.74
30120484242237,38.98125,6.7500005,2.8500001,7.2599998,26.46,10.74
30120494242237,39.881252,8.25,2.0812502,7.2599998,26.46,10.74
30120504242237,40.03125,6.6375003,3.80625,7.2599998,26.46,10.74
30120514242237,38.30625,8.306251,7.6312504,7.2599998,26.46,10.74
30120524242237,37.95,6.99375,2.49375,7.2599998,26.46,10.74
30120534242237,40.4625,7.4625,4.18125,7.2599998,26.46,10.74
30120544242237,39.300003,6.9187503,3.5625002,7.2599998,26.46,10.74
30120554242237,38.662502,8.85,4.51875,7.2599998,26.46,10.74
30120564242237,38.643753,6.7125,3.5062501,7.2599998,26.46,10.74
30120574242237,39.80625,9.0,3.3000002,7.2599998,26.46,10.74
30120584242237,40.612503,7.3500004,3.7125,7.2599998,26.46,10.74
30120594242237,38.175003,6.76875,3.7125,7.2599998,26.46,10.74
30120604242237,37.96875,5.625,4.21875,7.2599998,26.46,10.74
30120614242237,40.18125,7.8,4.8187504,7.2599998,26.46,10.74
30120624242237,39.61875,6.3375,4.93125,7.2599998,26.46,10.74
30120634242237,38.71875,7.0875,3.4875002,7.2599998,26.46,10.74
30120644242237,38.5125,7.9500003,4.55625,7.2599998,26.46,10.74
30120654242237,38.775,9.0,6.4875,7.2599998,26.46,10.74
30120664242237,38.756252,5.8500004,5.3625,7.2599998,26.46,10.74
30120674242237,38.550003,8.212501,4.5375004,7.2599998,26.46,10.74
30120684242237,38.568752,7.4625,4.70625,7.2599998,26.46,10.74
30120694242237,39.99375,7.65,5.30625,7.2599998,26.46,10.74
30120704242237,39.28125,5.925,3.9,7.2599998,26.46,10.74
30120714242237,39.075,7.65,4.5,7.2599998,26.46,10.74
30120724242237,40.7625,7.1250005,2.775,7.2599998,26.46,10.74
30120734242237,39.825,7.2375,3.3375,7.2599998,26.46,10.74
30120744242237,39.675003,8.1,2.71875,7.2599998,26.46,10.74
30120754242237,39.787502,9.0,4.0687504,7.2599998,26.46,10.74
30120764242237,37.725002,7.0875,4.8187504,7.2599998,26.46,10.74
30120774242237,38.943752,7.7625003,4.6687503,7.2599998,26.46,10.74
30120784242237,39.693752,7.3500004,3.5062501,7.2599998,26.46,10.74
30120794242237,39.675003,8.3625,4.40625,7.2599998,26.46,10.74
30120804242237,37.18125,6.5062504,4.4437504,7.2599998,26.46,10.74
30120814242237,41.006252,8.90625,4.0687504,7.2599998,26.46,10.74
30120824242237,38.79375,7.9875,5.5875,7.2599998,26.46,10.74
30120834242237,39.75,7.6125,2.8875,7.2599998,26.46,10.74
30120844242237,37.8375,7.6125,4.18125,7.2599998,26.46,10.74
30120854242237,38.943752,7.7625003,4.3500004,7.2599998,26.46,10.74
30120864242237,38.756252,5.8500004,5.3625,7.2599998,26.46,10.74
30120874242237,38.60625,7.70625,5.15625,7.2599998,26.46,10.74
30120884242237,38.53125,6.1875005,4.2937503,7.2599998,26.46,10.74
30120894242237,38.90625,7.5000005,4.36875,7.2599998,26.46,10.74
30120904242237,39.2625,6.9187503,4.65,7.2599998,26.46,10.74
30120914242237,39.80625,8.25,4.2375,7.2599998,26.46,10.74
30120924242237,37.74375,7.3500004,5.5875,7.2599998,26.46,10.74
30120934242237,39.35625,5.8125,5.4375,7.2599998,26.46,10.74
30120944242237,38.268753,6.4125004,4.0125003,7.2599998,26.46,10.74
30120954242237,38.25,6.4125004,4.6312504,7.2599998,26.46,10.74
30120964242237,39.35625,7.55625,5.08125,7.2599998,26.46,10.74
30120974242237,38.53125,6.4500003,5.6625004,7.2599998,26.46,10.74
30120984242237,38.7,7.0875,3.9375002,7.2599998,26.46,10.74
30120994242237,37.706253,7.8375,4.65,7.2599998,26.46,10.74
30121004242237,38.1375,6.525,3.7125,7.2599998,26.46,10.74
30121014242237,38.775,7.6125,4.21875,7.2599998,26.46,10.74
30121024242237,38.193752,7.1625004,5.2312503,7.2599998,26.46,10.74
30121034242237,38.4375,6.3,3.075,7.2599998,26.46,10.74
30121044242237,39.393753,7.8187504,5.0625,7.2599998,26.46,10.74
30121054242237,39.131252,6.01875,4.0687504,7.2599998,26.46,10.74
30121064242237,40.6875,6.8625,3.8625002,7.2599998,26.46,10.74
30121074242237,40.518753,7.7250004,3.3937502,7.2599998,26.46,10.74
30121084242237,40.55625,8.3625,5.53125,7.2599998,26.46,10.74
