t_ns,hPa
30120408444893,981.55005
30120448444320,981.5398
30120488444841,981.5437
30120528447862,981.552
30120568444528,981.55396
30120608444216,981.55225
30120648443955,981.5464
30120688444528,981.5569
30120728444164,981.5635
30120768447862,981.5593
30120808443799,981.56104
30120848443539,981.56274
30120888443226,981.56836
30120928444841,981.57446
30120968445726,981.56934
30121008445101,981.56885
30121048444997,981.56396
30121088444580,981.5559
30121128444684,981.54663
30121168444632,981.5486
30121208443799,981.5569
30121248444164,981.5571
30121288443955,981.5598
30121328444320,981.5559
30121368444528,981.5586
30121408447080,981.56104
30121448445778,981.5608
30121488444841,981.5569
30121528444945,981.55566
30121568444112,981.55225
30121608444112,981.5493
30121648444007,981.54663
30121688443851,981.5491
30121728444372,981.5447
30121768444580,981.5569
30121808444476,981.5532
30121848446299,981.55444
30121888446039,981.55664
30121928444424,981.5525
30121968443955,981.5559
30122008444164,981.56323
30122048444580,981.5652
30122088449112,981.56274
30122128449372,981.56396
30122168446976,981.56396
30122208448122,981.5603
30122248450830,981.5593
30122288447862,981.5513
30122328451143,981.55493
30122368448330,981.55054
30122408447497,981.55273
30122448451924,981.553
30122488448747,981.55225
30122528450101,981.5508
30122568447757,981.54956
30122608448434,981.5459
30122648447705,981.5554
30122688474424,981.5554
30122728447601,981.55396
30122768448278,981.5591
30122808447601,981.56177
30122848447601,981.56396
30122888448799,981.56494
30122928450466,981.572
30122968449632,981.56836
30123008446716,981.5698
30123048448330,981.5664
30123088450726,981.5659
30123128449424,981.5637
30123168448903,981.56396
30123208448278,981.5608
30123248448226,981.5564
30123288447445,981.5615
30123328447653,981.56006
30123368447757,981.55835
30123408449528,981.56323
30123448448018,981.563
30123488447809,981.5625
30123528449684,981.5593
30123568449268,981.5576
30123608447237,981.55664
30123648447705,981.55396
30123688447809,981.5513
30123728448070,981.5547
30123768448122,981.55054
30123808447966,981.55176
30123848447809,981.55664
30123888449320,981.5498
30123928447914,981.5459
30123968450882,981.5525
30124008450570,981.5481
30124048450257,981.54736
30124088448122,981.55176
30124128447862,981.5586
30124168448070,981.5591
30124208448799,981.5581
30124248448539,981.55786
30124288448018,981.55566
30124328447809,981.5593
30124368453903,981.562
30124408450830,981.5642
30124448448330,981.56226
30124488447757,981.5654
30124528447809,981.5657
30124568448643,981.56226
30124608451351,981.56226
30124648447862,981.5564
30124688449112,981.551
30124728446716,981.55444
30124768448122,981.5491
30124808448018,981.5486
30124848450830,981.551
30124888449424,981.5552
30124928448851,981.55176
30124968449112,981.55005
30125008447237,981.54395
30125048450778,981.552
30125088449997,981.5581
30125128449424,981.5654
30125168447862,981.56714
30125208447497,981.56665
30125248448278,981.56665
30125288447653,981.56934
30125328448382,981.563
30125368447757,981.55493
30125408448695,981.55176
30125448450466,981.5532
30125488552341,981.55005
30125528446924,981.5449
30125568448591,981.54175
30125608447445,981.5513
30125648452289,981.5432
30125688449320,981.5508
30125728449007,981.5559
30125768449684,981.54663
30125808447601,981.5547
30125848447705,981.56323
30125888452132,981.562
30125928448851,981.55664
30125968447705,981.55566
30126008447757,981.5532
30126048447757,981.5598
30126088447601,981.5603
30126128448070,981.56226
30126168447549,981.57007
30126208451299,981.5696
30126248447601,981.5679
30126288447966,981.56714
30126328448070,981.5698
30126368448070,981.57446
30126408451716,981.5691
30126448447601,981.5698
30126488447028,981.56104
30126528451872,981.5571
30126568450570,981.56396
30126608448018,981.55347
30126648447705,981.562
30126688448330,981.5674
30126728448226,981.5747
30126768448122,981.5674
30126808448330,981.5698
30126848449007,981.57007
30126888449268,981.56445
30126928448591,981.5598
30126968447184,981.56006
30127008450830,981.5569
30127048447497,981.55615
30127088448851,981.5603
30127128447289,981.55664
30127168447237,981.5637
30127208447184,981.5669
30127248450830,981.5637
30127288447028,981.5637
30127328447289,981.5669
30127368446924,981.5647
30127408448434,981.5691
30127448448226,981.5764
30127488450101,981.5742
30127528448018,981.57153
30127568448018,981.5659
30127608447705,981.5613
30127648449737,981.5615
30127688447705,981.56274
30127728447757,981.5691
30127768447914,981.5676
30127808448226,981.57544
30127848448174,981.57153
30127888448070,981.5679
30127928447184,981.5664
30127968447184,981.56616
30128008448122,981.5657
30128048451455,981.57007
30128088448070,981.5691
30128128447914,981.56226
30128168446768,981.5598
30128208448382,981.5532
30128248448382,981.55493
30128288448695,981.5488
30128328447393,981.54834
30128368449320,981.552
30128408447809,981.5547
30128448447028,981.5586
30128488451351,981.56006
30128528450882,981.56396
30128568450622,981.5637
30128608448070,981.57056
30128648447497,981.563
30128688451872,981.562
30128728451612,981.5615
30128768450934,981.5596
30128808448122,981.5652
30128848448487,981.56494
30128888450987,981.5574
30128928447445,981.5642
30128968448018,981.56396
30129008450414,981.5713
30129048447497,981.56714
30129088447862,981.5654
30129128446924,981.5674
30129168448122,981.563
30129208447966,981.56396
30129248449216,981.56494
30129288447393,981.56006
30129328448487,981.5569
30129368450257,981.56226
30129408449997,981.5652
30129448446716,981.56616
30129488447445,981.5608
30129528448330,981.551
30129568447653,981.55054
30129608447809,981.5454
30129648449059,981.54004
30129688446716,981.5398
30129728448487,981.54663
30129768450830,981.55225
30129808448278,981.5576
30129848447914,981.5591
30129888447705,981.55493
30129928448434,981.5574
30129968449216,981.56494
30130008446872,981.5569
30130048447132,981.55884
30130088447705,981.5571
30130128448382,981.5613
30130168447601,981.5569
30130208448070,981.5596
30130248447862,981.5681
30130288448903,981.57007
30130328447028,981.5659
30130368447653,981.5613
30130408447601,981.5576
30130448447653,981.5552
30130488447914,981.5532
30130528447862,981.5574
30130568447445,981.55396
30130608447757,981.55664
30130648449320,981.5586
30130688447757,981.5564
30130728451091,981.55347
30130768447966,981.56006
30130808448278,981.563
30130848450362,981.5613
30130888448591,981.5513
30130928448591,981.54834
30130968447549,981.5581
30131008447705,981.563
30131048450309,981.5652
30131088449945,981.5615
30131128448174,981.5647
30131168448122,981.5679
30131208448174,981.56616
30131248448591,981.563
30131288448278,981.56665
30131328448747,981.56494
30131368449841,981.5586
30131408448330,981.56226
30131448448643,981.5598
