t_ns,mx,my,mz,bx,by,bz
19849524363961,11.85,9.900001,62.925003,8.82,48.719997,22.619999
19849534363961,10.8,10.012501,62.287502,8.82,48.719997,22.619999
19849544363961,12.281251,8.56875,61.987503,8.82,48.719997,22.619999
19849554363961,12.750001,10.51875,62.025,8.82,48.719997,22.619999
19849564363961,12.4875,10.106251,63.000004,8.82,48.719997,22.619999
19849574363961,11.175,9.168751,60.881252,8.82,48.719997,22.619999
19849584363961,13.406251,9.225,59.531254,8.82,48.719997,22.619999
19849594363961,11.45625,8.45625,62.4,8.82,48.719997,22.619999
19849604363961,12.13125,10.3125,60.881252,8.82,48.719997,22.619999
19849614363961,10.668751,9.356251,62.775,8.82,48.719997,22.619999
19849624363961,10.012501,9.900001,61.7625,8.82,48.719997,22.619999
19849634363961,11.1,8.418751,63.975002,8.82,48.719997,22.619999
19849644363961,10.743751,9.0,63.54375,8.82,48.719997,22.619999
19849654363961,11.306251,10.33125,62.662502,8.82,48.719997,22.619999
19849664363961,10.650001,9.1125,62.025,8.82,48.719997,22.619999
19849674363961,10.21875,9.168751,61.443752,8.82,48.719997,22.619999
19849684363961,10.462501,8.700001,61.125004,8.82,48.719997,22.619999
19849694363961,11.775001,10.012501,60.937504,8.82,48.719997,22.619999
19849704363961,11.606251,8.85,60.225002,8.82,48.719997,22.619999
19849714363961,9.900001,9.262501,62.100002,8.82,48.719997,22.619999
19849724363961,10.368751,10.462501,63.24375,8.82,48.719997,22.619999
19849734363961,8.868751,9.75,62.5125,8.82,48.719997,22.619999
19849744363961,10.21875,9.5625,63.281254,8.82,48.719997,22.619999
19849754363961,9.975,9.637501,61.781254,8.82,48.719997,22.619999
19849764363961,9.9375,7.7625003,62.60625,8.82,48.719997,22.619999
19849774363961,11.1,11.0625,62.831253,8.82,48.719997,22.619999
19849784363961,9.993751,9.900001,62.381252,8.82,48.719997,22.619999
19849794363961,11.700001,10.25625,64.162506,8.82,48.719997,22.619999
19849804363961,11.306251,10.06875,61.143753,8.82,48.719997,22.619999
19849814363961,9.975,10.9125,62.9625,8.82,48.719997,22.619999
19849824363961,11.19375,9.806251,63.000004,8.82,48.719997,22.619999
19849834363961,10.875,11.26875,61.312504,8.82,48.719997,22.619999
19849844363961,10.5,9.20625,62.49375,8.82,48.719997,22.619999
19849854363961,8.400001,8.0625,63.843754,8.82,48.719997,22.619999
19849864363961,11.231251,9.31875,64.2375,8.82,48.719997,22.619999
19849874363961,8.700001,8.587501,61.95,8.82,48.719997,22.619999
19849884363961,9.88125,9.0,61.350002,8.82,48.719997,22.619999
19849894363961,10.44375,9.95625,63.093754,8.82,48.719997,22.619999
19849904363961,9.65625,8.587501,61.537502,8.82,48.719997,22.619999
19849914363961,9.46875,9.712501,63.05625,8.82,48.719997,22.619999
19849924363961,10.725,9.75,62.756252,8.82,48.719997,22.619999
