t_ns,mx,my,mz,accuracy
19849524363961,3.0187502,-38.831253,40.3125,3
19849534363961,1.9687501,-38.71875,39.65625,3
19849544363961,3.45,-40.143753,39.375,3
19849554363961,3.9375002,-38.193752,39.412502,3
19849564363961,3.6750002,-38.60625,40.36875,3
19849574363961,2.34375,-39.54375,38.25,3
19849584363961,4.5750003,-39.506252,36.91875,3
19849594363961,2.6437502,-40.256252,39.787502,3
19849604363961,3.3187501,-38.41875,38.268753,3
19849614363961,1.85625,-39.35625,40.162502,3
19849624363961,1.2,-38.8125,39.15,3
19849634363961,2.2687502,-40.29375,41.362503,3
19849644363961,1.9125,-39.73125,40.93125,3
19849654363961,2.4750001,-38.4,40.050003,3
19849664363961,1.8375001,-39.61875,39.393753,3
19849674363961,1.3875,-39.54375,38.831253,3
19849684363961,1.63125,-40.0125,38.5125,3
19849694363961,2.9437501,-38.71875,38.325,3
19849704363961,2.775,-39.862503,37.59375,3
19849714363961,1.06875,-39.46875,39.487503,3
19849724363961,1.5562501,-38.268753,40.612503,3
19849734363961,0.056250002,-38.9625,39.9,3
19849744363961,1.3875,-39.16875,40.66875,3
19849754363961,1.1437501,-39.075,39.15,3
19849764363961,1.125,-40.96875,39.975002,3
19849774363961,2.2875001,-37.66875,40.2,3
19849784363961,1.1812501,-38.8125,39.75,3
19849794363961,2.8875,-38.456253,41.53125,3
19849804363961,2.49375,-38.643753,38.53125,3
19849814363961,1.1625,-37.818752,40.350002,3
19849824363961,2.3812501,-38.90625,40.3875,3
19849834363961,2.0625,-37.443752,38.7,3
19849844363961,1.66875,-39.506252,39.881252,3
19849854363961,-0.43125,-40.66875,41.23125,3
19849864363961,2.41875,-39.393753,41.625,3
19849874363961,-0.112500004,-40.125,39.3375,3
19849884363961,1.0500001,-39.7125,38.71875,3
19849894363961,1.63125,-38.756252,40.4625,3
19849904363961,0.82500005,-40.125,38.925003,3
19849914363961,0.65625,-39.018753,40.443752,3
19849924363961,1.9125,-38.9625,40.143753,3
19849934363961,0.50625,-38.90625,40.612503,3
19849944363961,-0.09375,-39.112503,39.0,3
19849954363961,1.7062501,-39.131252,40.93125,3
19849964363961,1.6125001,-39.768753,40.65,3
19849974363961,2.7375002,-38.86875,39.2625,3
19849984363961,2.60625,-38.49375,40.2,3
19849994363961,1.48125,-39.65625,40.2,3
19850004363961,2.90625,-40.21875,41.5875,3
19850014363961,3.16875,-38.925003,40.143753,3
19850024363961,1.575,-39.018753,40.800003,3
19850034363961,3.6375,-39.99375,39.506252,3
19850044363961,2.90625,-38.71875,39.393753,3
19850054363961,1.8000001,-38.86875,39.525,3
19850064363961,2.2687502,-39.80625,39.35625,3
19850074363961,3.91875,-36.956253,36.91875,3
19850084363961,4.5,-37.875,38.100002,3
19850094363961,3.91875,-37.706253,37.40625,3
19850104363961,3.0937502,-37.818752,38.5875,3
19850114363961,0.35625002,-40.068752,39.581253,3
19850124363961,1.40625,-39.91875,41.30625,3
19850134363961,3.3375,-38.025,39.6375,3
19850144363961,2.3625002,-38.90625,40.6875,3
19850154363961,2.5687501,-37.74375,40.331253,3
19850164363961,0.7875,-40.125,39.99375,3
19850174363961,1.7812501,-37.85625,40.125,3
19850184363961,-0.80625004,-39.84375,38.025,3
19850194363961,0.82500005,-39.862503,40.443752,3
19850204363961,0.39375,-39.54375,40.631252,3
19850214363961,0.90000004,-40.36875,40.29375,3
19850224363961,0.675,-40.0125,39.24375,3
19850234363961,1.4625001,-39.91875,39.45,3
19850244363961,0.61875004,-38.268753,40.275,3
19850254363961,3.6750002,-37.85625,39.43125,3
19850264363961,-0.61875004,-39.318752,39.99375,3
19850274363961,1.7625,-39.862503,40.18125,3
19850284363961,0.91875005,-39.225002,40.40625,3
19850294363961,0.1875,-39.956253,40.068752,3
19850304363961,3.5625002,-39.506252,39.3375,3
19850314363961,1.5,-39.65625,39.75,3
19850324363961,3.3937502,-39.65625,39.206253,3
19850334363961,2.8312502,-38.34375,38.925003,3
19850344363961,2.0062501,-39.46875,39.525,3
19850354363961,3.4875002,-38.756252,40.55625,3
19850364363961,2.41875,-39.65625,40.256252,3
19850374363961,1.2750001,-40.068752,39.9375,3
19850384363961,0.61875004,-39.2625,39.99375,3
19850394363961,1.9687501,-38.71875,39.65625,3
19850404363961,1.3687501,-39.54375,39.600002,3
19850414363961,1.63125,-38.756252,40.162502,3
19850424363961,2.7562501,-39.61875,39.43125,3
19850434363961,2.325,-39.54375,39.037502,3
19850444363961,0.975,-38.2125,39.45,3
19850454363961,1.3312501,-39.54375,40.6875,3
19850464363961,2.71875,-38.86875,40.03125,3
19850474363961,1.40625,-40.29375,39.46875,3
19850484363961,3.3937502,-37.7625,39.0,3
19850494363961,-0.3,-39.768753,41.643753,3
19850504363961,1.6875001,-38.49375,40.143753,3
19850514363961,2.1937501,-40.18125,39.675003,3
19850524363961,1.7437501,-39.112503,39.84375,3
19850534363961,2.4750001,-40.40625,39.3375,3
19850544363961,1.2750001,-38.175003,39.73125,3
19850554363961,1.0500001,-38.325,40.987503,3
19850564363961,1.29375,-39.80625,40.3875,3
19850574363961,1.9687501,-37.96875,38.71875,3
19850584363961,1.8375001,-38.86875,38.456253,3
19850594363961,-0.28125,-39.768753,41.193752,3
19850604363961,-0.26250002,-39.768753,40.575,3
19850614363961,1.5,-38.643753,40.331253,3
19850624363961,3.2625,-38.662502,38.268753,3
19850634363961,3.73125,-38.60625,38.53125,3
19850644363961,0.8625,-38.86875,39.487503,3
19850654363961,2.41875,-39.65625,40.256252,3
19850664363961,-0.26250002,-40.0125,39.506252,3
19850674363961,2.34375,-39.300003,39.6375,3
19850684363961,1.3687501,-40.29375,40.537502,3
19850694363961,0.91875005,-39.61875,38.8875,3
19850704363961,2.0062501,-39.7125,38.15625,3
19850714363961,3.54375,-38.756252,38.86875,3
19850724363961,2.1000001,-39.075,38.737503,3
19850734363961,1.40625,-39.54375,38.53125,3
19850744363961,1.6500001,-39.506252,40.65,3
19850754363961,1.6125001,-38.756252,40.78125,3
19850764363961,2.7,-39.24375,38.5125,3
19850774363961,1.5562501,-39.393753,39.112503,3
19850784363961,1.3875,-40.29375,40.237503,3
19850794363961,1.725,-38.49375,38.60625,3
19850804363961,1.7812501,-38.86875,39.84375,3
19850814363961,2.98125,-38.7,37.237503,3
19850824363961,3.1875002,-40.93125,38.9625,3
19850834363961,3.2812502,-37.66875,38.100002,3
19850844363961,0.4875,-39.91875,40.800003,3
19850854363961,1.10625,-39.075,40.237503,3
19850864363961,1.8750001,-39.35625,39.375,3
19850874363961,1.10625,-38.7,37.4625,3
19850884363961,2.34375,-39.54375,38.568752,3
19850894363961,2.4375,-39.65625,39.787502,3
19850904363961,1.85625,-38.60625,39.206253,3
19850914363961,1.9875001,-38.71875,39.35625,3
19850924363961,3.16875,-38.30625,38.4375,3
19850934363961,3.1312501,-38.30625,39.506252,3
19850944363961,3.1312501,-38.30625,39.506252,3
19850954363961,2.4562502,-38.643753,39.300003,3
19850964363961,3.0937502,-37.818752,38.5875,3
19850974363961,2.86875,-37.96875,39.99375,3
19850984363961,3.91875,-39.206253,39.600002,3
19850994363961,2.86875,-37.96875,39.99375,3
19851004363961,1.8000001,-37.10625,38.71875,3
19851014363961,1.8000001,-39.61875,40.162502,3
19851024363961,2.5687501,-38.381252,37.425003,3
19851034363961,3.0187502,-39.206253,38.475002,3
19851044363961,2.0625,-39.45,38.1375,3
19851054363961,3.99375,-38.8125,39.2625,3
19851064363961,2.4562502,-38.90625,38.23125,3
19851074363961,0.95625,-38.98125,41.025,3
19851084363961,1.5187501,-38.643753,39.5625,3
19851094363961,3.2812502,-38.41875,39.037502,3
19851104363961,0.22500001,-39.956253,38.98125,3
19851114363961,2.8312502,-38.34375,39.24375,3
19851124363961,0.35625002,-39.05625,40.0125,3
19851134363961,0.375,-40.068752,38.8125,3
19851144363961,-0.26250002,-39.768753,40.875,3
19851154363961,2.9250002,-39.206253,41.4,3
19851164363961,1.8750001,-37.96875,41.34375,3
19851174363961,-0.3,-39.2625,39.6375,3
19851184363961,0.056250002,-39.225002,38.831253,3
19851194363961,3.0375001,-39.5625,40.48125,3
19851204363961,1.81875,-39.61875,39.7125,3
19851214363961,1.6500001,-39.768753,39.2625,3
19851224363961,2.6437502,-39.24375,40.050003,3
19851234363961,1.7625,-40.256252,38.04375,3
19851244363961,2.775,-40.36875,40.068752,3
19851254363961,3.24375,-38.662502,39.05625,3
19851264363961,3.5812502,-39.506252,39.037502,3
19851274363961,1.35,-40.800003,38.41875,3
19851284363961,1.66875,-39.768753,38.8125,3
19851294363961,0.1875,-40.21875,39.0,3
19851304363961,1.5937501,-38.006252,40.612503,3
19851314363961,0.5625,-39.91875,38.643753,3
19851324363961,0.41250002,-39.54375,40.331253,3
19851334363961,1.7437501,-39.112503,39.54375,3
19851344363961,0.90000004,-38.60625,39.787502,3
19851354363961,2.4375,-39.65625,39.487503,3
19851364363961,0.4875,-38.41875,38.90625,3
19851374363961,1.8750001,-39.975002,40.93125,3
19851384363961,2.7,-39.862503,40.21875,3
19851394363961,-0.09375,-39.862503,39.6375,3
19851404363961,0.675,-39.018753,39.675003,3
19851414363961,-0.54375005,-40.55625,40.48125,3
19851424363961,0.112500004,-40.59375,39.46875,3
19851434363961,1.2375001,-40.443752,38.86875,3
19851444363961,1.5187501,-38.90625,38.49375,3
19851454363961,3.54375,-39.506252,39.65625,3
19851464363961,1.63125,-38.756252,40.4625,3
19851474363961,0.24375,-39.956253,38.68125,3
19851484363961,1.1437501,-38.831253,40.8375,3
19851494363961,1.66875,-40.256252,40.818752,3
19851504363961,2.7,-38.86875,40.65,3
19851514363961,1.3312501,-39.80625,39.61875,3
19851524363961,2.025,-39.46875,39.225002,3
19851534363961,1.5562501,-39.65625,38.362503,3
19851544363961,1.2375001,-40.068752,40.706253,3
19851554363961,0.4875,-38.90625,41.381252,3
19851564363961,1.6500001,-40.256252,41.8875,3
19851574363961,1.95,-39.7125,39.84375,3
19851584363961,1.66875,-39.506252,39.881252,3
19851594363961,1.7437501,-38.86875,40.912502,3
19851604363961,2.5875,-38.756252,39.43125,3
19851614363961,1.9125,-39.975002,39.862503,3
19851624363961,0.8625,-39.862503,39.375,3
19851634363961,1.6125001,-38.756252,40.78125,3
19851644363961,3.05625,-38.0625,38.5875,3
19851654363961,2.775,-39.61875,39.131252,3
19851664363961,1.6500001,-38.756252,39.693752,3
19851674363961,2.79375,-38.34375,40.0125,3
19851684363961,3.15,-38.568752,37.818752,3
