t_ns,wall_ms,type,text
19849565143020,1788549795739,SESSION_START,"20260905_005315_SNU_AJB_AB_run7"
19849565240363,1788549795739,CALIB_START,"stand still 15s"
19864566444472,1788549810740,CALIB_END,"n_fixes=14"
19864566723795,1788549810741,RIDE_START,""
19960747708654,1788549906922,STOP_CALIB_START,"stand still 15s"
19975747619326,1788549921921,STOP_CALIB_END,"n_fixes=15"
19975754930471,1788549921929,SESSION_END,""
