t_ns,gx,gy,gz,bx,by,bz
19849514951253,-0.017104214,-0.015882485,0.012217295,-0.011896228,5.4723304E-4,0.0060576526
19849517330315,-0.015882485,-0.018325943,0.014660755,-0.011896228,5.4723304E-4,0.0060576526
19849519709430,-0.013439025,-0.017104214,0.014660755,-0.011896228,5.4723304E-4,0.0060576526
19849522088440,-0.014660755,-0.014660755,0.014660755,-0.011896228,5.4723304E-4,0.0060576526
19849524467503,-0.015882485,-0.010995566,0.012217295,-0.011896228,5.4723304E-4,0.0060576526
19849526846617,-0.017104214,-0.0073303776,0.0097738365,-0.011896228,5.4723304E-4,0.0060576526
19849529225680,-0.018325943,-0.0012217296,0.0073303776,-0.011896228,5.4723304E-4,0.0060576526
19849531604742,-0.018325943,0.0048869182,0.0024434591,-0.011896228,5.4723304E-4,0.0060576526
19849533983805,-0.018325943,0.0097738365,0.0,-0.011896228,5.4723304E-4,0.0060576526
19849536362815,-0.015882485,0.017104214,-0.0012217296,-0.011896228,5.4723304E-4,0.0060576526
19849538741930,-0.015882485,0.018325943,-0.0036651888,-0.011896228,5.4723304E-4,0.0060576526
19849541120992,-0.015882485,0.019547673,-0.0048869182,-0.011896228,5.4723304E-4,0.0060576526
19849543500055,-0.017104214,0.018325943,-0.0024434591,-0.011896228,5.4723304E-4,0.0060576526
19849545879117,-0.017104214,0.015882485,-0.0024434591,-0.011896228,5.4723304E-4,0.0060576526
19849548258180,-0.017104214,0.010995566,-0.0012217296,-0.011896228,5.4723304E-4,0.0060576526
19849550637242,-0.018325943,0.0061086477,0.0,-0.011896228,5.4723304E-4,0.0060576526
19849553016305,-0.018325943,0.0012217296,0.0048869182,-0.011896228,5.4723304E-4,0.0060576526
19849555395367,-0.015882485,-0.0048869182,0.0073303776,-0.011896228,5.4723304E-4,0.0060576526
19849557774482,-0.015882485,-0.0097738365,0.0097738365,-0.011896228,5.4723304E-4,0.0060576526
19849560153545,-0.015882485,-0.013439025,0.012217295,-0.011896228,5.4723304E-4,0.0060576526
19849562532607,-0.014660755,-0.013439025,0.012217295,-0.011896228,5.4723304E-4,0.0060576526
19849564911670,-0.015882485,-0.014660755,0.012217295,-0.011896228,5.4723304E-4,0.0060576526
19849567290732,-0.014660755,-0.012217295,0.010995566,-0.011896228,5.4723304E-4,0.0060576526
19849569669795,-0.014660755,-0.0061086477,0.0097738365,-0.011896228,5.4723304E-4,0.0060576526
19849572048857,-0.013439025,-0.0012217296,0.0073303776,-0.011896228,5.4723304E-4,0.0060576526
19849574427920,-0.013439025,0.0048869182,0.0036651888,-0.011896228,5.4723304E-4,0.0060576526
19849576806982,-0.012217295,0.010995566,0.0012217296,-0.011896228,5.4723304E-4,0.0060576526
19849579186045,-0.010995566,0.018325943,-0.0024434591,-0.011896228,5.4723304E-4,0.0060576526
19849581565107,-0.010995566,0.02443459,-0.0061086477,-0.011896228,5.4723304E-4,0.0060576526
19849583944170,-0.010995566,0.028099779,-0.0097738365,-0.011896228,5.4723304E-4,0.0060576526
19849586323232,-0.010995566,0.03054324,-0.0097738365,-0.011896228,5.4723304E-4,0.0060576526
19849588702295,-0.0097738365,0.03054324,-0.012217295,-0.011896228,5.4723304E-4,0.0060576526
19849591081409,-0.008552107,0.028099779,-0.010995566,-0.011896228,5.4723304E-4,0.0060576526
19849593460472,-0.008552107,0.020769402,-0.008552107,-0.011896228,5.4723304E-4,0.0060576526
19849595839534,-0.0073303776,0.013439025,-0.0048869182,-0.011896228,5.4723304E-4,0.0060576526
19849598218597,-0.008552107,0.0036651888,-0.0024434591,-0.011896228,5.4723304E-4,0.0060576526
19849600597659,-0.008552107,-0.0073303776,0.0024434591,-0.011896228,5.4723304E-4,0.0060576526
19849602976722,-0.008552107,-0.017104214,0.0073303776,-0.011896228,5.4723304E-4,0.0060576526
19849605355784,-0.0097738365,-0.02687805,0.010995566,-0.011896228,5.4723304E-4,0.0060576526
19849607734847,-0.0097738365,-0.032986697,0.014660755,-0.011896228,5.4723304E-4,0.0060576526
19849610113909,-0.008552107,-0.036651887,0.017104214,-0.011896228,5.4723304E-4,0.0060576526
19849612492972,-0.0073303776,-0.036651887,0.017104214,-0.011896228,5.4723304E-4,0.0060576526
19849614872034,-0.0073303776,-0.034208428,0.018325943,-0.011896228,5.4723304E-4,0.0060576526
19849617251097,-0.008552107,-0.028099779,0.013439025,-0.011896228,5.4723304E-4,0.0060576526
19849619630159,-0.0097738365,-0.019547673,0.010995566,-0.011896228,5.4723304E-4,0.0060576526
19849622009222,-0.008552107,-0.010995566,0.0073303776,-0.011896228,5.4723304E-4,0.0060576526
19849624388336,-0.008552107,0.0024434591,0.0012217296,-0.011896228,5.4723304E-4,0.0060576526
19849626767399,-0.0097738365,0.013439025,-0.0036651888,-0.011896228,5.4723304E-4,0.0060576526
19849629146461,-0.0097738365,0.02443459,-0.0073303776,-0.011896228,5.4723304E-4,0.0060576526
19849631525524,-0.008552107,0.03176497,-0.010995566,-0.011896228,5.4723304E-4,0.0060576526
19849633904586,-0.010995566,0.037873615,-0.013439025,-0.011896228,5.4723304E-4,0.0060576526
19849636283649,-0.008552107,0.042760536,-0.015882485,-0.011896228,5.4723304E-4,0.0060576526
19849638662711,-0.0097738365,0.042760536,-0.015882485,-0.011896228,5.4723304E-4,0.0060576526
19849641041774,-0.0097738365,0.039095346,-0.014660755,-0.011896228,5.4723304E-4,0.0060576526
19849643420836,-0.010995566,0.032986697,-0.012217295,-0.011896228,5.4723304E-4,0.0060576526
19849645799847,-0.010995566,0.020769402,-0.008552107,-0.011896228,5.4723304E-4,0.0060576526
19849648178961,-0.010995566,0.0097738365,-0.0036651888,-0.011896228,5.4723304E-4,0.0060576526
19849650558024,-0.010995566,-0.0036651888,0.0024434591,-0.011896228,5.4723304E-4,0.0060576526
19849652937086,-0.012217295,-0.015882485,0.008552107,-0.011896228,5.4723304E-4,0.0060576526
19849655316149,-0.012217295,-0.02932151,0.015882485,-0.011896228,5.4723304E-4,0.0060576526
19849657695263,-0.012217295,-0.040317077,0.019547673,-0.011896228,5.4723304E-4,0.0060576526
19849660074326,-0.0097738365,-0.046425723,0.02565632,-0.011896228,5.4723304E-4,0.0060576526
19849662453388,-0.0097738365,-0.05131264,0.02932151,-0.011896228,5.4723304E-4,0.0060576526
19849664832451,-0.010995566,-0.050090913,0.02932151,-0.011896228,5.4723304E-4,0.0060576526
19849667211513,-0.008552107,-0.045203995,0.02932151,-0.011896228,5.4723304E-4,0.0060576526
19849669590576,-0.008552107,-0.035430156,0.02443459,-0.011896228,5.4723304E-4,0.0060576526
19849671969638,-0.008552107,-0.023212861,0.020769402,-0.011896228,5.4723304E-4,0.0060576526
19849674348701,-0.008552107,-0.008552107,0.015882485,-0.011896228,5.4723304E-4,0.0060576526
19849676727763,-0.0073303776,0.0048869182,0.0073303776,-0.011896228,5.4723304E-4,0.0060576526
19849679106774,-0.0073303776,0.019547673,0.0012217296,-0.011896228,5.4723304E-4,0.0060576526
19849681485888,-0.008552107,0.032986697,-0.0061086477,-0.011896228,5.4723304E-4,0.0060576526
19849683864951,-0.008552107,0.045203995,-0.012217295,-0.011896228,5.4723304E-4,0.0060576526
19849686244013,-0.0073303776,0.04886918,-0.017104214,-0.011896228,5.4723304E-4,0.0060576526
