t_ns,value
19849547153909,1.0
19853867156357,1.0
19858187153492,1.0
19862507153492,1.0
19865707153805,4.0
19866027157138,3.0
19866667154742,4.0
19866827159378,1.0
19867627154117,0.0
19868587158128,1.0
19868747154013,2.0
19868907154117,3.0
19869067287607,2.0
19870187153597,1.0
19870507155784,0.0
19870667161513,1.0
19870987176409,2.0
19871147155836,3.0
19871307159013,2.0
19871467153545,0.0
19873067155576,7.0
19873227152763,10.0
19873387157763,8.0
19873547156045,14.0
19873707158649,0.0
19874507170784,2.0
19874667153180,4.0
19874987155836,3.0
19875147157607,0.0
19879467156826,0.0
19882187154326,1.0
19882507155940,3.0
19882667159899,0.0
19884267156357,1.0
19884427158753,2.0
19884747153440,0.0
19885547157763,1.0
19887307154795,0.0
19887467155211,1.0
19887627156930,11.0
19887787153284,7.0
19887947154742,0.0
19888587157242,6.0
19888747155836,0.0
19889387155784,2.0
19889547158701,3.0
19889707154326,2.0
19889867329117,1.0
19890027155211,2.0
19890347152867,1.0
19890827156253,2.0
19891147262242,0.0
19892427182034,16.0
19892587159638,14.0
19892747156201,11.0
19892907153909,8.0
19893067167242,4.0
19893227155524,3.0
19893387157138,2.0
19893547153649,4.0
19893707158961,3.0
19893867159117,0.0
19894027159638,2.0
19894347155524,0.0
19894507158388,2.0
19894667153753,1.0
19894987160107,0.0
19895467153180,1.0
19895627156617,0.0
19895947156826,6.0
19896267156670,0.0
19900587296699,0.0
19901227255293,2.0
19901387158262,5.0
19901547161856,9.0
19901707156439,0.0
19903147159876,2.0
19903307158470,5.0
19903467159251,3.0
19903627155606,0.0
19903947157637,1.0
19904107156647,2.0
19904267155137,1.0
19904427157637,2.0
19904587157533,1.0
19904747156335,0.0
19905067160241,1.0
19905227157220,2.0
19905387156126,6.0
19905547155918,12.0
19905707162585,1.0
19905867163678,0.0
19906987157793,1.0
19907147158835,5.0
19907307155658,9.0
19907467157845,8.0
19907627158053,7.0
19907787279981,4.0
19907947154772,1.0
19908427157637,3.0
19908587155606,5.0
19908747159147,4.0
19909067158522,3.0
19909227156074,1.0
19909387160658,2.0
19909547158574,4.0
19909707158418,6.0
19909867155658,1.0
19910507155970,0.0
19910667310085,1.0
19910987158106,0.0
19911147155658,1.0
19911307245814,11.0
19911467156335,8.0
19911627160710,0.0
19912587158262,1.0
19913067155710,0.0
19914667160762,7.0
19914827157741,5.0
19914987155293,0.0
19915307159043,1.0
19915787159720,0.0
19916587157949,1.0
19917707157949,2.0
19918027158053,3.0
19918187171960,4.0
19918347159303,3.0
19918507161074,2.0
19918667155241,1.0
19918987157481,0.0
19919147158418,2.0
19919467276283,0.0
19922027158678,3.0
19922187161126,5.0
19922347160918,2.0
19922507155449,0.0
19922827161074,1.0
19923147155658,2.0
19923787155449,1.0
19923947156543,4.0
19924107156335,12.0
19924267160606,20.0
19924427155658,6.0
19924587158053,0.0
19925067156283,1.0
19925227156022,0.0
19925387160814,1.0
19925547155553,0.0
19926347157845,5.0
19926507157897,8.0
19926667209720,0.0
19926987354668,6.0
19927147157949,11.0
19927307159564,10.0
19927467155606,9.0
19927627327949,8.0
19927787157793,5.0
19927947159981,0.0
19928427157064,4.0
19928587157741,5.0
19928747155397,4.0
19928907240814,2.0
19929067158001,3.0
19929227158262,0.0
19930027156231,2.0
19930187172168,1.0
19930507158887,0.0
19930987157637,1.0
19931147158210,3.0
19931467159460,1.0
19931787157845,0.0
19932267157741,2.0
19932587156178,1.0
19932907160970,3.0
19933067159043,5.0
19933227154616,10.0
19933387160501,6.0
19933547160918,0.0
19934827199876,1.0
19935307158210,4.0
19935467157689,1.0
19935947158106,2.0
19936107158106,3.0
19936427332533,2.0
19936587157845,1.0
19937067317533,2.0
19937547155866,1.0
19938027158626,13.0
19938187155241,10.0
19938347231751,1.0
19939627164668,2.0
19939787160658,10.0
19939947159356,16.0
19940107155293,13.0
19940267160293,8.0
19940427158001,5.0
19940587160241,1.0
19940907158106,2.0
19941067159981,4.0
19941387155762,3.0
19941547161647,2.0
19941867155189,1.0
19942187158574,2.0
19942507157481,1.0
19944587160241,0.0
19944907158158,1.0
19945067155293,2.0
19945227159251,3.0
19945387159928,2.0
19945707156647,1.0
19945867268158,0.0
19946187159408,1.0
19946347155553,2.0
19946667158470,1.0
19947147238522,0.0
19948747158210,1.0
19949227155762,3.0
19949867160553,2.0
19950187156126,1.0
19950667159668,0.0
19950827155397,1.0
19950987158418,0.0
19951307154981,3.0
19951467155814,11.0
19951627158158,19.0
19951787162116,0.0
19952587156803,5.0
19952747156751,40.0
19952907157741,35.0
19953067157741,31.0
19953227157585,26.0
19953387158158,21.0
19953547158574,16.0
19953707156074,12.0
19953867155710,9.0
19954027160085,7.0
19954187158731,6.0
19954347158626,5.0
19954507162897,4.0
19954827158001,3.0
19955147155814,2.0
19955467158262,1.0
19955787198626,2.0
19956427155658,1.0
19956907160918,0.0
19957067155085,1.0
19958187157012,28.0
19958347153811,29.0
19958507157144,30.0
19958667159540,32.0
19958987153499,31.0
19959787157040,32.0
19960907156832,31.0
19961067155946,32.0
19963467256780,31.0
19963947152769,32.0
19964267156988,31.0
19964907159644,30.0
19968267154853,29.0
19968427153394,25.0
19968587156624,15.0
19968747156207,30.0
19970667154228,5.0
19970827153342,4.0
19970987300530,7.0
19971147155634,27.0
19971307153655,13.0
19971467152769,30.0
19971787155946,29.0
19971947158499,30.0
19972107153707,22.0
19972267238082,1.0
19972427155217,29.0
19972907154540,27.0
19973227158082,29.0
19973387156415,30.0
