t_ns,gx,gy,gz,accuracy
19849512572190,-0.00641408,-0.0140498895,0.0048869182,3
19849514951253,-0.0051923506,-0.016493348,0.0061086477,3
19849517330315,-0.003970621,-0.018936807,0.008552107,3
19849519709430,-0.0015271619,-0.017715078,0.008552107,3
19849522088440,-0.0027488915,-0.01527162,0.008552107,3
19849524467503,-0.003970621,-0.011606431,0.0061086477,3
19849526846617,-0.0051923506,-0.007941242,0.0036651888,3
19849529225680,-0.00641408,-0.0018325944,0.0012217296,3
19849531604742,-0.00641408,0.0042760535,-0.0036651888,3
19849533983805,-0.00641408,0.009162972,-0.0061086477,3
19849536362815,-0.003970621,0.016493348,-0.0073303776,3
19849538741930,-0.003970621,0.017715078,-0.0097738365,3
19849541120992,-0.003970621,0.018936807,-0.010995566,3
19849543500055,-0.0051923506,0.017715078,-0.008552107,3
19849545879117,-0.0051923506,0.01527162,-0.008552107,3
19849548258180,-0.0051923506,0.010384701,-0.0073303776,3
19849550637242,-0.00641408,0.005497783,-0.0061086477,3
19849553016305,-0.00641408,6.108648E-4,-0.0012217296,3
19849555395367,-0.003970621,-0.005497783,0.0012217296,3
19849557774482,-0.003970621,-0.010384701,0.0036651888,3
19849560153545,-0.003970621,-0.0140498895,0.0061086477,3
19849562532607,-0.0027488915,-0.0140498895,0.0061086477,3
19849564911670,-0.003970621,-0.01527162,0.0061086477,3
19849567290732,-0.0027488915,-0.01282816,0.0048869182,3
19849569669795,-0.0027488915,-0.0067195124,0.0036651888,3
19849572048857,-0.0015271619,-0.0018325944,0.0012217296,3
19849574427920,-0.0015271619,0.0042760535,-0.0024434591,3
19849576806982,-3.054324E-4,0.010384701,-0.0048869182,3
19849579186045,9.162972E-4,0.017715078,-0.008552107,3
19849581565107,9.162972E-4,0.023823727,-0.012217295,3
19849583944170,9.162972E-4,0.027488915,-0.015882485,3
19849586323232,9.162972E-4,0.029932374,-0.015882485,3
19849588702295,0.0021380268,0.029932374,-0.018325943,3
19849591081409,0.0033597562,0.027488915,-0.017104214,3
19849593460472,0.0033597562,0.020158539,-0.014660755,3
19849595839534,0.004581486,0.01282816,-0.010995566,3
19849598218597,0.0033597562,0.0030543238,-0.008552107,3
19849600597659,0.0033597562,-0.007941242,-0.0036651888,3
19849602976722,0.0033597562,-0.017715078,0.0012217296,3
19849605355784,0.0021380268,-0.027488915,0.0048869182,3
19849607734847,0.0021380268,-0.033597562,0.008552107,3
19849610113909,0.0033597562,-0.037262753,0.010995566,3
19849612492972,0.004581486,-0.037262753,0.010995566,3
19849614872034,0.004581486,-0.034819294,0.012217295,3
19849617251097,0.0033597562,-0.028710645,0.0073303776,3
19849619630159,0.0021380268,-0.020158539,0.0048869182,3
19849622009222,0.0033597562,-0.011606431,0.0012217296,3
19849624388336,0.0033597562,0.0018325944,-0.0048869182,3
19849626767399,0.0021380268,0.01282816,-0.0097738365,3
19849629146461,0.0021380268,0.023823727,-0.013439025,3
19849631525524,0.0033597562,0.031154104,-0.017104214,3
19849633904586,9.162972E-4,0.037262753,-0.019547673,3
19849636283649,0.0033597562,0.04214967,-0.021991132,3
19849638662711,0.0021380268,0.04214967,-0.021991132,3
19849641041774,0.0021380268,0.03848448,-0.020769402,3
19849643420836,9.162972E-4,0.032375835,-0.018325943,3
19849645799847,9.162972E-4,0.020158539,-0.014660755,3
19849648178961,9.162972E-4,0.009162972,-0.0097738365,3
19849650558024,9.162972E-4,-0.0042760535,-0.0036651888,3
19849652937086,-3.054324E-4,-0.016493348,0.0024434591,3
19849655316149,-3.054324E-4,-0.029932374,0.0097738365,3
19849657695263,-3.054324E-4,-0.04092794,0.013439025,3
19849660074326,0.0021380268,-0.04703659,0.019547673,3
19849662453388,0.0021380268,-0.051923506,0.023212861,3
19849664832451,9.162972E-4,-0.05070178,0.023212861,3
19849667211513,0.0033597562,-0.045814857,0.023212861,3
19849669590576,0.0033597562,-0.03604102,0.018325943,3
19849671969638,0.0033597562,-0.023823727,0.014660755,3
19849674348701,0.0033597562,-0.009162972,0.0097738365,3
19849676727763,0.004581486,0.0042760535,0.0012217296,3
19849679106774,0.004581486,0.018936807,-0.0048869182,3
19849681485888,0.0033597562,0.032375835,-0.012217295,3
19849683864951,0.0033597562,0.04459313,-0.018325943,3
19849686244013,0.004581486,0.048258316,-0.023212861,3
19849688623076,0.0070249448,0.051923506,-0.023212861,3
