run,dir,n_win,n_moving,mae_raw,mae,bias,rmse,nll,cov68,sig_mean,mae_slow,false_stops,stop_latency_s,c10_drift_pct,c10_end_m,c10_after_stop_m,c10_rmse_m,c30_drift_pct,c30_end_m,c30_after_stop_m,c30_rmse_m,c60_drift_pct,c60_end_m,c60_after_stop_m,c60_rmse_m,turn_drift_pct,turn_end_m,turn_after_stop_m,turn_rmse_m,fold,cfg,model,rate,win,split,aug,seed,params,epochs,val_nll
12,AB,918,680,0.19229628145694733,0.2909473776817322,-0.09787169843912125,0.39052554965019226,-1.2159326076507568,0.7617647058823529,0.257114052772522,0.7093555331230164,0,0.10000000000000853,2.419243268564204,6.764748486808403,7.276628566277793,4.3978206367090005,2.7462196478858223,5.24775677298016,5.800531758032202,6.254427345172864,,,,,1.9669731839920115,4.455490633622922,5.121567506682203,5.085441674321797,-1,deploy_r1,cnn_r100_w256_deploy,100,256,transfer,1,0,0,0,
13,BA,923,646,0.25204506516456604,0.3497864902019501,-0.20755158364772797,0.4477541446685791,-1.0097535848617554,0.7213622291021672,0.30419620871543884,0.6670675277709961,0,1.9000000000000057,1.190673267398992,3.1510144478354034,3.2541790169538016,7.418405334690381,5.913598934227053,8.448142281138564,8.519893011031327,4.009375478450155,,,,,8.728643484557582,8.852770564223658,8.8953800500648,3.727010511912669,-1,deploy_r1,cnn_r100_w256_deploy,100,256,transfer,1,0,0,0,
14,AB,928,684,0.16910691559314728,0.21658657491207123,-0.1071905866265297,0.29770758748054504,-1.1005346775054932,0.6403508771929824,0.18782542645931244,0.5448451638221741,0,0.10000000000000853,8.534399762251033,23.155937258183577,23.868530940557545,11.12380192360416,3.771034683955044,6.4619650658332946,7.425583593862977,1.7683857575719582,,,,,2.561202726754049,5.73528696449321,6.73218945125896,2.5957716653169824,-1,deploy_r1,cnn_r100_w256_deploy,100,256,transfer,1,0,0,0,
15,BA,986,733,0.11126350611448288,0.17008629441261292,-0.0007395256543532014,0.22440992295742035,-1.4500359296798706,0.723055934515689,0.16156701743602753,0.508836030960083,0,0.10000000000000853,2.649820835611389,7.105960097417347,7.464571659495726,3.0934242722335927,4.311841177948611,7.258636473497825,7.594835549773278,3.8489771844850393,16.391518306834044,6.756667878698327,7.130618634130471,3.4548819050190396,8.241099196501315,8.105580779401738,8.480404051034961,4.153529805393661,-1,deploy_r1,cnn_r100_w256_deploy,100,256,transfer,1,0,0,0,
16,AB,1127,877,0.10562893748283386,0.14851556718349457,0.05400668457150459,0.22296425700187683,-1.5773138999938965,0.6898517673888256,0.13429422676563263,0.6432164907455444,0,0.20000000000000284,6.260692859893765,17.38506798737223,17.48941308191497,7.315600198792957,6.787843767149181,13.414300075408022,13.490833777659,5.459921719803008,12.246718587637432,10.359894528423442,10.498675498329423,4.628672923783225,6.259620348289254,14.421408122899896,14.490640443656392,5.988136416084787,-1,deploy_r1,cnn_r100_w256_deploy,100,256,transfer,1,0,0,0,
17,BA,1062,802,0.09228411316871643,0.14431622624397278,0.023585906252264977,0.20296801626682281,-1.6042308807373047,0.7219451371571073,0.13046588003635406,0.3537956774234772,0,0.09999999999999432,8.025509446891345,22.158789118854266,22.432942708908477,10.720714757587228,6.192504768771818,12.232470744883148,12.495541393293388,4.971991806386934,11.191116835846374,7.677155240755207,7.942998909835813,2.8576176308101697,8.871380732658434,8.80427287200984,9.051644389111097,3.5238506714747375,-1,deploy_r1,cnn_r100_w256_deploy,100,256,transfer,1,0,0,0,
18,AB,990,743,0.1201200932264328,0.17768403887748718,-0.034142617136240005,0.24557703733444214,-1.414982557296753,0.702557200538358,0.16236211359500885,0.4460977017879486,0,0.3999999999999915,1.827518232203825,4.955758646571954,5.148038297993049,5.46347733481353,4.366033888195952,7.496958760121214,8.365271017478577,2.245252187465027,19.89355376992638,8.350181380147392,9.25304573316631,3.403799019456921,2.786677536899997,6.182094081562235,7.065437699900167,2.557243301069553,-1,deploy_r1,cnn_r100_w256_deploy,100,256,transfer,1,0,0,0,
19,BA,894,647,0.25019994378089905,0.3154708743095398,-0.09770479053258896,0.4865536093711853,-0.9855063557624817,0.6769706336939721,0.28061845898628235,1.08449125289917,0,0.10000000000000853,4.213016113274196,11.044139902925652,10.610174343876277,6.3598161878957535,7.381145578224826,10.819367183815652,10.454795693467334,4.180081887355332,,,,,10.413043230320115,10.143068782229946,9.799031274417493,4.267318158289094,-1,deploy_r1,cnn_r100_w256_deploy,100,256,transfer,1,0,0,0,
20,AB,1007,751,0.10018056631088257,0.16664749383926392,-0.01373186893761158,0.24191412329673767,-1.5552616119384766,0.8015978695073236,0.1622239053249359,0.48352131247520447,0,0.6999999999999886,3.0679221972769537,8.369149259591985,8.07900256457285,7.440866289731762,4.594770899891359,7.978357998307279,7.8563833914005015,4.80890379591664,16.82751522253652,8.316398957091478,8.538140697233004,3.5363183217023493,3.9471810365217066,8.849398609756507,8.64035728362868,6.291006894591436,-1,deploy_r1,cnn_r100_w256_deploy,100,256,transfer,1,0,0,0,
21,BA,1045,800,0.10430219024419785,0.15476767718791962,-0.0005685567739419639,0.22663366794586182,-1.5255060195922852,0.71125,0.15170368552207947,0.6261294484138489,0,0.9000000000000057,3.7846358367366144,10.511653902451053,10.321272443082172,6.898469278953432,5.761551781696793,10.796773675907867,11.436263244644424,3.752104093006851,10.506092744619,6.68280675639636,7.235964432725704,2.439098606478255,7.395896779611231,7.309271225149631,7.799096519795875,2.8129764210550756,-1,deploy_r1,cnn_r100_w256_deploy,100,256,transfer,1,0,0,0,
1,AB,1189,1031,0.18166299164295197,0.190878763794899,0.13948684930801392,0.2538163959980011,-0.7297641634941101,0.44713870029097963,0.1426718384027481,0.43322473764419556,0,0.3999999999999915,8.838311148960274,25.94814051458218,25.859235110771902,12.570514188370108,6.605061591179789,15.117456232352747,15.127493240791523,8.239990473384747,11.209502833652602,15.66779181681265,15.577730341632165,8.287552473299868,6.598416029975746,14.811080638217964,14.819426006307099,7.9921538765477,0,cnn_r50_w128,cnn,50,128,gk5,1,0,57602,28,-1.3914
2,BA,1011,936,0.11117548495531082,0.11009223759174347,0.050750505179166794,0.17159907519817352,-1.2519465684890747,0.6410256410256411,0.11363790929317474,0.7051022052764893,0,0.5999999999999943,3.089558549184151,8.682316592983573,8.81432327171176,4.015968966359558,3.8620077292583725,8.102558860237613,8.330949059234035,2.7450384508189494,6.378287467473754,6.595061783298253,6.823054866272533,2.4080656928356,6.458532871423531,6.46865445858903,6.696691919657204,2.3465901548090864,0,cnn_r50_w128,cnn,50,128,gk5,1,0,57602,28,-1.3914
12,AB,754,680,0.17933620512485504,0.22377271950244904,0.056663088500499725,0.29606935381889343,-0.8814801573753357,0.638235294117647,0.251331090927124,0.8964892029762268,0,0.09999999999999432,3.950974033974801,11.047812332495496,11.920774894633757,3.465065787477183,4.861055240365734,9.289000455989955,10.16797220197445,3.511063590054605,,,,,4.35477565459491,9.864223009486413,10.74518656893833,3.4032957156377805,0,cnn_r50_w128,cnn,50,128,gk5,1,0,57602,28,-1.3914
13,BA,768,646,0.2248384952545166,0.3116123080253601,-0.05665051192045212,0.3908224403858185,-0.8960064649581909,0.6578947368421053,0.2882996201515198,0.8005290031433105,0,2.4000000000000057,3.5602092847025455,9.421787824229575,9.524698209573316,5.893761974877611,8.058235662875635,11.511961188456286,11.585017237552378,5.47361491696838,,,,,11.603220860917991,11.76822633086694,11.819091779384351,5.337565683598686,0,cnn_r50_w128,cnn,50,128,gk5,1,0,57602,28,-1.3914
3,AB,1088,939,0.11456894874572754,0.12424640357494354,0.043139148503541946,0.1730455458164215,-1.323765516281128,0.6517571884984026,0.11956161260604858,0.40739038586616516,0,0.6000000000000085,2.1791722087285725,6.221200670568576,6.057094348642348,2.176380883463779,2.9044371547785404,6.3540769022108785,6.191838575358196,2.358106356954984,6.121372089791954,6.462487852083543,6.311962363678446,2.884902307531198,2.9314188582388754,6.451061321722049,6.288883099271689,2.390134958978774,1,cnn_r50_w128,cnn,50,128,gk5,1,0,57602,27,-0.7801
4,BA,933,832,0.08191629499197006,0.1233486756682396,-0.01721741072833538,0.18682432174682617,-1.793311595916748,0.7391826923076923,0.11822323501110077,0.6235169768333435,0,0.7999999999999972,2.5202232580220976,6.9310576649262305,6.868965538260099,4.860220551053405,2.8728472966521204,5.550854055211836,5.481199872420925,2.1247830755941655,6.848876075383035,5.5129272000370255,5.461110576257408,1.9490183173564943,6.176819833686382,6.02807073035201,5.970676422702094,2.1854348715111342,1,cnn_r50_w128,cnn,50,128,gk5,1,0,57602,27,-0.7801
14,AB,756,684,0.15839546918869019,0.20004937052726746,-0.08663968741893768,0.276263952255249,-1.080504298210144,0.7119883040935673,0.22069567441940308,0.573060929775238,0,0.09999999999999432,8.088710892274946,21.94667312744934,22.725279996954946,10.331761349676206,4.299894374704595,7.368207816898836,8.266961069183596,2.520871812776422,,,,,2.97827767121927,6.669240558724963,7.642009261839391,1.6129555995649956,1,cnn_r50_w128,cnn,50,128,gk5,1,0,57602,27,-0.7801
15,BA,834,733,0.1373419314622879,0.17259204387664795,-0.04626396298408508,0.26781317591667175,-1.237908959388733,0.6671214188267395,0.18087626993656158,0.5422086715698242,2,0.10000000000000853,1.6649977718190068,4.464984035837582,5.080702723540943,1.6415312126583972,2.4972514917490205,4.2039212516009625,4.601766945114415,2.9452076420017295,12.399580905762809,5.111170816943706,5.783583593784958,2.508697025124457,6.3924785247344245,6.287359225675043,6.80448575053799,3.454486842123807,1,cnn_r50_w128,cnn,50,128,gk5,1,0,57602,27,-0.7801
5,AB,1013,914,0.16213402152061462,0.18373800814151764,0.11561180651187897,0.2474374622106552,-0.9887241721153259,0.5164113785557987,0.15138761699199677,0.5413347482681274,4,0.10000000000000853,4.681947148258737,13.205576932542062,12.916126305908922,5.932984231118868,5.400510760470003,11.466160369938649,11.189061051265705,5.500610747304996,8.577946447415442,8.939620909499755,8.681295661705036,4.060581621451115,5.4214490205553805,12.088754289695638,11.809495217350841,5.743319156551411,2,cnn_r50_w128,cnn,50,128,gk5,1,0,57602,17,-1.1171
6,BA,948,854,0.12948425114154816,0.1282552182674408,0.10050530731678009,0.199363112449646,-1.3656572103500366,0.6241217798594848,0.14725922048091888,0.7396255731582642,0,0.09999999999999432,3.3280587087118265,9.454503791445209,9.60439733431268,4.652895030700611,5.006105536788477,10.195175106127481,10.329904292333639,6.357569305581779,7.318842012888302,6.633780664925732,6.737580068099781,2.3320790613731877,6.34918470788774,6.5079370194306545,6.6395650342215635,2.8017537074975443,2,cnn_r50_w128,cnn,50,128,gk5,1,0,57602,17,-1.1171
16,AB,961,877,0.16622984409332275,0.18991562724113464,0.0999625101685524,0.2864297926425934,-1.0310248136520386,0.6009122006841505,0.16588783264160156,0.893251359462738,0,0.20000000000000284,7.709163241159743,21.407267545718128,21.489761922890274,9.041242153270211,8.624135664623454,17.043224279287525,17.09986682991231,7.062399161973368,14.82381135545471,12.539940478977153,12.657828506401131,5.4429943019817735,8.179906400492188,18.845514910638112,18.89312670378063,8.155409125378288,2,cnn_r50_w128,cnn,50,128,gk5,1,0,57602,17,-1.1171
17,BA,902,802,0.12090951949357986,0.14616066217422485,0.024852393195033073,0.20100446045398712,-1.3856998682022095,0.7244389027431422,0.16928471624851227,0.535201907157898,0,0.10000000000000853,7.812948593869723,21.57189913408771,21.844258372533577,10.709618803155449,5.767592140808952,11.393112280938345,11.662830381353178,4.854508491558693,10.235892786086941,7.021867352399296,7.2908201107912864,2.7383673282785206,8.19968438417309,8.137657593350118,8.387124701604016,3.381312742605347,2,cnn_r50_w128,cnn,50,128,gk5,1,0,57602,17,-1.1171
7,AB,1003,908,0.12264659255743027,0.16951079666614532,0.02571014314889908,0.25587427616119385,-1.2624928951263428,0.6563876651982379,0.13610193133354187,0.7266156077384949,0,0.09999999999999432,2.611529849376413,7.430408498616752,7.4407805539922816,3.191861826111454,3.5605570797248856,7.5409486919719315,7.606529495152931,3.7727750673218576,5.892035330696001,6.082051832622912,6.294128171950352,1.863162608496307,3.456907626697136,7.7448996820304865,7.853842744554675,3.1367402511777547,3,cnn_r50_w128,cnn,50,128,gk5,1,0,57602,24,-1.4487
9,BA,993,905,0.10453758388757706,0.12914755940437317,0.03312978520989418,0.19131453335285187,-1.5666440725326538,0.7292817679558011,0.13768315315246582,0.7129015326499939,0,0.10000000000000853,2.109225197874892,6.03125459780469,5.702694812293441,1.414440555343601,3.5584779867074845,7.8254142569477185,7.318591685972416,2.3802396550211458,5.862076029016734,6.279450345322045,5.923053127588932,2.2798265032062193,6.164105105246633,6.264816759304731,5.921801901423011,2.363079824082742,3,cnn_r50_w128,cnn,50,128,gk5,1,0,57602,24,-1.4487
18,AB,845,743,0.13315151631832123,0.1507781744003296,0.02882562391459942,0.21527424454689026,-1.2770203351974487,0.7402422611036339,0.18826137483119965,0.5302532315254211,0,0.20000000000000284,3.194922469726508,8.663806672604656,8.663030481038321,7.03782087798471,3.8805778075650283,6.663377457378752,7.3999478021458724,3.310902251902312,18.69857015521209,7.848595286251337,8.758494957143974,3.0363261842860476,3.145122733635911,6.977285451917415,7.654590175033989,3.6166077362371922,3,cnn_r50_w128,cnn,50,128,gk5,1,0,57602,24,-1.4487
19,BA,737,648,0.29608991742134094,0.2966468930244446,0.1910204291343689,0.6065852642059326,-0.4101930856704712,0.6419753086419753,0.2921808362007141,1.1544909477233887,0,0.09999999999999432,7.378717511780677,19.342814343271307,19.061523761809156,10.814886887259865,6.752987855052718,9.898606444940864,9.56831643737711,3.727600899722671,,,,,9.658392398384397,9.407983454570575,9.053629064993045,3.9035702784731403,3,cnn_r50_w128,cnn,50,128,gk5,1,0,57602,24,-1.4487
10,AB,774,673,0.1981797069311142,0.21418297290802002,-0.008537232875823975,0.3040577471256256,-0.7974339127540588,0.6671619613670133,0.24724629521369934,0.9794667363166809,0,0.10000000000000853,3.2454284599379264,8.846415465745178,9.123904850701578,2.184374358769,4.194766628785736,7.501908201769995,7.808514841385621,2.233811813247135,,,,,3.6023027144377497,7.8659991988203934,8.166593347081024,2.1859954757081583,4,cnn_r50_w128,cnn,50,128,gk5,1,0,57602,14,-0.3914
11,BA,695,595,0.42764562368392944,0.3776475191116333,0.2134566307067871,0.7073269486427307,1.468170166015625,0.47394957983193275,0.26824110746383667,0.9094659090042114,1,0.10000000000000853,5.029696046919984,13.50491465287645,13.389759983383525,8.712639555189298,6.388059261950953,8.813820144749918,9.593167292981002,3.5219802246404748,,,,,8.144286291538169,7.887833244445927,8.816094516250963,2.659929295949935,4,cnn_r50_w128,cnn,50,128,gk5,1,0,57602,14,-0.3914
20,AB,855,751,0.1450159251689911,0.18153519928455353,0.008791718631982803,0.258720338344574,-1.2207432985305786,0.7217043941411452,0.19794835150241852,0.4661180377006531,0,0.5999999999999943,3.711448324201977,10.124658644237721,9.837086741255318,8.1736204377817,5.022160435828808,8.720476984592322,8.585994082168588,5.368461315149588,16.334467320264455,8.072727624394656,8.311170773051732,3.378071850593361,4.505855263796362,10.1019205702156,9.88360553225093,7.104313550441481,4,cnn_r50_w128,cnn,50,128,gk5,1,0,57602,14,-0.3914
21,BA,882,800,0.14881360530853271,0.19020557403564453,0.045671187341213226,0.24742041528224945,-1.178484320640564,0.675,0.18860305845737457,0.7157368659973145,0,0.7999999999999972,5.010801352213248,13.917272852813449,13.74977419844425,8.942377545478623,6.666256990948129,12.492132453855854,13.07051425418727,5.110078952430572,12.498333932035683,7.950048840705803,8.500335394986754,3.0598253768406485,8.756650662892467,8.65408707371546,9.133845730218367,3.5249631659782277,4,cnn_r50_w128,cnn,50,128,gk5,1,0,57602,14,-0.3914
1,AB,1189,1031,0.12684521079063416,0.13502483069896698,0.05916208773851395,0.2028389871120453,-1.3544822931289673,0.6925315227934045,0.14115069806575775,0.33068543672561646,0,0.4000000000000057,7.713047249596034,22.64451097670097,22.54063559707131,10.828695741402331,3.7702372722152453,8.62919991910603,8.637429642305802,4.804397419711859,8.687208805067621,12.142320765409917,12.036283741749664,6.654438769531606,3.7253458728623974,8.362067180601867,8.368351686170755,4.579563170605654,0,cnngru_r100_w256,cnngru,100,256,gk5,1,0,61794,18,-1.4606
2,BA,1011,936,0.10124379396438599,0.11520926654338837,0.042610809206962585,0.17433352768421173,-1.4237715005874634,0.7136752136752137,0.12062359601259232,0.6384283304214478,0,0.7000000000000028,2.8956795297940827,8.137475315408084,8.280994870263847,3.667329313735464,3.9014688857822684,8.18534904758126,8.413653839861674,2.5051320571659383,6.633834833311396,6.859294255549286,7.0878872053229145,2.318633100495789,6.651662891269782,6.6620871450577255,6.890678904921998,2.210379366004388,0,cnngru_r100_w256,cnngru,100,256,gk5,1,0,61794,18,-1.4606
12,AB,754,680,0.29796722531318665,0.3498968183994293,-0.0961846262216568,0.5450676083564758,-0.8561548590660095,0.5941176470588235,0.2897261679172516,0.9559493660926819,0,0.10000000000000853,2.8336043934644692,7.923395419543232,8.288503285561731,5.697910476584225,3.365553228241531,6.431242585394261,6.6289494898364785,8.792253887185085,,,,,2.4336669374252677,5.512622303802644,5.844805064970282,7.055757476369784,0,cnngru_r100_w256,cnngru,100,256,gk5,1,0,61794,18,-1.4606
13,BA,767,646,0.295021116733551,0.4040508568286896,-0.17733004689216614,0.557553768157959,-0.9070447683334351,0.6578947368421053,0.3379424810409546,0.6798146367073059,0,2.299999999999997,2.712442255162369,7.178245257497501,7.2744095094802885,10.676972456930818,7.315251761629935,10.450537547771141,10.53104618410606,5.347232805516191,,,,,10.589588391467776,10.74017933772697,10.796583369942589,4.984830510688872,0,cnngru_r100_w256,cnngru,100,256,gk5,1,0,61794,18,-1.4606
3,AB,1087,939,0.08570194244384766,0.10864871740341187,0.0003246006672270596,0.14951087534427643,-1.7536888122558594,0.7199148029818956,0.11351263523101807,0.41962239146232605,0,0.5999999999999943,1.3217325133013331,3.7733425404044016,3.614994994022138,1.7499676235955428,2.3674470608071387,5.179296326495547,5.020194177268084,1.8057884697654598,5.3526882204147395,5.6509687849405985,5.500848122139034,2.4951419515483946,2.393748977147188,5.267831786298615,5.108979091785063,1.8214459034120527,1,cnngru_r100_w256,cnngru,100,256,gk5,1,0,61794,24,-0.8161
4,BA,932,832,0.07016225904226303,0.11444996297359467,-0.015198709443211555,0.1743156462907791,-1.9078856706619263,0.7860576923076923,0.11035804450511932,0.566351592540741,0,0.7999999999999972,2.4438255144221874,6.720950419595594,6.658184897625449,4.501594817216729,2.5116566931348836,4.852969302139684,4.784166207756528,1.7873711916818646,6.66337306509077,5.363608599456013,5.30925521863533,1.9435820010665283,5.900944499770375,5.758838978353071,5.701990849906956,2.0530673122177316,1,cnngru_r100_w256,cnngru,100,256,gk5,1,0,61794,24,-0.8161
14,AB,757,684,0.122647725045681,0.17954270541667938,-0.0715220496058464,0.27381640672683716,-1.3374881744384766,0.7236842105263158,0.16549134254455566,0.5788767337799072,0,0.10000000000000853,8.05240766858668,21.84817350317423,22.640915863594238,10.203452933379113,4.539140298927033,7.778174559195399,8.635080210377044,2.9054757084343072,,,,,3.2007954380897914,7.167523351558799,8.098920698676721,1.7667448241319186,1,cnngru_r100_w256,cnngru,100,256,gk5,1,0,61794,24,-0.8161
15,BA,834,733,0.12673769891262054,0.16622743010520935,-0.06187473237514496,0.2403016835451126,-1.3475584983825684,0.5934515688949522,0.13996204733848572,0.5884286761283875,0,0.10000000000000853,1.4190125730272778,3.8053315100221927,3.791729121311192,1.887974809974736,2.390608886407404,4.024397036117273,4.148505248247059,3.001783895277591,13.293091149975643,5.479480320270418,5.342216778047214,2.672806780110261,5.749891619220174,5.655339158176912,5.7019953203308,3.039280926058887,1,cnngru_r100_w256,cnngru,100,256,gk5,1,0,61794,24,-0.8161
5,AB,1014,914,0.09648139029741287,0.12097663432359695,-0.03193903714418411,0.18011921644210815,-1.6246471405029297,0.6684901531728665,0.11752930283546448,0.5883320569992065,0,0.3999999999999915,1.64768753669474,4.647353726473691,4.445401578830623,1.3915956646064103,1.6763551101491414,3.5591738230817636,3.2917290565089976,1.8508507735038624,4.774411193983967,4.975716087986162,4.745547907375254,1.4965197813145987,1.649055821689338,3.6770668806090474,3.402398029539113,1.6585067099446515,2,cnngru_r100_w256,cnngru,100,256,gk5,1,0,61794,28,-1.5943
6,BA,946,854,0.09103922545909882,0.11350896954536438,-0.016248738393187523,0.17485959827899933,-1.6553961038589478,0.7330210772833724,0.1111922413110733,0.7384878993034363,0,0.19999999999998863,0.7713785619569443,2.191368054767383,2.3274351208946524,3.14087675218247,2.640288415215053,5.3770745594520335,5.469270750258182,4.750140030636622,5.2126181069885815,4.724704420574895,4.793238193095592,1.7902920503470128,3.7949700772531334,3.8898578935190042,4.004263041468708,1.543015756999481,2,cnngru_r100_w256,cnngru,100,256,gk5,1,0,61794,28,-1.5943
16,AB,960,877,0.11830329149961472,0.15692490339279175,-0.022557457908988,0.2493414580821991,-1.2919713258743286,0.6590649942987458,0.11776207387447357,0.7529700398445129,0,0.20000000000000284,5.797742460193937,16.0995195099631,16.256144166528678,6.930654754502302,6.029110519771384,11.914873187185881,12.035154440397863,4.71519476660383,10.602824886823823,8.96927178858517,9.129503764391364,3.9169442030853823,5.592747758839411,12.885014341277078,12.999782008278965,5.224744030632352,2,cnngru_r100_w256,cnngru,100,256,gk5,1,0,61794,28,-1.5943
17,BA,904,802,0.13048382103443146,0.13853628933429718,-0.07829857617616653,0.19974811375141144,-1.2467790842056274,0.5411471321695761,0.11912178248167038,0.49192723631858826,0,0.09999999999999432,7.481577965139395,20.656970065620705,20.90918854638253,10.491965378046935,5.401425925456058,10.669799553000436,10.940207708172704,5.007894109962088,8.628960220544965,5.919504563408023,6.194448731197785,2.198226101838796,6.808390394802436,6.756888094582849,7.030795132974941,2.247249500924727,2,cnngru_r100_w256,cnngru,100,256,gk5,1,0,61794,28,-1.5943
7,AB,1004,907,0.1395399421453476,0.18846601247787476,0.03261670097708702,0.2943359315395355,-1.1219568252563477,0.6857772877618522,0.14532369375228882,0.7923606038093567,0,0.10000000000000853,3.1612116113616326,8.994380680196404,9.010053986377399,3.868347499046953,4.283577131792018,9.072241968227006,9.129838490702687,4.691692587476984,6.954293322461436,7.178567349404805,7.380324240863547,2.5510866828005883,4.003738587556199,8.970026700807152,9.06544978986667,3.884147653101549,3,cnngru_r100_w256,cnngru,100,256,gk5,1,0,61794,20,-1.4564
9,BA,991,905,0.09900342673063278,0.1321500539779663,0.01703575812280178,0.18878823518753052,-1.5848084688186646,0.7734806629834254,0.14427968859672546,0.6620304584503174,0,0.09999999999999432,1.932960554053239,5.527232104355033,5.255959088985906,1.314792220602726,3.4609644304315976,7.610973145782367,7.124924021935727,2.325195927954621,5.574986571539011,5.971920387680197,5.6111445959871125,2.100108652982833,5.997657513909451,6.0956496795825625,5.748723538686947,2.262334376979617,3,cnngru_r100_w256,cnngru,100,256,gk5,1,0,61794,20,-1.4564
18,AB,843,743,0.11860933899879456,0.18545523285865784,0.0426739901304245,0.25881442427635193,-1.4236743450164795,0.7738896366083445,0.17562216520309448,0.5090510845184326,0,0.3999999999999915,3.717256433991217,10.080241821753052,10.125819743844449,7.687971918031436,4.984056952243845,8.558172104455856,9.29846922793472,3.796877695224308,18.175879731767633,7.629199602005857,8.539529111387685,2.985338201864048,3.685829215376497,8.176813670151576,8.826710480096704,4.246992281859208,3,cnngru_r100_w256,cnngru,100,256,gk5,1,0,61794,20,-1.4564
19,BA,738,647,0.22582875192165375,0.27507951855659485,0.07192689180374146,0.5139760375022888,-0.5563510656356812,0.714064914992272,0.2710583806037903,1.231419563293457,0,0.10000000000000853,5.407817152309871,14.17623089818554,13.857629670744366,6.263862175976818,6.716547177035689,9.845191284419364,9.519915529109577,3.6944182839667943,,,,,9.474832304500687,9.229182443496908,8.892137835111212,3.7751566715361333,3,cnngru_r100_w256,cnngru,100,256,gk5,1,0,61794,20,-1.4564
10,AB,775,673,0.17102010548114777,0.21426664292812347,0.04444431513547897,0.3022300601005554,-0.9525042176246643,0.7147102526002972,0.22408263385295868,0.7692186236381531,0,0.09999999999999432,3.9567849398797663,10.785436782497882,11.110862586704231,2.6861609205403365,5.036782806099773,9.007767436767224,9.339129026104537,2.2735443684232384,,,,,4.473333638219479,9.767984981734882,10.101201746889185,2.434721778473897,4,cnngru_r100_w256,cnngru,100,256,gk5,1,0,61794,17,-0.7865
11,BA,696,595,0.32447192072868347,0.3259492814540863,-0.007774827536195517,0.5821772217750549,-0.253324419260025,0.6554621848739496,0.33521559834480286,1.011104702949524,0,0.20000000000000284,0.4585315324378215,1.2311736441842172,1.7277479458762481,5.600775585430118,8.137486967928934,11.227564370413734,12.033151882711289,4.520428106817601,,,,,9.634074906926235,9.33071034220518,10.191256371063993,3.4145730783282704,4,cnngru_r100_w256,cnngru,100,256,gk5,1,0,61794,17,-0.7865
20,AB,851,751,0.11994562298059464,0.1690213680267334,0.00801018625497818,0.2638041377067566,-1.4016785621643066,0.8055925432756325,0.1857331097126007,0.46884778141975403,0,0.6999999999999886,4.0076204607273,10.93260247648769,10.633183212599333,8.740027433589152,4.377593908242473,7.601251973627971,7.4156802414328125,5.219076859776763,15.243536175312729,7.533573832753184,7.746186786786436,2.945822225085571,4.48237658910125,10.049282459806319,9.805750175020808,7.266747384377425,4,cnngru_r100_w256,cnngru,100,256,gk5,1,0,61794,17,-0.7865
21,BA,882,800,0.1384766548871994,0.20332613587379456,0.03969894349575043,0.26765111088752747,-1.2294987440109253,0.6775,0.1667078584432602,0.6317189931869507,0,0.9000000000000057,5.208270570874016,14.46573462628206,14.295919746270991,9.009875350890129,6.534527344179434,12.245279655086073,12.81199281485112,5.245582112820581,11.837106645398709,7.529449643072179,8.067926743048679,3.0122348353338704,8.627251974287843,8.526203986731707,8.97622218714191,3.761955324915261,4,cnngru_r100_w256,cnngru,100,256,gk5,1,0,61794,17,-0.7865
1,AB,1191,1031,0.19377434253692627,0.19078704714775085,0.17272348701953888,0.272582471370697,-0.7626487016677856,0.44713870029097963,0.14879773557186127,0.389886736869812,0,0.4000000000000057,9.092289044247188,26.6937868268053,26.607237945923462,13.329579796096233,7.103603454018403,16.258503092766983,16.26816489929085,9.182817190162016,11.084212139432632,15.492669998944946,15.40216165253385,8.137385347664054,7.097270934711987,15.930831224912353,15.938605018660652,8.90587064205184,0,cnn_r100_w256_s1,cnn,100,256,gk5,1,1,57602,26,-0.8324
2,BA,1036,936,0.1048651784658432,0.11768919229507446,0.06284897774457932,0.17169055342674255,-1.4200944900512695,0.6741452991452992,0.12096250057220459,0.600853443145752,0,0.7000000000000028,3.425637830019691,9.626770847565325,9.772431210353833,4.299060248874875,4.2219972016685885,8.85782298546757,9.085714406717841,3.3446074847599254,6.58686563586358,6.810728749422456,7.038168264868313,2.635858202211413,6.612138982972283,6.622501296271432,6.849927625035413,2.5407982745104087,0,cnn_r100_w256_s1,cnn,100,256,gk5,1,1,57602,26,-0.8324
12,AB,761,680,0.24574044346809387,0.30083397030830383,0.0886615738272667,0.38324329257011414,-0.759319543838501,0.6264705882352941,0.29034820199012756,0.8529822826385498,0,0.10000000000000853,4.911722524878389,13.734281272802075,14.600078250826522,4.789373686182716,5.397520726173633,10.314133456107339,11.170781081945854,4.209182128873658,,,,,4.894887422227332,11.087657544019219,11.964320240321097,3.759718486948527,0,cnn_r100_w256_s1,cnn,100,256,gk5,1,1,57602,26,-0.8324
13,BA,770,646,0.23509135842323303,0.3184060752391815,0.005400028545409441,0.3898567855358124,-0.8110716342926025,0.6996904024767802,0.33407455682754517,0.7143869400024414,0,2.5,4.360132283031468,11.538715275197207,11.648375886270943,7.86740255624838,9.448096595051018,13.49751060372928,13.57996084653585,7.114785575696396,,,,,12.962289110281159,13.146621429030702,13.205492444005621,6.427926905582179,0,cnn_r100_w256_s1,cnn,100,256,gk5,1,1,57602,26,-0.8324
