t_ns,qx,qy,qz,qw,heading_acc_rad
21223420542971,-0.018599745,0.5405448,0.83867973,0.06388813,-1.0
21223425301148,-0.020865764,0.5401238,0.8382459,0.07193487,-1.0
21223430059325,-0.022310605,0.53921527,0.83830893,0.077377476,-1.0
21223434817554,-0.022989465,0.5380269,0.83877796,0.08031229,-1.0
21223439575731,-0.022959162,0.5370507,0.8393688,0.08068077,-1.0
21223444333909,-0.022397812,0.5364764,0.83991647,0.078941695,-1.0
21223449092086,-0.021360023,0.5359631,0.84060705,0.07527982,-1.0
21223453850315,-0.020137705,0.5353379,0.8414282,0.070755534,-1.0
21223458608492,-0.019016074,0.5347277,0.84220314,0.06632139,-1.0
21223463366669,-0.01818459,0.53422135,0.8428195,0.06270655,-1.0
21223468124898,-0.017751347,0.53389,0.84320575,0.060418807,-1.0
21223472883075,-0.017749123,0.5337923,0.84331816,0.05970971,-1.0
21223477641252,-0.018014535,0.5339508,0.84318465,0.06009666,-1.0
21223482399429,-0.01839817,0.53429365,0.8428884,0.06108175,-1.0
21223487157659,-0.018764017,0.534712,0.84253645,0.06215498,-1.0
21223491915836,-0.019010471,0.5351468,0.84220064,0.06288605,-1.0
21223496674013,-0.019100526,0.53546476,0.8419796,0.06311032,-1.0
21223501432190,-0.019050324,0.53568286,0.841864,0.062816605,-1.0
21223506190419,-0.018876432,0.5358581,0.84181553,0.06201965,-1.0
21223510948596,-0.018639835,0.53602713,0.8417952,0.060895998,-1.0
21223515706773,-0.01840774,0.53621906,0.84176356,0.059703168,-1.0
21223520464950,-0.018224193,0.5363894,0.8417361,0.058605667,-1.0
21223525223179,-0.01810756,0.5364838,0.84174055,0.057707023,-1.0
21223529981356,-0.018098138,0.5364762,0.84178096,0.05718928,-1.0
21223534739534,-0.018185822,0.5363944,0.8418387,0.05707813,-1.0
21223539497711,-0.018349422,0.536299,0.84187883,0.05732983,-1.0
21223544255940,-0.018525586,0.5361691,0.8419266,0.057785284,-1.0
21223549014117,-0.018679874,0.53603125,0.8419718,0.058352523,-1.0
