t_ns,gx,gy,gz
21223411026565,-0.6842224,8.9092455,4.0407395
21223415784794,-0.8402937,8.885822,4.0628133
21223420542971,-0.9832859,8.868265,4.0690813
21223425301148,-1.1050993,8.850613,4.076249
21223430059325,-1.1851591,8.831921,4.0942597
21223434817554,-1.2256985,8.814978,4.1187634
21223439575731,-1.2278098,8.805024,4.139375
21223444333909,-1.1996014,8.802983,4.151968
21223449092086,-1.1435063,8.804929,4.1636543
21223453850315,-1.0752512,8.806834,4.1777854
21223458608492,-1.0096786,8.808102,4.191454
21223463366669,-0.95762926,8.808566,4.202676
21223468124898,-0.9262387,8.808462,4.2099237
21223472883075,-0.9187015,8.808273,4.211971
21223477641252,-0.9272822,8.809049,4.2084646
21223482399429,-0.9442469,8.810806,4.2010083
21223487157659,-0.9619223,8.8132,4.1919694
21223491915836,-0.97407293,8.816285,4.182665
21223496674013,-0.97822523,8.819022,4.1759195
21223501432190,-0.974537,8.821581,4.171375
21223506190419,-0.96348774,8.824473,4.167822
21223510948596,-0.94796634,8.82775,4.1644425
21223515706773,-0.9318071,8.831293,4.1605754
21223520464950,-0.9174203,8.834424,4.1571226
21223525223179,-0.9061492,8.836483,4.155219
21223529981356,-0.90055156,8.836976,4.155387
21223534739534,-0.9007589,8.836176,4.157045
21223539497711,-0.9060151,8.834747,4.158935
21223544255940,-0.91358495,8.832743,4.1615396
21223549014117,-0.9219566,8.830559,4.164326
21223553772294,-0.92770606,8.82854,4.1673284
21223558530523,-0.9275867,8.827471,4.1696205
21223563288700,-0.9215802,8.827216,4.1714907
21223568046877,-0.9123915,8.82753,4.1728477
21223572805054,-0.9034996,8.828352,4.1730413
21223577563231,-0.8980263,8.82933,4.1721554
21223582321461,-0.8992199,8.8298645,4.1707664
21223587079638,-0.90614927,8.830063,4.168846
21223591837815,-0.916121,8.82943,4.168007
21223596596044,-0.9254095,8.828568,4.167779
21223601354221,-0.93036103,8.8277445,4.1684203
21223606112398,-0.92874527,8.827315,4.1696916
21223610870575,-0.92045647,8.8275795,4.170967
21223615628804,-0.90804106,8.828676,4.17137
21223620386981,-0.8953274,8.830312,4.170654
21223625145159,-0.8862739,8.831667,4.169721
21223629903388,-0.883769,8.832542,4.1683965
21223634661565,-0.8882311,8.832619,4.167285
21223639419742,-0.8968278,8.831815,4.16715
21223644177919,-0.9067241,8.830425,4.167952
21223648936148,-0.9143509,8.829108,4.169077
21223653694325,-0.9166655,8.82853,4.169792
21223658452502,-0.9125491,8.828872,4.1699724
21223663210679,-0.9030967,8.829731,4.170212
21223667968909,-0.8908484,8.8310585,4.1700335
21223672727086,-0.87961495,8.832404,4.1695685
21223677485263,-0.87326753,8.833168,4.169285
21223682243492,-0.8733277,8.833234,4.1691318
21223687001669,-0.87783533,8.832726,4.1692615
21223691759846,-0.8845711,8.831727,4.1699524
21223696518023,-0.89037573,8.830672,4.170953
21223701276252,-0.89316565,8.829878,4.1720376
21223706034429,-0.8910446,8.829465,4.1733665
21223710792606,-0.8848942,8.829478,4.174645
21223715550784,-0.87672526,8.829769,4.175754
21223720309013,-0.8695559,8.830078,4.176599
21223725067190,-0.86505294,8.830441,4.176767
21223729825367,-0.8644516,8.830523,4.176718
21223734583544,-0.8668799,8.830207,4.176885
21223739341773,-0.8703447,8.829502,4.177652
21223744099950,-0.87253404,8.828849,4.178576
21223748858127,-0.87196124,8.828433,4.1795735
21223753616356,-0.8681816,8.828594,4.1800194
21223758374534,-0.86215496,8.829388,4.1795917
21223763132659,-0.85589737,8.830456,4.1786227
21223767890888,-0.8508424,8.831513,4.177419
21223772649117,-0.8486051,8.832719,4.1753244
21223777407294,-0.8494549,8.833828,4.1728067
21223782165471,-0.8521829,8.834329,4.1711855
21223786923700,-0.85535145,8.834185,4.1708446
21223791681877,-0.85702276,8.833913,4.171077
21223796440054,-0.85627645,8.833716,4.171649
21223801198231,-0.8527516,8.83384,4.172106
21223805956461,-0.8471722,8.834218,4.172444
21223810714638,-0.8409441,8.834732,4.172614
21223815472815,-0.83560395,8.835068,4.172977
21223820230992,-0.8326984,8.8352995,4.173067
21223824989221,-0.8324224,8.835313,4.173094
21223829747398,-0.83422714,8.834791,4.173836
21223834505575,-0.8361423,8.833932,4.175273
21223839263804,-0.8369948,8.833077,4.176909
21223844021981,-0.8356234,8.832453,4.178504
21223848780159,-0.8316945,8.832129,4.1799746
21223853538336,-0.8259325,8.832147,4.181078
21223858296565,-0.82025445,8.832659,4.1811132
21223863054742,-0.81634456,8.833386,4.1803427
21223867812919,-0.8150036,8.83415,4.1789894
21223872571096,-0.8162316,8.834966,4.1770244
21223877329325,-0.8192452,8.835801,4.174667
21223882087502,-0.82235736,8.836412,4.1727605
21223886845679,-0.82377106,8.83677,4.1717253
21223891603909,-0.8224369,8.836906,4.171699
21223896362086,-0.81787044,8.837084,4.1722198
21223901120263,-0.8109672,8.837318,4.1730714
21223905878440,-0.8031313,8.837571,4.1740513
21223910636669,-0.7957179,8.837881,4.1748157
21223915394846,-0.79024,8.838166,4.1752534
21223920152971,-0.7873046,8.838281,4.175564
21223924911252,-0.7865354,8.838102,4.176086
21223929669429,-0.78752434,8.837632,4.1768947
21223934427606,-0.7890694,8.836986,4.177973
21223939185784,-0.7895212,8.836177,4.179596
21223943944013,-0.78866786,8.835531,4.1811223
21223948702190,-0.78589225,8.835284,4.182168
21223953460367,-0.78141093,8.835421,4.1827197
21223958218596,-0.7764983,8.836053,4.1822977
21223962976773,-0.7720095,8.8369055,4.181329
21223967734950,-0.7688812,8.83784,4.179926
21223972493127,-0.7682902,8.838798,4.1780086
21223977251356,-0.7700533,8.839681,4.175817
21223982009534,-0.7732946,8.840412,4.173671
21223986767711,-0.77678865,8.840973,4.1718307
21223991525836,-0.77981645,8.841426,4.1703076
21223996284117,-0.78112036,8.841767,4.1693377
21224001042294,-0.7805577,8.841854,4.16926
21224005800471,-0.7782991,8.841841,4.169712
21224010558648,-0.77526444,8.841624,4.1707344
21224015316877,-0.77230704,8.841136,4.172319
21224020075054,-0.77018154,8.840282,4.1745195
21224024833231,-0.7694143,8.839296,4.176747
21224029591461,-0.7692701,8.838119,4.179265
21224034349638,-0.76903516,8.836857,4.1819763
21224039107815,-0.7679911,8.835635,4.1847506
21224043865992,-0.76603043,8.834624,4.1872444
21224048624221,-0.76329947,8.833918,4.189232
21224053382398,-0.7607144,8.833611,4.1903477
21224058140575,-0.7595105,8.833567,4.19066
21224062898804,-0.7599058,8.834014,4.1896453
21224067656981,-0.76177996,8.834991,4.187245
21224072415159,-0.76501364,8.836482,4.1835065
21224077173336,-0.7689305,8.83819,4.179178
21224081931565,-0.77272683,8.839824,4.175019
21224086689742,-0.77603716,8.841019,4.1718755
21224091447919,-0.7785961,8.84163,4.1701026
21224096206044,-0.7801828,8.841799,4.1694474
21224100964325,-0.78069586,8.841742,4.1694736
21224105722502,-0.7801407,8.841313,4.1704855
21224110480679,-0.77862656,8.840418,4.172666
21224115238909,-0.7767391,8.839238,4.1755157
21224119997086,-0.7751696,8.837953,4.178528
21224124755263,-0.7747571,8.836629,4.181404
21224129513440,-0.77618116,8.835341,4.1838584
21224134271669,-0.7799527,8.834325,4.1853037
21224139029846,-0.78603876,8.833861,4.185145
21224143788023,-0.79359925,8.834041,4.183337
21224148546252,-0.801616,8.834667,4.180486
21224153304429,-0.80918473,8.835459,4.1773524
21224158062606,-0.8154204,8.836473,4.173993
21224162820784,-0.81972337,8.837681,4.170592
21224167579013,-0.82232666,8.838718,4.16788
21224172337190,-0.8239099,8.839277,4.166382
21224177095367,-0.8251853,8.839327,4.1660256
21224181853596,-0.8269832,8.838986,4.166391
21224186611773,-0.8296687,8.838359,4.1671853
21224191369950,-0.8331332,8.837258,4.168832
21224196128127,-0.83763194,8.83564,4.171359
21224200886356,-0.8432291,8.833712,4.174314
21224205644534,-0.84955335,8.831472,4.177768
21224210402711,-0.8553083,8.829134,4.1815343
21224215160940,-0.8595449,8.827198,4.184752
21224219919117,-0.8623664,8.82554,4.187667
21224224677294,-0.86390364,8.824438,4.189671
21224229435471,-0.86453986,8.824639,4.189118
21224234193700,-0.8653301,8.825797,4.1865134
21224238951877,-0.8670121,8.827336,4.182919
21224243710054,-0.8700371,8.829392,4.177948
21224248468231,-0.87278044,8.831799,4.1722884
21224253226461,-0.87424266,8.834362,4.1665506
21224257984638,-0.87546283,8.837049,4.1605926
21224262742815,-0.877794,8.839583,4.1547112
21224267501044,-0.8813981,8.840987,4.15096
21224272259221,-0.8857436,8.840981,4.1500487
21224277017398,-0.89010614,8.840453,4.150241
21224281775575,-0.8934561,8.840374,4.1496873
21224286533804,-0.89574456,8.839955,4.1500874
21224291291981,-0.8969129,8.838249,4.1534657
21224296050159,-0.8988349,8.835225,4.159481
21224300808388,-0.9023143,8.83189,4.165806
21224305566565,-0.90740913,8.828397,4.1720977
21224310324742,-0.91314435,8.825281,4.1774354
21224315082919,-0.91855013,8.823104,4.180847
21224319841148,-0.9226655,8.822036,4.182194
21224324599325,-0.9243057,8.821388,4.1832
21224329357502,-0.92199695,8.820735,4.1850867
21224334115679,-0.915224,8.820482,4.1871033
21224338873909,-0.90588224,8.821553,4.186879
21224343632086,-0.89507926,8.823543,4.18501
21224348390263,-0.88441175,8.826168,4.1817408
