t_ns,wall_ms,sentence
21224769812755,1788551170943,"$GPGSV,3,1,09,06,60,030,34,11,77,248,40,12,35,321,42,14,12,133,32,1*64  "
21224772630985,1788551170943,"$GPGSV,3,2,09,17,19,070,35,19,44,043,36,21,27,161,39,22,33,126,40,1*62  "
21224773176662,1788551170943,"$GPGSV,3,3,09,24,33,248,40,1*51  "
21224773473016,1788551170943,"$GPGSV,1,1,04,06,60,030,33,11,77,248,38,21,27,161,29,24,33,248,34,8*6B  "
21224773831141,1788551170943,"$GLGSV,2,1,05,09,67,167,40,16,13,153,34,20,62,310,46,19,31,026,33,1*7F  "
21224774269422,1788551170943,"$GLGSV,2,2,05,21,32,252,35,1*4C  "
21224774575151,1788551170943,"$GAGSV,2,1,07,02,59,102,35,15,36,215,40,18,61,023,32,25,08,124,32,7*78  "
21224774802391,1788551170943,"$GAGSV,2,2,07,30,57,334,39,34,88,102,41,36,34,039,33,7*42  "
21224775101401,1788551170943,"$GAGSV,1,1,04,02,59,102,36,15,36,215,34,18,61,023,33,30,57,334,36,1*76  "
21224775814943,1788551170943,"$GQGSV,1,1,01,03,32,061,39,1*5B  "
21224775836349,1788551170943,"$GQGSV,1,1,01,02,23,102,35,8*5B  "
21224776124110,1788551170943,"$GBGSV,2,1,07,23,67,203,46,25,25,160,37,27,16,254,37,28,54,283,46,3*75  "
21224776877495,1788551170943,"$GBGSV,2,2,07,33,08,139,36,37,42,307,43,38,50,029,39,3*4B  "
21224777251401,1788551170943,"$GBGSV,1,1,04,28,54,283,33,37,42,307,40,38,50,029,33,42,10,087,30,5*78  "
21225557769578,1788551171729,"$GNGSA,A,3,05,06,11,12,14,17,19,21,22,24,,,0.6,0.4,0.5,1*38  "
21225558388693,1788551171729,"$PSSGR,GSA,A,3,06,11,14,21,24,,,,,,,,0.6,0.4,0.5,1,8*44  "
21225558614682,1788551171729,"$GNGSA,A,3,75,80,83,85,,,,,,,,,0.6,0.4,0.5,2*39  "
21225558935828,1788551171729,"$GNGSA,A,3,02,15,18,25,30,34,36,,,,,,0.6,0.4,0.5,3*3D  "
21225559278224,1788551171729,"$PSSGR,GSA,A,3,302,315,318,330,334,336,,,,,,,0.6,0.4,0.5,3,1*47  "
21225560810515,1788551171729,"$GNGSA,A,3,02,06,08,09,13,23,25,27,28,37,38,42,0.6,0.4,0.5,4*34  "
21225561354474,1788551171729,"$PSSGR,GSA,A,3,223,225,228,237,238,242,,,,,,,0.6,0.4,0.5,4,5*4F  "
21225564205099,1788551171729,"$GNGSA,A,3,02,03,,,,,,,,,,,0.6,0.4,0.5,5*33  "
21225564964057,1788551171729,"$PSSGR,GSA,A,3,194,195,,,,,,,,,,,0.6,0.4,0.5,5,8*47  "
21225565976609,1788551171729,"$GNVTG,,T,,M,0.0,N,0.0,K,A*3D  "
21225567005568,1788551171729,"$GNDTM,W84,,0000.000000,N,00000.000000,E,0.000,W84*41  "
21225567172807,1788551171729,"$GNRMC,194611.27,A,2831.361554,N,07734.439679,E,0.0,,040926,1.3,E,A,V*72  "
21225567381557,1788551171729,"$GNGNS,194611.27,2831.361554,N,07734.439679,E,AAAAAN,35,0.4,208.3,-54.0,,,V*0C  "
21225568195672,1788551171729,"$GNGGA,194611.27,2831.361554,N,07734.439679,E,1,12,0.4,208.3,M,-54.0,M,,*56  "
21225568426088,1788551171742,"$PSMSG,magcal=PASS,bluesky=0*00 "
21225767262234,1788551171940,"$GPGSV,3,1,12,05,06,188,34,06,60,030,31,11,77,250,42,12,35,321,38,1*6E  "
21225767306401,1788551171940,"$GPGSV,3,2,12,13,00,000,42,14,12,133,30,17,18,071,32,19,44,044,35,1*60  "
21225767642755,1788551171940,"$GPGSV,3,3,12,21,27,161,33,22,32,126,39,24,33,248,43,41,00,000,41,1*66  "
21225767981661,1788551171940,"$GPGSV,2,1,05,06,60,030,29,11,77,250,40,14,12,133,30,21,27,161,30,8*67  "
21225768372286,1788551171940,"$GPGSV,2,2,05,24,33,248,37,8*54  "
21225768638901,1788551171940,"$GLGSV,2,1,07,09,67,167,40,16,12,153,36,11,06,331,31,20,62,311,35,1*70  "
21225768950672,1788551171940,"$GLGSV,2,2,07,19,30,027,31,21,33,252,34,04,01,082,29,1*46  "
21225769501297,1788551171940,"$GAGSV,1,1,01,25,08,125,23,7*4A  "
21225769530515,1788551171940,"$GAGSV,2,1,06,02,58,103,37,15,36,216,36,18,61,024,29,30,58,334,33,1*71  "
21225769697547,1788551171940,"$GAGSV,2,2,06,34,88,089,21,36,34,039,30,1*7D  "
21225770020099,1788551171940,"$GQGSV,1,1,02,02,23,102,29,03,32,061,40,1*6D  "
21225770387703,1788551171940,"$GQGSV,1,1,02,02,23,102,33,03,32,061,22,8*6B  "
21225770663849,1788551171940,"$GBGSV,4,1,13,38,50,029,41,37,43,307,38,33,08,138,30,28,54,284,38,1*72  "
21225770744213,1788551171940,"$GBGSV,4,2,13,27,17,255,38,25,25,160,38,23,67,202,43,13,65,346,30,1*70  "
21225771112338,1788551171940,"$GBGSV,4,3,13,09,29,145,28,08,36,053,42,06,37,117,40,03,40,128,39,1*71  "
21225771308640,1788551171940,"$GBGSV,4,4,13,02,54,175,34,1*43  "
21225771930463,1788551171940,"$GBGSV,2,1,06,23,67,202,36,25,25,160,21,28,54,284,34,37,43,307,31,5*71  "
21225771963120,1788551171940,"$GBGSV,2,2,06,38,50,029,31,42,10,087,35,5*7D  "
21225774658432,1788551171948,"$GNGSA,A,3,05,06,11,12,14,17,19,21,22,24,,,0.7,0.4,0.5,1*39  "
21225774796088,1788551171948,"$PSSGR,GSA,A,3,06,11,14,21,24,,,,,,,,0.7,0.4,0.5,1,8*45  "
21225775255359,1788551171948,"$GNGSA,A,3,75,80,83,85,,,,,,,,,0.7,0.4,0.5,2*38  "
21225775269109,1788551171948,"$GNGSA,A,3,02,15,18,25,30,34,36,,,,,,0.7,0.4,0.5,3*3C  "
21225775641765,1788551171948,"$PSSGR,GSA,A,3,302,315,318,330,334,336,,,,,,,0.7,0.4,0.5,3,1*46  "
21225775652547,1788551171948,"$GNGSA,A,3,02,06,08,09,13,23,25,27,28,37,38,42,0.7,0.4,0.5,4*35  "
21225775773120,1788551171948,"$PSSGR,GSA,A,3,223,225,228,237,238,242,,,,,,,0.7,0.4,0.5,4,5*4E  "
21225776278380,1788551171948,"$GNGSA,A,3,02,03,,,,,,,,,,,0.7,0.4,0.5,5*32  "
21225776292182,1788551171948,"$PSSGR,GSA,A,3,194,195,,,,,,,,,,,0.7,0.4,0.5,5,8*46  "
21225776305359,1788551171948,"$GNVTG,,T,,M,0.0,N,0.0,K,A*3D  "
21225776420880,1788551171948,"$GNDTM,W84,,0000.000000,N,00000.000000,E,0.000,W84*41  "
21225777019682,1788551171948,"$GNRMC,194612.00,A,2831.361447,N,07734.439713,E,0.0,,040926,1.3,E,A,V*7A  "
21225777037859,1788551171948,"$GNGNS,194612.00,2831.361447,N,07734.439713,E,AAAAAN,35,0.4,208.2,-54.0,,,V*05  "
21225777052495,1788551171948,"$GNGGA,194612.00,2831.361447,N,07734.439713,E,1,12,0.4,208.2,M,-54.0,M,,*5F  "
21225777339682,1788551171951,"$PSMSG,magcal=PASS,bluesky=0*00 "
21226767800828,1788551172941,"$GPGSV,4,1,14,05,06,188,30,06,60,030,36,11,77,250,40,12,35,321,38,1*6E  "
21226768359265,1788551172941,"$GPGSV,4,2,14,13,00,000,41,14,12,133,34,17,18,071,34,19,44,044,40,1*62  "
21226768379838,1788551172941,"$GPGSV,4,3,14,21,27,161,29,22,32,126,40,24,33,248,40,40,00,000,42,1*63  "
21226768386296,1788551172941,"$GPGSV,4,4,14,41,00,000,39,47,00,000,39,1*67  "
21226768605411,1788551172941,"$GPGSV,2,1,05,06,60,030,32,11,77,250,36,14,12,133,27,21,27,161,28,8*63  "
21226768703744,1788551172941,"$GPGSV,2,2,05,24,33,248,36,8*55  "
21226768936817,1788551172941,"$GLGSV,2,1,07,09,67,167,42,16,12,153,36,11,06,331,26,20,62,311,39,1*78  "
21226768951973,1788551172941,"$GLGSV,2,2,07,19,30,027,30,21,33,252,32,04,01,082,21,1*49  "
21226769212130,1788551172941,"$GAGSV,2,1,07,02,58,103,34,15,36,216,38,18,61,024,33,25,08,125,25,7*74  "
21226769506348,1788551172941,"$GAGSV,2,2,07,30,58,334,27,34,88,089,24,36,34,039,40,7*47  "
21226769518640,1788551172941,"$GAGSV,2,1,07,02,58,103,39,15,36,216,35,18,61,024,29,25,08,125,20,1*7C  "
21226769726296,1788551172941,"$GAGSV,2,2,07,30,58,334,28,34,88,089,22,36,34,039,35,1*4A  "
21226770100567,1788551172941,"$GQGSV,1,1,02,02,23,102,35,03,32,061,36,1*61  "
21226770114005,1788551172941,"$GQGSV,1,1,02,02,23,102,32,03,32,061,22,8*6A  "
21226770375463,1788551172941,"$GBGSV,4,1,16,38,50,029,42,37,43,307,43,33,08,138,27,28,54,284,44,1*75  "
21226770397130,1788551172941,"$GBGSV,4,2,16,27,17,255,39,25,25,160,35,23,67,202,45,13,65,346,33,1*7C  "
21226770657078,1788551172941,"$GBGSV,4,3,16,10,11,165,29,09,29,145,28,08,36,053,43,07,02,161,26,1*7D  "
21226770834317,1788551172941,"$GBGSV,4,4,16,06,37,117,37,03,40,128,39,02,54,175,36,01,16,104,27,1*75  "
21226771109421,1788551172941,"$GBGSV,2,1,07,23,67,202,34,25,25,160,26,28,54,284,29,33,08,138,28,5*74  "
21226771248015,1788551172941,"$GBGSV,2,2,07,37,43,307,34,38,50,029,26,42,10,087,29,5*47  "
21226773400619,1788551172947,"$GNGSA,A,3,05,06,11,12,14,17,19,21,22,24,,,0.6,0.4,0.5,1*38  "
21226774097078,1788551172947,"$PSSGR,GSA,A,3,06,11,14,21,24,,,,,,,,0.6,0.4,0.5,1,8*44  "
21226774117650,1788551172947,"$GNGSA,A,3,75,80,83,85,,,,,,,,,0.6,0.4,0.5,2*39  "
21226774619525,1788551172947,"$GNGSA,A,3,02,15,18,25,30,34,36,,,,,,0.6,0.4,0.5,3*3D  "
21226774633484,1788551172947,"$PSSGR,GSA,A,3,302,315,318,325,330,334,336,,,,,,0.6,0.4,0.5,3,1*73  "
21226774647755,1788551172947,"$GNGSA,A,3,01,02,06,08,09,10,13,23,25,27,28,37,0.6,0.4,0.5,4*39  "
21226774774942,1788551172947,"$PSSGR,GSA,A,3,223,225,228,237,238,242,,,,,,,0.6,0.4,0.5,4,5*4F  "
21226774855723,1788551172947,"$GNGSA,A,3,02,03,,,,,,,,,,,0.6,0.4,0.5,5*33  "
21226775006036,1788551172947,"$PSSGR,GSA,A,3,194,195,,,,,,,,,,,0.6,0.4,0.5,5,8*47  "
21226775266661,1788551172947,"$GNVTG,,T,,M,0.0,N,0.0,K,A*3D  "
21226775491400,1788551172947,"$GNDTM,W84,,0000.000000,N,00000.000000,E,0.000,W84*41  "
21226775784682,1788551172947,"$GNRMC,194613.00,A,2831.361383,N,07734.439735,E,0.0,,040926,1.3,E,A,V*70  "
