t_ns,wall_ms,lat,lon,alt,acc_h,acc_v,speed,has_speed,speed_acc,bearing,has_bearing,bearing_acc,provider,elapsed_unc_ns,is_mock,n_sats_used
21225024886713,1788551171198,28.5226926,77.5739947,171.70001220703125,3.79,2.440384,0.0,true,0.07069609,NaN,false,NaN,fused,NaN,false,39
21226757618172,1788551172932,28.5226897,77.5739956,171.70001220703125,3.79,2.6735811,0.0,true,0.07069336,NaN,false,NaN,fused,NaN,false,53
21227751572598,1788551173926,28.5226902,77.5739958,171.70001220703125,3.79,2.6122777,0.0,true,0.07069297,NaN,false,NaN,fused,NaN,false,62
21228751980983,1788551174925,28.5226912,77.5739963,171.40133904489613,3.79,2.2259216,0.0,true,0.070692465,NaN,false,NaN,fused,NaN,false,64
21229757665618,1788551175931,28.5226914,77.5739964,171.41629188931284,3.79,2.2259214,0.0,true,0.070692286,NaN,false,NaN,fused,NaN,false,63
21230750094419,1788551176924,28.5226918,77.5739962,171.60000610351562,3.79,3.3736627,0.0,true,0.07069239,NaN,false,NaN,fused,NaN,false,63
21231753871919,1788551177927,28.5226922,77.573996,171.60000610351562,3.79,3.6256034,0.0,true,0.07069253,NaN,false,NaN,fused,NaN,false,63
21232755919367,1788551178929,28.5226922,77.5739957,171.60000610351562,3.79,3.5997336,0.0,true,0.07069244,NaN,false,NaN,fused,NaN,false,62
21233753019575,1788551179927,28.5226924,77.5739957,171.60000610351562,3.79,3.0328763,0.0,true,0.07069256,NaN,false,NaN,fused,NaN,false,59
21234757289053,1788551180931,28.5226924,77.5739957,171.60000610351562,3.79,3.135099,0.0,true,0.070692725,NaN,false,NaN,fused,NaN,false,59
21235746105355,1788551181920,28.5226925,77.5739957,171.10000610351562,3.79,2.803285,0.0,true,0.07069249,NaN,false,NaN,fused,NaN,false,59
21236751321918,1788551182925,28.5226925,77.5739956,171.10000610351562,3.79,2.8756442,0.0,true,0.070692465,NaN,false,NaN,fused,NaN,false,59
21237755690146,1788551183930,28.5226924,77.5739957,171.51280532755788,3.79,2.0875182,0.0,true,0.07069251,NaN,false,NaN,fused,NaN,false,59
21238748644521,1788551184923,28.5226914,77.5739935,171.50333862431967,3.79,2.0826368,0.29,true,0.7310785,35.0,true,81.38504,fused,NaN,false,59
21239744783999,1788551185919,28.5226853,77.5739925,171.5101351524786,3.79,2.1199121,0.44,true,0.6991335,186.0,true,3.7242298,fused,NaN,false,60
21240754370353,1788551186928,28.5226766,77.5739914,171.50586287407646,3.79,2.0505035,0.79,true,0.69926083,186.0,true,7.7230587,fused,NaN,false,62
21241752377749,1788551187926,28.5226586,77.5739873,171.42430342479537,3.79,1.8922724,2.36,true,0.034425825,192.0,true,0.93516195,fused,NaN,false,63
21242755685822,1788551188929,28.5226349,77.5739809,171.10000610351562,3.79,2.707512,2.84,true,0.04159419,194.0,true,0.93818974,fused,NaN,false,65
21243755943477,1788551189930,28.5226082,77.5739744,171.40294210441118,3.79,1.8670876,3.02,true,0.03998409,191.0,true,0.84836006,fused,NaN,false,65
21244754693894,1788551190928,28.5225816,77.5739653,171.38478502380224,3.79,1.8592464,3.12,true,0.059182726,200.0,true,1.2174098,fused,NaN,false,65
21245750505820,1788551191924,28.5225547,77.5739484,171.70001220703125,3.79,2.4256322,3.51,true,0.118659884,209.0,true,2.173235,fused,NaN,false,66
21246755009987,1788551192929,28.5225282,77.5739277,171.70001220703125,3.79,2.3941588,3.59,true,0.1015421,214.0,true,1.815937,fused,NaN,false,65
21247744715872,1788551193918,28.5225028,77.5739032,171.70001220703125,3.79,2.5613823,3.64,true,0.092577785,219.0,true,1.6334636,fused,NaN,false,65
21248755144048,1788551194929,28.5224769,77.573877,171.70001220703125,3.79,2.5007539,3.82,true,0.117008105,220.0,true,1.9720709,fused,NaN,false,64
21249747634725,1788551195922,28.5224504,77.5738475,171.70001220703125,3.79,2.5123782,4.2,true,0.088625856,224.0,true,1.3542396,fused,NaN,false,64
21250744395871,1788551196918,28.522428,77.5738154,171.70001220703125,3.79,2.4669492,3.87,true,0.0660084,232.0,true,1.094149,fused,NaN,false,64
21251744025766,1788551197918,28.5224084,77.5737809,171.70001220703125,3.79,2.381875,3.98,true,0.045034595,237.0,true,0.72649276,fused,NaN,false,65
21252748731443,1788551198923,28.5223913,77.5737444,171.70001220703125,3.79,2.3796303,3.97,true,0.056685634,241.0,true,0.91616553,fused,NaN,false,65
21253754851651,1788551199929,28.522376,77.5737077,171.70001220703125,3.79,2.4022837,3.89,true,0.06714341,244.0,true,1.1071802,fused,NaN,false,64
21254751878942,1788551200925,28.5223608,77.5736704,171.20001220703125,3.79,2.1449082,3.97,true,0.06550817,244.0,true,1.0585121,fused,NaN,false,65
21255755859410,1788551201929,28.5223462,77.5736342,171.20001220703125,3.79,2.0454352,3.78,true,0.053342257,244.0,true,0.90686494,fused,NaN,false,64
21256749436025,1788551202923,28.5223319,77.5735975,171.20001220703125,3.79,2.1096196,3.89,true,0.040550847,245.0,true,0.6683715,fused,NaN,false,65
21257747750712,1788551203922,28.5223188,77.5735598,171.20001220703125,3.79,2.1380024,3.84,true,0.035375495,248.0,true,0.5910832,fused,NaN,false,65
21258756577847,1788551204930,28.5223086,77.5735215,171.20001220703125,3.79,2.6663063,3.81,true,0.03224228,253.0,true,0.54256576,fused,NaN,false,64
21259755885971,1788551205929,28.5223011,77.5734823,171.20001220703125,3.79,3.214294,3.84,true,0.03079943,257.0,true,0.51456624,fused,NaN,false,65
21260755534200,1788551206929,28.5222957,77.5734431,171.20001220703125,3.79,3.2040613,3.78,true,0.02994154,260.0,true,0.50822115,fused,NaN,false,66
21261751072376,1788551207925,28.5222929,77.5734032,171.20001220703125,3.79,3.2018774,3.81,true,0.067004554,265.0,true,1.1293167,fused,NaN,false,67
21262756535344,1788551208930,28.5222962,77.5733628,171.20001220703125,3.79,2.8030019,3.96,true,0.10673293,277.0,true,1.7320032,fused,NaN,false,68
21263745013730,1788551209919,28.5223115,77.573326,171.20001220703125,3.79,2.4798844,4.06,true,0.08178162,298.0,true,1.2929729,fused,NaN,false,67
21264754136230,1788551210929,28.5223377,77.5732976,171.20001220703125,3.79,2.594214,3.9,true,0.044222943,317.0,true,0.7283588,fused,NaN,false,68
21265750592114,1788551211924,28.5223627,77.573268,171.20001220703125,3.79,2.625403,4.0,true,0.042586625,306.0,true,0.6826092,fused,NaN,false,68
21266751931698,1788551212925,28.5223678,77.5732275,171.20001220703125,3.79,2.6815364,4.45,true,0.04285427,268.0,true,0.61763704,fused,NaN,false,68
21267751656229,1788551213926,28.5223478,77.5731915,171.20001220703125,3.79,1.9501694,4.32,true,0.04693912,232.0,true,0.6970089,fused,NaN,false,66
21268749292114,1788551214924,28.5223154,77.5731693,171.20001220703125,3.79,1.9565531,3.93,true,0.05848579,211.0,true,0.95543975,fused,NaN,false,66
21269756153364,1788551215931,28.5222848,77.5731471,171.20001220703125,3.79,1.9128007,3.93,true,0.05096835,219.0,true,0.83326787,fused,NaN,false,66
21270747163207,1788551216922,28.522265,77.5731146,171.20001220703125,3.79,1.9133433,3.9,true,0.047738377,242.0,true,0.78524697,fused,NaN,false,66
21271752112790,1788551217926,28.5222576,77.5730738,171.20001220703125,3.79,1.8978851,4.1,true,0.04561518,259.0,true,0.7139704,fused,NaN,false,66
21272744335237,1788551218919,28.5222568,77.5730309,171.20001220703125,3.79,2.632024,4.15,true,0.037198544,268.0,true,0.5750963,fused,NaN,false,65
21273749429872,1788551219923,28.5222626,77.5729885,171.20001220703125,3.79,1.8904526,4.17,true,0.03325484,279.0,true,0.51122624,fused,NaN,false,64
21274755198517,1788551220930,28.5222776,77.5729489,171.20001220703125,3.79,2.1518147,4.23,true,0.040060725,293.0,true,0.6083316,fused,NaN,false,65
