t_ns,wall_ms,type,text
21223448260100,1788551169622,SESSION_START,"20260905_011609_SNU_AJB_AB_run16"
21223448320308,1788551169622,CALIB_START,"stand still 15s"
21238448416396,1788551184622,CALIB_END,"n_fixes=14"
21238448831344,1788551184623,RIDE_START,""
21331173642506,1788551277347,STOP_CALIB_START,"stand still 15s"
21346173552657,1788551292347,STOP_CALIB_END,"n_fixes=15"
21346179176251,1788551292353,SESSION_END,""
