t_ns,hPa
21223549431929,982.5398
21223589434117,982.54443
21223629431565,982.55566
21223669431200,982.55054
21223709431825,982.53906
21223749434169,982.531
21223789431721,982.53345
21223829435523,982.5449
21223869430888,982.5342
21223909433179,982.5447
21223949430731,982.54834
21223989432711,982.552
21224029433023,982.55835
21224069431461,982.563
21224109432450,982.5571
21224149434534,982.5547
21224189434481,982.54517
21224229433492,982.54785
21224269431825,982.5564
21224309431825,982.5598
21224349432971,982.55615
21224389496304,982.5513
21224429431929,982.5491
21224469433700,982.5493
21224509434898,982.5532
21224549431877,982.5581
21224589433284,982.5615
21224629433284,982.56006
21224669432815,982.5598
21224709431200,982.5591
21224749431304,982.5593
21224789434065,982.5596
21224829431200,982.56665
21224869434429,982.5581
21224909431461,982.5574
21224949432242,982.5552
21224989431096,982.5537
21225029432659,982.5547
21225069432763,982.5508
21225109433909,982.55444
21225149430888,982.5503
21225189432190,982.5469
21225229430679,982.5508
21225269432138,982.5486
21225309432190,982.54517
21225349431044,982.5371
21225389431773,982.54175
21225429461721,982.542
21225469432554,982.54297
21225509436200,982.54736
21225549431981,982.54785
21225589431304,982.5515
21225629432034,982.5525
21225669475888,982.5598
21225709432554,982.55396
21225749575992,982.5493
21225789432763,982.552
21225829433231,982.55005
21225869432242,982.553
21225909432815,982.55347
21225949433752,982.5547
21225989432398,982.5532
21226029431565,982.5542
21226069433700,982.55664
21226109432502,982.5481
21226149433804,982.5437
21226189432815,982.542
21226229431461,982.53564
21226269430992,982.5403
21226309432867,982.5408
21226349433804,982.5432
21226389541409,982.53955
21226429431148,982.53345
21226469433909,982.5354
21226509433127,982.54175
21226549433648,982.53687
21226589432138,982.5403
21226629431929,982.5459
21226669430888,982.5459
21226709433127,982.54346
21226749433961,982.54663
21226789437919,982.5464
21226829435315,982.5471
21226869435940,982.54956
21226909437086,982.5469
21226949435992,982.54443
21226989437867,982.5464
21227029622190,982.5476
21227069434377,982.55176
21227109436721,982.55054
21227149488336,982.5447
21227189437554,982.5427
21227229534794,982.53784
21227269435575,982.5386
21227309434898,982.5349
21227349437815,982.5327
21227389438492,982.53345
21227429437711,982.53613
21227469436252,982.53296
21227509436044,982.5322
21227549441096,982.5322
21227589440679,982.5386
21227629439377,982.541
21227669627606,982.5383
21227709435575,982.5427
