t_ns,mx,my,mz,accuracy
21223409325523,-4.0687504,-32.7,20.175001,3
21223419325523,-3.525,-31.500002,19.3125,3
21223429325523,-4.40625,-32.756252,20.53125,3
21223439325523,-4.0875,-31.2,19.06875,3
21223449325523,-2.6437502,-31.7625,19.368752,3
21223459325523,-4.5375004,-32.268753,17.925001,3
21223469325523,-1.85625,-29.775002,19.518751,3
21223479325523,-4.3875003,-33.0,19.143751,3
21223489325523,-3.3937502,-31.612501,19.44375,3
21223499325523,-4.875,-31.050001,19.9125,3
21223509325523,-4.78125,-33.16875,20.737501,3
21223519325523,-5.2312503,-32.362503,19.3875,3
21223529325523,-4.9875,-33.45,20.625,3
21223539325523,-2.8312502,-31.650002,20.775002,3
21223549325523,-5.7000003,-32.175003,20.5125,3
21223559325523,-4.6875,-31.650002,20.53125,3
21223569325523,-6.3375,-32.756252,22.9125,3
21223579325523,-4.8,-32.175003,21.6375,3
21223589325523,-5.2312503,-32.100002,20.75625,3
21223599325523,-2.3625002,-32.475002,21.35625,3
21223609325523,-3.3750002,-31.218752,20.5125,3
21223619325523,-4.8187504,-31.425001,21.150002,3
21223629325523,-5.71875,-34.050003,21.1875,3
21223639325523,-4.36875,-32.49375,20.98125,3
21223649325523,-2.2125,-30.825,20.831251,3
21223659325523,-4.1625004,-31.2,21.225,3
21223669325523,-4.9875,-33.45,20.625,3
21223679325523,-6.0937505,-34.21875,21.993752,3
21223689325523,-4.40625,-32.756252,20.98125,3
21223699325523,-4.89375,-33.825,20.775002,3
21223709325523,-4.9125004,-32.0625,20.71875,3
21223719325523,-4.8187504,-33.16875,21.50625,3
21223729325523,-4.6687503,-31.650002,20.212502,3
21223739325523,-4.9500003,-32.325,20.41875,3
21223749325523,-5.8500004,-32.8125,21.618752,3
21223759325523,-5.0437503,-31.95,20.268751,3
21223769325523,-4.4437504,-33.0,20.53125,3
21223779325523,-5.6625004,-31.9125,20.493752,3
21223789325523,-3.9562502,-32.0625,19.837502,3
21223799325523,-4.96875,-33.075,22.143751,3
21223809325523,-1.9312501,-32.79375,20.85,3
21223819325523,-3.9,-32.550003,20.60625,3
21223829325523,-4.70625,-31.650002,21.300001,3
21223839325523,-6.3562503,-33.2625,20.775002,3
21223849325523,-6.80625,-31.312502,20.775002,3
21223859325523,-5.1937504,-33.225002,23.400002,3
21223869325523,-5.775,-31.425001,21.73125,3
21223879325523,-5.7000003,-31.1625,20.625,3
21223889325523,-5.3812504,-32.756252,21.862501,3
21223899325523,-5.86875,-33.075,21.31875,3
21223909325523,-4.5375004,-32.025,19.29375,3
21223919325523,-3.7875001,-32.925003,19.837502,3
21223929325523,-4.2000003,-33.35625,20.98125,3
21223939325523,-3.6375,-32.025,19.800001,3
21223949325523,-3.6000001,-32.5125,21.337502,3
21223959325523,-3.61875,-32.775,20.587502,3
21223969325523,-2.7375002,-32.025,20.925001,3
21223979325523,-4.33125,-34.237503,20.25,3
21223989325523,-4.3875003,-32.49375,21.6,3
21223999325523,-3.6937501,-31.650002,18.88125,3
