t_ns,gx,gy,gz,bx,by,bz
21223400332971,-0.010995566,0.03176497,-0.05864302,-0.012195928,2.7134395E-4,0.005866846
21223402712086,-0.010995566,0.046425723,-0.06475167,-0.012195928,2.7134395E-4,0.005866846
21223405091148,-0.012217295,0.05986475,-0.07208204,-0.012195928,2.7134395E-4,0.005866846
21223407470263,-0.012217295,0.07208204,-0.074525505,-0.012195928,2.7134395E-4,0.005866846
21223409849377,-0.013439025,0.080634154,-0.07696896,-0.012195928,2.7134395E-4,0.005866846
21223412228440,-0.014660755,0.08307761,-0.07696896,-0.012195928,2.7134395E-4,0.005866846
21223414607554,-0.013439025,0.08429934,-0.07696896,-0.012195928,2.7134395E-4,0.005866846
21223416986669,-0.012217295,0.08185588,-0.074525505,-0.012195928,2.7134395E-4,0.005866846
21223419365731,-0.012217295,0.074525505,-0.06963859,-0.012195928,2.7134395E-4,0.005866846
21223421744846,-0.012217295,0.06475167,-0.06475167,-0.012195928,2.7134395E-4,0.005866846
21223424123909,-0.013439025,0.0537561,-0.05986475,-0.012195928,2.7134395E-4,0.005866846
21223426503023,-0.014660755,0.041538805,-0.0537561,-0.012195928,2.7134395E-4,0.005866846
21223428882138,-0.015882485,0.02687805,-0.04886918,-0.012195928,2.7134395E-4,0.005866846
21223431261200,-0.014660755,0.013439025,-0.041538805,-0.012195928,2.7134395E-4,0.005866846
21223433640263,-0.014660755,0.0012217296,-0.035430156,-0.012195928,2.7134395E-4,0.005866846
21223436019429,-0.014660755,-0.008552107,-0.03054324,-0.012195928,2.7134395E-4,0.005866846
21223438398492,-0.014660755,-0.018325943,-0.02565632,-0.012195928,2.7134395E-4,0.005866846
21223440777606,-0.013439025,-0.02443459,-0.021991132,-0.012195928,2.7134395E-4,0.005866846
21223443156721,-0.013439025,-0.028099779,-0.019547673,-0.012195928,2.7134395E-4,0.005866846
21223445535784,-0.014660755,-0.028099779,-0.019547673,-0.012195928,2.7134395E-4,0.005866846
21223447914898,-0.012217295,-0.02443459,-0.020769402,-0.012195928,2.7134395E-4,0.005866846
21223450293961,-0.012217295,-0.018325943,-0.023212861,-0.012195928,2.7134395E-4,0.005866846
21223452673075,-0.012217295,-0.010995566,-0.02687805,-0.012195928,2.7134395E-4,0.005866846
21223455052190,-0.010995566,-0.0,-0.032986697,-0.012195928,2.7134395E-4,0.005866846
21223457431252,-0.010995566,0.013439025,-0.037873615,-0.012195928,2.7134395E-4,0.005866846
21223459810367,-0.010995566,0.02565632,-0.042760536,-0.012195928,2.7134395E-4,0.005866846
21223462189429,-0.010995566,0.037873615,-0.047647454,-0.012195928,2.7134395E-4,0.005866846
21223464568544,-0.0073303776,0.04886918,-0.05131264,-0.012195928,2.7134395E-4,0.005866846
21223466947659,-0.0073303776,0.056199558,-0.0537561,-0.012195928,2.7134395E-4,0.005866846
21223469326773,-0.0073303776,0.06108648,-0.05497783,-0.012195928,2.7134395E-4,0.005866846
21223471705836,-0.0073303776,0.06352994,-0.05497783,-0.012195928,2.7134395E-4,0.005866846
21223474084950,-0.0073303776,0.05986475,-0.0537561,-0.012195928,2.7134395E-4,0.005866846
21223476464013,-0.008552107,0.0537561,-0.047647454,-0.012195928,2.7134395E-4,0.005866846
21223478843127,-0.008552107,0.047647454,-0.041538805,-0.012195928,2.7134395E-4,0.005866846
21223481222242,-0.008552107,0.037873615,-0.036651887,-0.012195928,2.7134395E-4,0.005866846
21223483601304,-0.0073303776,0.028099779,-0.03054324,-0.012195928,2.7134395E-4,0.005866846
21223485980419,-0.008552107,0.019547673,-0.02687805,-0.012195928,2.7134395E-4,0.005866846
21223488359534,-0.008552107,0.010995566,-0.023212861,-0.012195928,2.7134395E-4,0.005866846
21223490738596,-0.008552107,0.0048869182,-0.020769402,-0.012195928,2.7134395E-4,0.005866846
21223493117711,-0.0097738365,-0.0,-0.018325943,-0.012195928,2.7134395E-4,0.005866846
21223495496773,-0.010995566,-0.0036651888,-0.017104214,-0.012195928,2.7134395E-4,0.005866846
21223497875888,-0.010995566,-0.0048869182,-0.017104214,-0.012195928,2.7134395E-4,0.005866846
21223500255002,-0.012217295,-0.0048869182,-0.018325943,-0.012195928,2.7134395E-4,0.005866846
21223502634065,-0.010995566,-0.0036651888,-0.019547673,-0.012195928,2.7134395E-4,0.005866846
21223505013179,-0.012217295,-0.0024434591,-0.021991132,-0.012195928,2.7134395E-4,0.005866846
21223507392294,-0.012217295,-0.0,-0.023212861,-0.012195928,2.7134395E-4,0.005866846
21223509771356,-0.013439025,0.0061086477,-0.023212861,-0.012195928,2.7134395E-4,0.005866846
21223512150471,-0.013439025,0.0097738365,-0.02443459,-0.012195928,2.7134395E-4,0.005866846
21223514529586,-0.013439025,0.014660755,-0.02565632,-0.012195928,2.7134395E-4,0.005866846
21223516908648,-0.014660755,0.018325943,-0.02443459,-0.012195928,2.7134395E-4,0.005866846
21223519287763,-0.014660755,0.023212861,-0.02687805,-0.012195928,2.7134395E-4,0.005866846
21223521666825,-0.015882485,0.03054324,-0.02687805,-0.012195928,2.7134395E-4,0.005866846
21223524045940,-0.014660755,0.034208428,-0.028099779,-0.012195928,2.7134395E-4,0.005866846
21223526425054,-0.013439025,0.036651887,-0.03054324,-0.012195928,2.7134395E-4,0.005866846
21223528804117,-0.013439025,0.041538805,-0.03054324,-0.012195928,2.7134395E-4,0.005866846
21223531183231,-0.012217295,0.042760536,-0.03054324,-0.012195928,2.7134395E-4,0.005866846
