t_ns,ax,ay,az,accuracy
31150608180755,0.023928227,9.030513,3.6370904,3
31150610559609,-0.33020952,9.092726,3.6897326,3
31150612938463,-0.59342,9.131011,3.7998023,3
31150615317318,-0.9092726,9.073584,3.885944,3
31150617696172,-1.1964114,9.08794,3.885944,3
31150620075026,-1.402194,9.15494,3.8763726,3
31150622453828,-1.5553347,9.140582,3.8093736,3
31150624832682,-1.6941184,9.111869,3.7710886,3
31150627211536,-1.7371893,9.145369,3.7950168,3
31150629590391,-1.6845472,9.131011,3.8811584,3
31150631969245,-1.5840486,9.064013,3.9242291,3
31150634348099,-1.4213367,9.078369,3.9481573,3
31150636726953,-1.2107682,9.08794,3.885944,3
31150639105807,-0.9619147,9.064013,3.8141594,3
31150641484609,-0.70348984,9.073584,3.7471602,3
31150643863463,-0.40677986,9.102298,3.7663028,3
31150646242318,-0.15792629,9.073584,3.8237305,3
31150648621172,0.02871387,9.044869,3.8380876,3
31150651000026,0.19142582,9.025727,3.8476589,3
31150653378880,0.3397808,9.049655,3.8285162,3
31150655757682,0.37806597,9.059227,3.790231,3
31150658136588,0.37806597,9.064013,3.737589,3
31150660515391,0.28235307,9.073584,3.7423747,3
31150662894245,0.14356937,9.059227,3.7806597,3
31150665273099,-0.043070808,9.049655,3.8380876,3
31150667651953,-0.25842485,9.068798,3.8333018,3
31150670030807,-0.47377887,9.097511,3.7998023,3
31150672409661,-0.72263247,9.092726,3.7758741,3
31150674788516,-0.9092726,9.126225,3.751946,3
31150677167370,-1.1150553,9.126225,3.7615173,3
31150679546224,-1.268196,9.107083,3.804588,3
31150681925026,-1.3830515,9.08794,3.842873,3
31150684303880,-1.4404793,9.116654,3.8285162,3
31150686682734,-1.4739788,9.111869,3.790231,3
31150689061588,-1.4261223,9.092726,3.7567315,3
31150691440443,-1.3399807,9.097511,3.7567315,3
31150693819297,-1.2107682,9.102298,3.7567315,3
31150696198151,-1.0432707,9.092726,3.7710886,3
31150698577005,-0.8757731,9.0544405,3.8093736,3
31150700955807,-0.6987042,9.049655,3.7950168,3
31150703334661,-0.5024927,9.044869,3.7663028,3
31150705713516,-0.32542387,9.064013,3.7280176,3
31150708092370,-0.17706887,9.064013,3.7040894,3
31150710471172,-0.06699903,9.0544405,3.7280176,3
31150712850078,0.023928227,9.025727,3.737589,3
31150715228932,0.023928227,9.040084,3.7328033,3
31150717607786,0.0047856453,9.0544405,3.7471602,3
31150719986588,-0.07178468,9.059227,3.7423747,3
31150722365443,-0.2009971,9.064013,3.7280176,3
31150724744297,-0.3397808,9.073584,3.7328033,3
31150727123151,-0.526421,9.073584,3.723232,3
31150729502005,-0.6939186,9.08794,3.737589,3
31150731880859,-0.86141616,9.073584,3.7471602,3
31150734259713,-1.0145568,9.092726,3.7663028,3
