t_ns,gx,gy,gz
31150630241380,-1.6681042,8.909777,3.742153
31150634999088,-1.5693581,8.902722,3.8011866
31150639756745,-1.4029107,8.928981,3.8046715
31150644514453,-1.1904,8.965108,3.792119
31150649272161,-0.9659195,8.9879265,3.801916
31150654029818,-0.7621843,9.003599,3.8111238
31150658787526,-0.6015439,9.017583,3.8068001
31150663545234,-0.50256866,9.0257015,3.8019106
31150668302943,-0.46653247,9.026687,3.804164
31150673060651,-0.48240742,9.027673,3.799841
31150677818359,-0.53219795,9.028066,3.7922533
31150682576016,-0.598495,9.024497,3.7908647
31150687333724,-0.66311795,9.021162,3.788047
31150692091432,-0.7120364,9.019523,3.7830691
31150696849141,-0.73657507,9.01897,3.779687
31150701606797,-0.73696846,9.018662,3.7803402
31150706364505,-0.7161303,9.02102,3.7787209
31150711122213,-0.68255895,9.024735,3.7760627
31150715879922,-0.64624715,9.027822,3.775075
31150720637578,-0.61749434,9.030336,3.7738717
31150725395286,-0.6034817,9.032205,3.7716694
31150730152995,-0.6063681,9.033047,3.769187
31150734910703,-0.6227695,9.0326185,3.7675383
31150739668359,-0.64752454,9.031135,3.7669213
31150744426068,-0.67503685,9.029609,3.7657502
31150749183724,-0.6977719,9.028036,3.7653794
31150753941432,-0.7129543,9.02625,3.7668161
31150758699141,-0.71636367,9.024911,3.7693777
31150763456849,-0.7107484,9.024327,3.7718365
31150768214557,-0.6986311,9.024363,3.7740133
31150772972266,-0.6853323,9.024774,3.7754695
31150777729922,-0.6741029,9.0249605,3.777045
31150782487630,-0.66902554,9.024983,3.7778907
31150787245338,-0.670918,9.0245905,3.7784917
31150792003047,-0.67885023,9.023898,3.7787316
31150796760703,-0.690138,9.023,3.7788317
31150801518411,-0.7020292,9.022299,3.7783153
31150806276120,-0.71112114,9.021896,3.7775745
31150811033776,-0.7168841,9.0217495,3.7768388
31150815791484,-0.718295,9.021899,3.7762108
31150820549193,-0.71574193,9.022372,3.7755685
31150825306901,-0.7110244,9.022976,3.7750142
31150830064609,-0.7058219,9.023631,3.7744238
31150834822266,-0.70278746,9.024106,3.7738545
31150839579974,-0.7031155,9.024272,3.7733965
31150844337682,-0.70645195,9.024226,3.7728827
31150849095391,-0.7124335,9.023892,3.7725596
31150853853047,-0.7191969,9.023582,3.7720144
31150858610755,-0.725673,9.023193,3.7717078
31150863368463,-0.7303022,9.022818,3.7717109
31150868126120,-0.73204905,9.022595,3.7719061
31150872883828,-0.731476,9.022485,3.7722783
31150877641536,-0.72877026,9.022426,3.772944
31150882399245,-0.72469497,9.022691,3.7730968
31150887156953,-0.7206403,9.022858,3.7734756
31150891914609,-0.71764565,9.022885,3.7739782
31150896672318,-0.7161521,9.023079,3.7737994
31150901430026,-0.71623105,9.023266,3.7733352
31150906187682,-0.7177627,9.02321,3.7731829
31150910945391,-0.7202444,9.022998,3.773214
31150915703099,-0.72282803,9.02289,3.7729783
31150920460807,-0.7247008,9.0228405,3.7727365
