t_ns,wall_ms,type,text
31150660376365,1788561096834,SESSION_START,"20260905_040136_SNU_AJB_AB_run9"
31150660473344,1788561096834,CALIB_START,"stand still 15s"
31165660591463,1788561111834,CALIB_END,"n_fixes=13"
31165660814328,1788561111835,RIDE_START,""
31418345870481,1788561364520,STOP_CALIB_START,"stand still 15s"
31433345945476,1788561379520,STOP_CALIB_END,"n_fixes=15"
31433352498236,1788561379526,SESSION_END,""
