t_ns,clk_time_ns,full_bias_ns,bias_ns,drift_nps,hw_clock_disc,leap_s,time_unc_ns,bias_unc_ns,drift_unc_nps,constellation,svid,cn0,baseband_cn0,pr_rate_mps,pr_rate_unc,adr_state,adr_m,adr_unc_m,carrier_freq_hz,multipath,received_sv_time_ns,state,agc_db,code_type
31152234918447,31078356000000,-1472565238170130286,-0.9021892547607422,1.9531249475624988,39,18,0.0,712.3611867427826,14.73374656162805,1,5,39.2,34.2,-75.13745880126953,0.6414999961853027,16,0.0,0.0,1.57542E9,0,513116458745517,16399,-52.94,C
31152234918447,31078356000000,-1472565238170130286,-0.9021892547607422,1.9531249475624988,39,18,0.0,712.3611867427826,14.73374656162805,1,11,28.3,23.3,393.7461853027344,0.690000057220459,16,0.0,0.0,1.57542E9,0,513116449918655,16399,-52.94,C
31152234918447,31078356000000,-1472565238170130286,-0.9021892547607422,1.9531249475624988,39,18,0.0,712.3611867427826,14.73374656162805,1,12,32.7,27.700000000000003,461.7571105957031,0.8375000357627869,16,0.0,0.0,1.57542E9,0,513116454824675,16399,-52.94,C
31152234918447,31078356000000,-1472565238170130286,-0.9021892547607422,1.9531249475624988,39,18,0.0,712.3611867427826,14.73374656162805,1,20,35.7,30.700000000000003,-492.7464599609375,0.9079999923706055,16,0.0,0.0,1.57542E9,0,513116447788630,16399,-52.94,C
31152234918447,31078356000000,-1472565238170130286,-0.9021892547607422,1.9531249475624988,39,18,0.0,712.3611867427826,14.73374656162805,1,21,43.6,38.6,377.10498046875,0.5759999752044678,16,0.0,0.0,1.57542E9,0,513116455497543,16399,-52.94,C
31152234918447,31078356000000,-1472565238170130286,-0.9021892547607422,1.9531249475624988,39,18,0.0,712.3611867427826,14.73374656162805,1,25,30.0,25.0,99.23815155029297,1.055999994277954,16,0.0,0.0,1.57542E9,0,513116455728508,16399,-52.94,C
31152234918447,31078356000000,-1472565238170130286,-0.9021892547607422,1.9531249475624988,39,18,0.0,712.3611867427826,14.73374656162805,1,29,39.2,34.2,-493.8691711425781,0.6520000100135803,16,0.0,0.0,1.57542E9,0,513116451233150,16399,-52.94,C
31152234918447,31078356000000,-1472565238170130286,-0.9021892547607422,1.9531249475624988,39,18,0.0,712.3611867427826,14.73374656162805,4,194,32.6,27.6,-4.0247111320495605,0.9830000400543213,16,0.0,0.0,1.57542E9,0,513116397780759,16399,-52.94,C
31152234918447,31078356000000,-1472565238170130286,-0.9021892547607422,1.9531249475624988,39,18,0.0,712.3611867427826,14.73374656162805,3,6,37.8,33.8,-281.9520263671875,0.8795000314712524,16,0.0,0.0,1.59975E9,0,5498456686484,49359,-55.38,C
31152234918447,31078356000000,-1472565238170130286,-0.9021892547607422,1.9531249475624988,39,18,0.0,712.3611867427826,14.73374656162805,3,12,31.1,27.1,-320.986083984375,1.0755000114440918,16,0.0,0.0,1.6014374E9,0,5498452011351,49359,-55.38,C
31152234918447,31078356000000,-1472565238170130286,-0.9021892547607422,1.9531249475624988,39,18,0.0,712.3611867427826,14.73374656162805,3,11,36.6,32.6,375.4610595703125,0.909500002861023,16,0.0,0.0,1.602E9,0,5498456827676,49359,-55.38,C
31152234918447,31078356000000,-1472565238170130286,-0.9021892547607422,1.9531249475624988,39,18,0.0,712.3611867427826,14.73374656162805,3,5,39.0,35.0,338.4763488769531,0.6820000410079956,16,0.0,0.0,1.6025626E9,0,5498451367243,49359,-55.38,C
31152234918447,31078356000000,-1472565238170130286,-0.9021892547607422,1.9531249475624988,39,18,0.0,712.3611867427826,14.73374656162805,3,20,27.9,23.9,330.73712158203125,1.2484999895095825,16,0.0,0.0,1.603125E9,0,5498450710508,49359,-55.38,C
31152234918447,31078356000000,-1472565238170130286,-0.9021892547607422,1.9531249475624988,39,18,0.0,712.3611867427826,14.73374656162805,3,21,27.1,23.1,76.88926696777344,1.2395000457763672,16,0.0,0.0,1.60425E9,0,5498456293534,49359,-55.38,C
31152234918447,31078356000000,-1472565238170130286,-0.9021892547607422,1.9531249475624988,39,18,0.0,712.3611867427826,14.73374656162805,5,41,45.7,41.400000000000006,-374.3233947753906,0.6714999675750732,16,0.0,0.0,1.561098E9,0,513102448989426,16399,-60.57,I
31152234918447,31078356000000,-1472565238170130286,-0.9021892547607422,1.9531249475624988,39,18,0.0,712.3611867427826,14.73374656162805,5,33,45.1,40.800000000000004,143.17503356933594,0.6744999885559082,16,0.0,0.0,1.561098E9,0,513102446580937,16399,-60.57,I
31152234918447,31078356000000,-1472565238170130286,-0.9021892547607422,1.9531249475624988,39,18,0.0,712.3611867427826,14.73374656162805,5,30,33.9,29.599999999999998,-388.9664001464844,0.8965000510215759,16,0.0,0.0,1.561098E9,0,513102438190945,16399,-60.57,I
31152234918447,31078356000000,-1472565238170130286,-0.9021892547607422,1.9531249475624988,39,18,0.0,712.3611867427826,14.73374656162805,5,28,42.8,38.5,104.93038177490234,0.7070000171661377,16,0.0,0.0,1.561098E9,0,513102451209646,16399,-60.57,I
31152234918447,31078356000000,-1472565238170130286,-0.9021892547607422,1.9531249475624988,39,18,0.0,712.3611867427826,14.73374656162805,5,27,37.9,33.6,-194.80487060546875,0.7985000610351562,16,0.0,0.0,1.561098E9,0,513102450934790,16399,-60.57,I
31152234918447,31078356000000,-1472565238170130286,-0.9021892547607422,1.9531249475624988,39,18,0.0,712.3611867427826,14.73374656162805,5,13,28.6,24.3,271.8511047363281,1.1175000667572021,16,0.0,0.0,1.561098E9,0,513102444728138,16399,-60.57,I
31152234918447,31078356000000,-1472565238170130286,-0.9021892547607422,1.9531249475624988,39,18,0.0,712.3611867427826,14.73374656162805,5,9,31.8,27.5,-104.00859832763672,0.9975000619888306,16,0.0,0.0,1.561098E9,0,513102404717165,16399,-60.57,I
31152234918447,31078356000000,-1472565238170130286,-0.9021892547607422,1.9531249475624988,39,18,0.0,712.3611867427826,14.73374656162805,5,8,41.5,37.2,-4.4937238693237305,0.7049999833106995,16,0.0,0.0,1.561098E9,0,513102399271008,16399,-60.57,I
31152234918447,31078356000000,-1472565238170130286,-0.9021892547607422,1.9531249475624988,39,18,0.0,712.3611867427826,14.73374656162805,5,6,41.5,37.2,9.102672576904297,0.7275000214576721,16,0.0,0.0,1.561098E9,0,513102404902545,16399,-60.57,I
31152234918447,31078356000000,-1472565238170130286,-0.9021892547607422,1.9531249475624988,39,18,0.0,712.3611867427826,14.73374656162805,5,3,35.6,31.3,-8.152076721191406,1.8422000408172607,16,0.0,0.0,1.561098E9,0,513102400405051,16399,-60.57,I
31152234918447,31078356000000,-1472565238170130286,-0.9021892547607422,1.9531249475624988,39,18,0.0,712.3611867427826,14.73374656162805,5,2,36.2,31.900000000000002,-13.029878616333008,1.7448999881744385,16,0.0,0.0,1.561098E9,0,513102403672907,16399,-60.57,I
31152234918447,31078356000000,-1472565238170130286,-0.9021892547607422,1.9531249475624988,39,18,0.0,712.3611867427826,14.73374656162805,5,1,43.7,39.400000000000006,-0.8065659403800964,1.443600058555603,16,0.0,0.0,1.561098E9,0,513102392802250,16399,-60.57,I
31152234918447,31078356000000,-1472565238170130286,-0.9021892547607422,1.9531249475624988,39,18,0.0,712.3611867427826,14.73374656162805,6,3,31.1,26.8,-402.1380920410156,0.9315000772476196,16,0.0,0.0,1.57542E9,0,513116434813273,23567,-56.68,C
31152234918447,31078356000000,-1472565238170130286,-0.9021892547607422,1.9531249475624988,39,18,0.0,712.3611867427826,14.73374656162805,6,5,27.8,23.5,-163.4432373046875,0.9020000100135803,16,0.0,0.0,1.57542E9,0,513116433124888,23567,-56.68,C
31152234918447,31078356000000,-1472565238170130286,-0.9021892547607422,1.9531249475624988,39,18,0.0,712.3611867427826,14.73374656162805,6,13,32.0,27.7,-249.34181213378906,0.8899999856948853,16,0.0,0.0,1.57542E9,0,513116439090857,23567,-56.68,C
31152234918447,31078356000000,-1472565238170130286,-0.9021892547607422,1.9531249475624988,39,18,0.0,712.3611867427826,14.73374656162805,6,15,28.6,24.3,79.76158905029297,1.0515000820159912,16,0.0,0.0,1.57542E9,0,513116446316932,23567,-56.68,C
31152234918447,31078356000000,-1472565238170130286,-0.9021892547607422,1.9531249475624988,39,18,0.0,712.3611867427826,14.73374656162805,6,27,30.8,26.5,-113.51968383789062,0.9629999995231628,16,0.0,0.0,1.57542E9,0,513116445030642,23567,-56.68,C
31152234918447,31078356000000,-1472565238170130286,-0.9021892547607422,1.9531249475624988,39,18,0.0,712.3611867427826,14.73374656162805,6,30,31.1,26.8,373.1944274902344,0.934499979019165,16,0.0,0.0,1.57542E9,0,513116444078649,23567,-56.68,C
31152234918447,31078356000000,-1472565238170130286,-0.9021892547607422,1.9531249475624988,39,18,0.0,712.3611867427826,14.73374656162805,6,34,30.2,25.9,347.8282775878906,0.9660000205039978,16,0.0,0.0,1.57542E9,0,513116439897557,23567,-56.68,C
31152234918447,31078356000000,-1472565238170130286,-0.9021892547607422,1.9531249475624988,39,18,0.0,712.3611867427826,14.73374656162805,1,11,21.6,16.6,393.9004211425781,1.0749999284744263,16,0.0,0.0,1.17645E9,0,513116449918603,81935,-41.01,Q
31152234918447,31078356000000,-1472565238170130286,-0.9021892547607422,1.9531249475624988,39,18,0.0,712.3611867427826,14.73374656162805,1,20,28.4,23.4,-492.6319580078125,0.035685066133737564,16,0.0,0.0,1.17645E9,0,513116447788633,81935,-41.01,Q
31152234918447,31078356000000,-1472565238170130286,-0.9021892547607422,1.9531249475624988,39,18,0.0,712.3611867427826,14.73374656162805,1,21,36.0,31.0,377.02130126953125,0.017237916588783264,16,0.0,0.0,1.17645E9,0,513116455497525,81935,-41.01,Q
31152234918447,31078356000000,-1472565238170130286,-0.9021892547607422,1.9531249475624988,39,18,0.0,712.3611867427826,14.73374656162805,1,25,30.6,25.6,99.22760772705078,0.04402034729719162,16,0.0,0.0,1.17645E9,0,513116455728589,81935,-41.01,Q
31152234918447,31078356000000,-1472565238170130286,-0.9021892547607422,1.9531249475624988,39,18,0.0,712.3611867427826,14.73374656162805,4,194,21.7,16.7,-3.6950066089630127,1.062999963760376,16,0.0,0.0,1.17645E9,0,513116397780781,16399,-41.01,Q
31152234918447,31078356000000,-1472565238170130286,-0.9021892547607422,1.9531249475624988,39,18,0.0,712.3611867427826,14.73374656162805,6,5,30.6,25.3,-164.06576538085938,0.04702034592628479,16,0.0,0.0,1.17645E9,0,513116433124940,81935,-41.01,Q
31152234918447,31078356000000,-1472565238170130286,-0.9021892547607422,1.9531249475624988,39,18,0.0,712.3611867427826,14.73374656162805,6,15,26.2,20.9,79.57942962646484,0.07874751836061478,16,0.0,0.0,1.17645E9,0,513116446316957,81935,-41.01,Q
31152234918447,31078356000000,-1472565238170130286,-0.9021892547607422,1.9531249475624988,39,18,0.0,712.3611867427826,14.73374656162805,6,21,24.0,18.7,-487.6644287109375,0.8389999866485596,16,0.0,0.0,1.17645E9,0,513116433050359,81935,-41.01,Q
31152234918447,31078356000000,-1472565238170130286,-0.9021892547607422,1.9531249475624988,39,18,0.0,712.3611867427826,14.73374656162805,6,27,26.9,21.599999999999998,-113.55445098876953,0.0498720183968544,16,0.0,0.0,1.17645E9,0,513116445030630,81935,-41.01,Q
31152234918447,31078356000000,-1472565238170130286,-0.9021892547607422,1.9531249475624988,39,18,0.0,712.3611867427826,14.73374656162805,6,30,35.2,29.900000000000002,373.16363525390625,0.0369742326438427,16,0.0,0.0,1.17645E9,0,513116444078645,81935,-41.01,Q
31152234918447,31078356000000,-1472565238170130286,-0.9021892547607422,1.9531249475624988,39,18,0.0,712.3611867427826,14.73374656162805,6,34,33.7,28.400000000000002,347.8446960449219,0.046614788472652435,16,0.0,0.0,1.17645E9,0,513116439897522,81935,-41.01,Q
31152234918447,31078356000000,-1472565238170130286,-0.9021892547607422,1.9531249475624988,39,18,0.0,712.3611867427826,14.73374656162805,5,27,30.8,26.3,-194.54632568359375,0.03908473625779152,16,0.0,0.0,1.17645E9,0,513102450934777,16399,-41.01,Q
31152234918447,31078356000000,-1472565238170130286,-0.9021892547607422,1.9531249475624988,39,18,0.0,712.3611867427826,14.73374656162805,5,28,34.2,29.700000000000003,104.9745864868164,0.026474233716726303,16,0.0,0.0,1.17645E9,0,513102451209634,16399,-41.01,Q
31152234918447,31078356000000,-1472565238170130286,-0.9021892547607422,1.9531249475624988,39,18,0.0,712.3611867427826,14.73374656162805,5,41,32.8,28.299999999999997,-374.3953857421875,0.03311478719115257,16,0.0,0.0,1.17645E9,0,513102448989383,16399,-41.01,Q
