t_ns,mx,my,mz,bx,by,bz
15973099804474,48.881252,15.993751,3.8437502,21.779999,6.48,20.76
15973109804474,48.24375,15.656251,2.86875,21.779999,6.48,20.76
15973119804474,47.550003,16.44375,3.99375,21.779999,6.48,20.76
15973129804474,49.406254,16.81875,1.4625001,21.779999,6.48,20.76
15973139804474,49.687504,16.85625,2.49375,21.779999,6.48,20.76
15973149804474,49.331253,16.181252,0.73125005,21.779999,6.48,20.76
15973159804474,48.693752,15.95625,0.3375,21.779999,6.48,20.76
15973169804474,47.625,16.462502,1.8375001,21.779999,6.48,20.76
15973179804474,48.80625,17.60625,0.43125,21.779999,6.48,20.76
15973189804474,47.86875,17.25,3.0187502,21.779999,6.48,20.76
15973199804474,47.287502,15.656251,3.1312501,21.779999,6.48,20.76
15973209804474,49.687504,16.612501,1.44375,21.779999,6.48,20.76
15973219804474,49.575,16.706251,0.82500005,21.779999,6.48,20.76
15973229804474,48.45,17.0625,3.5625002,21.779999,6.48,20.76
15973239804474,47.68125,16.35,4.14375,21.779999,6.48,20.76
15973249804474,47.98125,16.3875,4.875,21.779999,6.48,20.76
15973259804474,48.506252,16.06875,1.5937501,21.779999,6.48,20.76
15973269804474,47.60625,15.450001,2.325,21.779999,6.48,20.76
15973279804474,50.550003,15.95625,0.43125,21.779999,6.48,20.76
15973289804474,47.71875,16.706251,0.43125,21.779999,6.48,20.76
15973299804474,48.225002,15.4125,2.1000001,21.779999,6.48,20.76
15973309804474,48.206253,15.656251,3.6375,21.779999,6.48,20.76
15973319804474,47.568752,14.94375,5.4187503,21.779999,6.48,20.76
15973329804474,46.8375,16.237501,5.625,21.779999,6.48,20.76
15973339804474,47.4,15.543751,4.05,21.779999,6.48,20.76
15973349804474,46.350002,15.918751,4.93125,21.779999,6.48,20.76
15973359804474,47.100002,16.0125,6.20625,21.779999,6.48,20.76
15973369804474,47.68125,15.58125,5.3812504,21.779999,6.48,20.76
15973379804474,49.312504,16.06875,5.175,21.779999,6.48,20.76
15973389804474,49.125004,15.918751,5.3625,21.779999,6.48,20.76
15973399804474,48.3375,15.543751,3.7687502,21.779999,6.48,20.76
15973409804474,46.237503,15.39375,5.5687504,21.779999,6.48,20.76
15973419804474,46.818752,14.606251,7.36875,21.779999,6.48,20.76
15973429804474,47.381252,15.543751,4.8187504,21.779999,6.48,20.76
15973439804474,47.8125,15.731251,6.6000004,21.779999,6.48,20.76
15973449804474,48.54375,14.94375,4.0687504,21.779999,6.48,20.76
15973459804474,47.5875,16.706251,4.2937503,21.779999,6.48,20.76
15973469804474,45.600002,15.431251,6.2625003,21.779999,6.48,20.76
15973479804474,46.875,14.343751,4.4437504,21.779999,6.48,20.76
15973489804474,47.23125,15.656251,4.9875,21.779999,6.48,20.76
15973499804474,47.30625,15.543751,6.80625,21.779999,6.48,20.76
15973509804474,45.5625,16.556252,3.61875,21.779999,6.48,20.76
15973519804474,46.4625,15.543751,4.3125,21.779999,6.48,20.76
15973529804474,45.91875,15.356251,5.6062503,21.779999,6.48,20.76
