t_ns,value
15973186575047,0.0
15977426581401,0.0
15981746579526,0.0
15986066581193,0.0
15990386580285,0.0
15994706581170,0.0
15999026578983,0.0
16003346582056,0.0
16007666583201,0.0
16011986579712,0.0
16016306611326,0.0
16020626580806,0.0
16024946581795,0.0
16029266579764,0.0
16033586580441,0.0
16037906750128,0.0
16039986580493,1.0
16040306582316,0.0
16044626578722,0.0
16048946580157,0.0
16053266579688,0.0
16055346667501,1.0
16056146582709,0.0
16056466579271,1.0
16059186581042,0.0
16060466579115,1.0
16064786622969,1.0
16068626580521,0.0
16069426580990,1.0
16070066580053,0.0
