t_ns,ax,ay,az,bx,by,bz
15973075395047,-0.72263247,9.078369,3.7088752,0.0,0.0,0.0
15973077774213,-0.6125626,9.068798,3.694518,0.0,0.0,0.0
15973080153328,-0.52163535,9.068798,3.6993039,0.0,0.0,0.0
15973082532443,-0.44506502,9.08794,3.6801612,0.0,0.0,0.0
15973084911557,-0.41635114,9.08794,3.6897326,0.0,0.0,0.0
15973087290672,-0.40677986,9.116654,3.7088752,0.0,0.0,0.0
15973089669786,-0.40677986,9.131011,3.723232,0.0,0.0,0.0
15973092048901,-0.44506502,9.145369,3.7088752,0.0,0.0,0.0
15973094428016,-0.49292147,9.150154,3.7088752,0.0,0.0,0.0
15973096807130,-0.57906306,9.15494,3.7136607,0.0,0.0,0.0
15973099186297,-0.6556334,9.150154,3.723232,0.0,0.0,0.0
15973101565411,-0.7369894,9.159725,3.7567315,0.0,0.0,0.0
15973103944526,-0.81834537,9.169296,3.7806597,0.0,0.0,0.0
15973106323641,-0.8853444,9.164511,3.804588,0.0,0.0,0.0
15973108702755,-0.9523434,9.188439,3.804588,0.0,0.0,0.0
15973111081870,-0.971486,9.2075815,3.7854455,0.0,0.0,0.0
15973113460984,-0.9954142,9.19801,3.7615173,0.0,0.0,0.0
15973115840099,-0.9954142,9.164511,3.7758741,0.0,0.0,0.0
15973118219213,-1.0049855,9.193225,3.7806597,0.0,0.0,0.0
15973120598328,-1.0001999,9.174082,3.8093736,0.0,0.0,0.0
15973122977443,-0.93320084,9.169296,3.8237305,0.0,0.0,0.0
15973125356557,-0.91884387,9.15494,3.8237305,0.0,0.0,0.0
15973127735724,-0.8757731,9.140582,3.7950168,0.0,0.0,0.0
15973130114838,-0.86141616,9.140582,3.7854455,0.0,0.0,0.0
15973132493953,-0.8135597,9.12144,3.7950168,0.0,0.0,0.0
15973134873068,-0.76570326,9.116654,3.790231,0.0,0.0,0.0
15973137252182,-0.7513463,9.116654,3.790231,0.0,0.0,0.0
15973139631245,-0.7609176,9.08794,3.804588,0.0,0.0,0.0
15973142010411,-0.7752745,9.068798,3.8237305,0.0,0.0,0.0
15973144389526,-0.7800602,9.059227,3.8141594,0.0,0.0,0.0
15973146768641,-0.7896315,9.078369,3.7710886,0.0,0.0,0.0
15973149147755,-0.8279166,9.083155,3.7615173,0.0,0.0,0.0
15973151526870,-0.8853444,9.08794,3.7567315,0.0,0.0,0.0
15973153906036,-0.9284152,9.097511,3.7710886,0.0,0.0,0.0
15973156285151,-0.93320084,9.092726,3.7567315,0.0,0.0,0.0
15973158664266,-0.9906286,9.078369,3.737589,0.0,0.0,0.0
15973161043380,-0.9810573,9.073584,3.7136607,0.0,0.0,0.0
