t_ns,gx,gy,gz
15973104595776,-0.6887792,9.055908,3.6995256
15973109354005,-0.76457196,9.042406,3.7176213
15973114112234,-0.82494766,9.036267,3.7196383
15973118870463,-0.86366683,9.034016,3.7163177
15973123628693,-0.88794595,9.030744,3.7185514
15973128386974,-0.89168054,9.027412,3.7257352
15973133145203,-0.88678795,9.026849,3.7282684
15973137903380,-0.8737729,9.026697,3.7317069
15973142661661,-0.8602208,9.026413,3.735542
15973147419891,-0.85192126,9.024657,3.7416813
15973152178172,-0.84804434,9.024854,3.7420874
15973156936401,-0.85281706,9.024581,3.7416592
15973161694630,-0.8612299,9.024374,3.7402325
15973166452859,-0.8704076,9.025343,3.7357686
15973171211088,-0.8804655,9.026512,3.7305837
15973175969318,-0.892916,9.026957,3.7265446
15973180727599,-0.9065224,9.02672,3.723833
15973185485828,-0.92144984,9.025864,3.722245
15973190244005,-0.9328059,9.023657,3.7247677
15973195002286,-0.9386938,9.021779,3.7278328
15973199760516,-0.94100165,9.020701,3.729859
15973204518797,-0.9427331,9.019504,3.7323208
15973209277026,-0.9461655,9.017334,3.7366898
15973214035255,-0.9515125,9.015232,3.7403994
15973218793484,-0.95550567,9.013821,3.7427845
15973223551713,-0.95698017,9.012915,3.7445872
15973228309943,-0.9564038,9.012115,3.7466617
15973233068172,-0.9536855,9.010996,3.750043
15973237826453,-0.9506162,9.009746,3.753824
15973242584682,-0.9492716,9.008388,3.7574205
15973247342911,-0.94932294,9.007502,3.7595317
15973252101141,-0.9512569,9.007105,3.7599962
15973256859422,-0.9554756,9.007035,3.759091
15973261617651,-0.96133727,9.006788,3.7581878
15973266375880,-0.96931297,9.006116,3.7577512
15973271134109,-0.9784891,9.005425,3.7570288
15973275892338,-0.98648494,9.005514,3.7547235
15973280650620,-0.99149233,9.005867,3.752559
15973285408849,-0.9935246,9.006551,3.7503793
15973290167078,-0.99389184,9.00752,3.747954
15973294925307,-0.99348694,9.00785,3.7472672
15973299683536,-0.9941318,9.007786,3.7472515
15973304441766,-0.9951233,9.00793,3.7466414
15973309199995,-0.9975538,9.007971,3.7458978
15973313958276,-1.0015999,9.007957,3.7448478
15973318716505,-1.007225,9.00796,3.7433326
15973323474734,-1.0146312,9.007834,3.7416341
15973328232963,-1.0223643,9.00754,3.740241
15973332991193,-1.0299963,9.007491,3.7382622
15973337749422,-1.0358979,9.007777,3.7359402
15973342507703,-1.0402792,9.008175,3.733762
15973347265932,-1.0422727,9.008583,3.7322233
15973352024161,-1.0409833,9.009127,3.7312715
15973356782391,-1.0367413,9.009688,3.7310953
15973361540620,-1.0303167,9.010254,3.7315066
15973366298849,-1.0231597,9.011069,3.7315106
15973371057130,-1.0167987,9.011956,3.7311084
15973375815359,-1.0129836,9.01262,3.7305408
15973380573588,-1.01199,9.012989,3.7299182
15973385331818,-1.0131495,9.013031,3.729501
15973390089995,-1.0152867,9.012937,3.7291505
15973394848328,-1.0173137,9.012931,3.728613
15973399606557,-1.0178313,9.013159,3.727917
15973404364786,-1.0164351,9.013596,3.7272441
15973409122963,-1.0131068,9.014083,3.7269711
15973413881245,-1.0082481,9.014782,3.7265978
15973418639474,-1.0026003,9.015679,3.7259505
15973423397703,-0.9976925,9.016481,3.7253258
15973428155984,-0.9949224,9.017117,3.7245274
15973432914213,-0.99482715,9.017477,3.7236829
15973437672443,-0.9974448,9.01739,3.7231915
15973442430672,-1.0020564,9.016835,3.7232983
15973447188901,-1.0068481,9.016238,3.7234535
15973451947130,-1.0102911,9.015747,3.7237086
15973456705411,-1.0118393,9.015325,3.7243116
15973461463641,-1.0114962,9.015075,3.725011
15973466221870,-1.0093296,9.015135,3.725451
15973470980099,-1.0059216,9.015259,3.7260725
15973475738328,-1.003065,9.015139,3.7271311
15973480496557,-1.0015469,9.015022,3.727823
15973485254838,-1.0019634,9.01478,3.728298
15973490013068,-1.0038469,9.014359,3.7288063
15973494771297,-1.0062659,9.013865,3.7293484
15973499529526,-1.0079788,9.013439,3.7299182
15973504287755,-1.0078626,9.013108,3.730748
15973509045984,-1.0057179,9.013097,3.731354
15973513804213,-1.00203,9.013385,3.731649
15973518562495,-0.9980643,9.01377,3.7317834
15973523320724,-0.9948851,9.014138,3.731743
15973528078953,-0.99339443,9.014298,3.7317526
15973532837182,-0.9934504,9.01443,3.7314203
15973537595411,-0.9951649,9.01429,3.7313008
15973542353641,-0.99754995,9.014044,3.7312584
15973547111870,-0.99945605,9.013885,3.7311344
15973551870151,-1.0000252,9.013899,3.7309482
15973556628380,-0.9990928,9.01402,3.7309046
15973561386609,-0.9968334,9.01422,3.731025
15973566144838,-0.99371475,9.014577,3.7309937
15973570903068,-0.9909284,9.014851,3.7310772
15973575661297,-0.98885256,9.014961,3.7313597
15973580419526,-0.9881767,9.014791,3.7319496
15973585177807,-0.9891928,9.01443,3.7325501
15973589936036,-0.991328,9.013998,3.7330287
15973594694266,-0.99363405,9.013478,3.7336686
15973599452495,-0.99549526,9.013096,3.7340982
15973604210724,-0.99659634,9.012962,3.7341256
15973608968953,-0.996331,9.01294,3.7342484
15973613727234,-0.99510366,9.013111,3.734164
15973618485463,-0.99315023,9.013424,3.7339296
15973623243693,-0.9910658,9.013738,3.7337267
15973628001922,-0.9893296,9.013957,3.7336555
