t_ns,qx,qy,qz,qw,heading_acc_rad
15973114112234,0.48220277,0.27898332,0.34880432,0.7536473,-1.0
15973118870463,0.48152396,0.28045532,0.34772515,0.7540336,-1.0
15973123628693,0.48039013,0.28219143,0.34852222,0.7537411,-1.0
15973128386974,0.4800323,0.28215128,0.34847727,0.7540048,-1.0
15973133145203,0.4811327,0.2800403,0.3456872,0.75537354,-1.0
15973137903380,0.48128328,0.27946788,0.3460345,0.75533056,-1.0
15973142661661,0.48096862,0.2796597,0.34764406,0.7547206,-1.0
15973147419891,0.48090714,0.27920544,0.34790587,0.75480735,-1.0
15973152178172,0.48183966,0.27755573,0.3456603,0.75585204,-1.0
15973156936401,0.48176575,0.2777233,0.345504,0.7559091,-1.0
15973161694630,0.4826296,0.276351,0.34258106,0.7571902,-1.0
15973166452859,0.48262402,0.27677226,0.34227067,0.7571803,-1.0
15973171211088,0.48312035,0.2763836,0.34058368,0.7577662,-1.0
15973175969318,0.4830245,0.27692312,0.34020343,0.7578011,-1.0
15973180727599,0.4835281,0.2762932,0.33795068,0.75871736,-1.0
15973185485828,0.48328042,0.2768725,0.33753416,0.7588494,-1.0
15973190244005,0.48281786,0.2774466,0.33759406,0.75890744,-1.0
15973195002286,0.48256454,0.27760562,0.33748612,0.7590584,-1.0
15973199760516,0.48242444,0.27766308,0.3374731,0.75913227,-1.0
15973204518797,0.4821332,0.27794278,0.33787805,0.7590348,-1.0
15973209277026,0.4818735,0.2779924,0.33786353,0.759188,-1.0
15973214035255,0.48149496,0.2783079,0.33807737,0.7592174,-1.0
15973218793484,0.48131153,0.27840677,0.33800432,0.75933,-1.0
15973223551713,0.48130435,0.27825403,0.33772022,0.7595169,-1.0
15973228309943,0.4812331,0.27818725,0.33775678,0.75957024,-1.0
15973233068172,0.48084125,0.2785547,0.33871835,0.75925547,-1.0
15973237826453,0.48075548,0.27835664,0.33883488,0.7593304,-1.0
15973242584682,0.48033005,0.27876136,0.33975017,0.75904214,-1.0
15973247342911,0.48024705,0.2787113,0.3397623,0.7591076,-1.0
15973252101141,0.47972113,0.27957323,0.34098318,0.75857556,-1.0
15973256859422,0.4796711,0.27974156,0.34085292,0.7586037,-1.0
15973261617651,0.47970444,0.27976668,0.34035784,0.7587956,-1.0
15973266375880,0.47955775,0.28005782,0.34012663,0.7588846,-1.0
15973271134109,0.47946674,0.2802793,0.33967105,0.7590644,-1.0
15973275892338,0.47940215,0.2805993,0.339399,0.75910866,-1.0
15973280650620,0.47939467,0.28080863,0.3392101,0.7591204,-1.0
15973285408849,0.47944722,0.2809168,0.33911112,0.75909144,-1.0
15973290167078,0.47995454,0.28026986,0.33794618,0.75952935,-1.0
15973294925307,0.47999164,0.28026873,0.3379475,0.75950575,-1.0
15973299683536,0.47997737,0.28029463,0.3379334,0.7595115,-1.0
