t_ns,hPa
15973236695099,983.23486
15973276695932,983.22974
15973316696609,983.2263
15973356696505,983.228
15973396695828,983.23
15973436694318,983.228
15973476696349,983.2278
15973516696870,983.2285
15973556695516,983.23193
15973596697599,983.2324
15973636694682,983.24023
15973676695463,983.23926
15973716695255,983.2444
15973756695047,983.2449
15973796825359,983.2361
15973836696036,983.23926
15973876700463,983.24023
15973916700568,983.2378
15973956697547,983.23315
15973996703120,983.2395
15974036699578,983.2473
15974076700151,983.2478
15974116700359,983.2412
15974156700411,983.2366
15974196699318,983.2363
15974236698224,983.23706
15974276698588,983.2346
15974316699943,983.2324
15974356742755,983.22534
15974396700047,983.23535
15974436701766,983.23193
15974476700932,983.2395
15974516702234,983.2444
15974556700568,983.2351
15974596698953,983.2368
15974636766036,983.2446
15974676700880,983.2378
15974716699161,983.2434
15974756700099,983.2383
15974796699786,983.2407
15974836701349,983.239
15974876699318,983.2466
15974916700516,983.2471
15974956703484,983.24585
15974996699734,983.2466
15975036699526,983.2466
15975076701922,983.2366
15975116697651,983.23413
15975156698588,983.2407
15975196700880,983.2429
15975236699734,983.2478
15975276732547,983.249
15975316701505,983.25146
15975356698328,983.2451
15975396699682,983.2385
15975436702911,983.2363
15975476701245,983.2334
15975516699057,983.23267
15975556700672,983.2461
15975596701713,983.2566
15975636833224,983.24976
15975676697703,983.249
15975716700984,983.24365
15975756697703,983.24365
15975796699838,983.2461
15975836701401,983.25024
15975876700099,983.2527
15975916699943,983.2383
15975956700828,983.2329
15975996697911,983.2317
15976036702443,983.2351
15976076698120,983.2439
15976116700620,983.2429
15976156698068,983.2439
15976196699943,983.24634
15976236716297,983.2444
15976276703380,983.23486
15976316698380,983.23145
15976356770516,983.2307
15976396700880,983.2302
15976436697651,983.23584
15976476700203,983.23584
15976516700099,983.239
15976556700932,983.24414
15976596703536,983.2439
15976636698068,983.2405
15976676699578,983.2417
15976716702703,983.24
15976756703641,983.2434
15976796701193,983.24243
15976836699578,983.25195
