t_ns,wall_ms,type,text
15973129484509,1788545919303,SESSION_START,"20260904_234839_SNU_AJB_BA_run3"
15973129556957,1788545919303,CALIB_START,"stand still 15s"
15988129021795,1788545934303,CALIB_END,"n_fixes=14"
15988129588878,1788545934303,RIDE_START,""
16057838924216,1788546004013,STOP_CALIB_START,"stand still 15s"
16072840170044,1788546019014,STOP_CALIB_END,"n_fixes=15"
16072845047336,1788546019019,SESSION_END,""
