t_ns,gx,gy,gz,bx,by,bz
15973086764682,-0.013439025,0.0048869182,-0.0012217296,-0.011551892,6.854045E-4,0.006857684
15973089143797,-0.012217295,0.010995566,-0.0061086477,-0.011551892,6.854045E-4,0.006857684
15973091522911,-0.012217295,0.017104214,-0.008552107,-0.011551892,6.854045E-4,0.006857684
15973093902026,-0.012217295,0.021991132,-0.012217295,-0.011551892,6.854045E-4,0.006857684
15973096281141,-0.013439025,0.02443459,-0.014660755,-0.011551892,6.854045E-4,0.006857684
15973098660307,-0.013439025,0.02565632,-0.015882485,-0.011551892,6.854045E-4,0.006857684
15973101039422,-0.015882485,0.02565632,-0.015882485,-0.011551892,6.854045E-4,0.006857684
15973103418536,-0.015882485,0.021991132,-0.015882485,-0.011551892,6.854045E-4,0.006857684
15973105797651,-0.014660755,0.018325943,-0.014660755,-0.011551892,6.854045E-4,0.006857684
15973108176766,-0.013439025,0.014660755,-0.012217295,-0.011551892,6.854045E-4,0.006857684
15973110555880,-0.013439025,0.008552107,-0.0097738365,-0.011551892,6.854045E-4,0.006857684
15973112934995,-0.014660755,0.0048869182,-0.008552107,-0.011551892,6.854045E-4,0.006857684
15973115314109,-0.015882485,-0.0,-0.0048869182,-0.011551892,6.854045E-4,0.006857684
15973117693224,-0.017104214,-0.0048869182,-0.0036651888,-0.011551892,6.854045E-4,0.006857684
15973120072338,-0.015882485,-0.0097738365,-0.0024434591,-0.011551892,6.854045E-4,0.006857684
15973122451453,-0.015882485,-0.012217295,-0.0012217296,-0.011551892,6.854045E-4,0.006857684
15973124830568,-0.014660755,-0.014660755,0.0,-0.011551892,6.854045E-4,0.006857684
15973127209734,-0.013439025,-0.017104214,0.0012217296,-0.011551892,6.854045E-4,0.006857684
15973129588849,-0.014660755,-0.018325943,0.0012217296,-0.011551892,6.854045E-4,0.006857684
15973131967963,-0.015882485,-0.018325943,0.0012217296,-0.011551892,6.854045E-4,0.006857684
15973134347078,-0.015882485,-0.017104214,-0.0012217296,-0.011551892,6.854045E-4,0.006857684
15973136726193,-0.015882485,-0.015882485,-0.0012217296,-0.011551892,6.854045E-4,0.006857684
15973139105255,-0.015882485,-0.015882485,-0.0024434591,-0.011551892,6.854045E-4,0.006857684
15973141484422,-0.013439025,-0.013439025,-0.0024434591,-0.011551892,6.854045E-4,0.006857684
