t_ns,qx,qy,qz,qw
15973104595776,0.3733976,0.41466963,0.5727772,0.6004578
15973109354005,0.370424,0.41622123,0.5715896,0.60235476
15973114112234,0.36844194,0.41785377,0.57037723,0.60358804
15973118870463,0.36732125,0.4190413,0.5694899,0.6042853
15973123628693,0.3664882,0.41963446,0.56901,0.60483134
15973128386974,0.36615843,0.41948587,0.56905514,0.60509163
15973133145203,0.3662538,0.41924855,0.5691818,0.60507923
15973137903380,0.36657956,0.4187545,0.5694971,0.60492736
15973142661661,0.36690786,0.41823316,0.56983393,0.6047718
15973147419891,0.36699238,0.4177845,0.57011235,0.60476816
15973152178172,0.36711806,0.41764927,0.5701799,0.60472167
15973156936401,0.366994,0.41778454,0.57005066,0.60482544
15973161694630,0.36678144,0.4180581,0.5698304,0.6049728
15973166452859,0.3666386,0.41845548,0.569535,0.6050629
15973171211088,0.3664866,0.41890422,0.5692112,0.6051491
15973175969318,0.36621857,0.41938412,0.5688651,0.6053043
15973180727599,0.36587054,0.41985252,0.568523,0.60551155
15973185485828,0.3654439,0.42032024,0.5681763,0.60577005
15973190244005,0.36499873,0.42055404,0.5679922,0.6060488
15973195002286,0.36470532,0.4206227,0.56794244,0.6062243
15973199760516,0.36455324,0.4206317,0.5679557,0.60629714
15973204518797,0.3644034,0.42061242,0.5679934,0.60636526
15973209277026,0.3641399,0.42057574,0.56803256,0.60651225
15973214035255,0.36384058,0.42060992,0.5680111,0.60668826
15973218793484,0.3636334,0.4206445,0.567981,0.60681665
15973223551713,0.36352956,0.4206251,0.5679862,0.6068876
15973228309943,0.36348376,0.42053893,0.56803864,0.6069256
15973233068172,0.36346585,0.42034933,0.568162,0.60695213
15973237826453,0.363449,0.42013457,0.5682973,0.60698426
15973242584682,0.363383,0.41997346,0.56839216,0.60704654
15973247342911,0.36332017,0.41989958,0.56842583,0.60710365
15973252101141,0.36324826,0.41993362,0.5683877,0.6071589
15973256859422,0.3631461,0.42007694,0.56827396,0.6072273
15973261617651,0.36299273,0.42026424,0.56812334,0.6073303
15973266375880,0.3627582,0.42049316,0.5679354,0.60748774
15973271134109,0.3625003,0.42075932,0.56770724,0.60767066
15973275892338,0.36233416,0.42104197,0.56746596,0.60779935
15973280650620,0.36225837,0.4212382,0.56729215,0.60787076
15973285408849,0.36226246,0.42136657,0.5672043,0.60786134
15973290167078,0.3623283,0.42145672,0.5671459,0.60781413
15973294925307,0.36236334,0.42146808,0.5671399,0.6077909
15973299683536,0.362343,0.42148653,0.56712615,0.60780305
15973304441766,0.36233044,0.4215342,0.5670928,0.60780865
15973309199995,0.3622756,0.42162633,0.5670266,0.60783917
15973313958276,0.36216944,0.42178097,0.56693304,0.6078824
15973318716505,0.36202615,0.42199552,0.56679815,0.60794467
15973323474734,0.36184058,0.42225718,0.5666083,0.6080504
15973328232963,0.36163452,0.42251772,0.5664179,0.6081694
15973332991193,0.36145043,0.42279458,0.56621724,0.60827327
15973337749422,0.36133334,0.42303464,0.5660454,0.60833585
15973342507703,0.36126685,0.42322263,0.56589967,0.6083802
15973347265932,0.36125922,0.4233218,0.56581455,0.6083949
15973352024161,0.36133724,0.42331252,0.5658133,0.6083562
15973356782391,0.3614807,0.42320064,0.56589794,0.60827005
15973361540620,0.36167598,0.42300895,0.5660406,0.60815454
15973366298849,0.3618906,0.4228251,0.56621486,0.6079925
15973371057130,0.36208612,0.42268196,0.56637293,0.6078283
15973375815359,0.36220157,0.42261735,0.5664785,0.6077062
15973380573588,0.36223254,0.42262834,0.5665165,0.6076446
15973385331818,0.36220828,0.4226742,0.5664835,0.60765785
15973390089995,0.3621503,0.4227451,0.56643164,0.6076915
15973394848328,0.36211407,0.42280853,0.5663604,0.6077353
15973399606557,0.36214036,0.42282802,0.5663053,0.6077575
15973404364786,0.36222994,0.4227918,0.56628746,0.6077459
15973409122963,0.3623663,0.42269138,0.5663226,0.6077017
15973413881245,0.36254767,0.42255828,0.56639856,0.60761523
15973418639474,0.36275116,0.42242274,0.5665028,0.6074909
15973423397703,0.36292988,0.4223069,0.56659204,0.60738146
15973428155984,0.3630293,0.42226967,0.56665576,0.60728854
15973432914213,0.3630426,0.42230925,0.56666416,0.6072452
15973437672443,0.36296225,0.42240798,0.5666157,0.6072698
15973442430672,0.36280966,0.42253256,0.56652176,0.6073619
15973447188901,0.36265898,0.42265254,0.5664117,0.6074711
15973451947130,0.3625554,0.422726,0.5663221,0.6075653
15973456705411,0.36250338,0.4227343,0.56627756,0.6076321
15973461463641,0.3625059,0.42268994,0.5662795,0.60765964
15973466221870,0.36256623,0.42261156,0.5663277,0.6076332
15973470980099,0.36265668,0.42249656,0.5664119,0.6075808
15973475738328,0.36269748,0.4223975,0.566519,0.6075253
15973480496557,0.36270243,0.4223516,0.56659704,0.6074816
15973485254838,0.36265415,0.42236444,0.5666266,0.6074739
15973490013068,0.36257687,0.42240006,0.56659806,0.60752195
15973494771297,0.3624812,0.42244935,0.56655896,0.60758114
15973499529526,0.3624187,0.42246866,0.56651914,0.6076421
15973504287755,0.36241052,0.42242563,0.56651795,0.60767806
15973509045984,0.36247253,0.42233586,0.5665582,0.60766596
15973513804213,0.3625858,0.42222077,0.5666364,0.60760546
15973518562495,0.36270988,0.42210615,0.5667218,0.60753137
15973523320724,0.36280024,0.42203087,0.56680703,0.6074502
15973528078953,0.36283284,0.4220023,0.56686026,0.6074009
15973532837182,0.36283028,0.42202452,0.5668685,0.60737926
15973537595411,0.36277863,0.42207614,0.5668303,0.6074099
15973542353641,0.36270994,0.4221377,0.5667694,0.6074649
15973547111870,0.36266834,0.422181,0.56670415,0.60752064
15973551870151,0.36267447,0.42218694,0.56666154,0.6075525
15973556628380,0.36272353,0.42214736,0.56665474,0.60755706
15973561386609,0.36280486,0.42207024,0.56668705,0.607532
15973566144838,0.3629067,0.42198455,0.56675136,0.6074707
15973570903068,0.36299416,0.4219043,0.5668111,0.6074184
15973575661297,0.3630379,0.42184958,0.566881,0.6073651
15973580419526,0.36302525,0.4218248,0.5669299,0.6073442
15973585177807,0.36297318,0.4218333,0.5669213,0.6073774
15973589936036,0.36288884,0.42187703,0.5668869,0.6074296
15973594694266,0.36279482,0.4219192,0.5668508,0.6074902
15973599452495,0.36272883,0.42195,0.5668096,0.6075466
15973604210724,0.3627034,0.42197016,0.5667712,0.6075836
15973608968953,0.3627181,0.4219501,0.56676483,0.60759467
15973613727234,0.36276478,0.42191505,0.5667825,0.60757464
15973618485463,0.36283335,0.42187032,0.5668214,0.6075285
15973623243693,0.3629072,0.421819,0.56686056,0.6074835
15973628001922,0.3629656,0.42177305,0.56689525,0.60744816
15973632760151,0.3630049,0.42174938,0.56691355,0.607424
15973637518380,0.36303553,0.42174494,0.56691813,0.6074045
15973642276609,0.36306125,0.421725,0.56692195,0.60739946
15973647034838,0.3631004,0.42167473,0.5669362,0.6073976
15973651793120,0.36315852,0.42160183,0.56696486,0.60738677
15973656551349,0.36324063,0.42152035,0.56700593,0.60735595
15973661309578,0.3633296,0.4214329,0.5670623,0.60731065
15973666067807,0.36340317,0.42135435,0.5671203,0.6072671
15973670826036,0.363462,0.42130443,0.5671576,0.6072316
15973675584266,0.3634876,0.4212723,0.56718093,0.6072167
15973680342495,0.36347863,0.4212728,0.5671801,0.6072225
15973685100776,0.3634525,0.4212947,0.56716377,0.60723823
15973689859005,0.3634236,0.42131227,0.5671355,0.60726976
15973694617234,0.3634091,0.42131358,0.56710774,0.6073035
15973699375463,0.36341894,0.42128062,0.56710386,0.6073241
15973704133693,0.3634605,0.421223,0.56712127,0.607323
15973708891922,0.3635279,0.42116,0.56715447,0.6072953
15973713650151,0.36359861,0.42110354,0.56719697,0.6072525
15973718408380,0.36366537,0.42105502,0.5672337,0.60721177
15973723166661,0.3637137,0.42102638,0.56725574,0.607182
15973727924891,0.36374065,0.42100596,0.56727123,0.60716563
15973732683120,0.36376208,0.42098552,0.567281,0.6071578
15973737441349,0.36378688,0.4209571,0.56728876,0.6071555
15973742199578,0.36382014,0.42092323,0.5672909,0.607157
15973746957807,0.36387387,0.42088178,0.56729984,0.6071451
15973751716036,0.3639438,0.4208443,0.56731164,0.6071182
15973756474318,0.3640066,0.42080918,0.5673389,0.6070793
15973761232547,0.36405963,0.42077732,0.56736344,0.60704666
15973765990776,0.36409587,0.42075565,0.56738025,0.60702425
15973770748953,0.3641046,0.4207435,0.56738913,0.60701925
15973775507234,0.36408862,0.42072865,0.5673985,0.60703033
15973780265463,0.36408707,0.42071155,0.56739146,0.60704964
15973785023693,0.36410153,0.4206742,0.56739074,0.6070676
15973789781922,0.36414582,0.42060453,0.567416,0.6070656
15973794540203,0.36420035,0.4205269,0.5674611,0.60704464
15973799298432,0.36427712,0.42046052,0.5675104,0.6069983
15973804056661,0.36433113,0.42042133,0.5675671,0.6069401
15973808814891,0.3643536,0.42042032,0.5676064,0.6068905
15973813573120,0.36434323,0.42045975,0.5676157,0.6068609
15973818331349,0.36431763,0.42053068,0.567589,0.60685205
15973823089578,0.36429605,0.42060202,0.5675388,0.6068624
15973827847807,0.36429587,0.42064956,0.5674896,0.6068756
15973832606088,0.3643421,0.4206629,0.5674526,0.6068732
15973837364318,0.36443135,0.42062485,0.5674555,0.6068433
15973842122547,0.3645441,0.42055702,0.56749517,0.6067854
15973846880776,0.3646561,0.42047253,0.567559,0.60671705
15973851639005,0.36473063,0.42040735,0.5676386,0.60664296
15973856397234,0.36474407,0.42037615,0.5677046,0.60659474
15973861155463,0.36469877,0.42039153,0.5677328,0.6065849
15973865913693,0.36461207,0.42044514,0.56771755,0.6066142
15973870671974,0.36450544,0.42051753,0.5676624,0.6066796
15973875430203,0.36440596,0.42058688,0.5675899,0.60675913
15973880188432,0.36433628,0.42065388,0.5675067,0.6068324
15973884946609,0.36430734,0.42069322,0.5674378,0.6068869
15973889704891,0.3643203,0.42070755,0.56739306,0.60691094
15973894463120,0.36437947,0.42070475,0.56737334,0.60689586
15973899221349,0.3644607,0.42068794,0.5673784,0.606854
15973903979578,0.36455312,0.42066613,0.567398,0.6067953
15973908737807,0.36463413,0.420642,0.5674186,0.60674405
15973913496088,0.36469573,0.42062354,0.5674344,0.60670507
15973918254318,0.36472964,0.4206074,0.56744725,0.6066839
15973923012547,0.36473137,0.42060223,0.5674509,0.606683
15973927770776,0.36470506,0.42059654,0.56745344,0.60670036
15973932529005,0.36466786,0.42058212,0.5674615,0.6067252
15973937287234,0.36463234,0.42056206,0.56747353,0.6067492
15973942045463,0.3646133,0.4205335,0.56749225,0.60676295
15973946803693,0.3646155,0.4204852,0.5675255,0.6067639
15973951561974,0.36463103,0.42042553,0.5675674,0.6067568
15973956320203,0.36466494,0.42036766,0.5676089,0.60673773
15973961078432,0.3647101,0.42031506,0.5676473,0.6067111
15973965836661,0.36475542,0.42027467,0.5676773,0.6066838
15973970594891,0.36479756,0.42024583,0.5676992,0.6066579
15973975353120,0.36483413,0.4202327,0.56771004,0.60663486
15973980111349,0.3648557,0.42023075,0.5677124,0.60662097
15973984869578,0.36487868,0.4202295,0.5677146,0.6066061
15973989627807,0.36489606,0.4202387,0.56770897,0.60659444
15973994386036,0.36490408,0.420255,0.5676982,0.6065884
15973999144318,0.36489984,0.42028007,0.5676807,0.6065899
15974003902547,0.364891,0.42032373,0.5676503,0.6065935
15974008660776,0.36486804,0.4203771,0.56761247,0.6066057
15974013419005,0.3648368,0.4204309,0.567574,0.60662323
15974018177234,0.36480054,0.4204685,0.56754637,0.60664487
15974022935463,0.3647812,0.4204958,0.567507,0.6066744
15974027693693,0.36478004,0.42051256,0.5674768,0.60669166
15974032451922,0.3647934,0.42048573,0.5674758,0.60670316
15974037210151,0.3648481,0.42041335,0.56749165,0.6067056
15974041968432,0.36493555,0.42037675,0.5675213,0.60665077
15974046726661,0.36501977,0.42027625,0.56759447,0.6066012
15974051484891,0.36513114,0.42019695,0.5676545,0.60653293
15974056243120,0.3654046,0.42031652,0.56760204,0.6063344
15974061001349,0.36554444,0.42024955,0.5676807,0.6062229
15974065759578,0.36537918,0.41996342,0.567893,0.60632193
15974070517807,0.36540657,0.4199135,0.5679723,0.6062657
15974075276036,0.3654777,0.4200017,0.56794786,0.60618466
15974080034266,0.3652645,0.41987738,0.5680538,0.6063
15974084792495,0.36505058,0.4198563,0.5681155,0.60638565
15974089550776,0.36498857,0.42007574,0.5680106,0.6063692
15974094309005,0.36478657,0.42022058,0.5679275,0.6064683
15974099067234,0.3644962,0.42021692,0.56789917,0.6066719
15974103825463,0.36432108,0.42028135,0.5678034,0.6068221
15974108583693,0.364305,0.42036733,0.56768227,0.60688555
15974113341922,0.36433265,0.4203401,0.5676381,0.6069291
15974118100151,0.36442837,0.4202615,0.5676382,0.60692596
15974122858380,0.36464158,0.42024726,0.56761545,0.60682905
15974127616609,0.36486158,0.42020223,0.5676365,0.6067082
15974132374838,0.36499113,0.42010432,0.5677102,0.60662913
15974137133120,0.36511242,0.42008525,0.56775564,0.60652685
15974141891349,0.3652145,0.42015964,0.5677465,0.60642236
15974146649578,0.36520225,0.4202042,0.567743,0.6064022
15974151407807,0.36510107,0.4202229,0.5677401,0.60645294
15974156166036,0.36500347,0.42026612,0.5677056,0.6065141
15974160924266,0.3649381,0.42031515,0.5676502,0.6065712
15974165682495,0.3648842,0.42033815,0.5676173,0.6066185
15974170440724,0.36482695,0.42029777,0.567632,0.60666716
15974175198953,0.3647869,0.42026597,0.5676518,0.6066947
15974179957234,0.36473486,0.42021364,0.5676852,0.606731
15974184715463,0.364608,0.4201166,0.567764,0.6068007
15974189473693,0.36449423,0.42006093,0.5678126,0.60686207
15974194231922,0.36445352,0.42008838,0.56779176,0.60688704
15974198990151,0.3644118,0.42015913,0.56775457,0.60689795
15974203748380,0.364339,0.42021042,0.5677174,0.60694087
15974208506609,0.36429885,0.42030963,0.56764406,0.6069649
15974213264838,0.364325,0.4204332,0.5675339,0.6069666
15974218023068,0.3643636,0.42052704,0.56743604,0.6069701
15974222781297,0.36445338,0.42056462,0.5673715,0.60695046
15974227539526,0.36460704,0.42062962,0.5673112,0.6068693
15974232297755,0.36477724,0.4206435,0.5673011,0.60676694
15974237056036,0.3648885,0.42059377,0.5673496,0.6066891
15974241814266,0.36500463,0.4205692,0.5674047,0.6065848
15974246572495,0.36509356,0.42061785,0.5674325,0.60647136
15974251330724,0.3650842,0.42063865,0.5674918,0.6064072
15974256088953,0.3649505,0.42064238,0.567547,0.60643345
15974260847182,0.36477032,0.42067444,0.56756866,0.6064993
15974265605411,0.3645899,0.42067948,0.56756973,0.6066032
15974270363641,0.36444166,0.42063653,0.5675689,0.60672295
15974275121870,0.36438957,0.42057544,0.5675749,0.60679096
15974279880099,0.36439553,0.4204349,0.56763536,0.6068282
15974284638328,0.36442333,0.42020065,0.5677723,0.6068456
15974289396557,0.36451057,0.4199745,0.56792736,0.6068047
15974294154786,0.3646334,0.41979015,0.5680827,0.60671306
15974298913068,0.36473542,0.41964594,0.56823236,0.6066114
15974303671297,0.36481783,0.41959003,0.56832975,0.6065092
15974308429526,0.3648939,0.41962844,0.5683543,0.60641384
15974313187755,0.36493424,0.41970286,0.56832606,0.60636455
15974317945984,0.36495224,0.41975048,0.56827146,0.60637194
15974322704213,0.36502105,0.41978726,0.568195,0.60637677
15974327462443,0.3651555,0.41982725,0.5681148,0.60634327
15974332220672,0.36531603,0.41979337,0.5680878,0.6062952
15974336978901,0.36546206,0.41969353,0.56812406,0.6062424
15974341737078,0.3656593,0.41964316,0.56816137,0.60612327
15974346495359,0.36583486,0.4196278,0.5681804,0.6060103
15974351253588,0.36587802,0.41959026,0.5682395,0.6059547
15974356011818,0.36585066,0.41956887,0.5682838,0.6059446
15974360770099,0.36581802,0.41958913,0.5682787,0.605955
15974365528328,0.3657586,0.41958386,0.5682685,0.6060041
15974370286557,0.36568627,0.4195262,0.5682776,0.60607916
15974375044786,0.3656796,0.41946638,0.5682835,0.60611904
15974379803016,0.3657559,0.41941687,0.5682866,0.6061043
15974384561245,0.3658414,0.41931513,0.56833476,0.60607785
15974389319474,0.36590874,0.4191918,0.568419,0.60604364
15974394077703,0.3659793,0.4191113,0.5684934,0.6059869
15974398835932,0.36602333,0.4190599,0.56853074,0.6059608
15974403594161,0.3660078,0.4190197,0.56855774,0.60597265
15974408352391,0.36596778,0.41901028,0.5685624,0.605999
15974413110672,0.3659504,0.4190062,0.56853825,0.60603493
15974417868901,0.3659546,0.41895065,0.56852126,0.60608673
15974422627130,0.36602232,0.41885316,0.5685182,0.6061161
15974427385359,0.36616606,0.4187079,0.5685498,0.6061
15974432143588,0.36633366,0.4184923,0.5686545,0.6060494
15974436901818,0.36649376,0.4182624,0.5688039,0.60597116
15974441660047,0.36661723,0.418089,0.56895894,0.6058705
15974446418276,0.36666486,0.4180456,0.56906414,0.6057729
15974451176505,0.36659053,0.41812873,0.5691009,0.6057259
15974455934734,0.3663506,0.41827187,0.56908673,0.6057856
15974460692963,0.36605725,0.41850474,0.5689775,0.6059047
15974465451193,0.36574748,0.41869903,0.5688368,0.6060896
15974470209422,0.3657115,0.41903442,0.56851536,0.6061811
15974474967651,0.36584243,0.41926336,0.5682336,0.60620797
15974479725932,0.36604384,0.41920504,0.5681054,0.60624695
15974484484161,0.36646065,0.41906258,0.5680543,0.6061414
15974489242391,0.36690584,0.4187068,0.5682242,0.6059587
15974494000620,0.36731437,0.41829708,0.5685107,0.6057254
15974498758849,0.3677428,0.41806993,0.5687925,0.60535765
15974503517078,0.36797434,0.41798455,0.56904936,0.6050344
15974508275307,0.36795133,0.41805607,0.56921154,0.6048464
15974513033536,0.36772656,0.41823488,0.56923306,0.60483915
15974517791766,0.3674299,0.41839844,0.569155,0.6049799
15974522549995,0.36714613,0.41841733,0.5690614,0.60522705
15974527308224,0.36698553,0.41825604,0.5690169,0.6054778
15974532066453,0.36704814,0.41799065,0.5690325,0.6056084
15974536824630,0.3672994,0.4176377,0.5691594,0.6055803
15974541582911,0.36761874,0.4172475,0.5693922,0.6054366
15974546341141,0.36793858,0.4169369,0.5696688,0.605196
15974551099422,0.36818582,0.41680917,0.569891,0.6049245
15974555857599,0.36824802,0.41684908,0.5700205,0.60473704
15974560615984,0.36811787,0.4170074,0.57004005,0.6046887
15974565374109,0.3678974,0.41724092,0.56993866,0.6047573
15974570132338,0.36767077,0.41746047,0.56976044,0.60491157
15974574890568,0.36750665,0.41759607,0.5695729,0.60509425
15974579648797,0.36747488,0.41763508,0.5694219,0.60522884
15974584407026,0.3675889,0.41758847,0.56934965,0.6052597
15974589165255,0.36780196,0.41746935,0.5693823,0.6051817
15974593923484,0.36800945,0.41731465,0.56951153,0.6050406
15974598681713,0.36815527,0.4171951,0.5696794,0.6048763
15974603439943,0.3682025,0.41716087,0.5698222,0.6047366
15974608198172,0.36813498,0.41722047,0.5698951,0.60466796
15974612956401,0.36799216,0.41734648,0.5698832,0.6046791
15974617714630,0.3678252,0.417481,0.56980413,0.6047623
15974622472859,0.36768997,0.41754866,0.5697108,0.6048859
15974627231088,0.36764777,0.4175285,0.5696327,0.60499895
15974631989318,0.36774018,0.4174136,0.5696074,0.60504586
15974636747547,0.3679608,0.41722775,0.5696536,0.6049965
15974641505828,0.36823565,0.41700065,0.56977385,0.60487235
15974646264057,0.36850363,0.41676965,0.5699439,0.60470825
15974651022286,0.3687151,0.41658822,0.5701159,0.6045422
